chr	start	end	interval_id	num_peaks	num_samples	DFAM71927V3_1_750_R1.bool	MV411_1_590_R1.bool	MV411_4_717_R1.bool	DFAM71927V3_1_750_R1.fc	MV411_1_590_R1.fc	MV411_4_717_R1.fc	DFAM71927V3_1_750_R1.qval	MV411_1_590_R1.qval	MV411_4_717_R1.qval	DFAM71927V3_1_750_R1.pval	MV411_1_590_R1.pval	MV411_4_717_R1.pval	DFAM71927V3_1_750_R1.start	MV411_1_590_R1.start	MV411_4_717_R1.start	DFAM71927V3_1_750_R1.end	MV411_1_590_R1.end	MV411_4_717_R1.end	DFAM71927V3_1_750_R1.summit	MV411_1_590_R1.summit	MV411_4_717_R1.summit
chr10	100186004	100186122	Interval_2865	1	1	FALSE	TRUE	FALSE	NA	5.00182	NA	NA	3.02299	NA	NA	6.9559	NA	NA	100186004	NA	NA	100186122	NA	NA	69	NA
chr10	100255762	100256061	Interval_2866	1	1	TRUE	FALSE	FALSE	6.09463	NA	NA	5.65231	NA	NA	9.55567	NA	NA	100255762	NA	NA	100256061	NA	NA	122	NA	NA
chr10	100289737	100289941	Interval_2867	1	1	FALSE	FALSE	TRUE	NA	NA	11.18903	NA	NA	15.74675	NA	NA	19.27145	NA	NA	100289737	NA	NA	100289941	NA	NA	124
chr10	100551315	100551528	Interval_2868	1	1	FALSE	FALSE	TRUE	NA	NA	13.11907	NA	NA	20.26226	NA	NA	23.89062	NA	NA	100551315	NA	NA	100551528	NA	NA	112
chr10	100826026	100826174	Interval_2869	1	1	FALSE	FALSE	TRUE	NA	NA	7.58112	NA	NA	8.35443	NA	NA	11.64677	NA	NA	100826026	NA	NA	100826174	NA	NA	63
chr10	101032741	101033362	Interval_2870	1	1	FALSE	FALSE	TRUE	NA	NA	78.7144	NA	NA	221.22089	NA	NA	226.32249	NA	NA	101032741	NA	NA	101033362	NA	NA	382
chr10	101054396	101054593	Interval_2871	1	1	FALSE	FALSE	TRUE	NA	NA	4.83334	NA	NA	3.32013	NA	NA	6.31143	NA	NA	101054396	NA	NA	101054593	NA	NA	91
chr10	101071563	101071697	Interval_2872	1	1	FALSE	FALSE	TRUE	NA	NA	5.66947	NA	NA	4.74883	NA	NA	7.85254	NA	NA	101071563	NA	NA	101071697	NA	NA	70
chr10	101353787	101354106	Interval_2873	2	2	FALSE	TRUE	TRUE	NA	5.49179	10.35716	NA	3.57493	14.04317	NA	7.56035	17.52571	NA	101353950	101353787	NA	101354106	101353982	NA	114	66
chr10	101374788	101375044	Interval_2874	1	1	FALSE	FALSE	TRUE	NA	NA	9.66668	NA	NA	12.55348	NA	NA	16.00033	NA	NA	101374788	NA	NA	101375044	NA	NA	127
chr10	101453724	101454094	Interval_2875	1	1	FALSE	FALSE	TRUE	NA	NA	20.79548	NA	NA	38.44224	NA	NA	42.35154	NA	NA	101453724	NA	NA	101454094	NA	NA	176
chr10	101454238	101454369	Interval_2876	1	1	FALSE	FALSE	TRUE	NA	NA	4.79896	NA	NA	3.53023	NA	NA	6.55981	NA	NA	101454238	NA	NA	101454369	NA	NA	59
chr10	101703470	101703650	Interval_2877	1	1	FALSE	FALSE	TRUE	NA	NA	11.19756	NA	NA	15.92985	NA	NA	19.46403	NA	NA	101703470	NA	NA	101703650	NA	NA	68
chr10	101938810	101938996	Interval_2878	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	101938810	NA	NA	101938996	NA	NA	102
chr10	101968569	101968796	Interval_2879	1	1	FALSE	FALSE	TRUE	NA	NA	9.16535	NA	NA	11.51425	NA	NA	14.92001	NA	NA	101968569	NA	NA	101968796	NA	NA	125
chr10	101986712	101987092	Interval_2880	1	1	FALSE	FALSE	TRUE	NA	NA	31.07147	NA	NA	67.75388	NA	NA	71.94879	NA	NA	101986712	NA	NA	101987092	NA	NA	191
chr10	102064966	102065097	Interval_2881	1	1	FALSE	FALSE	TRUE	NA	NA	3.7554	NA	NA	1.65032	NA	NA	4.41971	NA	NA	102064966	NA	NA	102065097	NA	NA	110
chr10	102245217	102245511	Interval_2882	1	1	FALSE	TRUE	FALSE	NA	6.52443	NA	NA	6.7204	NA	NA	10.93969	NA	NA	102245217	NA	NA	102245511	NA	NA	80	NA
chr10	102334182	102334398	Interval_2883	1	1	FALSE	FALSE	TRUE	NA	NA	6.46788	NA	NA	6.1902	NA	NA	9.378	NA	NA	102334182	NA	NA	102334398	NA	NA	88
chr10	102403981	102404112	Interval_2884	1	1	FALSE	FALSE	TRUE	NA	NA	5.95878	NA	NA	5.32368	NA	NA	8.45965	NA	NA	102403981	NA	NA	102404112	NA	NA	53
chr10	102452691	102452822	Interval_2885	1	1	FALSE	FALSE	TRUE	NA	NA	5.33051	NA	NA	4.29218	NA	NA	7.35049	NA	NA	102452691	NA	NA	102452822	NA	NA	63
chr10	102503772	102504078	Interval_2886	1	1	FALSE	TRUE	FALSE	NA	6.31797	NA	NA	5.4576	NA	NA	9.59284	NA	NA	102503772	NA	NA	102504078	NA	NA	146	NA
chr10	102714343	102714480	Interval_2887	1	1	FALSE	TRUE	FALSE	NA	5.26498	NA	NA	3.40945	NA	NA	7.37432	NA	NA	102714343	NA	NA	102714480	NA	NA	35	NA
chr10	102743732	102743891	Interval_2888	1	1	FALSE	TRUE	FALSE	NA	4.08363	NA	NA	1.947	NA	NA	5.75435	NA	NA	102743732	NA	NA	102743891	NA	NA	95	NA
chr10	102773964	102774175	Interval_2889	1	1	FALSE	FALSE	TRUE	NA	NA	19.68048	NA	NA	35.91699	NA	NA	39.79063	NA	NA	102773964	NA	NA	102774175	NA	NA	104
chr10	102917959	102918331	Interval_2890	1	1	FALSE	TRUE	FALSE	NA	6.1667	NA	NA	5.82342	NA	NA	9.99938	NA	NA	102917959	NA	NA	102918331	NA	NA	240	NA
chr10	102927697	102927921	Interval_2891	1	1	FALSE	FALSE	TRUE	NA	NA	9.13803	NA	NA	11.45072	NA	NA	14.85602	NA	NA	102927697	NA	NA	102927921	NA	NA	109
chr10	102999659	102999896	Interval_2892	1	1	FALSE	FALSE	TRUE	NA	NA	18.72258	NA	NA	33.27072	NA	NA	37.10886	NA	NA	102999659	NA	NA	102999896	NA	NA	119
chr10	103041606	103041842	Interval_2893	1	1	FALSE	FALSE	TRUE	NA	NA	4.96078	NA	NA	3.53023	NA	NA	6.5608	NA	NA	103041606	NA	NA	103041842	NA	NA	110
chr10	103054260	103054762	Interval_2894	2	2	TRUE	FALSE	TRUE	24.36162	NA	22.84506	46.35139	NA	43.71211	51.58748	NA	47.68087	103054260	NA	103054345	103054762	NA	103054628	238	NA	154
chr10	103154574	103154705	Interval_2895	1	1	FALSE	FALSE	TRUE	NA	NA	4.7829	NA	NA	3.51292	NA	NA	6.51802	NA	NA	103154574	NA	NA	103154705	NA	NA	30
chr10	103177215	103177346	Interval_2896	1	1	FALSE	FALSE	TRUE	NA	NA	4.3813	NA	NA	2.56648	NA	NA	5.49321	NA	NA	103177215	NA	NA	103177346	NA	NA	78
chr10	103620717	103621015	Interval_2897	1	1	TRUE	FALSE	FALSE	6.18007	NA	NA	5.93167	NA	NA	9.89332	NA	NA	103620717	NA	NA	103621015	NA	NA	109	NA	NA
chr10	103645128	103645296	Interval_2898	1	1	FALSE	FALSE	TRUE	NA	NA	6.29088	NA	NA	5.84828	NA	NA	9.02071	NA	NA	103645128	NA	NA	103645296	NA	NA	112
chr10	103733157	103733432	Interval_2899	1	1	FALSE	FALSE	TRUE	NA	NA	17.74697	NA	NA	31.0029	NA	NA	34.81239	NA	NA	103733157	NA	NA	103733432	NA	NA	107
chr10	103918255	103918453	Interval_2900	1	1	FALSE	TRUE	FALSE	NA	6.11309	NA	NA	4.88457	NA	NA	8.98806	NA	NA	103918255	NA	NA	103918453	NA	NA	134	NA
chr10	103980605	103980772	Interval_2901	1	1	FALSE	FALSE	TRUE	NA	NA	7.99826	NA	NA	9.34254	NA	NA	12.67435	NA	NA	103980605	NA	NA	103980772	NA	NA	70
chr10	104106319	104106503	Interval_2902	1	1	FALSE	FALSE	TRUE	NA	NA	11.09186	NA	NA	15.53733	NA	NA	19.05538	NA	NA	104106319	NA	NA	104106503	NA	NA	96
chr10	104121822	104122138	Interval_2903	1	1	FALSE	TRUE	FALSE	NA	6.60717	NA	NA	6.83216	NA	NA	11.07404	NA	NA	104121822	NA	NA	104122138	NA	NA	165	NA
chr10	104268975	104269141	Interval_2904	1	1	FALSE	TRUE	FALSE	NA	7.7803	NA	NA	8.29207	NA	NA	12.62506	NA	NA	104268975	NA	NA	104269141	NA	NA	95	NA
chr10	104349685	104349943	Interval_2905	1	1	FALSE	FALSE	TRUE	NA	NA	23.49994	NA	NA	47.07527	NA	NA	51.08365	NA	NA	104349685	NA	NA	104349943	NA	NA	124
chr10	104351461	104351859	Interval_2906	1	1	FALSE	FALSE	TRUE	NA	NA	26.26112	NA	NA	52.81573	NA	NA	56.87974	NA	NA	104351461	NA	NA	104351859	NA	NA	180
chr10	104417851	104417982	Interval_2907	1	1	FALSE	FALSE	TRUE	NA	NA	4.14286	NA	NA	2.24883	NA	NA	5.11426	NA	NA	104417851	NA	NA	104417982	NA	NA	67
chr10	104502609	104502757	Interval_2908	1	1	FALSE	FALSE	TRUE	NA	NA	6.09202	NA	NA	5.61373	NA	NA	8.75971	NA	NA	104502609	NA	NA	104502757	NA	NA	79
chr10	105719633	105719932	Interval_2909	1	1	FALSE	FALSE	TRUE	NA	NA	63.18625	NA	NA	159.81752	NA	NA	164.5844	NA	NA	105719633	NA	NA	105719932	NA	NA	154
chr10	105801086	105801217	Interval_2910	1	1	FALSE	FALSE	TRUE	NA	NA	6.35736	NA	NA	6.21816	NA	NA	9.40698	NA	NA	105801086	NA	NA	105801217	NA	NA	59
chr10	106447706	106448004	Interval_2911	1	1	TRUE	FALSE	FALSE	4.31346	NA	NA	2.65532	NA	NA	6.12746	NA	NA	106447706	NA	NA	106448004	NA	NA	295	NA	NA
chr10	106711444	106711621	Interval_2912	1	1	FALSE	FALSE	TRUE	NA	NA	10.00886	NA	NA	13.2725	NA	NA	16.73384	NA	NA	106711444	NA	NA	106711621	NA	NA	111
chr10	106836732	106836888	Interval_2913	1	1	FALSE	FALSE	TRUE	NA	NA	6.39861	NA	NA	6.30935	NA	NA	9.5147	NA	NA	106836732	NA	NA	106836888	NA	NA	62
chr10	107028243	107028632	Interval_2914	1	1	FALSE	FALSE	TRUE	NA	NA	36.79199	NA	NA	81.22524	NA	NA	85.51997	NA	NA	107028243	NA	NA	107028632	NA	NA	175
chr10	107451077	107451277	Interval_2915	1	1	FALSE	FALSE	TRUE	NA	NA	9.66668	NA	NA	12.55348	NA	NA	16.00033	NA	NA	107451077	NA	NA	107451277	NA	NA	96
chr10	107728947	107729094	Interval_2916	1	1	FALSE	FALSE	TRUE	NA	NA	6.39861	NA	NA	6.30935	NA	NA	9.5147	NA	NA	107728947	NA	NA	107729094	NA	NA	87
chr10	107792003	107792303	Interval_2917	1	1	TRUE	FALSE	FALSE	6.12291	NA	NA	5.75504	NA	NA	9.66422	NA	NA	107792003	NA	NA	107792303	NA	NA	184	NA	NA
chr10	107799188	107799486	Interval_2918	1	1	TRUE	FALSE	FALSE	6.18007	NA	NA	5.93167	NA	NA	9.89332	NA	NA	107799188	NA	NA	107799486	NA	NA	162	NA	NA
chr10	107800238	107800647	Interval_2919	1	1	FALSE	FALSE	TRUE	NA	NA	35.21434	NA	NA	79.8674	NA	NA	84.15286	NA	NA	107800238	NA	NA	107800647	NA	NA	211
chr10	107972174	107972305	Interval_2920	1	1	FALSE	FALSE	TRUE	NA	NA	5.6331	NA	NA	4.70285	NA	NA	7.80439	NA	NA	107972174	NA	NA	107972305	NA	NA	60
chr10	108363041	108363295	Interval_2921	1	1	FALSE	FALSE	TRUE	NA	NA	7.69912	NA	NA	8.61557	NA	NA	11.9231	NA	NA	108363041	NA	NA	108363295	NA	NA	146
chr10	109046379	109046595	Interval_2922	1	1	FALSE	FALSE	TRUE	NA	NA	5.59878	NA	NA	4.88218	NA	NA	8.00848	NA	NA	109046379	NA	NA	109046595	NA	NA	98
chr10	109802363	109802494	Interval_2923	1	1	FALSE	FALSE	TRUE	NA	NA	5.59878	NA	NA	4.88218	NA	NA	8.00848	NA	NA	109802363	NA	NA	109802494	NA	NA	51
chr10	110077059	110077318	Interval_2924	1	1	FALSE	FALSE	TRUE	NA	NA	13.59704	NA	NA	21.23537	NA	NA	24.88067	NA	NA	110077059	NA	NA	110077318	NA	NA	118
chr10	110137033	110137164	Interval_2925	1	1	FALSE	FALSE	TRUE	NA	NA	5.31467	NA	NA	4.25986	NA	NA	7.31421	NA	NA	110137033	NA	NA	110137164	NA	NA	29
chr10	110144321	110144578	Interval_2926	1	1	FALSE	FALSE	TRUE	NA	NA	14.37306	NA	NA	23.02029	NA	NA	26.69352	NA	NA	110144321	NA	NA	110144578	NA	NA	173
chr10	110211111	110211271	Interval_2927	1	1	FALSE	FALSE	TRUE	NA	NA	8.96366	NA	NA	12.29617	NA	NA	15.72456	NA	NA	110211111	NA	NA	110211271	NA	NA	68
chr10	110214468	110214599	Interval_2928	1	1	FALSE	FALSE	TRUE	NA	NA	4.83334	NA	NA	3.32013	NA	NA	6.31143	NA	NA	110214468	NA	NA	110214599	NA	NA	71
chr10	110417133	110417264	Interval_2929	1	1	FALSE	FALSE	TRUE	NA	NA	5.6331	NA	NA	4.70285	NA	NA	7.80439	NA	NA	110417133	NA	NA	110417264	NA	NA	71
chr10	110423881	110424012	Interval_2930	1	1	FALSE	FALSE	TRUE	NA	NA	4.83334	NA	NA	3.32013	NA	NA	6.31143	NA	NA	110423881	NA	NA	110424012	NA	NA	46
chr10	110447079	110447358	Interval_2931	1	1	FALSE	FALSE	TRUE	NA	NA	20.78763	NA	NA	38.41923	NA	NA	42.32491	NA	NA	110447079	NA	NA	110447358	NA	NA	149
chr10	110508772	110509023	Interval_2932	1	1	FALSE	FALSE	TRUE	NA	NA	12.42859	NA	NA	18.66838	NA	NA	22.26289	NA	NA	110508772	NA	NA	110509023	NA	NA	157
chr10	110534631	110534796	Interval_2933	1	1	FALSE	FALSE	TRUE	NA	NA	8.50327	NA	NA	10.20715	NA	NA	13.5723	NA	NA	110534631	NA	NA	110534796	NA	NA	75
chr10	110750283	110750414	Interval_2934	1	1	FALSE	FALSE	TRUE	NA	NA	4.83334	NA	NA	3.32013	NA	NA	6.31143	NA	NA	110750283	NA	NA	110750414	NA	NA	91
chr10	110854962	110855209	Interval_2935	1	1	FALSE	FALSE	TRUE	NA	NA	9.23895	NA	NA	11.68062	NA	NA	15.09462	NA	NA	110854962	NA	NA	110855209	NA	NA	103
chr10	110857634	110857835	Interval_2936	1	1	FALSE	FALSE	TRUE	NA	NA	10.35716	NA	NA	14.04317	NA	NA	17.52571	NA	NA	110857634	NA	NA	110857835	NA	NA	89
chr10	110858667	110858811	Interval_2937	1	1	FALSE	FALSE	TRUE	NA	NA	7.58112	NA	NA	8.35443	NA	NA	11.64677	NA	NA	110858667	NA	NA	110858811	NA	NA	52
chr10	110891430	110891603	Interval_2938	1	1	FALSE	FALSE	TRUE	NA	NA	9.23895	NA	NA	11.68062	NA	NA	15.09462	NA	NA	110891430	NA	NA	110891603	NA	NA	108
chr10	110919320	110919438	Interval_2939	1	1	FALSE	TRUE	FALSE	NA	5.48937	NA	NA	3.57493	NA	NA	7.55622	NA	NA	110919320	NA	NA	110919438	NA	NA	81	NA
chr10	111015172	111015460	Interval_2940	1	1	FALSE	FALSE	TRUE	NA	NA	16.75305	NA	NA	28.50883	NA	NA	32.27294	NA	NA	111015172	NA	NA	111015460	NA	NA	92
chr10	111018658	111018896	Interval_2941	1	1	FALSE	FALSE	TRUE	NA	NA	12.42859	NA	NA	18.66838	NA	NA	22.26289	NA	NA	111018658	NA	NA	111018896	NA	NA	108
chr10	111996188	111996487	Interval_2942	1	1	TRUE	FALSE	FALSE	6.1273	NA	NA	5.76546	NA	NA	9.68134	NA	NA	111996188	NA	NA	111996487	NA	NA	137	NA	NA
chr10	112447370	112447504	Interval_2943	1	1	FALSE	FALSE	TRUE	NA	NA	6.1593	NA	NA	5.74806	NA	NA	8.91708	NA	NA	112447370	NA	NA	112447504	NA	NA	47
chr10	112843197	112843429	Interval_2944	1	1	FALSE	FALSE	TRUE	NA	NA	9.78287	NA	NA	12.7564	NA	NA	16.20576	NA	NA	112843197	NA	NA	112843429	NA	NA	120
chr10	112981576	112981935	Interval_2945	1	1	FALSE	FALSE	TRUE	NA	NA	36.9558	NA	NA	82.096	NA	NA	86.39934	NA	NA	112981576	NA	NA	112981935	NA	NA	199
chr10	113027273	113027561	Interval_2946	1	1	FALSE	FALSE	TRUE	NA	NA	20.68657	NA	NA	39.09558	NA	NA	43.0102	NA	NA	113027273	NA	NA	113027561	NA	NA	162
chr10	113086411	113086564	Interval_2947	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	113086411	NA	NA	113086564	NA	NA	65
chr10	113087078	113087298	Interval_2948	1	1	FALSE	FALSE	TRUE	NA	NA	8.50327	NA	NA	10.20715	NA	NA	13.5723	NA	NA	113087078	NA	NA	113087298	NA	NA	171
chr10	113120665	113120839	Interval_2949	1	1	FALSE	FALSE	TRUE	NA	NA	7.79552	NA	NA	8.70084	NA	NA	12.01154	NA	NA	113120665	NA	NA	113120839	NA	NA	87
chr10	113179418	113179549	Interval_2950	1	1	FALSE	FALSE	TRUE	NA	NA	5.94146	NA	NA	5.28598	NA	NA	8.42168	NA	NA	113179418	NA	NA	113179549	NA	NA	87
chr10	113241889	113242279	Interval_2951	1	1	TRUE	FALSE	FALSE	7.20433	NA	NA	7.04572	NA	NA	11.08738	NA	NA	113241889	NA	NA	113242279	NA	NA	258	NA	NA
chr10	113411503	113411722	Interval_2952	1	1	FALSE	FALSE	TRUE	NA	NA	6.39861	NA	NA	6.30935	NA	NA	9.5147	NA	NA	113411503	NA	NA	113411722	NA	NA	186
chr10	113746188	113746351	Interval_2953	1	1	FALSE	FALSE	TRUE	NA	NA	7.84902	NA	NA	8.9736	NA	NA	12.28963	NA	NA	113746188	NA	NA	113746351	NA	NA	63
chr10	113922369	113922506	Interval_2954	1	1	FALSE	FALSE	TRUE	NA	NA	7.4408	NA	NA	8.44399	NA	NA	11.74093	NA	NA	113922369	NA	NA	113922506	NA	NA	57
chr10	113925045	113925434	Interval_2955	1	1	FALSE	FALSE	TRUE	NA	NA	24.92538	NA	NA	49.01316	NA	NA	53.04172	NA	NA	113925045	NA	NA	113925434	NA	NA	217
chr10	113938759	113939058	Interval_2956	1	1	TRUE	FALSE	FALSE	6.18007	NA	NA	5.93167	NA	NA	9.89332	NA	NA	113938759	NA	NA	113939058	NA	NA	277	NA	NA
chr10	113961572	113962092	Interval_2957	2	2	TRUE	FALSE	TRUE	27.43199	NA	38.17992	54.31097	NA	93.21696	59.70536	NA	97.59547	113961572	NA	113961677	113962092	NA	113962024	265	NA	162
chr10	113965742	113966011	Interval_2958	1	1	FALSE	FALSE	TRUE	NA	NA	15.09504	NA	NA	24.58256	NA	NA	28.28445	NA	NA	113965742	NA	NA	113966011	NA	NA	128
chr10	114060560	114060721	Interval_2959	1	1	FALSE	FALSE	TRUE	NA	NA	6.90477	NA	NA	6.99264	NA	NA	10.22101	NA	NA	114060560	NA	NA	114060721	NA	NA	77
chr10	114077476	114077749	Interval_2960	1	1	FALSE	FALSE	TRUE	NA	NA	16.50699	NA	NA	27.94241	NA	NA	31.70183	NA	NA	114077476	NA	NA	114077749	NA	NA	152
chr10	114083200	114083341	Interval_2961	1	1	FALSE	FALSE	TRUE	NA	NA	6.09202	NA	NA	5.61373	NA	NA	8.75971	NA	NA	114083200	NA	NA	114083341	NA	NA	61
chr10	114100173	114100513	Interval_2962	1	1	FALSE	FALSE	TRUE	NA	NA	12.42859	NA	NA	18.66838	NA	NA	22.26289	NA	NA	114100173	NA	NA	114100513	NA	NA	192
chr10	114100964	114101128	Interval_2963	1	1	FALSE	FALSE	TRUE	NA	NA	7.08684	NA	NA	7.33274	NA	NA	10.58267	NA	NA	114100964	NA	NA	114101128	NA	NA	105
chr10	114102452	114102700	Interval_2964	1	1	FALSE	FALSE	TRUE	NA	NA	10.77877	NA	NA	14.89878	NA	NA	18.40514	NA	NA	114102452	NA	NA	114102700	NA	NA	147
chr10	114335846	114335991	Interval_2965	1	1	FALSE	FALSE	TRUE	NA	NA	6.92921	NA	NA	7.15315	NA	NA	10.39734	NA	NA	114335846	NA	NA	114335991	NA	NA	72
chr10	114811885	114812183	Interval_2966	1	1	TRUE	FALSE	FALSE	6.05848	NA	NA	4.85562	NA	NA	8.68279	NA	NA	114811885	NA	NA	114812183	NA	NA	109	NA	NA
chr10	115167786	115168006	Interval_2967	1	1	FALSE	FALSE	TRUE	NA	NA	18.396	NA	NA	32.5232	NA	NA	36.35315	NA	NA	115167786	NA	NA	115168006	NA	NA	102
chr10	115424772	115424964	Interval_2968	1	1	FALSE	FALSE	TRUE	NA	NA	7.19843	NA	NA	7.79845	NA	NA	11.07176	NA	NA	115424772	NA	NA	115424964	NA	NA	101
chr10	115700358	115700489	Interval_2969	1	1	FALSE	FALSE	TRUE	NA	NA	6.92921	NA	NA	7.15315	NA	NA	10.39734	NA	NA	115700358	NA	NA	115700489	NA	NA	78
chr10	116470140	116470474	Interval_2970	1	1	FALSE	FALSE	TRUE	NA	NA	31.19321	NA	NA	65.69863	NA	NA	69.87747	NA	NA	116470140	NA	NA	116470474	NA	NA	214
chr10	116852336	116852519	Interval_2971	1	1	FALSE	FALSE	TRUE	NA	NA	4.61947	NA	NA	3.14569	NA	NA	6.11557	NA	NA	116852336	NA	NA	116852519	NA	NA	160
chr10	117191687	117191987	Interval_2972	1	1	TRUE	FALSE	FALSE	6.18007	NA	NA	5.93167	NA	NA	9.89332	NA	NA	117191687	NA	NA	117191987	NA	NA	289	NA	NA
chr10	117411973	117412271	Interval_2973	1	1	TRUE	FALSE	FALSE	5.27268	NA	NA	4.32981	NA	NA	8.07045	NA	NA	117411973	NA	NA	117412271	NA	NA	130	NA	NA
chr10	117431265	117431438	Interval_2974	1	1	FALSE	FALSE	TRUE	NA	NA	6.92921	NA	NA	7.15315	NA	NA	10.39734	NA	NA	117431265	NA	NA	117431438	NA	NA	82
chr10	117450286	117450417	Interval_2975	1	1	FALSE	FALSE	TRUE	NA	NA	3.7554	NA	NA	1.65032	NA	NA	4.41971	NA	NA	117450286	NA	NA	117450417	NA	NA	2
chr10	117866043	117866190	Interval_2976	1	1	FALSE	FALSE	TRUE	NA	NA	5.47748	NA	NA	4.60734	NA	NA	7.69998	NA	NA	117866043	NA	NA	117866190	NA	NA	100
chr10	118134460	118134641	Interval_2977	1	1	FALSE	FALSE	TRUE	NA	NA	6.1593	NA	NA	5.74806	NA	NA	8.91708	NA	NA	118134460	NA	NA	118134641	NA	NA	76
chr10	118605406	118605566	Interval_2978	1	1	FALSE	FALSE	TRUE	NA	NA	10.00886	NA	NA	13.2725	NA	NA	16.73384	NA	NA	118605406	NA	NA	118605566	NA	NA	74
chr10	118669068	118669199	Interval_2979	1	1	FALSE	FALSE	TRUE	NA	NA	5.35446	NA	NA	4.34582	NA	NA	7.40581	NA	NA	118669068	NA	NA	118669199	NA	NA	64
chr10	118732733	118733198	Interval_2980	1	1	TRUE	FALSE	FALSE	6.22638	NA	NA	5.21503	NA	NA	9.07831	NA	NA	118732733	NA	NA	118733198	NA	NA	221	NA	NA
chr10	118752166	118752319	Interval_2981	1	1	FALSE	FALSE	TRUE	NA	NA	6.86843	NA	NA	7.25018	NA	NA	10.49851	NA	NA	118752166	NA	NA	118752319	NA	NA	80
chr10	118752470	118752733	Interval_2982	1	1	FALSE	FALSE	TRUE	NA	NA	14.46854	NA	NA	23.11407	NA	NA	26.79381	NA	NA	118752470	NA	NA	118752733	NA	NA	147
chr10	118755128	118755306	Interval_2983	1	1	FALSE	TRUE	FALSE	NA	6.70923	NA	NA	5.82342	NA	NA	9.99072	NA	NA	118755128	NA	NA	118755306	NA	NA	75	NA
chr10	118948085	118948303	Interval_2984	1	1	FALSE	FALSE	TRUE	NA	NA	8.9762	NA	NA	11.10633	NA	NA	14.5048	NA	NA	118948085	NA	NA	118948303	NA	NA	101
chr10	119029342	119029564	Interval_2985	1	1	FALSE	TRUE	FALSE	NA	5.49179	NA	NA	3.57493	NA	NA	7.56035	NA	NA	119029342	NA	NA	119029564	NA	NA	132	NA
chr10	119049460	119049758	Interval_2986	1	1	TRUE	FALSE	FALSE	4.32335	NA	NA	2.6888	NA	NA	6.163	NA	NA	119049460	NA	NA	119049758	NA	NA	113	NA	NA
chr10	119113649	119113931	Interval_2987	1	1	FALSE	FALSE	TRUE	NA	NA	16.50699	NA	NA	27.94241	NA	NA	31.70183	NA	NA	119113649	NA	NA	119113931	NA	NA	119
chr10	119118196	119118441	Interval_2988	1	1	FALSE	FALSE	TRUE	NA	NA	10.00886	NA	NA	13.2725	NA	NA	16.73384	NA	NA	119118196	NA	NA	119118441	NA	NA	122
chr10	119131441	119131614	Interval_2989	1	1	FALSE	FALSE	TRUE	NA	NA	6.1593	NA	NA	5.74806	NA	NA	8.91708	NA	NA	119131441	NA	NA	119131614	NA	NA	75
chr10	119268766	119269190	Interval_2990	1	1	TRUE	FALSE	FALSE	11.20674	NA	NA	15.00077	NA	NA	19.48853	NA	NA	119268766	NA	NA	119269190	NA	NA	194	NA	NA
chr10	119395112	119395247	Interval_2991	1	1	FALSE	FALSE	TRUE	NA	NA	6.8849	NA	NA	7.06424	NA	NA	10.29733	NA	NA	119395112	NA	NA	119395247	NA	NA	75
chr10	119406988	119407218	Interval_2992	1	1	FALSE	FALSE	TRUE	NA	NA	11.42253	NA	NA	16.26744	NA	NA	19.80674	NA	NA	119406988	NA	NA	119407218	NA	NA	100
chr10	119642583	119642846	Interval_2993	1	1	FALSE	FALSE	TRUE	NA	NA	8.13671	NA	NA	9.60253	NA	NA	12.9407	NA	NA	119642583	NA	NA	119642846	NA	NA	181
chr10	119724916	119725236	Interval_2994	1	1	FALSE	FALSE	TRUE	NA	NA	26.92861	NA	NA	55.99463	NA	NA	60.08919	NA	NA	119724916	NA	NA	119725236	NA	NA	198
chr10	119750396	119750581	Interval_2995	1	1	FALSE	FALSE	TRUE	NA	NA	6.11938	NA	NA	5.67626	NA	NA	8.82321	NA	NA	119750396	NA	NA	119750581	NA	NA	78
chr10	119784572	119784972	Interval_2996	1	1	FALSE	FALSE	TRUE	NA	NA	32.26367	NA	NA	69.26358	NA	NA	73.47025	NA	NA	119784572	NA	NA	119784972	NA	NA	228
chr10	119785926	119786450	Interval_2997	1	1	FALSE	FALSE	TRUE	NA	NA	39.14328	NA	NA	91.16177	NA	NA	95.5251	NA	NA	119785926	NA	NA	119786450	NA	NA	337
chr10	119834320	119834458	Interval_2998	1	1	FALSE	FALSE	TRUE	NA	NA	4.3813	NA	NA	2.56648	NA	NA	5.49321	NA	NA	119834320	NA	NA	119834458	NA	NA	66
chr10	119886107	119886337	Interval_2999	1	1	FALSE	FALSE	TRUE	NA	NA	13.59704	NA	NA	21.23537	NA	NA	24.88067	NA	NA	119886107	NA	NA	119886337	NA	NA	103
chr10	119894092	119894454	Interval_3000	1	1	FALSE	FALSE	TRUE	NA	NA	27.61909	NA	NA	57.92743	NA	NA	62.03982	NA	NA	119894092	NA	NA	119894454	NA	NA	163
chr10	120036979	120037110	Interval_3001	1	1	FALSE	FALSE	TRUE	NA	NA	4.61947	NA	NA	3.14569	NA	NA	6.11557	NA	NA	120036979	NA	NA	120037110	NA	NA	76
