GENE,mr359-MV411-MYB-dTAG-DMSO_1h-r1_tcount,mr360-MV411-MYB-dTAG-DMSO_1h-r2_tcount,mr361-MV411-MYB-dTAG-DMSO_1h-r3_tcount,mr362-MV411-MYB-dTAG-DMSO_1h-r4_tcount,mr363-MV411-MYB-dTAG-DMSO_1h-r5_tcount,mr364-MV411-MYB-dTAG-DMSO_1h-r6_tcount,mr365-MV411-MYB-dTAG-VHL_1h-r1_tcount,mr366-MV411-MYB-dTAG-VHL_1h-r2_tcount,mr367-MV411-MYB-dTAG-VHL_1h-r3_tcount,mr368-MV411-MYB-dTAG-VHL_1h-r4_tcount,mr369-MV411-MYB-dTAG-VHL_1h-r5_tcount,mr370-MV411-MYB-dTAG-VHL_1h-r6_tcount
STXBP5L,0,0,0,0,0,0,0,0,0,0,0,0
LITAF,8,4,11,6,4,12,15,24,9,9,3,9
SPTLC2,145,113,154,212,78,167,103,155,80,96,33,104
TBPL1,3,5,2,5,3,7,7,6,5,2,6,5
NPEPPS,42,21,27,45,23,37,45,62,37,40,9,45
EEF1E1,0,4,6,10,2,2,6,10,0,4,1,2
SCAMP1,4,1,6,7,3,12,7,15,5,9,3,9
TECR,0,0,0,1,0,0,0,1,0,0,0,1
VPS4B,30,27,31,36,17,41,43,73,22,25,8,35
MPDU1,12,14,16,21,9,23,30,32,15,9,7,25
GOSR1,70,51,88,85,48,87,103,140,85,90,31,91
TMEM59,7,9,12,12,5,14,15,18,15,7,3,14
BAG5,76,78,108,132,79,125,103,163,88,91,34,85
BAG4,41,24,54,49,35,84,77,118,40,52,21,56
BAG3,5,4,4,13,3,3,11,15,3,7,5,11
BAG2,12,10,12,19,10,19,5,32,18,12,4,10
POLR1C,9,9,15,23,9,7,15,22,15,18,5,19
ZNF254,17,13,15,27,12,35,29,37,19,18,4,18
GMFG,3,10,7,5,4,2,1,1,2,5,0,4
PTGES,0,0,0,0,0,0,0,0,0,0,0,0
TP53I11,0,0,0,0,1,1,0,0,0,1,0,0
EI24,54,32,60,63,38,56,62,83,36,40,19,43
TP53I3,0,0,0,0,0,0,0,0,0,0,0,0
CIR1,4,4,4,11,5,7,5,9,3,6,2,6
NRG2,0,0,0,0,0,0,0,0,0,0,0,0
IGDCC3,0,0,0,0,0,0,0,0,0,0,0,0
RAB3D,88,54,101,132,51,88,109,120,73,81,29,90
APBA3,0,0,0,0,0,0,0,0,0,0,0,0
CXCL14,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1G1,28,21,29,25,17,35,33,49,29,26,7,20
ATP5MF,0,3,3,4,0,2,6,7,2,5,2,3
SPAG7,8,3,11,14,7,8,11,11,14,7,2,18
MRPL33,17,14,30,36,14,24,10,14,7,5,6,12
SEC22B,11,10,18,15,6,19,14,13,7,12,3,14
MACROH2A1,51,39,62,96,42,79,78,106,77,59,20,63
ATP5MPL,5,2,6,6,1,6,9,10,2,3,5,8
CHD1L,3,0,4,6,1,4,4,5,3,1,0,1
VPS26A,28,16,28,46,27,36,33,58,31,20,4,45
CCL4L2,0,0,0,3,3,4,2,6,5,5,3,6
MINPP1,3,5,3,7,0,2,3,7,4,2,0,7
H6PD,3,6,9,5,2,3,1,4,1,4,1,3
GTPBP1,30,22,28,49,14,25,28,32,28,25,7,29
GABBR2,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IRD1,2,0,3,2,2,0,0,2,0,2,0,0
GOSR2,45,31,56,75,39,42,48,77,41,45,7,51
NR1D1,1,0,3,2,2,3,1,4,0,2,2,1
CLOCK,21,13,23,23,17,40,23,47,26,20,3,15
BABAM2,7,4,1,5,3,5,3,5,4,0,0,7
CDC42BPB,0,0,1,0,0,0,1,0,0,0,0,0
PREPL,11,16,12,14,4,20,16,24,13,13,2,18
APOBEC3B,0,0,2,2,0,3,0,7,1,2,1,1
ENTPD4,28,19,37,48,20,38,30,46,17,33,5,36
RBM39,219,196,250,311,155,267,296,428,234,236,75,228
KIF20B,4,7,7,5,3,7,8,10,0,0,4,3
CREB5,3,2,2,5,1,4,5,7,2,5,0,3
MAD2L1BP,16,18,43,29,12,30,27,37,29,21,11,24
PRDX6,7,4,16,9,4,15,8,19,6,2,5,9
WTAP,89,92,127,156,83,120,119,249,103,110,34,113
AKAP12,0,0,0,0,0,0,0,0,0,0,0,0
IER2,174,116,223,285,68,151,189,265,190,215,69,225
CYTIP,18,6,13,12,9,13,11,14,8,9,3,11
PITPNM1,3,0,2,1,0,1,1,0,1,1,0,0
PDIA4,17,10,21,23,4,17,34,22,22,22,8,28
NFE2L3,2,1,6,11,2,6,3,3,3,3,1,6
RNF14,7,9,12,12,13,18,9,17,20,4,2,12
VPS9D1,2,0,1,3,1,0,0,1,2,0,0,1
RAB36,0,0,0,1,0,0,0,1,0,1,0,0
RIN1,2,4,2,2,1,6,4,6,6,6,4,4
NCOR1,14,17,20,21,14,22,31,38,17,16,5,19
NCOR2,12,7,14,15,8,15,20,29,11,12,2,12
GDA,0,0,0,0,0,0,0,0,0,0,0,0
RNF7,18,22,26,33,9,25,33,53,22,27,18,33
MTRF1,3,0,2,1,0,1,3,2,2,0,0,1
TRAF4,5,3,16,21,5,7,23,32,13,27,7,16
ABCG1,0,0,0,0,0,0,0,0,0,0,0,0
CELSR1,0,0,1,0,0,0,0,0,1,0,1,0
AATK,1,0,0,0,0,0,0,0,0,0,0,0
CLCA3P,0,0,0,0,0,0,0,0,0,0,0,0
GNA14,0,0,0,0,0,0,0,0,0,0,0,0
NUP155,1,2,1,1,2,3,0,7,3,2,0,3
SEC24C,65,49,89,78,40,45,79,72,63,63,17,58
TESMIN,4,3,8,11,5,11,2,7,1,2,0,4
ISG15,0,0,0,0,0,0,0,0,0,0,0,0
FEZ2,3,5,3,11,5,11,7,11,7,7,3,9
FEZ1,1,0,0,0,1,0,1,2,1,0,0,0
ARHGEF10,15,18,21,31,18,33,18,43,24,23,10,20
ZNF592,50,47,65,95,33,56,74,107,76,71,26,80
IKBKE,0,1,0,0,0,0,4,2,2,1,0,3
MORF4L2,17,12,20,28,9,20,21,40,18,10,2,12
SH3PXD2A,1,0,0,1,0,0,0,0,0,0,0,0
MICAL2,24,14,20,58,14,23,17,32,35,18,6,25
CTR9,6,4,7,11,6,13,7,23,12,10,4,13
PPM1F,18,14,26,34,12,26,25,39,20,27,13,24
GCC2,3,5,4,7,4,12,11,8,6,2,1,9
RALGPS1,0,3,1,4,0,2,1,6,3,3,2,1
MTFR1,10,8,4,9,5,10,9,20,8,4,4,9
TTC37,0,2,0,2,0,3,4,11,2,2,1,1
HS2ST1,16,20,25,9,8,32,16,20,16,18,7,12
TTLL4,4,6,4,6,1,5,4,6,5,5,1,5
SOCS5,9,2,9,15,16,19,16,31,9,17,3,12
MDC1,8,9,8,8,9,8,12,10,5,10,3,8
IQCB1,28,28,34,46,15,40,44,57,22,25,11,38
ZNF516,193,177,238,282,161,243,220,340,206,222,65,238
PDE4DIP,0,0,1,1,0,0,0,0,0,0,0,0
CEP135,6,6,9,5,7,6,7,11,6,3,2,7
LPIN2,37,25,31,57,15,21,45,48,41,38,9,29
MARF1,22,13,34,44,24,37,44,75,30,27,11,39
DZIP3,0,0,0,0,0,0,0,1,0,2,0,0
SAFB2,13,2,9,6,2,12,9,8,9,7,2,9
ZNF432,14,12,15,24,11,11,26,31,16,15,7,18
EIF5B,29,21,14,41,23,42,25,43,31,23,5,40
IPO13,1,1,1,1,0,0,1,1,0,0,0,2
SDC3,0,0,0,0,1,0,0,0,0,0,0,0
SLC25A44,39,52,65,89,39,60,99,111,77,71,13,69
KIAA0040,0,1,1,0,1,0,0,1,0,1,0,2
TTI1,0,2,12,10,0,6,4,10,2,6,0,1
PPIP5K1,3,7,5,8,6,6,6,18,4,9,0,5
PHF14,3,0,4,3,1,1,6,5,4,2,1,2
FAM53B,60,38,72,77,31,51,61,85,46,60,16,56
DEPDC5,1,0,1,1,4,3,6,4,1,2,1,2
KDM4A,26,13,23,35,9,28,21,25,17,25,8,26
N4BP1,24,18,30,43,14,20,32,33,33,27,7,32
LRRC14,50,40,73,78,25,37,48,57,60,42,16,42
CLINT1,37,41,51,49,37,48,43,71,23,37,12,25
VGLL4,31,32,43,45,16,27,34,62,41,39,10,51
GREB1,0,0,1,1,0,0,1,2,0,0,0,0
NUP93,4,1,3,4,2,4,6,1,8,4,0,2
BZW1,48,31,58,79,41,61,85,111,44,55,19,47
UBE3C,23,18,27,42,19,37,33,45,14,25,7,31
PRORP,5,0,1,1,4,0,1,1,0,0,1,3
RAPGEF2,9,4,11,14,6,8,8,9,8,8,2,11
EMC2,6,6,5,7,4,10,9,18,8,5,1,5
EDEM1,184,164,210,251,118,220,214,299,176,154,46,199
CROCC,0,0,1,0,0,0,0,0,1,0,0,0
TRAM2,23,22,50,57,18,36,26,48,29,30,5,30
PUM1,62,71,72,96,42,84,70,112,61,64,22,89
RIMS2,0,0,0,0,0,0,0,0,0,0,0,0
ESPL1,0,0,2,0,0,2,0,0,1,0,0,0
PPP6R2,0,2,9,11,2,1,2,6,0,5,1,6
CEP57,6,8,8,18,6,14,18,21,5,12,4,4
KIAA0100,23,15,20,33,16,21,40,44,21,30,9,29
DHX34,3,3,1,5,0,1,3,5,2,4,1,3
ST18,0,0,0,0,0,0,0,0,0,0,0,0
ULK2,0,3,1,0,1,2,2,1,0,1,0,0
PCDHGA8,41,32,55,54,17,42,39,37,39,46,24,44
HERPUD1,78,73,107,153,70,95,228,329,176,203,72,231
GARRE1,2,2,1,1,0,3,2,6,6,5,2,2
RUBCN,6,10,21,16,3,7,19,23,10,11,5,12
USP6NL,2,9,2,2,1,2,0,7,6,3,1,1
FAM131B,0,0,0,0,0,0,0,1,0,0,0,0
AQR,2,2,5,5,0,10,8,5,3,2,0,7
ECE2,2,0,3,0,1,0,0,1,0,0,0,0
ADAMTSL2,0,0,0,0,0,0,0,0,0,2,0,0
CCDC144A,1,2,0,0,0,1,0,0,0,1,0,0
NOS1AP,0,0,0,0,0,0,0,0,0,1,0,0
SEMA3E,0,0,0,0,0,0,0,0,0,0,0,0
UTP14C,20,22,37,44,22,36,35,61,42,38,9,33
TMEM63A,0,2,2,1,0,1,0,0,4,3,1,2
ZNF646,2,5,14,9,2,4,7,13,6,2,2,0
RAB11FIP3,1,0,3,2,1,0,1,2,2,0,0,3
SECISBP2L,10,8,13,17,5,18,5,21,10,8,6,13
KIAA0408,0,0,0,1,0,0,1,0,0,0,0,1
DCAF1,22,17,28,29,11,17,26,32,25,21,4,15
CEP104,3,6,8,13,1,7,9,14,1,2,1,4
DOCK4,0,0,0,0,0,0,0,0,0,1,0,0
SART3,11,14,19,18,8,17,14,25,21,14,5,19
HDAC9,7,4,12,8,7,11,3,12,2,5,4,12
KNTC1,0,0,2,1,0,0,0,1,0,1,0,1
USP34,10,2,6,9,3,10,10,26,12,7,1,15
GPRASP1,0,0,0,0,0,0,0,0,0,0,1,0
CCP110,18,28,16,29,21,32,9,26,13,7,2,22
SETD1A,11,19,21,20,12,11,26,20,20,19,4,23
LAPTM4A,5,8,8,13,4,6,8,12,5,2,0,9
IFT140,0,1,1,0,3,0,0,0,1,0,0,2
ARHGAP32,4,5,1,7,6,4,9,9,4,5,1,8
ACAP1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF536,0,0,1,2,0,2,0,1,1,3,0,0
CLSTN3,0,1,2,1,2,3,3,1,0,3,0,0
TCAF1,7,2,1,4,0,3,6,10,5,4,0,5
SLK,23,11,17,18,9,29,18,49,28,14,3,21
PHACTR2,12,15,16,26,12,23,25,32,22,21,9,22
RIPOR2,0,0,0,0,0,0,0,0,0,0,0,0
SNPH,0,0,0,0,0,0,0,0,1,1,0,0
PCDHA9,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN12,1,0,1,0,1,1,1,7,1,1,2,4
STARD8,29,25,16,43,16,21,10,25,9,25,10,15
TBKBP1,13,5,12,11,4,4,13,21,12,15,3,11
KMT2B,3,11,8,15,3,7,14,14,7,7,2,14
HDAC4,63,42,73,79,31,72,72,108,64,59,28,82
TOX,1,1,1,2,0,2,0,1,0,0,0,0
MLEC,256,185,300,406,124,268,300,426,192,259,71,244
LZTS3,4,0,2,2,0,0,0,5,5,2,1,3
KIAA0513,2,5,4,1,0,3,1,5,2,4,0,3
ZFYVE16,4,2,4,1,1,4,6,2,3,6,1,4
SUSD6,70,50,102,109,38,81,76,140,92,82,41,82
JADE3,1,1,5,5,1,5,2,3,2,2,0,3
PCLAF,9,7,10,18,2,7,13,21,13,10,4,11
RASSF2,270,207,351,426,170,308,400,599,297,345,102,334
TMEM94,7,0,2,8,2,0,5,10,1,3,1,1
BCLAF1,132,136,165,164,117,257,181,252,130,110,47,172
EIF4A3,5,6,20,12,2,16,11,20,12,13,3,5
ATG13,59,55,79,122,42,60,76,70,42,38,14,54
TM9SF4,50,29,63,63,32,42,49,89,42,58,29,64
KIAA0232,75,69,84,122,70,97,108,141,73,73,29,81
TBC1D5,39,18,40,69,23,43,38,51,53,42,13,42
PIEZO1,12,4,11,10,2,10,9,3,9,7,0,9
RNF144A,51,33,52,73,29,72,77,87,60,49,14,63
MATR3,30,32,37,38,30,68,37,73,22,34,10,31
RIMS3,4,3,7,6,4,6,10,9,10,4,1,4
SNX17,5,6,14,21,4,10,12,23,12,14,4,16
DHX38,6,7,5,5,2,3,5,4,3,7,1,3
KIAA0586,1,1,3,3,3,0,0,6,1,0,1,3
DLGAP5,0,0,0,3,1,1,2,1,0,1,0,2
MTSS1,0,0,0,0,0,0,0,0,1,0,0,0
SPCS2,8,2,7,12,4,9,13,20,6,7,1,7
BMS1,15,10,20,20,8,13,21,19,8,10,6,13
PTDSS1,65,58,99,123,43,75,111,135,71,89,31,89
SERTAD2,93,79,152,179,79,179,91,189,92,78,31,95
CKAP5,6,9,14,18,6,11,8,18,7,11,0,7
MAML1,30,34,57,69,32,47,52,86,44,51,21,44
PHYHIP,0,0,1,0,0,0,1,0,1,0,0,1
TATDN2,25,21,47,49,17,42,42,62,44,46,9,31
IST1,70,37,78,106,52,56,80,113,79,62,29,64
MRPL19,19,12,15,41,16,21,24,42,33,19,10,20
DAZAP2,116,106,206,206,115,189,182,250,139,167,63,188
TOMM20,147,139,178,210,117,241,169,261,116,113,45,139
SCRN1,0,1,1,1,0,0,1,0,0,0,0,0
SPOCK2,0,1,0,1,1,1,2,1,1,0,0,1
IP6K1,51,29,41,65,30,37,56,81,55,63,29,62
KIAA0087,0,0,0,0,0,0,0,0,0,0,1,0
RNF40,35,15,33,44,8,21,42,39,22,16,8,29
CTIF,6,6,10,11,5,9,3,11,12,13,0,5
DELE1,26,24,27,45,4,22,42,50,29,27,6,35
EFCAB14,66,58,90,117,60,88,79,132,68,68,26,80
SFI1,0,0,0,2,0,0,0,2,0,0,0,0
GIT2,39,35,67,56,21,46,47,76,44,45,14,45
URB2,19,15,19,18,10,27,17,25,8,20,6,21
KEAP1,56,58,74,98,38,59,77,100,78,77,19,75
NUP58,30,33,38,43,31,56,53,72,29,30,12,46
TSC22D2,19,5,12,20,10,22,14,37,18,5,5,11
CUL7,0,0,1,0,0,0,0,1,0,1,0,0
RB1CC1,11,8,15,11,7,9,12,14,7,5,3,5
ARHGAP11A,34,28,51,55,20,57,22,72,23,33,5,33
SPATA2,25,18,36,51,19,33,43,41,28,27,10,30
ARHGEF11,1,0,0,0,0,0,0,0,1,0,0,0
RGP1,0,0,1,1,0,0,1,0,0,0,1,1
ARHGEF17,0,1,2,0,0,1,0,2,0,1,0,0
DNAJC6,0,0,1,0,0,0,0,0,0,0,0,1
TRIM14,16,12,18,22,11,23,21,27,19,22,10,22
ZNF623,37,36,54,75,28,52,66,103,46,53,10,62
JAKMIP2,0,0,0,0,0,0,0,0,0,0,0,0
MELK,2,3,4,3,0,3,1,1,3,0,1,1
LCMT2,17,20,20,44,12,28,36,40,25,28,10,36
GINS1,14,17,17,22,13,19,18,35,17,12,9,24
ZEB2,351,397,506,570,289,584,303,467,251,250,128,326
TESPA1,0,0,0,1,0,1,1,3,2,2,0,0
ZBTB24,33,21,15,30,18,42,26,49,29,18,13,29
PLEKHM1,16,11,23,33,11,13,28,46,24,21,5,26
HEPH,0,0,0,0,0,0,0,0,0,0,0,0
ELMO1,27,10,34,26,14,12,22,22,9,29,9,33
GAB2,121,133,193,176,91,137,162,229,136,203,70,179
C2CD5,12,9,14,14,9,14,10,23,2,7,1,9
MFAP3L,0,0,0,0,0,2,0,0,0,0,0,0
ZNF518A,17,17,15,24,12,36,18,42,19,27,4,18
KIAA0753,6,12,11,13,12,12,17,18,13,14,0,13
EPM2AIP1,88,80,121,178,84,166,156,218,109,89,29,119
C2CD2L,11,3,15,15,13,8,21,23,13,16,6,15
FARP2,1,0,3,3,0,1,2,0,0,0,1,1
CEP350,66,60,63,107,51,108,81,148,67,67,26,63
PPP1R26,0,0,0,1,0,1,0,0,0,0,1,0
CEP170,29,35,28,37,20,62,35,59,27,31,9,37
LRIG2,5,5,14,11,2,12,5,12,8,5,4,11
PSMD6,0,2,2,3,0,3,1,2,3,3,0,3
MED24,16,16,18,38,4,12,23,27,19,28,7,17
MAGI2,0,0,0,2,0,0,2,3,0,0,0,0
TRIM66,20,20,26,36,14,24,33,30,26,26,3,31
PJA2,36,36,50,39,27,53,45,68,50,27,8,25
TOMM70,45,36,66,79,38,87,48,82,51,51,10,73
SETDB1,7,6,8,8,3,7,6,5,14,7,3,10
AREL1,17,10,25,31,8,25,33,51,23,8,4,24
SEC24D,4,4,2,8,11,10,4,10,3,4,3,5
FCHSD2,31,26,60,66,35,48,49,69,35,38,13,42
TLK1,10,8,17,21,7,19,14,38,20,19,3,16
URB1,22,24,27,40,16,15,22,21,17,27,4,13
ZC3H11A,69,56,81,104,60,106,95,126,70,56,23,88
TOX4,23,30,37,43,14,35,26,45,29,23,7,33
DDX46,10,5,13,15,13,10,13,19,12,12,6,9
ZBTB39,62,34,84,113,50,91,89,129,75,72,31,72
TRANK1,1,2,0,1,0,1,4,4,0,0,0,0
TBC1D4,0,1,0,1,0,2,1,3,2,2,0,0
POM121,49,51,64,83,30,41,63,74,41,61,17,66
LRRC37A,0,0,1,0,0,0,0,1,1,0,0,0
OSBPL2,14,10,21,27,7,21,33,16,14,19,6,18
RHOBTB1,0,0,0,0,0,0,0,0,0,0,0,0
SMG7,38,38,65,87,30,74,68,92,44,51,24,78
ZBED4,52,33,57,79,26,58,46,71,38,36,18,43
NUAK1,0,1,2,0,0,1,2,3,0,2,0,4
TELO2,5,5,8,7,6,7,9,14,8,3,1,7
TECPR2,3,1,6,5,8,2,8,4,8,5,3,1
FIG4,0,0,0,1,0,0,0,1,0,0,0,1
WASHC5,0,4,1,1,1,2,1,9,1,1,0,3
UBAP2L,11,17,17,37,8,20,26,41,25,23,5,23
SV2B,3,3,3,4,3,1,5,4,2,3,2,5
SV2A,1,1,1,1,0,0,0,0,0,0,0,0
SRGAP3,9,3,13,14,5,10,11,18,10,12,1,17
MRC2,22,15,21,29,8,15,15,18,12,17,7,12
KLHL21,91,75,107,108,40,92,128,161,89,134,50,105
RBM19,8,11,2,12,1,8,10,7,3,5,0,8
SGSM2,2,4,2,6,0,5,3,6,0,4,1,2
SLC35E2A,44,32,64,57,27,50,69,92,39,71,24,52
AP5Z1,7,7,15,8,9,6,5,8,10,4,5,12
G3BP2,69,55,92,112,63,129,133,173,85,87,32,99
DENND4B,26,33,34,54,8,27,49,66,39,42,15,41
RABGAP1L,44,25,50,56,21,37,41,58,32,37,9,38
TMCC2,1,1,0,1,1,0,0,1,0,0,0,1
ARHGAP44,16,13,29,26,12,27,26,32,19,20,6,18
SUPT7L,9,12,21,16,13,14,19,31,13,15,2,16
FAM20B,39,50,59,75,32,72,68,97,70,44,20,59
NCAPD2,10,5,13,7,5,9,8,11,9,16,4,11
SEC16A,39,35,65,78,34,54,45,95,60,68,13,54
KBTBD11,103,108,166,178,80,164,113,188,118,101,24,124
RNF10,11,4,11,4,5,12,12,8,9,6,2,4
IQSEC1,27,32,39,43,14,41,33,57,27,33,9,32
ZBTB40,63,39,55,81,26,45,46,79,45,62,9,58
PAN2,0,1,2,4,1,2,3,3,1,3,0,2
ZBTB5,29,39,41,63,28,44,36,55,25,24,16,31
LPGAT1,1,2,0,0,2,3,3,1,5,3,1,8
MFN2,44,30,51,43,32,33,64,66,47,51,16,55
KIF14,13,8,4,11,0,13,8,17,8,8,0,10
JOSD1,51,34,62,68,32,48,53,88,53,49,9,56
HELZ,22,32,47,52,20,66,42,77,39,37,11,42
PUM3,15,7,6,10,3,11,13,21,8,6,3,10
MAFB,0,0,0,1,0,0,0,0,0,0,0,0
CD302,8,6,11,15,13,24,9,27,7,6,4,17
DCLRE1A,1,2,4,2,0,7,5,7,3,1,2,1
ARHGAP25,10,4,10,13,6,18,20,13,12,9,4,12
RBM8A,59,66,78,84,41,77,85,138,45,69,24,70
DLEC1,0,0,0,0,0,0,1,0,0,0,0,0
EXOG,13,10,8,12,5,5,13,16,8,8,0,13
XYLB,1,4,4,8,1,2,1,4,2,4,1,0
OXSR1,42,35,56,65,41,66,80,80,52,61,12,62
CRYZL1,0,0,0,0,0,3,0,2,3,1,1,2
WDR1,67,70,100,108,61,97,118,164,77,114,38,85
AMMECR1,14,17,18,36,15,35,29,37,23,33,4,21
GOLGA5,3,8,4,9,7,10,14,16,11,8,1,9
HS3ST3B1,22,10,40,31,13,39,17,21,10,15,4,11
HS3ST3A1,0,0,0,0,0,0,0,0,0,0,0,0
USP15,30,29,28,58,32,60,50,85,36,35,10,43
USP3,38,26,53,56,35,64,55,91,57,33,26,58
MVP,0,0,0,1,0,0,0,0,0,2,0,1
SLC23A2,56,69,77,126,33,91,109,161,70,84,21,109
SLC23A1,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF15,0,1,0,1,1,0,0,0,1,1,0,0
THRAP3,44,23,58,80,32,48,73,81,40,63,21,72
MED12,0,0,0,4,1,5,1,1,3,0,0,0
MED13,29,33,28,48,21,64,56,80,52,31,17,49
NR1I3,0,0,0,0,0,0,0,0,0,0,0,0
NUP153,45,26,50,61,34,45,40,77,47,21,13,31
CCS,0,2,0,0,0,0,2,1,2,2,0,4
NR1D2,2,8,10,9,9,7,16,31,10,11,3,19
CLEC2B,0,0,1,2,0,1,0,0,0,2,0,0
RBX1,1,0,6,1,1,3,7,4,1,5,3,2
DOP1B,2,0,0,4,3,2,3,5,3,3,1,4
THOC1,1,1,1,1,1,1,1,3,0,1,0,0
REC8,3,1,1,2,3,0,4,1,5,2,0,3
RCE1,3,9,12,7,0,1,12,11,5,6,1,8
HNRNPDL,386,299,459,574,282,503,430,693,364,346,83,447
DMTF1,30,30,34,57,31,53,52,67,47,44,6,52
PPP4R1,15,11,24,22,19,19,26,32,21,19,7,16
SLC12A6,25,13,36,36,11,26,18,36,20,8,1,22
PTBP3,74,58,108,132,74,132,88,145,64,57,24,68
DGCR2,36,28,42,53,13,23,38,47,31,48,30,43
CASP8AP2,0,2,0,2,2,3,4,1,1,2,2,1
SCO2,0,2,4,4,1,3,4,7,1,0,1,4
AKT3,2,6,4,9,5,4,10,10,4,9,2,10
MED6,12,11,10,13,9,10,9,22,24,10,4,17
NR2E3,0,0,0,0,0,0,0,0,0,0,0,0
NAALAD2,0,0,0,0,0,0,0,0,0,0,0,0
ACOT8,1,0,2,3,1,0,0,0,0,3,0,0
ABI1,16,15,24,17,11,20,18,19,21,12,2,19
GNPDA1,10,8,8,13,3,9,7,10,5,7,2,7
KCNE3,1,10,11,16,9,15,28,43,23,29,4,27
ZBTB33,169,126,225,274,156,341,108,193,83,70,20,100
TANK,7,5,2,5,2,6,5,12,7,2,1,5
SRA1,21,12,35,48,13,17,26,43,33,32,10,20
HDAC6,11,4,4,9,8,11,12,13,10,7,1,6
HDAC5,4,5,8,13,4,3,9,10,7,5,4,8
PDCD6IP,30,24,26,26,16,32,35,54,27,26,5,23
PDCD6,12,10,23,23,16,17,29,34,8,34,7,30
BCL2L10,0,0,0,0,0,0,0,0,0,0,0,0
BCL2L11,56,37,72,87,35,62,89,160,75,67,28,75
SH2B3,217,189,311,417,166,289,431,535,344,351,107,392
GNE,20,20,41,48,22,36,37,64,29,33,10,37
FRAT1,9,14,9,24,9,11,19,24,17,24,6,14
TROAP,4,1,1,3,1,6,5,3,3,4,0,0
MED16,1,1,0,1,1,1,2,0,1,0,0,2
PIGK,0,2,2,3,0,2,1,1,3,1,0,2
CHAF1A,5,4,12,15,5,15,17,20,9,13,2,6
PARP2,1,1,2,2,0,2,2,0,0,1,0,3
PARP3,0,0,1,0,0,1,0,2,0,0,0,0
TOM1L1,0,0,0,0,0,0,0,0,0,0,0,0
HMGXB4,60,49,77,73,53,83,107,106,61,76,20,71
TOM1,2,2,0,1,1,0,3,3,3,3,1,3
SH2D3C,11,3,6,14,6,9,8,9,6,11,3,12
SH2D3A,0,0,1,1,0,0,0,0,0,0,0,1
RANBP9,59,39,44,62,38,78,41,76,39,30,16,36
DNAJB6,35,26,47,45,29,30,40,48,21,17,10,31
SLC17A4,0,0,0,0,0,0,0,0,0,0,0,0
SMC4,58,53,72,102,60,139,86,107,54,45,12,69
GJC1,0,2,0,0,0,0,0,0,0,1,0,0
UBA2,40,33,52,48,31,62,58,108,41,41,24,50
SAE1,56,45,81,73,39,55,84,89,80,52,22,54
FARSB,17,14,19,28,6,17,18,28,18,13,7,15
ABCC5,4,0,1,2,0,0,1,2,4,3,0,3
ABCB6,0,2,1,1,0,2,0,0,1,0,0,0
DNM1L,12,12,19,39,10,26,16,38,34,29,11,13
ABCC9,0,0,0,0,0,0,0,0,0,0,0,0
ABCF2,21,16,23,22,10,23,26,27,17,17,7,28
NR1H3,0,0,1,0,0,0,0,0,0,0,0,0
COX17,0,0,0,2,0,1,2,4,0,1,0,0
SCAMP2,25,23,34,44,14,33,39,58,37,41,8,32
SCAMP3,2,4,3,6,1,5,2,6,1,5,0,2
IL18BP,6,2,11,9,6,9,8,17,7,12,5,9
RWDD2B,1,1,1,6,0,6,3,3,1,6,1,4
MUC12,0,1,2,0,0,0,0,0,0,0,0,0
DPP3,3,5,2,7,1,2,7,10,2,2,1,6
SNUPN,4,5,5,9,2,2,4,11,6,5,2,3
HUWE1,18,18,31,28,19,17,27,38,16,22,5,30
PTPRU,0,0,0,0,0,0,0,0,0,0,1,0
TSPAN32,2,2,1,1,2,0,0,2,0,1,0,0
TSSC4,4,6,8,9,4,3,8,8,4,3,5,5
ATP9A,6,3,7,5,0,7,0,6,1,1,1,4
PDCD7,24,24,24,37,21,30,30,52,27,25,9,15
GPC6,0,0,0,0,0,0,0,0,0,0,0,0
PQBP1,0,0,0,1,0,0,1,2,0,0,0,1
EDIL3,0,0,0,0,0,0,0,0,0,0,0,0
CERT1,14,9,22,24,13,25,25,24,19,17,5,23
KCNK7,0,0,0,0,0,0,0,1,0,0,0,1
UST,1,0,1,0,2,0,0,3,0,0,0,0
ARPC5,43,49,59,70,46,63,86,100,43,44,21,60
ARPC4,38,34,43,48,18,48,44,47,36,33,12,36
ARPC3,21,8,28,35,13,22,28,21,15,9,8,25
ARPC1B,11,5,11,15,6,13,15,18,13,11,9,10
ACTR3,43,48,65,70,35,90,76,107,55,40,25,68
ACTR2,119,127,176,164,105,182,166,254,122,123,29,129
TSPAN5,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN3,27,21,40,32,17,42,35,48,33,19,16,32
TSPAN2,0,1,1,2,0,3,0,3,0,0,0,0
NUBP2,5,2,1,7,7,6,7,9,2,7,3,5
TSFM,17,15,15,11,7,12,17,25,13,19,3,17
PPIF,303,267,389,447,194,277,321,368,226,297,108,285
CTDSP2,89,58,101,113,47,78,117,171,110,111,43,90
ARPC2,23,17,37,49,28,37,53,42,27,32,4,23
