chr	start	end	interval_id	num_peaks	num_samples	MV411_1_430_R1.bool	MV411_2_431_R1.bool	MV411_3_575_R1.bool	MV411_9_718_R1.bool	MV411_1_430_R1.fc	MV411_2_431_R1.fc	MV411_3_575_R1.fc	MV411_9_718_R1.fc	MV411_1_430_R1.qval	MV411_2_431_R1.qval	MV411_3_575_R1.qval	MV411_9_718_R1.qval	MV411_1_430_R1.pval	MV411_2_431_R1.pval	MV411_3_575_R1.pval	MV411_9_718_R1.pval	MV411_1_430_R1.start	MV411_2_431_R1.start	MV411_3_575_R1.start	MV411_9_718_R1.start	MV411_1_430_R1.end	MV411_2_431_R1.end	MV411_3_575_R1.end	MV411_9_718_R1.end	MV411_1_430_R1.summit	MV411_2_431_R1.summit	MV411_3_575_R1.summit	MV411_9_718_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr12	27243940	27244158	Interval_1991	2	2	TRUE	FALSE	FALSE	TRUE	5.13781	NA	NA	4.80027	5.20361	NA	NA	4.45926	9.31706	NA	NA	8.06814	27243952	NA	NA	27243940	27244158	NA	NA	27244121	120	NA	NA	47	NA	promoter-TSS (STK38L)	NA	-96	STK38L								
chr12	27710686	27710828	Interval_1992	1	1	TRUE	FALSE	FALSE	FALSE	4.60454	NA	NA	NA	3.05132	NA	NA	NA	6.85184	NA	NA	NA	27710686	NA	NA	NA	27710828	NA	NA	NA	24	NA	NA	NA	NA	promoter-TSS (MRPS35)	NA	-16	MRPS35								
chr12	30754958	30755180	Interval_1993	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5184	NA	NA	NA	7.06672	NA	NA	NA	10.92989	NA	NA	NA	30754958	NA	NA	NA	30755180	NA	NA	NA	114	NA	promoter-TSS (CAPRIN2)	NA	-5	LOC645485								
chr12	31324416	31324580	Interval_1994	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.12926	NA	NA	NA	2.81829	NA	NA	NA	6.95402	NA	NA	NA	31324416	NA	NA	NA	31324580	NA	NA	NA	71	NA	NA	exon (FLJ13224, exon 1 of 1)	NA	182	FLJ13224								
chr12	31728890	31729291	Interval_1995	4	4	TRUE	TRUE	TRUE	TRUE	7.93352	6.6398	5.23738	7.45316	10.69746	6.46728	2.96684	11.31042	15.37183	10.76237	7.13223	15.47062	31728898	31728974	31728890	31728940	31729269	31729291	31729096	31729281	175	89	19	154	NA	promoter-TSS (AMN1)	NA	83	AMN1								
chr12	31733839	31733997	Interval_1996	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.96978	NA	NA	NA	6.92411	NA	NA	NA	10.77412	NA	NA	NA	31733839	NA	NA	NA	31733997	NA	NA	NA	50	NA	Intergenic	NA	-4744	AMN1								
chr12	31746870	31747133	Interval_1997	3	3	TRUE	TRUE	FALSE	TRUE	4.87593	6.04059	NA	5.0817	4.4887	5.91778	NA	4.88613	8.51811	10.15066	NA	8.55169	31746870	31746902	NA	31746894	31747009	31747133	NA	31747073	85	100	NA	45	NA	Intergenic	NA	-17828	AMN1								
chr12	31749182	31749552	Interval_1998	4	4	TRUE	TRUE	TRUE	TRUE	11.0844	9.45393	7.47718	11.92799	20.88283	13.92709	7.34133	22.97419	26.17701	18.89767	12.12358	27.64675	31749226	31749254	31749287	31749182	31749552	31749479	31749515	31749540	130	113	85	160	NA	Intergenic	NA	-19593	LOC102724590								
chr12	31896540	31896978	Interval_1999	4	4	TRUE	TRUE	TRUE	TRUE	3.46372	5.91061	7.17603	4.54341	1.836	7.08122	6.352	2.84599	5.40068	11.43576	11.01907	6.23627	31896706	31896674	31896540	31896582	31896978	31896858	31896737	31896724	90	134	112	13	NA	Intergenic	NA	-62660	KIAA1551								
chr12	31959274	31959416	Interval_2000	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64928	NA	NA	NA	5.13967	NA	NA	NA	8.83092	NA	NA	NA	31959274	NA	NA	NA	31959416	NA	NA	NA	15	NA	promoter-TSS (KIAA1551)	NA	-74	KIAA1551								
chr12	32483564	32483742	Interval_2001	1	1	TRUE	FALSE	FALSE	FALSE	4.26644	NA	NA	NA	3.05132	NA	NA	NA	6.84551	NA	NA	NA	32483564	NA	NA	NA	32483742	NA	NA	NA	87	NA	NA	NA	NA	intron (FGD4, intron 1 of 16)	NA	-18454	FGD4								
chr12	33588111	33588655	Interval_2002	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5184	NA	NA	NA	7.06672	NA	NA	NA	10.92989	NA	NA	NA	33588111	NA	NA	NA	33588655	NA	NA	NA	165	NA	Intergenic	NA	-148564	SYT10								
chr12	34022234	34022549	Interval_2003	2	2	TRUE	FALSE	FALSE	TRUE	6.50766	NA	NA	3.66775	6.63211	NA	NA	1.3715	10.91246	NA	NA	4.47982	34022234	NA	NA	34022407	34022420	NA	NA	34022549	95	NA	NA	95	NA	promoter-TSS (ALG10)	NA	-41	ALG10								
chr12	38316626	38316789	Interval_2004	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.41856	NA	NA	NA	6.58048	NA	NA	NA	10.40555	NA	NA	NA	38316626	NA	NA	NA	38316789	NA	NA	NA	98	NA	promoter-TSS (ALG10B)	NA	-33	ALG10B								
chr12	38386577	38386899	Interval_2005	2	2	TRUE	FALSE	FALSE	TRUE	3.21631	NA	NA	4.23236	1.32547	NA	NA	4.31736	4.73015	NA	NA	7.91742	38386577	NA	NA	38386594	38386743	NA	NA	38386899	159	NA	NA	171	NA	Intergenic	NA	69997	ALG10B								
chr12	38905655	38905821	Interval_2006	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.72658	NA	NA	NA	1.95299	NA	NA	NA	5.17818	NA	NA	NA	38905655	NA	NA	NA	38905821	NA	NA	NA	35	NA	promoter-TSS (CPNE8)	NA	-120	CPNE8								
chr12	38906692	38906898	Interval_2007	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.26165	NA	NA	NA	12.64826	NA	NA	NA	16.88138	NA	NA	NA	38906692	NA	NA	NA	38906898	NA	NA	NA	103	NA	promoter-TSS (CPNE8)	NA	-1177	CPNE8								
chr12	42238218	42238435	Interval_2008	2	2	TRUE	FALSE	FALSE	TRUE	6.75735	NA	NA	5.91396	7.70537	NA	NA	5.8286	12.10054	NA	NA	9.59097	42238272	NA	NA	42238218	42238435	NA	NA	42238383	94	NA	NA	34	NA	promoter-TSS (YAF2)	NA	-40	YAF2								
chr12	42631631	42631775	Interval_2009	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.78016	NA	NA	NA	3.3833	NA	NA	NA	6.85917	NA	NA	NA	42631631	NA	NA	NA	42631775	NA	NA	NA	8	NA	intron (RP11-609L23.1, intron 4 of 5)	NA	14795	RP11-609L23.1								
chr12	42696892	42697040	Interval_2010	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.10194	NA	NA	NA	4.9175	NA	NA	NA	8.58617	NA	NA	NA	42696892	NA	NA	NA	42697040	NA	NA	NA	76	NA	Intergenic	NA	-50468	RP11-609L23.1								
chr12	42698338	42698616	Interval_2011	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.75265	NA	NA	NA	10.93164	NA	NA	NA	15.06654	NA	NA	NA	42698338	NA	NA	NA	42698616	NA	NA	NA	139	NA	Intergenic	NA	-51979	RP11-609L23.1								
chr12	44948863	44949014	Interval_2012	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.12621	NA	NA	NA	2.10581	NA	NA	NA	5.368	NA	NA	NA	44948863	NA	NA	NA	44949014	NA	NA	NA	37	NA	Intergenic	NA	-72475	NELL2								
chr12	45669106	45669392	Interval_2013	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.50162	NA	NA	NA	4.65172	NA	NA	NA	8.28447	NA	NA	NA	45669106	NA	NA	NA	45669392	NA	NA	NA	224	NA	Intergenic	NA	58672	LINC00938								
chr12	45727455	45728073	Interval_2014	4	4	TRUE	TRUE	TRUE	TRUE	11.8383	9.21588	4.71173	14.18176	20.9744	12.18048	2.15574	27.92631	26.2706	17.02883	6.12355	32.77668	45727460	45727604	45727665	45727455	45727822	45727885	45727822	45728073	232	132	17	240	NA	exon (LINC00938, exon 1 of 1)	NA	157	LINC00938								
chr12	45728766	45729084	Interval_2015	2	2	TRUE	FALSE	FALSE	TRUE	4.8262	NA	NA	7.14271	4.1333	NA	NA	10.36683	8.11305	NA	NA	14.46687	45728799	NA	NA	45728766	45729033	NA	NA	45729084	170	NA	NA	138	NA	promoter-TSS (ARID2)	NA	-766	ARID2								
chr12	45729231	45729432	Interval_2016	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.23805	NA	NA	NA	4.97015	NA	NA	NA	9.4634	NA	NA	NA	45729231	NA	NA	NA	45729432	NA	NA	NA	36	NA	NA	promoter-TSS (ARID2)	NA	-359	ARID2								
chr12	45729776	45730353	Interval_2017	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	9.11868	NA	NA	NA	10.51779	NA	NA	NA	15.58485	NA	NA	NA	45729776	NA	NA	NA	45730353	NA	NA	NA	466	NA	NA	exon (ARID2, exon 2 of 21)	NA	374	ARID2								
chr12	45990622	45991074	Interval_2018	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.98068	NA	8.4695	NA	2.80853	NA	14.41593	NA	6.60432	NA	18.74379	NA	45990716	NA	45990622	NA	45991074	NA	45990887	NA	82	NA	111	NA	promoter-TSS (SCAF11)	NA	-29998	SCAF11								
chr12	46372662	46372873	Interval_2019	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.25741	NA	NA	NA	4.87147	NA	NA	NA	8.51983	NA	NA	NA	46372662	NA	NA	NA	46372873	NA	NA	NA	157	NA	promoter-TSS (SLC38A2)	NA	11	LOC102723757								
chr12	46383396	46383634	Interval_2020	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.22496	NA	NA	NA	5.8673	NA	NA	NA	10.09338	NA	NA	NA	46383396	NA	NA	NA	46383634	NA	NA	NA	140	NA	NA	NA	promoter-TSS (RP11-96H19.1)	NA	-140	RP11-96H19.1								
chr12	47705897	47706129	Interval_2021	3	3	TRUE	TRUE	FALSE	TRUE	4.98773	6.22496	NA	5.24587	4.09827	5.8673	NA	4.5639	8.07284	10.09338	NA	8.18186	47705899	47705897	NA	47705987	47706060	47706091	NA	47706129	51	116	NA	77	NA	promoter-TSS (RPAP3)	NA	48	RPAP3								
chr12	47812895	47813037	Interval_2022	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.85648	NA	NA	NA	5.6377	NA	NA	NA	9.84811	NA	NA	NA	47812895	NA	NA	NA	47813037	NA	NA	NA	67	NA	NA	NA	intron (HDAC7, intron 1 of 25)	NA	7005	HDAC7								
chr12	47867651	47867881	Interval_2023	1	1	TRUE	FALSE	FALSE	FALSE	5.15679	NA	NA	NA	4.06954	NA	NA	NA	8.0378	NA	NA	NA	47867651	NA	NA	NA	47867881	NA	NA	NA	122	NA	NA	NA	NA	intron (VDR, intron 2 of 8)	NA	37265	VDR								
chr12	48716667	48717170	Interval_2024	3	3	TRUE	TRUE	FALSE	TRUE	6.42373	6.16909	NA	9.01118	6.51046	5.47297	NA	12.92299	10.77603	9.66425	NA	17.16643	48716688	48716755	NA	48716667	48717044	48716934	NA	48717170	276	96	NA	97	NA	promoter-TSS (CCNT1)	NA	79	CCNT1								
chr12	48780039	48780171	Interval_2025	1	1	TRUE	FALSE	FALSE	FALSE	4.55194	NA	NA	NA	2.99939	NA	NA	NA	6.76698	NA	NA	NA	48780039	NA	NA	NA	48780171	NA	NA	NA	113	NA	NA	NA	NA	intron (ADCY6, intron 2 of 17)	NA	-8070	MIR4701								
chr12	48814760	48814923	Interval_2026	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.56639	NA	NA	NA	5.32452	NA	NA	NA	9.02634	NA	NA	NA	48814760	NA	NA	NA	48814923	NA	NA	NA	51	NA	promoter-TSS (CACNB3)	NA	-320	LOC101927241								
chr12	48972589	48972731	Interval_2027	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.40901	NA	NA	NA	5.20746	NA	NA	NA	9.74082	NA	NA	NA	48972589	NA	NA	NA	48972731	NA	NA	NA	80	NA	NA	promoter-TSS (WNT10B)	NA	-802	WNT10B								
chr12	48978050	48978201	Interval_2028	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	48978050	NA	NA	NA	48978201	NA	NA	NA	48	NA	promoter-TSS (WNT1)	NA	-327	WNT1								
chr12	49060701	49061024	Interval_2029	3	3	TRUE	TRUE	FALSE	TRUE	5.48121	5.56774	NA	7.69752	5.11892	4.61373	NA	10.84521	9.2256	8.70006	NA	14.97315	49060701	49060779	NA	49060754	49060883	49060979	NA	49061024	130	102	NA	58	NA	promoter-TSS (KMT2D)	NA	-716	KMT2D								
chr12	49069650	49070269	Interval_2030	2	2	TRUE	FALSE	FALSE	TRUE	4.26644	NA	NA	6.08384	3.05132	NA	NA	6.08302	6.84551	NA	NA	9.86561	49069650	NA	NA	49069650	49070209	NA	NA	49070269	406	NA	NA	242	NA	promoter-TSS (RHEBL1)	NA	32	RHEBL1								
chr12	49130292	49130524	Interval_2031	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.82207	NA	NA	NA	10.19635	NA	NA	NA	14.28267	NA	NA	NA	49130292	NA	NA	NA	49130524	NA	NA	NA	143	NA	intron (TUBA1B, intron 1 of 3)	NA	1113	TUBA1B								
chr12	49131156	49131323	Interval_2032	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99723	NA	NA	NA	3.66233	NA	NA	NA	7.16959	NA	NA	NA	49131156	NA	NA	NA	49131323	NA	NA	NA	132	NA	intron (TUBA1B, intron 1 of 3)	NA	281	TUBA1B								
chr12	49222551	49222914	Interval_2033	4	4	TRUE	TRUE	TRUE	TRUE	9.10596	6.83569	8.40276	22.87632	13.93824	7.08919	9.07297	59.94076	18.82614	11.44461	14.01159	65.59335	49222624	49222677	49222634	49222551	49222837	49222881	49222804	49222914	128	89	110	209	NA	intron (LOC102723916, intron 1 of 2)	NA	13810	LOC102723916								
chr12	49233895	49234074	Interval_2034	3	3	TRUE	FALSE	TRUE	TRUE	5.02698	NA	6.60823	6.88565	3.89291	NA	5.49586	8.35275	7.82722	NA	10.06692	12.31333	49233895	NA	49233905	49233896	49234058	NA	49234041	49234074	90	NA	91	98	NA	intron (LOC102723916, intron 2 of 2)	NA	25062	LOC102723916								
chr12	49234424	49234682	Interval_2035	2	2	TRUE	TRUE	FALSE	FALSE	5.00754	4.88553	NA	NA	3.86467	3.65017	NA	NA	7.79562	7.59674	NA	NA	49234536	49234424	NA	NA	49234668	49234682	NA	NA	95	205	NA	NA	NA	intron (LOC102723916, intron 2 of 2)	NA	25630	LOC102723916								
chr12	49699228	49699520	Interval_2036	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.50496	NA	NA	NA	7.39973	NA	NA	NA	11.28772	NA	NA	NA	49699228	NA	NA	NA	49699520	NA	NA	NA	179	NA	intron (FMNL3, intron 1 of 24)	NA	8019	FMNL3								
chr12	49741804	49741946	Interval_2037	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.54341	NA	NA	NA	2.84599	NA	NA	NA	6.23627	NA	NA	NA	49741804	NA	NA	NA	49741946	NA	NA	NA	17	NA	promoter-TSS (TMBIM6)	NA	66	TMBIM6								
chr12	49753954	49754096	Interval_2038	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.55659	NA	NA	NA	5.01007	NA	NA	NA	8.68215	NA	NA	NA	49753954	NA	NA	NA	49754096	NA	NA	NA	61	NA	intron (TMBIM6, intron 3 of 9)	NA	12216	TMBIM6								
chr12	49828466	49828649	Interval_2039	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.17651	NA	4.4753	NA	6.12373	NA	3.20603	NA	10.37308	NA	6.64306	NA	49828466	NA	49828479	NA	49828607	NA	49828649	NA	48	NA	139	NA	promoter-TSS (BCDIN3D-AS1)	NA	15	BCDIN3D-AS1								
chr12	50411186	50411341	Interval_2040	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.12621	NA	NA	NA	2.10581	NA	NA	NA	5.368	NA	NA	NA	50411186	NA	NA	NA	50411341	NA	NA	NA	39	NA	intron (LARP4, intron 1 of 15)	NA	10368	LARP4								
chr12	50517824	50517956	Interval_2041	1	1	TRUE	FALSE	FALSE	FALSE	4.26644	NA	NA	NA	3.05132	NA	NA	NA	6.84551	NA	NA	NA	50517824	NA	NA	NA	50517956	NA	NA	NA	44	NA	NA	NA	NA	intron (DIP2B, intron 1 of 37)	NA	-88049	DIP2B								
chr12	50763872	50764021	Interval_2042	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08113	NA	NA	NA	4.605	NA	NA	NA	8.22825	NA	NA	NA	50763872	NA	NA	NA	50764021	NA	NA	NA	106	NA	promoter-TSS (ATF1)	NA	-59	ATF1								
chr12	51024712	51024872	Interval_2043	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.82436	NA	NA	NA	3.69392	NA	NA	NA	7.20497	NA	NA	NA	51024712	NA	NA	NA	51024872	NA	NA	NA	76	NA	intron (SLC11A2, intron 1 of 16)	NA	-15527	SLC11A2								
chr12	51217968	51218253	Interval_2044	2	2	TRUE	FALSE	FALSE	TRUE	3.91893	NA	NA	6.5184	1.912	NA	NA	7.06672	5.48975	NA	NA	10.92989	51218121	NA	NA	51217968	51218253	NA	NA	51218253	115	NA	NA	51	NA	promoter-TSS (POU6F1)	NA	-418	POU6F1								
chr12	51238907	51239150	Interval_2045	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	7.03578	NA	NA	NA	7.0178	NA	NA	NA	11.76892	NA	NA	NA	51238907	NA	NA	NA	51239150	NA	NA	NA	88	NA	NA	intron (DAZAP2, intron 1 of 3)	NA	305	DAZAP2								
chr12	51326877	51327121	Interval_2046	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.79194	NA	NA	NA	12.32721	NA	NA	NA	16.54358	NA	NA	NA	51326877	NA	NA	NA	51327121	NA	NA	NA	94	NA	Intergenic	NA	-2845	BIN2								
chr12	52025762	52026000	Interval_2047	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.6494	NA	NA	NA	5.45115	NA	NA	NA	9.1616	NA	NA	NA	52025762	NA	NA	NA	52026000	NA	NA	NA	99	NA	intron (NR4A1, intron 1 of 7)	NA	-11941	LOC102723998								
chr12	52033057	52033381	Interval_2048	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.59953	NA	5.17288	NA	6.21802	NA	7.25345	NA	10.49949	NA	11.12766	NA	52033138	NA	52033057	NA	52033299	NA	52033381	NA	66	NA	67	NA	intron (NR4A1, intron 1 of 7)	NA	-10620	NR4A1								
chr12	52051222	52051428	Interval_2049	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.26134	NA	NA	NA	4.46741	NA	NA	NA	8.5263	NA	NA	NA	52051222	NA	NA	NA	52051428	NA	NA	NA	89	NA	NA	NA	promoter-TSS (NR4A1)	NA	7486	NR4A1								
chr12	52069573	52069736	Interval_2050	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.43733	NA	NA	NA	6.72575	NA	NA	NA	10.56871	NA	NA	NA	52069573	NA	NA	NA	52069736	NA	NA	NA	93	NA	promoter-TSS (C12orf44)	NA	-319	C12orf44								
chr12	52074132	52074325	Interval_2051	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.36193	NA	NA	NA	7.53556	NA	NA	NA	11.4395	NA	NA	NA	52074132	NA	NA	NA	52074325	NA	NA	NA	76	NA	intron (C12orf44, intron 3 of 3)	NA	4255	C12orf44								
chr12	52118508	52118783	Interval_2052	3	3	TRUE	TRUE	FALSE	TRUE	6.31722	6.24692	NA	8.77909	7.7437	6.54956	NA	14.94353	12.16023	10.86145	NA	19.29552	52118567	52118521	NA	52118508	52118783	52118743	NA	52118737	127	111	NA	104	NA	Intergenic	NA	48672	C12orf44								
chr12	52192203	52192439	Interval_2053	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.07562	NA	NA	NA	3.92179	NA	NA	NA	7.90623	NA	NA	NA	52192203	NA	NA	NA	52192439	NA	NA	NA	160	NA	NA	NA	promoter-TSS (KRT80)	NA	-307	KRT80								
chr12	52198010	52198261	Interval_2054	1	1	TRUE	FALSE	FALSE	FALSE	7.17373	NA	NA	NA	9.91022	NA	NA	NA	14.52157	NA	NA	NA	52198010	NA	NA	NA	52198261	NA	NA	NA	101	NA	NA	NA	NA	Intergenic	NA	-6122	KRT80								
chr12	52203226	52203452	Interval_2055	3	3	TRUE	TRUE	FALSE	TRUE	5.48542	5.63715	NA	5.82951	6.06245	5.31507	NA	8.11287	10.29428	9.48534	NA	12.06148	52203246	52203307	NA	52203226	52203403	52203452	NA	52203416	101	57	NA	49	NA	Intergenic	NA	7516	C12orf80								
chr12	52280322	52280455	Interval_2056	1	1	TRUE	FALSE	FALSE	FALSE	5.31976	NA	NA	NA	5.18385	NA	NA	NA	9.29535	NA	NA	NA	52280322	NA	NA	NA	52280455	NA	NA	NA	41	NA	NA	NA	NA	intron (KRT86, intron 2 of 10)	NA	5738	KRT86								
chr12	52531725	52531911	Interval_2057	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.9912	NA	NA	NA	3.93092	NA	NA	NA	7.47171	NA	NA	NA	52531725	NA	NA	NA	52531911	NA	NA	NA	90	NA	Intergenic	NA	-11359	KRT5								
chr12	52903332	52903765	Interval_2058	2	2	TRUE	FALSE	FALSE	TRUE	6.44858	NA	NA	10.3757	7.233	NA	NA	18.11981	11.58512	NA	NA	22.61237	52903369	NA	NA	52903332	52903733	NA	NA	52903765	236	NA	NA	254	NA	intron (KRT8, intron 2 of 8)	NA	-45510	KRT18								
chr12	53006166	53006352	Interval_2059	1	1	TRUE	FALSE	FALSE	FALSE	5.70026	NA	NA	NA	5.76057	NA	NA	NA	9.94597	NA	NA	NA	53006166	NA	NA	NA	53006352	NA	NA	NA	62	NA	NA	NA	NA	promoter-TSS (EIF4B)	NA	-19	EIF4B								
chr12	53006686	53006828	Interval_2060	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.24587	NA	NA	NA	4.5639	NA	NA	NA	8.18186	NA	NA	NA	53006686	NA	NA	NA	53006828	NA	NA	NA	63	NA	intron (EIF4B, intron 1 of 14)	NA	479	EIF4B								
chr12	53099485	53099627	Interval_2061	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.12916	NA	NA	NA	4.12423	NA	NA	NA	7.69171	NA	NA	NA	53099485	NA	NA	NA	53099627	NA	NA	NA	70	NA	intron (IGFBP6, intron 1 of 3)	NA	1904	IGFBP6								
chr12	53180466	53180715	Interval_2062	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.7756	NA	NA	NA	9.34428	NA	NA	NA	13.38304	NA	NA	NA	53180466	NA	NA	NA	53180715	NA	NA	NA	126	NA	promoter-TSS (ZNF740)	NA	-185	ZNF740								
chr12	53217362	53217523	Interval_2063	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.40749	NA	NA	NA	5.0875	NA	NA	NA	8.76651	NA	NA	NA	53217362	NA	NA	NA	53217523	NA	NA	NA	101	NA	intron (RARG, intron 2 of 8)	NA	2970	RARG								
chr12	53299186	53299962	Interval_2064	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.28844	NA	8.44852	NA	5.40449	NA	12.03742	NA	9.58638	NA	16.23364	NA	53299186	NA	53299262	NA	53299445	NA	53299962	NA	84	NA	309	NA	promoter-TSS (C12orf10)	NA	-112	C12orf10								
chr12	53345321	53345463	Interval_2065	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.10194	NA	NA	NA	4.9175	NA	NA	NA	8.58617	NA	NA	NA	53345321	NA	NA	NA	53345463	NA	NA	NA	78	NA	Intergenic	NA	-9639	SP7								
chr12	53365956	53366150	Interval_2066	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.06536	NA	NA	NA	2.61611	NA	NA	NA	5.97311	NA	NA	NA	53365956	NA	NA	NA	53366150	NA	NA	NA	104	NA	Intergenic	NA	-14591	SP1								
chr12	53371309	53371545	Interval_2067	2	2	TRUE	FALSE	FALSE	TRUE	5.37196	NA	NA	5.83539	4.66131	NA	NA	6.03898	8.70823	NA	NA	9.81333	53371347	NA	NA	53371309	53371545	NA	NA	53371534	87	NA	NA	114	NA	Intergenic	NA	-9217	SP1								
chr12	53452371	53452587	Interval_2068	2	2	TRUE	FALSE	FALSE	TRUE	3.46372	NA	NA	5.0817	1.836	NA	NA	4.88613	5.40068	NA	NA	8.55169	53452371	NA	NA	53452401	53452538	NA	NA	53452587	82	NA	NA	103	NA	intron (PCBP2, intron 1 of 13)	NA	377	PCBP2								
chr12	53618476	53618627	Interval_2069	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.91007	NA	NA	NA	4.83298	NA	NA	NA	8.93597	NA	NA	NA	53618476	NA	NA	NA	53618627	NA	NA	NA	87	NA	NA	NA	intron (ATF7, intron 1 of 12)	NA	-56006	ATF7								
chr12	53626332	53626486	Interval_2070	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.78032	NA	NA	NA	4.92303	NA	NA	NA	9.04105	NA	NA	NA	53626332	NA	NA	NA	53626486	NA	NA	NA	49	NA	NA	NA	promoter-TSS (ATF7)	NA	49916	ATP5G2								
chr12	53676105	53676431	Interval_2071	3	3	TRUE	TRUE	FALSE	TRUE	4.33724	6.29797	NA	6.07166	2.68649	6.28583	NA	6.72686	6.41886	10.57128	NA	10.57002	53676204	53676105	NA	53676112	53676380	53676301	NA	53676431	150	130	NA	114	NA	promoter-TSS (ATP5G2)	NA	57	ATP5G2								
chr12	54304294	54304579	Interval_2072	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.55192	NA	NA	NA	7.27097	NA	NA	NA	11.1519	NA	NA	NA	54304294	NA	NA	NA	54304579	NA	NA	NA	151	NA	intron (NFE2, intron 1 of 2)	NA	-6543	NFE2								
chr12	54383174	54383330	Interval_2073	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.13945	NA	NA	NA	3.75194	NA	NA	NA	7.7081	NA	NA	NA	54383174	NA	NA	NA	54383330	NA	NA	NA	66	NA	NA	NA	intron (ZNF385A, intron 2 of 7)	NA	-4035	ZNF385A								
chr12	54411477	54411668	Interval_2074	3	3	TRUE	TRUE	FALSE	TRUE	5.23092	5.64321	NA	6.29225	4.4603	4.72498	NA	7.07281	8.47615	8.82118	NA	10.93658	54411482	54411513	NA	54411477	54411652	54411657	NA	54411668	60	92	NA	78	NA	intron (ITGA5, intron 2 of 29)	NA	7693	ITGA5								
chr12	54497584	54497725	Interval_2075	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.52754	NA	NA	NA	4.29796	NA	NA	NA	8.32573	NA	NA	NA	54497584	NA	NA	NA	54497725	NA	NA	NA	46	NA	NA	NA	promoter-TSS (NCKAP1L)	NA	-1129	NCKAP1L								
chr12	55043682	55043831	Interval_2076	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.21472	NA	NA	NA	4.23823	NA	NA	NA	7.82796	NA	NA	NA	55043682	NA	NA	NA	55043831	NA	NA	NA	74	NA	Intergenic	NA	-8322	LOC101927484								
