GENE,mr522-MV411-DMSO-r1_tcount,mr523-MV411-DMSO-r2_tcount,mr524-MV411-DMSO-r3_tcount,mr525-MV411-DMSO-r4_tcount,mr526-MV411-DMSO-r5_tcount,mr527-MV411-Mebendazole-r1_tcount,mr528-MV411-Mebendazole-r2_tcount,mr529-MV411-Mebendazole-r3_tcount,mr530-MV411-Mebendazole-r4_tcount,mr531-MV411-Mebendazole-r5_tcount
UBE4B,4,6,2,7,2,1,6,5,9,4
SIGMAR1,25,44,43,100,54,51,44,41,60,35
BET1,7,16,15,36,20,21,15,16,27,11
CWC27,6,9,8,24,5,19,13,10,19,8
SAP18,42,45,55,156,83,72,79,62,93,49
SMNDC1,20,14,22,44,31,23,25,22,21,6
BCAS2,22,10,12,34,17,26,32,24,22,12
RGS19,8,10,15,25,16,19,16,9,23,6
LILRB2,0,1,0,0,0,2,2,0,2,1
EIF1B,12,15,19,28,16,25,22,9,16,16
SF3A1,8,12,21,33,19,18,17,24,20,11
TRAIP,4,3,9,15,5,4,4,2,2,3
DNAJA2,19,26,29,55,39,28,25,20,38,17
BCKDK,0,2,1,5,1,3,4,0,3,0
MAEA,16,19,31,48,15,24,34,30,25,28
APC2,0,0,0,0,0,0,0,0,0,0
PAK4,2,0,4,4,1,3,6,4,6,4
MARCHF6,74,56,53,154,52,66,112,76,108,35
KATNB1,0,1,0,0,1,0,0,1,0,0
SNAPC5,13,9,15,28,8,12,17,12,11,10
APBB3,0,1,0,2,0,0,0,1,1,0
ZNF267,43,43,27,108,35,51,66,58,65,28
VPS26C,22,21,27,65,28,23,41,17,31,18
TCIRG1,1,2,1,3,1,0,1,0,2,2
RTN3,32,28,32,75,31,40,45,47,49,34
LANCL1,18,19,15,61,16,19,20,12,23,6
NMUR1,2,0,0,0,0,0,0,0,0,0
TNIP1,9,12,10,12,5,7,7,7,17,5
IKZF1,152,215,192,401,249,161,205,222,212,147
SMYD5,5,4,7,22,6,7,16,6,6,2
KLHL41,0,0,0,0,0,0,0,0,0,0
SIRPB1,1,0,0,3,0,1,0,6,0,0
AKR1A1,4,3,1,6,1,6,4,1,1,0
EMC8,15,17,31,61,33,23,31,19,43,16
RXYLT1,0,0,0,0,3,0,1,0,0,0
CNPY2,6,13,14,25,21,11,9,14,14,9
CLEC4M,0,0,0,0,0,0,1,0,0,0
TLR6,0,1,2,4,0,0,1,2,0,0
IRAG1,1,0,2,0,1,0,0,0,1,0
PCGF3,18,23,21,68,34,17,34,11,41,25
TFG,15,14,21,49,21,12,15,16,18,7
PKDREJ,0,1,0,0,0,1,0,0,0,0
TRIM22,0,0,0,0,0,1,0,0,1,0
ABCA7,0,0,0,0,0,0,0,0,0,0
WARS2,11,5,17,23,18,10,11,12,13,4
NPM3,2,2,1,7,1,5,3,2,8,2
NPM2,0,0,0,0,0,0,0,0,0,0
HMG20B,2,3,13,21,6,8,10,13,3,4
HMG20A,17,36,14,55,26,38,42,21,50,16
KLF2,1,2,0,3,3,1,2,0,0,0
MICU1,4,5,3,8,12,5,6,3,6,3
CITED2,38,52,66,112,46,27,41,34,43,17
SEMA3A,4,3,1,9,3,6,5,4,12,3
TUBA1B,50,91,91,194,95,76,97,72,104,71
IRF9,3,4,1,1,1,6,4,9,2,1
BPNT1,2,3,1,4,5,6,1,2,6,1
TUBB3,0,0,3,2,0,2,0,2,1,0
TUBB4B,26,37,43,67,36,40,35,29,50,38
BTN3A3,1,0,0,0,2,0,0,2,1,1
BTN2A2,1,5,8,17,0,4,7,2,5,4
SYCP2,0,1,0,0,0,0,0,1,0,0
SCML2,6,16,8,16,16,14,14,11,20,6
CEPT1,8,9,12,35,13,18,7,11,19,10
NOD1,3,4,9,16,10,9,10,4,9,1
ANAPC10,9,10,11,56,14,18,19,14,18,8
ATP8A1,0,1,0,1,0,0,1,1,0,0
NDRG1,12,15,4,37,11,12,13,16,8,10
RACK1,9,10,5,25,5,15,9,13,11,9
PEMT,1,1,2,0,0,2,2,0,1,0
PIAS3,2,1,2,6,2,3,2,2,0,0
ST3GAL6,2,2,1,0,3,2,4,4,6,1
NDC80,2,1,2,0,2,0,1,1,0,1
CPQ,0,0,0,4,0,1,3,0,0,1
BASP1,0,1,0,0,0,0,1,0,0,0
IFITM3,0,0,0,0,0,0,0,0,1,1
RAPGEF3,0,0,0,0,0,0,0,0,0,0
NSA2,10,3,4,20,12,7,9,3,12,1
SPON2,0,1,2,3,0,0,1,1,3,1
PRMT5,13,17,14,18,14,11,16,11,5,7
TESK2,0,1,1,1,1,0,0,0,3,1
CD2BP2,11,8,16,23,28,26,25,15,27,17
UBAC1,3,2,1,1,2,2,0,1,3,0
CDIPT,0,9,3,17,5,2,7,2,1,2
PGRMC2,11,24,14,42,12,25,26,16,34,15
ARIH2,24,26,21,38,24,30,29,25,30,24
TUBGCP3,17,32,18,34,27,21,21,25,27,19
SEC24B,7,11,5,19,9,14,13,5,13,5
CFDP1,0,0,0,7,2,1,2,2,3,1
TMEM147,0,4,1,3,0,1,4,0,0,0
RBM14,7,13,17,40,16,13,21,14,15,15
LYPLA1,30,33,13,38,24,24,40,28,37,16
CDC42EP2,0,0,0,0,1,3,2,1,1,1
EMG1,6,9,16,27,15,11,9,7,15,6
IFI30,0,2,6,7,6,3,7,6,8,7
C1D,9,7,0,2,4,9,6,5,12,4
TIMM17A,67,64,56,151,86,69,84,69,97,54
N4BP2L2,11,12,5,17,2,8,12,3,8,3
ZER1,2,0,6,5,2,4,3,0,7,3
MCRS1,8,6,6,18,6,8,13,10,9,11
FAM3C,9,12,9,25,9,9,9,13,11,10
ACAA2,7,8,6,9,4,6,9,1,5,4
PPIE,7,9,27,28,9,11,10,18,22,5
VAV3,33,30,27,59,29,31,56,23,41,31
TOMM40,22,28,22,40,13,23,34,30,21,18
TAB1,3,7,5,19,5,5,12,13,6,12
ECI2,0,0,0,0,0,0,0,0,0,0
HAX1,5,10,6,12,9,7,13,7,6,4
GPNMB,0,0,0,0,0,0,0,0,0,0
BAIAP2,3,1,2,3,3,1,6,7,3,4
MAD2L2,0,0,1,10,5,2,2,0,7,5
TACC3,2,3,5,6,3,3,7,4,2,2
CLEC10A,0,0,0,0,0,0,0,0,0,0
SLC30A9,15,18,13,53,11,19,20,22,7,12
PIBF1,3,2,0,11,0,3,2,3,5,0
PPIH,4,7,2,4,5,6,7,5,1,5
COG5,7,15,8,27,12,15,18,11,10,16
ZNHIT1,0,0,9,5,0,5,0,1,2,0
FST,0,0,0,0,0,0,0,0,0,0
TIMM44,2,9,6,6,4,6,2,3,8,5
PFDN6,1,0,0,1,0,1,0,1,0,0
ZBTB18,7,12,8,22,11,5,5,16,7,8
HMGN4,21,24,26,70,28,27,29,22,31,25
TADA3,7,9,10,20,11,19,25,17,21,11
TRIM38,27,28,23,71,35,30,55,33,58,14
ATP5PD,0,4,1,18,3,4,14,4,5,9
UBE2E3,5,3,0,11,2,1,3,6,3,0
SLC25A17,16,23,31,69,29,22,30,12,31,22
SLC9A6,11,11,12,36,12,19,11,10,20,11
EIF3M,13,11,8,40,12,13,24,14,21,5
NXF1,42,41,52,132,63,58,95,70,67,53
SEC23B,6,6,4,16,5,7,6,3,10,6
SEC23A,4,7,6,17,0,5,8,5,6,1
CAP1,47,74,54,164,68,113,112,106,144,61
CREB3,1,0,0,1,0,0,1,1,0,2
LRRC41,1,2,5,9,6,4,5,4,7,1
VTI1B,5,7,3,15,11,9,11,10,14,6
CRTAP,9,10,16,25,12,7,17,16,18,15
SYNCRIP,182,195,152,431,174,167,231,188,237,125
VAT1,8,7,14,25,8,8,8,9,9,11
STK25,0,4,0,1,2,3,2,2,6,1
ENOX2,8,6,4,14,2,2,5,4,5,5
CARM1,3,6,4,15,7,6,6,10,12,7
NCOA2,21,25,17,71,23,29,44,28,56,17
SEMA6C,0,0,0,0,0,0,0,0,1,1
SEMA6B,0,0,2,4,1,0,0,0,1,0
SEMA4D,6,10,5,28,12,13,17,6,19,3
SEMA4B,0,0,1,2,2,2,1,0,0,3
APPBP2,23,19,15,53,19,26,30,25,28,19
MYBBP1A,2,3,6,2,3,3,1,1,5,0
CIB2,0,0,0,0,0,0,1,0,0,0
CIB1,3,9,6,20,8,7,8,2,6,4
ZNF211,6,5,3,13,8,7,8,7,9,4
DDX17,154,195,127,408,179,160,225,178,242,135
DEAF1,1,1,0,0,0,1,4,0,1,3
CHERP,21,23,38,51,37,19,30,21,32,23
KAT5,2,1,2,9,5,4,4,5,10,6
HYOU1,20,34,29,61,18,35,39,30,30,21
IPO8,23,12,11,32,12,12,20,20,23,13
IPO7,79,71,59,274,114,95,118,90,131,65
NOP56,27,37,35,55,22,45,36,40,61,26
PITRM1,3,5,2,4,1,4,2,0,5,3
ATG7,7,7,10,11,9,9,14,11,10,7
ZNRD2,1,0,0,0,0,0,2,1,2,1
RNASEH2A,2,10,3,5,9,5,5,3,10,2
BATF,1,1,1,2,4,2,4,0,3,0
GLRX3,3,2,1,6,3,0,2,1,2,3
DCTN2,4,3,11,8,10,10,8,13,7,14
ANP32B,37,71,68,159,72,48,102,62,103,54
LAMTOR5,4,5,12,19,7,7,10,10,9,5
PROCR,4,0,1,3,4,2,1,0,3,1
TM9SF1,5,5,7,11,7,3,3,2,4,4
PRDX4,0,0,0,0,3,2,0,0,1,0
ARL6IP5,23,18,18,48,11,27,23,14,17,21
ARPC1A,8,8,1,15,9,7,11,10,14,4
HTATIP2,8,7,6,8,5,10,3,4,7,3
AGPAT1,3,8,0,4,5,1,4,1,6,0
AGPAT2,4,6,6,22,4,8,7,7,6,3
RPP30,19,16,9,46,13,18,20,9,29,15
RPP38,9,12,3,19,4,3,9,7,6,6
SPTLC1,25,20,21,64,22,32,34,22,39,11
SLC35A1,8,10,5,41,3,10,5,18,25,9
SLC19A2,3,5,8,17,4,1,1,2,5,4
IFI44,0,0,0,0,0,0,0,0,0,0
ARFGEF2,47,47,33,102,46,39,46,36,64,34
ARFGEF1,17,11,6,41,13,31,32,15,24,13
RABAC1,0,0,1,2,0,0,0,0,0,0
SLU7,24,25,25,30,25,28,29,24,26,24
SIVA1,0,1,0,11,3,2,3,0,0,7
MRPL28,0,2,2,0,3,2,2,3,2,3
CCT7,2,1,4,14,4,2,4,2,4,3
CCT4,9,12,18,35,17,4,13,15,17,10
CCT2,8,10,14,30,8,11,14,7,21,14
NPC2,1,0,0,4,2,0,0,1,4,0
GNLY,0,0,0,0,0,0,0,0,0,0
TACC2,0,0,0,0,0,0,0,0,2,1
SORBS1,1,3,0,1,0,0,0,0,0,0
IFITM2,3,7,4,14,2,5,6,8,1,2
POMT1,2,3,3,7,2,1,1,4,2,6
TXNRD2,0,1,0,2,0,0,0,1,1,0
MTHFS,2,5,4,13,4,7,6,5,12,2
DRAP1,0,2,0,1,0,0,1,3,1,1
DNPH1,3,4,3,4,3,1,5,2,4,3
SMC2,15,19,17,34,17,24,22,22,31,15
PRPF8,3,5,6,11,8,2,6,7,10,4
ERN2,0,0,0,0,0,0,0,0,0,0
TRAPPC2B,2,1,0,5,1,0,1,4,3,0
AHSA1,6,6,4,28,5,3,8,5,15,8
USP16,10,1,0,22,4,4,4,4,10,3
CDC42EP3,132,147,169,410,196,135,196,140,166,103
PAIP1,9,10,11,27,4,11,8,4,13,4
PAICS,81,84,85,265,103,105,121,100,120,58
TBL3,0,0,0,0,0,0,0,0,0,0
MXD4,3,5,7,5,8,5,9,5,7,3
P3H4,0,0,0,0,0,1,0,0,0,0
ST6GALNAC2,0,0,0,0,0,0,0,0,0,0
PDLIM5,3,1,2,6,5,3,4,4,3,1
TRIM3,0,0,1,1,0,0,0,0,0,0
ERLIN1,60,72,121,271,122,92,113,99,96,65
HEXIM1,18,21,26,50,36,19,30,26,29,19
SPAG5,1,2,4,14,5,2,4,7,5,5
RBCK1,1,2,1,1,1,1,0,1,0,0
STAMBP,17,7,12,62,23,27,18,18,27,14
TGOLN2,75,85,121,204,97,101,150,120,154,81
ARID3B,9,20,17,39,18,25,25,21,21,13
POLR3F,15,9,9,45,24,10,20,12,31,11
POLR3G,10,12,12,12,8,4,10,5,19,3
POLR3C,31,28,27,74,40,35,56,44,39,18
IVNS1ABP,16,22,20,64,27,35,35,11,32,17
TRIM16,18,17,21,31,28,21,10,13,19,12
MYL12A,44,45,29,130,42,92,152,90,146,68
TXNIP,205,286,286,793,360,344,423,313,440,240
TAF6L,0,0,0,1,0,1,1,0,0,0
PDPN,0,0,0,0,0,0,1,0,0,0
ATP5MG,9,14,10,36,11,10,11,12,24,3
GAS2L1,0,0,1,0,0,0,1,1,1,1
RAD51AP1,7,9,11,20,12,5,8,9,9,4
RGS14,0,3,2,5,2,3,1,3,4,0
10638,2,0,0,0,0,0,0,1,1,0
EXOC5,25,26,16,61,23,28,32,38,50,22
NPRL2,2,3,0,0,0,2,1,0,2,1
IGF2BP1,46,55,48,125,68,63,88,59,78,59
IGF2BP3,0,0,0,0,0,0,0,0,0,0
IGF2BP2,19,33,27,42,14,29,47,44,58,28
CAMKK2,23,31,34,54,35,41,41,29,47,26
PRELID3A,0,0,3,8,3,3,4,3,2,2
MTX2,5,1,2,15,4,2,7,3,11,1
YKT6,13,16,29,45,15,12,18,11,24,14
SPINT2,0,0,0,0,3,0,1,0,2,0
PMVK,1,1,2,4,3,1,0,1,3,1
KHDRBS1,16,27,29,58,25,28,40,29,25,21
CELF1,82,103,104,224,92,106,138,95,153,78
CELF2,122,148,140,379,151,174,201,173,227,125
CTCF,31,34,51,114,40,31,47,28,43,27
CD226,0,0,0,0,1,1,2,1,1,0
FARS2,1,0,1,6,1,0,2,0,1,1
CGRRF1,1,1,1,4,2,1,2,0,2,1
CGREF1,1,0,3,4,0,5,0,2,1,0
RRAGA,4,8,3,17,16,4,4,3,8,4
DCTN6,6,7,4,35,10,17,23,10,25,8
GNA13,105,112,80,253,106,144,187,135,176,94
TNFSF13B,3,5,3,14,5,7,6,5,9,1
CSPG5,0,0,0,0,0,0,0,0,0,0
AVIL,0,0,0,0,0,1,0,0,1,0
B3GNT2,35,50,34,103,42,61,48,42,56,28
GNB5,2,3,0,5,1,3,0,3,3,2
EBP,8,9,11,30,5,5,12,9,13,9
GMEB1,2,7,6,18,8,10,12,5,11,4
RRH,0,0,0,0,0,0,0,0,0,0
CCT6B,0,0,0,1,0,0,0,0,0,0
CCT8,21,11,19,27,14,16,16,15,15,6
CNPY3,11,14,26,51,39,28,34,29,44,19
CORIN,0,0,0,0,0,0,0,0,0,0
FAM189B,1,0,0,12,0,1,2,0,2,3
USP39,9,14,21,50,14,13,15,8,11,10
POLD3,42,53,45,104,65,53,52,49,70,39
AP4B1,0,0,0,5,3,1,3,2,6,1
POLQ,10,10,17,38,16,20,25,10,25,15
SLC12A7,2,2,3,6,1,5,1,7,3,3
OGA,67,44,60,129,42,55,66,44,87,40
NFAT5,29,40,12,68,25,41,43,33,49,19
NUDC,7,11,14,36,11,8,12,3,8,6
PTGES3,95,118,107,313,112,105,139,94,134,72
YME1L1,30,40,24,83,25,63,59,30,50,30
TCFL5,9,9,11,34,14,14,19,12,16,10
PLK4,13,3,10,15,6,13,11,11,22,13
STAG3,0,0,3,0,0,0,0,0,0,0
STAG2,38,25,29,85,36,52,52,42,54,23
RFPL3S,0,1,1,0,1,0,1,0,0,1
10740,1,4,5,8,2,3,4,2,7,5
RBBP9,8,13,11,36,9,13,13,4,10,9
RAI1,1,5,7,2,2,4,10,3,7,3
PTTG2,0,0,2,0,0,0,0,0,1,0
PHTF1,2,3,3,0,1,4,4,2,1,0
MAP3K2,92,89,78,232,92,121,124,110,154,70
MASP2,0,0,0,0,0,0,0,1,0,0
10748,5,6,6,14,3,9,8,6,11,3
KIF1C,1,3,5,9,3,3,2,2,4,1
GRAP,7,1,14,5,6,3,5,5,4,4
GIPC1,0,2,0,0,1,2,3,5,2,4
TRAF3IP2,4,5,1,2,0,2,3,0,1,2
NUP50,94,112,97,282,124,125,149,112,172,85
KDM5B,20,22,9,49,19,22,27,18,22,17
TOB2,35,36,34,44,44,21,48,30,32,23
HBS1L,9,10,10,28,10,13,25,9,19,5
AHCYL1,24,48,28,91,38,51,43,51,35,21
PLK2,0,2,4,4,0,1,0,3,0,0
ZMYND11,20,26,11,39,18,25,40,21,30,15
SRSF10,238,241,270,758,303,267,347,289,341,176
ZBTB6,48,48,23,120,42,40,54,43,43,31
POP4,29,28,28,106,38,48,39,39,63,24
ARPP19,116,119,99,338,151,159,181,164,220,94
ZNF271P,45,52,49,118,47,42,56,52,70,26
ZNF234,5,2,9,13,5,6,7,3,9,5
ZNF266,15,16,28,36,26,25,14,13,22,7
ZNF274,14,18,35,35,14,24,16,11,20,13
NEK6,22,38,44,78,42,45,34,32,43,19
WDR4,4,5,9,22,7,0,6,4,6,3
IQGAP2,8,3,6,8,7,9,8,9,8,4
VAMP5,0,0,0,0,0,2,0,1,0,0
ZNF273,15,9,11,18,14,15,9,13,7,3
ZNF460,7,7,5,21,2,9,6,3,7,5
ZNF268,97,102,90,330,141,110,144,137,122,73
MTHFD2,68,74,87,200,78,146,137,106,138,74
RPP40,1,2,0,0,0,0,1,0,0,0
CYSLTR1,5,3,3,12,3,11,4,2,7,3
SEPTIN9,1,8,5,13,10,7,15,8,11,12
SEC24A,26,15,7,31,18,22,17,18,20,9
SDCCAG8,1,0,0,0,0,0,0,0,0,1
ENTR1,10,11,21,41,13,17,17,19,18,11
HSPH1,55,32,21,83,36,40,27,51,45,21
UTP14A,3,3,1,2,7,3,9,6,7,1
FRS3,0,0,0,2,0,5,1,0,5,0
FRS2,35,56,40,118,48,53,60,60,77,37
NEU3,5,7,5,47,2,4,11,9,8,8
FAXDC2,0,0,0,0,0,0,0,0,0,0
FAM114A2,6,0,6,8,3,8,7,7,8,8
ZNF275,17,15,19,49,25,34,28,20,29,18
TUBGCP2,9,16,10,23,11,13,15,9,9,15
CLPX,64,50,60,130,73,49,86,56,63,39
SRCAP,5,0,5,6,1,4,5,2,4,2
PPP1R13L,0,0,2,0,0,1,0,2,1,0
POLR1G,17,20,41,41,24,17,18,13,29,12
HPSE,3,0,2,10,0,3,4,3,3,4
RUVBL2,0,4,0,2,0,2,1,1,1,4
PGRMC1,23,24,19,50,19,27,20,15,29,6
LILRB1,0,2,1,7,2,3,7,3,2,2
SLC26A1,0,0,0,2,1,0,0,0,1,0
ADAM28,0,0,0,0,0,0,0,0,0,0
ARID5A,1,10,3,3,5,8,8,11,12,15
TSPAN9,0,0,0,0,0,0,0,0,0,0
USP20,5,5,1,4,3,4,4,5,1,5
USP19,2,2,4,5,4,5,4,2,6,2
HCST,0,0,1,0,0,1,1,1,1,1
CD300C,0,0,0,1,1,1,0,0,2,0
ME3,0,0,0,0,0,0,0,1,0,0
FGL2,29,35,20,76,28,26,48,37,37,20
MRPS30,5,6,6,15,5,7,9,4,9,3
WDR3,11,15,12,33,23,10,15,22,21,3
GPR83,7,2,1,24,4,4,11,5,9,6
RAB10,45,57,47,109,65,55,75,77,98,57
MALT1,10,25,9,42,11,20,26,36,31,20
MMP24,0,0,0,0,0,0,0,0,0,0
10896,1,1,0,0,0,0,1,0,1,2
YIF1A,0,0,0,1,0,0,0,0,0,0
CPSF4,2,7,5,15,9,3,9,6,9,5
JTB,7,18,11,43,22,14,11,23,25,14
RUNDC3A,0,0,0,0,0,0,0,0,0,0
DHRS4,0,0,0,0,0,0,0,1,0,0
BRD8,5,7,23,48,22,12,17,10,26,9
MTMR11,1,1,1,9,3,2,3,2,2,1
BLCAP,4,10,14,10,14,8,7,3,12,3
MAN1A2,11,24,5,40,15,10,18,8,14,4
TRAFD1,5,10,12,28,8,8,12,14,17,4
TXNL4A,12,15,17,63,30,17,25,15,31,8
PNPLA6,0,0,2,0,0,0,1,0,1,0
SUGT1,2,5,0,5,0,1,4,1,5,2
EDAR,0,0,0,0,0,0,0,0,0,0
PAPOLA,125,91,87,234,96,102,140,102,138,55
TCERG1,36,41,44,116,37,50,45,25,47,20
MAGED2,0,0,0,0,1,0,0,0,0,0
EHMT2,0,4,3,4,1,0,2,4,3,1
COPS8,14,13,12,36,15,15,15,14,22,14
RNPS1,40,46,39,134,64,52,72,51,66,38
FASTK,0,0,1,2,0,0,0,1,0,0
SUB1,72,87,47,185,96,126,140,103,129,83
DBF4,5,5,12,15,6,8,11,2,6,4
SPIN1,34,52,30,92,37,48,50,36,61,30
RALBP1,14,11,11,26,15,15,27,21,12,8
SRSF8,10,16,9,40,15,12,19,12,10,6
APOBEC2,0,0,0,0,0,0,0,0,0,0
MORF4L1,27,24,15,87,24,33,45,36,51,20
PRDX3,69,79,78,205,86,67,72,82,102,45
GPR75,2,1,0,0,2,2,0,2,0,0
EHD1,3,4,6,11,5,5,9,4,5,7
AFG3L2,10,16,17,56,20,14,18,12,12,10
POP1,8,11,10,32,10,15,20,18,17,13
MSL3,12,14,15,33,17,14,22,10,23,12
C11orf58,35,36,19,72,38,29,51,33,51,35
KDELR1,6,9,5,20,10,6,10,6,1,4
SF3A3,18,23,40,116,37,52,41,38,47,24
AP3M2,27,30,28,82,27,28,42,26,37,25
STARD3,2,2,6,6,0,5,9,8,7,2
HNRNPA0,37,31,33,54,28,20,48,29,39,18
BTG3,1,5,6,29,2,10,12,7,19,3
CBX1,16,20,28,69,23,32,26,24,24,11
SEC61B,5,9,9,30,17,11,15,10,26,9
TOMM34,6,13,20,42,23,19,20,14,19,15
PDIA5,0,3,3,0,1,2,1,1,2,0
SERINC3,24,26,24,76,26,36,56,33,45,16
OS9,5,4,13,21,8,8,9,6,10,7
PNRC1,15,24,8,36,16,22,38,21,33,16
TMED2,70,73,52,205,79,70,129,75,113,50
LMAN2,4,1,8,2,4,8,0,6,4,2
ERP29,60,79,111,210,108,92,125,68,96,57
MLLT11,1,0,2,0,0,1,0,0,0,0
STIP1,13,14,24,31,16,12,12,16,21,17
IFI44L,0,0,0,0,0,0,0,0,0,0
ACOT2,0,2,0,0,0,0,1,0,2,2
RAB40B,0,0,3,3,0,0,2,1,1,0
EBNA1BP2,5,8,8,25,6,5,13,11,8,11
CKAP4,0,0,2,0,0,0,1,0,0,0
YWHAQ,53,47,40,139,42,52,77,50,77,29
TMED10,118,114,125,311,153,143,172,132,174,102
ASCC3,16,13,14,44,24,22,34,25,15,16
ADIRF,0,0,0,0,0,1,0,0,0,0
UQCR11,12,21,33,50,24,25,33,20,26,16
CLP1,11,20,24,69,36,30,22,28,31,9
COPS6,1,3,4,8,0,2,4,3,5,0
RAB32,0,1,3,6,6,1,1,0,1,1
MAPRE2,11,8,14,28,9,20,25,18,24,14
CCNI,11,18,16,22,9,18,16,20,27,19
KCNQ1OT1,60,62,42,182,56,102,102,69,128,53
GCN1,5,13,12,21,8,11,12,14,11,8
COPS5,6,7,8,21,2,9,4,1,7,2
METAP2,55,44,45,109,54,41,47,39,59,28
IMMT,10,14,7,40,20,6,10,7,18,11
SF3B2,3,5,7,10,7,3,7,4,6,6
SDS,0,0,0,0,0,0,0,0,0,0
ILVBL,0,3,1,3,0,3,3,3,2,1
SLC27A5,0,1,1,3,0,1,0,0,0,2
SLC27A4,0,1,2,1,0,1,2,1,4,2
SLC27A2,0,0,1,0,0,2,2,1,0,1
KIF2C,15,10,13,37,10,11,16,15,23,9
LILRB4,15,14,17,29,16,15,37,25,26,18
CCDC85B,1,1,4,6,4,3,0,0,6,0
GLIPR1,8,10,8,31,13,78,112,89,109,46
TLK2,16,16,20,38,31,25,35,18,28,16
KDELR2,20,28,34,71,40,30,43,37,58,31
KDELR3,0,0,0,0,0,0,0,0,0,1
ATF7,29,33,46,75,56,41,53,37,45,44
SNRNP27,8,11,7,20,14,8,13,11,17,4
TMED1,7,5,10,34,14,12,15,11,18,12
LIAS,3,7,11,23,7,6,15,14,12,7
IFT27,1,0,0,1,0,1,0,0,0,0
RAB35,29,36,21,77,25,28,49,40,39,25
TDRKH,0,0,0,0,0,0,0,0,0,0
LILRA1,0,0,0,2,0,0,2,1,0,0
LILRB3,0,0,0,0,0,0,0,0,0,0
LILRA2,0,0,0,0,1,2,3,1,0,0
RBPMS,0,0,0,0,0,0,0,0,0,0
RAB31,26,30,47,77,28,70,81,52,57,21
ADAP1,0,3,0,4,5,4,2,2,4,0
DSTN,6,13,15,18,14,12,15,9,25,7
RIPK3,0,0,0,1,0,0,2,0,0,0
STON1,0,3,0,3,4,2,0,0,3,2
11039,4,0,3,2,0,4,7,1,0,3
PIM2,20,19,34,88,37,27,30,24,33,28
B4GAT1,1,0,3,3,2,3,3,2,1,0
11042,0,1,3,3,3,2,1,3,1,0
TENT4A,13,15,17,30,15,20,14,7,21,8
SLC35D2,0,0,2,2,1,2,1,0,1,0
ADRM1,3,9,15,24,4,9,13,6,18,6
NUDT21,68,75,81,269,91,107,108,88,114,58
CPSF6,62,52,42,162,60,60,87,72,79,26
OGFR,2,2,0,0,0,2,2,2,2,0
DDX52,21,29,34,75,38,43,39,43,57,23
ABHD2,10,13,4,32,24,16,30,19,19,18
WWP1,5,10,7,15,5,11,10,10,12,7
WWP2,7,12,10,22,19,10,17,6,20,4
DUS4L,2,1,4,3,5,4,6,4,7,1
CNTRL,7,12,12,14,15,11,5,13,22,4
UBE2C,6,14,14,45,7,8,10,7,9,10
SNRNP35,1,1,2,0,0,0,1,7,6,6
DEPP1,0,0,0,0,0,0,0,0,0,0
CYB561D2,4,0,4,5,3,3,5,1,3,5
TMEM115,7,3,15,27,9,8,13,3,10,9
DUSP14,4,16,19,25,10,10,17,9,12,5
TOPBP1,15,24,16,69,18,22,33,28,29,15
TPPP,0,0,0,0,0,0,1,0,0,0
TRIOBP,1,4,6,8,8,11,12,7,8,6
RER1,6,7,14,28,18,8,25,10,21,13
DNAJB4,22,13,12,44,7,25,21,18,22,13
DIDO1,39,45,57,103,50,35,54,44,53,38
WDR5,25,18,31,70,23,23,22,15,28,20
SPACA9,0,0,0,0,1,0,0,1,1,0
CACFD1,0,0,0,0,0,0,0,0,0,0
ADAMTS5,0,1,0,0,0,0,2,0,0,0
NUP42,1,1,0,9,1,2,2,7,2,1
PTPN21,0,0,0,0,0,2,1,0,1,0
HNRNPUL1,54,83,74,111,72,71,71,69,80,55
ATE1,21,17,7,44,19,42,27,40,27,19
RPP14,41,51,62,164,59,72,78,67,65,48
KRR1,24,44,21,83,40,35,39,30,55,19
KATNA1,4,4,3,10,3,3,7,4,6,4
PRDM4,21,12,27,39,20,13,26,12,24,11
HIBADH,6,2,0,20,1,2,7,2,9,2
CIT,2,5,12,23,7,6,7,9,8,5
CEP43,23,15,18,45,22,24,28,24,25,8
BTN3A2,11,11,14,42,9,10,16,15,21,11
BTN3A1,1,3,3,4,1,4,2,2,2,0
BTN2A1,31,48,53,125,58,60,63,54,76,40
RCAN3,7,3,5,6,4,3,2,5,6,3
FAF1,2,4,2,2,8,3,2,3,5,1
CD160,0,0,0,0,0,0,0,0,0,0
KIF3A,4,4,0,8,0,1,8,4,5,5
POLR3A,9,17,21,46,15,14,22,11,26,15
CLASRP,0,1,1,3,0,3,0,0,0,0
ZWINT,26,38,45,120,72,40,64,41,52,35
CAPN11,0,0,0,0,0,0,0,0,0,0
CAPN10,0,0,2,2,1,1,1,3,2,0
KPTN,0,0,2,6,0,0,3,0,3,0
PWP1,13,13,14,35,17,16,24,21,15,7
TBC1D8,4,5,5,21,5,3,5,11,11,1
CDC37,18,14,12,43,16,17,19,22,27,13
PKIG,0,1,0,0,1,1,2,2,1,1
KAT7,24,29,19,75,33,24,41,25,47,29
DMC1,0,0,0,1,0,0,0,0,0,0
GLMN,18,4,10,26,13,17,12,15,22,6
11147,0,0,0,0,0,0,0,0,0,0
HHLA2,2,0,0,0,0,0,1,0,2,1
BVES,1,2,2,3,2,3,1,2,5,2
CORO1A,0,0,0,0,0,1,2,2,2,1
