,mr349-MV411-YLK-r3_tcount,mr343-MV411-DMSO-r1_tcount,mr345-MV411-DMSO-r3_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr344-MV411-DMSO-r2_tcount,mr346-MV411-DMSO-r4_tcount,mr350-MV411-YLK-r4_tcount
RTN3,23,44,47,17,24,65,51,51
LANCL1,35,39,26,5,22,51,33,43
NMUR1,8,15,10,4,7,7,16,19
TNIP1,23,36,38,24,23,33,37,34
IKZF1,735,1221,1195,418,828,1674,1339,1036
SMYD5,15,27,21,8,15,27,25,33
SIRPB1,20,31,21,17,19,24,22,33
AKR1A1,5,9,4,2,2,3,2,4
EMC8,54,68,71,48,70,78,79,83
RXYLT1,1,1,3,0,2,0,0,0
CNPY2,11,10,14,7,16,16,20,22
CLEC4M,0,0,0,0,0,0,1,0
TLR6,4,3,5,0,8,7,4,7
MRVI1,0,1,1,0,0,3,0,0
PCGF3,60,97,80,29,42,94,65,97
TFG,25,33,25,12,13,41,22,30
PKDREJ,0,1,1,0,0,2,0,0
TRIM22,8,11,10,3,10,16,10,10
ABCA7,0,0,0,0,0,0,0,0
WARS2,22,24,25,14,23,29,25,18
NPM3,5,5,11,3,6,8,5,6
NPM2,0,1,0,0,0,0,0,0
HMG20B,11,27,24,15,12,16,16,39
HMG20A,41,65,57,28,29,84,60,55
KLF2,10,7,4,5,10,5,7,15
MICU1,15,12,28,18,16,19,24,27
CITED2,287,587,502,166,286,919,606,391
SEMA3A,0,0,0,1,0,1,1,0
TUBA1B,100,162,156,80,112,157,183,172
IRF9,1,7,13,7,4,9,15,13
BPNT1,0,7,9,0,4,6,8,10
TUBB3,1,1,1,0,0,0,0,0
TUBB4B,48,65,78,38,47,58,65,74
BTN3A3,0,2,1,1,0,0,1,0
BTN2A2,5,11,12,7,6,11,6,10
SYCP2,0,0,2,0,0,0,0,0
SCML2,16,25,29,3,21,32,25,19
CEPT1,11,21,14,9,10,19,21,17
NOD1,5,7,20,11,5,12,18,15
ANAPC10,19,19,27,8,16,27,22,21
DLC1,0,3,1,1,1,5,3,3
ATP8A1,0,1,2,0,2,1,2,0
NDRG1,27,45,55,27,39,75,44,44
RACK1,13,9,8,7,13,15,7,8
PEMT,1,1,0,1,2,2,1,0
PIAS3,3,3,6,4,1,3,4,4
ST3GAL6,11,4,10,8,7,7,10,16
NDC80,0,0,0,1,0,0,2,0
CPQ,3,0,0,0,2,0,3,1
BASP1,2,4,2,1,0,4,4,2
IFITM3,0,1,7,0,1,3,1,1
RAPGEF3,0,0,0,0,0,0,0,0
NSA2,6,7,14,2,5,8,8,8
SPON2,2,1,6,2,0,3,2,3
PRMT5,14,30,25,11,17,19,17,21
TESK2,1,5,4,1,1,3,2,12
CD2BP2,41,74,83,39,58,64,62,99
UBAC1,2,6,3,2,3,2,1,6
CDIPT,3,22,27,6,12,26,16,20
PGRMC2,47,72,57,26,46,82,73,59
ARIH2,43,78,69,41,47,72,67,80
TUBGCP3,5,13,12,6,9,15,18,12
SEC24B,2,5,7,5,6,16,7,15
CFDP1,0,0,0,0,1,0,0,2
TMEM147,1,3,2,1,1,1,0,2
RBM14,50,76,76,36,62,85,92,92
LYPLA1,23,29,32,11,18,47,33,22
CDC42EP2,6,6,2,1,3,6,5,1
EMG1,13,18,20,12,19,29,27,29
IFI30,0,4,2,2,0,5,3,6
C1D,2,3,4,4,4,7,5,6
TIMM17A,60,87,95,35,64,147,100,102
N4BP2L2,7,6,12,0,6,11,2,6
ZER1,11,12,20,9,7,12,14,16
MCRS1,12,3,11,7,14,17,13,18
FAM3C,6,3,7,2,3,6,9,10
ACAA2,9,1,3,1,2,6,3,4
PPIE,10,19,24,8,17,22,19,35
VAV3,56,59,78,30,56,105,76,89
TOMM40,54,76,79,50,74,94,82,105
TAB1,27,32,50,18,30,43,47,53
ECI2,0,1,0,0,0,0,1,0
HAX1,10,13,10,6,11,6,14,11
GPNMB,0,0,0,0,0,0,0,0
BAIAP2,7,7,5,6,12,9,4,5
MAD2L2,7,10,11,14,7,16,15,11
TACC3,4,7,6,4,2,8,5,10
CLEC10A,0,0,0,0,0,0,1,0
SLC30A9,11,29,25,7,15,29,25,16
PIBF1,3,1,3,2,2,2,1,0
PPIH,3,5,10,1,3,2,0,7
COG5,11,19,24,7,17,16,23,10
ZNHIT1,1,2,3,2,1,8,5,6
TIMM44,9,10,13,4,5,8,10,15
ZBTB18,35,40,32,23,33,63,40,43
HMGN4,37,67,60,21,29,52,43,48
TADA3,30,41,46,16,26,46,41,46
TRIM38,78,59,78,50,89,77,78,135
ATP5PD,3,4,2,4,1,3,4,6
UBE2E3,3,6,11,6,3,6,8,8
SLC25A17,28,43,44,11,31,59,48,47
SLC9A6,18,24,30,10,17,35,36,24
EIF3M,8,7,14,6,1,28,9,7
HOXB13,0,0,1,0,0,1,0,0
NXF1,75,115,114,61,79,102,102,160
SEC23B,16,5,15,10,10,16,12,15
SEC23A,4,4,6,1,2,12,11,9
CAP1,123,170,141,88,127,180,145,184
CREB3,3,2,0,0,1,0,1,0
LRRC41,7,12,31,7,20,20,12,16
VTI1B,7,7,24,11,3,17,10,14
CRTAP,17,20,27,7,8,21,37,26
SYNCRIP,421,447,425,185,397,677,465,449
VAT1,29,71,83,39,46,82,67,72
STK25,4,15,11,4,7,6,5,14
ENOX2,5,14,18,1,10,18,13,12
UNC13B,0,0,0,0,0,0,1,0
CARM1,10,24,22,10,9,22,24,29
NCOA2,31,40,44,7,35,66,35,47
SEMA6C,0,0,0,0,0,1,0,0
SEMA6B,2,13,6,6,5,7,5,12
SEMA4F,0,0,0,0,0,2,0,0
SEMA4D,36,64,54,27,35,70,55,62
SEMA4B,6,7,5,3,4,5,9,6
APPBP2,34,34,42,14,24,59,48,51
MYBBP1A,7,18,19,11,13,12,15,13
CIB2,0,1,0,0,0,1,0,0
CIB1,8,18,18,11,17,13,18,15
ZNF211,12,20,25,6,18,26,20,24
DDX17,191,247,235,111,183,283,249,334
CHERP,104,173,188,111,105,171,157,217
KAT5,5,15,11,3,8,7,10,9
HYOU1,59,83,104,36,68,88,102,106
IPO8,16,20,29,7,11,34,26,35
IPO7,147,126,166,62,111,243,170,154
NOP56,7,22,23,11,19,12,20,24
PITRM1,2,6,0,3,3,2,1,2
ATG7,14,22,16,11,18,14,16,19
ZNRD2,0,5,4,0,7,0,3,2
RNASEH2A,1,5,5,3,5,6,5,10
BATF,1,2,1,2,3,4,0,2
GLRX3,2,1,5,0,1,3,3,4
DCTN2,6,16,12,6,7,17,9,15
ANP32B,112,174,172,103,103,219,187,204
LAMTOR5,8,8,14,4,10,16,11,14
PROCR,1,0,4,1,0,3,0,0
TM9SF1,4,17,18,3,5,16,21,18
PRDX4,2,0,0,0,0,0,0,0
ARL6IP5,17,26,34,25,27,40,40,27
ARPC1A,8,18,10,5,16,22,17,13
HTATIP2,7,9,9,2,7,7,9,7
AGPAT1,0,0,2,1,0,0,5,2
AGPAT2,14,31,36,12,22,41,19,37
RPP30,18,19,16,1,9,23,14,13
RPP38,4,1,3,1,7,7,6,7
SPTLC1,11,24,23,14,17,33,22,22
SLC35A1,20,6,16,5,14,11,15,7
SLC19A2,8,9,8,5,15,12,10,12
ARFGEF2,67,62,70,31,63,108,92,100
ARFGEF1,24,15,16,11,14,17,28,22
RABAC1,0,0,0,0,0,0,0,0
SLU7,27,25,35,17,33,49,38,34
SIVA1,6,5,4,3,4,4,7,4
MRPL28,3,5,6,7,5,2,5,12
CCT7,9,5,9,7,7,7,4,11
CCT4,22,19,22,10,22,34,31,29
CCT2,16,23,19,14,18,32,22,34
NPC2,4,1,3,0,1,1,3,1
TACC2,1,1,3,1,1,3,4,1
SORBS1,2,0,0,1,2,1,5,1
IFITM2,9,30,31,12,15,36,41,28
POMT1,4,5,2,0,3,2,4,3
TXNRD2,2,4,3,0,0,1,1,2
MTHFS,2,0,3,1,4,3,3,8
DRAP1,0,0,1,0,3,2,3,2
DNPH1,7,8,8,2,4,8,4,6
SMC2,17,31,25,13,29,36,29,36
PRPF8,3,0,0,0,0,1,0,1
ERN2,0,0,0,0,0,0,0,0
TRAPPC2B,1,0,2,0,1,2,1,0
AHSA1,7,9,11,12,11,16,13,20
USP16,2,10,6,3,2,4,4,2
CDC42EP3,755,918,763,459,776,1256,976,1016
SH2B2,0,0,0,1,0,0,0,1
PAIP1,5,2,7,3,2,14,7,5
PAICS,146,184,222,97,146,270,238,263
TBL3,0,1,0,0,0,1,0,0
MXD4,13,23,52,12,14,32,22,32
P3H4,0,1,2,0,0,0,0,1
ST6GALNAC2,0,0,0,0,0,0,0,0
PDLIM5,11,10,15,3,6,17,14,12
TRIM3,0,1,1,0,0,0,0,1
ERLIN1,279,400,399,162,303,472,460,476
HEXIM1,27,49,49,22,26,61,51,51
SPAG5,2,8,3,0,3,1,1,7
RBCK1,1,8,5,1,1,3,6,9
STAMBP,17,21,29,12,22,36,19,30
TGOLN2,321,423,450,201,333,527,477,483
ARID3B,52,102,138,49,59,113,125,113
POLR3F,15,38,23,16,16,34,23,41
POLR3G,11,5,8,1,4,13,10,3
POLR3C,16,29,33,17,25,36,30,48
IVNS1ABP,25,44,37,15,33,57,44,38
TRIM16,17,32,30,9,16,38,23,33
MYL12A,62,69,67,38,61,102,85,104
TXNIP,506,885,959,297,514,1364,976,792
TAF6L,0,1,1,0,0,0,1,0
PDPN,1,1,0,0,0,0,1,2
ATP5MG,16,12,31,11,20,43,25,25
GAS2L1,0,1,1,0,1,0,0,2
RAD51AP1,13,16,8,5,12,23,9,8
RGS14,10,12,16,7,6,11,11,24
10638,1,0,0,0,0,0,0,1
EXOC5,21,43,40,10,28,61,42,45
NPRL2,0,0,0,1,0,1,1,3
IGF2BP1,160,229,211,111,164,274,215,219
IGF2BP3,0,0,0,0,0,0,1,0
IGF2BP2,48,56,74,35,65,83,83,95
CAMKK2,49,78,67,42,53,67,66,68
PRELID3A,4,2,2,0,5,6,3,6
MTX2,3,7,6,6,2,2,9,6
YKT6,32,49,89,37,48,83,74,99
SPINT2,0,1,0,0,0,1,1,2
PMVK,1,6,7,5,5,11,3,8
KHDRBS3,0,0,0,0,0,0,0,0
KHDRBS1,57,75,93,33,60,115,81,93
CELF1,180,322,320,112,210,347,375,385
CELF2,274,372,409,160,306,560,419,537
KLF1,1,3,0,0,0,4,2,1
CTCF,77,117,155,60,89,153,142,155
CD226,0,1,0,0,2,0,1,0
FARS2,2,2,3,0,0,5,1,3
CGRRF1,0,0,1,1,1,0,1,0
CGREF1,2,3,3,1,1,6,5,6
RRAGA,6,7,22,11,24,22,30,29
DCTN6,8,10,10,2,7,17,12,13
GNA13,377,302,281,133,362,544,366,451
TNFSF13B,12,17,19,5,12,27,18,15
CSPG5,0,1,0,0,0,0,0,0
AVIL,0,0,1,0,0,1,0,0
B3GNT2,171,177,186,85,145,291,135,182
GNB5,3,8,2,1,1,3,4,7
EBP,5,23,23,9,12,16,19,14
DLL3,0,1,0,0,0,0,0,0
GMEB1,13,27,26,14,17,40,33,26
CCT6B,0,0,0,0,0,0,0,0
CCT8,21,22,23,8,25,35,27,31
CNPY3,52,104,121,51,75,91,87,121
FAM189B,0,0,1,0,0,0,1,0
USP39,23,36,36,21,21,34,36,47
POLD3,72,94,96,56,83,141,119,125
CERS1,0,0,0,0,0,1,0,0
AP4B1,0,0,3,0,0,2,0,0
POLQ,17,20,14,3,18,18,18,18
SLC12A7,2,4,8,2,7,4,3,10
OGA,64,99,66,25,67,87,102,109
NFAT5,24,32,22,10,23,27,23,51
NUDC,23,31,33,20,24,24,32,36
PTGES3,212,312,282,110,230,366,294,331
YME1L1,43,47,50,23,42,66,71,57
TCFL5,32,25,37,29,37,28,37,59
PLK4,7,12,14,4,8,13,8,10
STAG3,1,0,0,0,1,0,0,0
STAG2,57,59,29,14,47,75,61,59
RFPL3S,0,0,0,0,0,1,1,0
RFPL1S,9,24,15,6,9,16,13,10
RBBP9,8,11,12,3,12,14,18,10
RAI1,18,63,45,15,29,50,56,54
PTTG2,0,0,0,0,0,0,0,0
PHTF1,1,0,3,1,0,0,0,0
MAP3K2,159,152,157,67,149,204,193,191
MASP2,0,0,0,0,0,0,0,0
KLRA1P,4,6,5,2,4,6,9,8
KIF1C,3,14,14,9,6,11,9,10
GRAP,10,19,21,12,15,27,9,20
GIPC1,6,6,8,7,3,9,4,12
TRAF3IP2,5,12,7,9,3,7,6,13
NUP50,216,301,284,124,249,402,291,377
KDM5B,70,117,116,40,69,158,119,80
TOB2,193,273,299,142,177,376,328,372
HBS1L,11,13,13,7,9,25,23,16
AHCYL1,58,59,58,32,66,60,65,84
PLK2,20,43,45,16,17,76,38,37
ZMYND11,37,45,21,22,46,66,50,45
SRSF10,260,347,396,132,289,603,412,394
ZBTB6,53,89,65,18,47,141,78,61
POP4,41,35,64,35,49,41,43,57
ARPP19,259,262,274,96,197,450,348,306
ZNF271P,36,55,54,28,61,70,75,65
ZNF234,19,19,13,4,12,8,13,16
ZNF266,31,29,28,25,35,33,42,35
ZNF274,46,31,55,26,51,63,42,64
NEK6,59,110,119,47,71,161,140,106
WDR4,25,30,32,10,25,33,34,48
IQGAP2,6,5,4,3,2,11,7,10
VAMP5,0,1,2,0,0,0,0,2
ZNF273,15,22,17,8,20,35,24,10
ZNF460,18,20,16,5,10,27,14,8
ZNF268,221,173,206,88,203,284,168,197
MTHFD2,77,84,118,59,83,157,114,113
RPP40,0,1,1,0,0,0,0,0
CYSLTR1,5,15,7,2,6,18,14,7
SEPTIN9,29,42,79,29,31,69,56,57
SEC24A,17,25,34,9,20,43,35,28
ENTR1,37,61,58,22,33,60,57,68
HSPH1,16,16,20,10,27,36,24,24
STARD10,0,0,0,0,0,0,0,0
WASF3,0,1,1,0,0,1,0,1
UTP14A,6,4,10,4,1,3,3,9
CPLX1,0,0,0,0,0,0,0,1
FRS3,5,2,1,2,2,3,5,5
FRS2,49,73,73,24,42,129,93,66
NEU3,18,9,19,3,8,24,12,19
FAXDC2,0,2,0,0,0,1,1,1
FAM114A2,6,10,8,2,5,17,9,10
ZNF275,74,99,104,50,78,143,130,100
TUBGCP2,22,29,29,25,22,26,20,34
CLPX,63,72,144,45,64,170,108,102
SRCAP,17,19,24,21,14,26,23,20
PPP1R13L,0,4,0,2,0,2,1,4
CD3EAP,50,77,67,35,31,93,87,72
HPSE,1,0,3,2,1,4,4,1
RUVBL2,3,6,2,1,0,3,3,5
PGRMC1,25,29,26,22,31,34,27,31
SLC26A1,0,1,0,0,0,0,2,0
ARID5A,24,19,26,38,37,30,23,60
TSPAN9,0,0,2,0,0,0,0,0
USP20,6,21,19,12,9,24,19,20
USP19,4,7,16,8,8,21,19,15
HCST,1,1,2,2,3,1,2,2
CD300C,0,2,10,6,4,5,3,10
ME3,0,0,0,0,0,0,0,0
FGL2,48,88,86,20,38,168,102,62
MRPS30,2,3,4,1,2,11,2,5
WDR3,16,19,29,13,23,35,25,35
GPR83,3,12,7,2,8,6,7,7
RAB10,81,112,102,23,69,143,113,91
MALT1,10,16,8,9,8,16,17,15
MMP24,0,0,0,0,0,0,0,0
OCLM,1,1,1,0,1,0,0,1
YIF1A,0,0,0,0,0,1,0,2
CPSF4,23,24,31,10,9,31,28,39
JTB,21,21,30,12,28,24,33,26
RUNDC3A,0,0,0,1,0,0,0,0
DHRS4,0,0,0,0,0,0,0,0
BRD8,12,17,20,5,8,20,17,14
MTMR11,1,3,4,2,1,4,3,2
BLCAP,37,52,66,22,43,58,44,45
MAN1A2,10,20,16,6,21,22,15,19
TRAFD1,13,32,54,17,20,29,37,22
TXNL4A,45,48,53,25,49,61,63,57
PNPLA6,0,1,0,0,0,0,0,0
SUGT1,2,2,0,1,0,2,1,1
PAPOLA,107,111,123,56,117,166,116,189
TCERG1,38,53,56,36,52,75,61,68
MAGED2,0,0,1,0,4,0,0,1
COPS8,10,14,12,6,12,33,25,11
RNPS1,164,224,246,122,160,282,219,276
FASTK,1,3,0,0,3,1,3,1
SUB1,89,84,80,38,75,154,103,102
DBF4,4,3,6,2,4,7,5,10
SPIN1,88,102,111,36,75,155,140,113
RALBP1,43,72,61,28,37,82,58,69
SRSF8,33,45,66,19,32,64,45,47
APOBEC2,0,0,0,0,0,0,0,0
MORF4L1,18,39,34,18,21,72,34,31
PRDX3,103,126,124,42,104,155,118,125
GPR75,0,0,0,0,0,0,1,2
EHD1,61,77,75,31,44,103,63,93
AFG3L2,28,40,58,30,29,47,54,56
POP1,27,22,22,4,18,30,40,37
MSL3,8,18,24,6,8,34,21,18
C11orf58,40,36,46,15,41,79,45,47
KDELR1,22,60,68,19,23,60,54,73
SF3A3,36,64,64,39,48,68,76,78
AP3M2,31,45,45,18,22,40,40,34
STARD3,5,17,14,2,10,9,8,11
HNRNPA0,165,248,264,109,165,337,283,315
BTG3,10,10,12,4,9,14,13,12
CBX1,28,43,58,21,34,52,41,47
SEC61B,8,15,21,7,10,14,10,18
TOMM34,17,30,38,19,31,48,45,46
PDIA5,0,4,0,0,1,0,0,1
SERINC3,55,85,85,53,86,114,90,83
OS9,6,24,18,14,9,21,20,16
PNRC1,44,43,46,36,43,91,57,72
TMED2,131,198,155,68,101,241,204,197
LMAN2,8,8,8,9,10,30,13,12
ERP29,115,231,296,112,126,274,282,185
MLLT11,2,1,1,1,0,0,0,1
STIP1,28,49,45,29,41,46,52,66
IFI44L,0,0,0,0,0,0,0,0
ACOT2,0,1,0,0,1,0,0,0
RAB40B,7,4,3,1,5,5,3,6
EBNA1BP2,6,3,3,4,7,5,4,5
CKAP4,1,4,7,0,4,10,9,9
YWHAQ,44,52,70,30,48,110,65,66
TMED10,278,343,295,133,220,500,363,351
ASCC3,30,50,34,16,37,58,37,59
ADIRF,0,0,0,0,0,0,0,0
UQCR11,58,92,116,55,71,117,93,100
CLP1,40,64,60,28,38,68,53,56
COPS6,3,3,11,3,5,4,2,4
RAB32,2,15,14,5,1,15,10,8
MAPRE2,23,20,35,15,33,45,35,58
CCNI,43,40,36,19,32,53,46,47
KCNQ1OT1,32,63,57,19,41,66,69,80
GCN1,27,31,40,29,25,26,35,31
COPS5,5,5,3,1,0,4,3,5
METAP2,55,51,62,35,48,89,73,76
IMMT,7,19,10,6,8,9,15,14
SF3B2,8,12,15,1,8,14,17,13
ILVBL,0,9,11,4,0,11,14,7
SLC27A5,1,6,3,1,2,1,0,5
SLC27A4,2,5,4,4,7,2,5,2
SLC27A2,1,0,1,1,0,3,0,3
KIF2C,19,46,39,23,20,51,38,42
CCDC85B,4,12,17,8,6,13,6,9
IL24,1,0,0,2,0,0,0,0
GLIPR1,15,20,22,11,17,22,15,21
TLK2,27,42,70,22,39,63,46,44
KDELR2,75,89,101,50,79,144,118,142
KDELR3,1,0,0,0,0,0,0,0
ATF7,56,85,95,26,40,114,81,86
SNRNP27,11,15,7,12,13,15,20,9
TMED1,26,31,31,22,17,44,45,44
LIAS,3,7,8,4,9,7,4,6
IFT27,2,0,1,0,0,2,0,0
RAB35,84,127,150,71,91,143,120,162
TDRKH,0,1,1,0,0,1,1,0
LILRA1,0,0,0,0,0,0,0,0
RBPMS,0,0,0,0,0,0,0,0
RAB31,52,71,87,36,66,100,73,75
ADAP1,7,10,15,9,9,23,11,13
DSTN,11,12,6,4,15,14,6,18
RIPK3,0,1,1,0,0,1,0,0
STON1,13,13,5,2,5,13,19,5
GUSBP14,0,0,0,0,0,0,0,0
PIM2,199,209,219,205,229,270,235,368
B4GAT1,1,5,10,4,2,4,1,1
GUSBP15,0,1,0,0,0,0,0,1
TENT4A,27,19,29,17,13,26,22,32
SLC35D2,1,2,0,0,3,0,0,0
ADRM1,9,6,7,11,8,10,13,15
NUDT21,133,121,118,59,135,215,156,164
CPSF6,80,89,93,23,77,121,85,106
OGFR,7,22,15,10,12,13,5,14
DDX52,2,3,2,1,1,2,2,6
ABHD2,42,67,54,24,37,72,52,39
WWP1,11,4,14,3,8,15,13,12
WWP2,25,48,47,23,33,50,43,53
DUS4L,2,13,3,0,3,10,7,9
CNTRL,8,10,16,8,19,24,21,23
UBE2C,11,21,15,16,14,32,22,36
SNRNP35,3,3,0,1,1,3,1,4
DEPP1,1,1,0,1,1,1,0,0
CYB561D2,5,7,11,5,6,8,8,14
TMEM115,14,36,48,37,22,28,38,43
DUSP14,0,0,0,0,0,0,0,0
TOPBP1,20,20,20,6,23,26,27,30
TPPP,2,0,4,1,0,2,2,5
TRIOBP,2,16,23,7,12,16,10,21
RER1,23,39,15,14,17,26,25,34
DNAJB4,7,19,16,4,13,30,8,14
DIDO1,115,167,184,79,121,184,182,170
WDR5,59,108,115,50,61,165,98,88
SPACA9,2,0,4,0,0,1,1,0
ADAMTS13,0,0,0,0,0,0,0,0
CACFD1,0,2,1,0,1,2,4,0
NUP42,1,4,1,1,0,2,2,1
PTPN21,0,1,1,0,0,0,0,0
HNRNPUL1,188,281,296,174,213,382,354,354
ATE1,23,27,24,10,22,52,36,20
RPP14,117,136,169,81,117,214,170,195
KRR1,45,55,57,23,44,73,60,54
KATNA1,11,5,8,2,10,5,11,12
PRDM4,28,42,47,22,43,57,51,48
HIBADH,2,7,5,3,3,8,5,8
CIT,22,26,31,12,27,35,32,37
FGFR1OP,21,36,18,11,14,27,31,41
EMILIN1,0,0,0,0,0,0,1,0
BTN3A2,7,17,15,16,11,17,32,33
BTN3A1,0,1,9,1,8,5,8,8
BTN2A1,66,83,93,48,61,105,99,94
RCAN3,1,5,11,0,2,8,2,1
FAF1,12,3,11,2,3,5,9,5
CD160,0,0,0,0,0,0,0,0
KIF3A,3,9,4,2,4,7,2,11
POLR3A,38,52,56,33,39,60,59,59
CLASRP,0,0,0,0,0,0,0,0
ZWINT,36,58,75,26,55,77,65,91
CAPN11,0,0,0,0,0,0,0,0
CAPN10,0,3,3,2,0,7,1,2
KPTN,0,3,3,2,0,2,3,2
PWP1,11,18,19,5,12,19,15,24
TBC1D8,10,10,19,10,11,18,12,15
CDC37,20,21,22,26,16,22,20,41
PKIG,1,1,1,2,0,2,1,4
KAT7,91,137,110,53,83,173,161,134
DMC1,0,0,0,0,0,0,0,0
GLMN,6,12,11,4,9,15,12,13
HHLA3,1,0,0,0,0,0,1,0
HHLA2,0,0,0,0,0,0,0,0
BVES,2,1,2,3,1,8,2,0
CORO1A,0,0,0,0,0,0,0,0
WDR45,0,3,0,0,2,1,0,2
FICD,3,4,9,4,5,5,4,3
AP4S1,4,4,1,2,2,3,10,4
LDB3,0,0,0,0,0,1,0,0
LSM6,3,3,2,1,2,6,4,9
RABL2B,3,3,8,1,1,5,1,4
RABL2A,2,6,1,0,6,5,7,6
ERLIN2,109,146,143,63,102,180,147,142
ERG28,4,10,13,6,7,4,10,8
NUDT6,0,0,0,0,0,0,0,0
NUDT4,71,66,49,39,56,78,69,80
NUDT5,49,68,67,20,46,80,72,75
NUDT3,50,71,60,26,39,73,72,53
FSTL1,0,0,0,0,0,0,0,0
PSIP1,6,12,11,5,11,27,15,22
WDHD1,13,17,18,11,10,19,13,20
STRAP,48,44,43,28,65,60,59,64
ADAMTS6,1,1,1,0,1,6,1,5
BAZ2A,55,70,92,24,36,71,86,93
BAZ1A,42,38,36,15,44,74,43,54
LZTS1,19,39,37,23,23,41,37,37
ZNF277,4,2,12,4,3,4,9,6
WDR6,5,13,16,9,17,15,19,18
SLC2A6,2,4,6,2,1,1,1,2
MAP4K5,14,26,17,8,9,26,18,23
MAP4K1,0,0,0,0,0,0,0,0
RASSF1,99,110,141,90,109,157,133,174
NISCH,13,19,20,6,14,39,26,33
CELF3,0,1,0,0,0,0,0,1
CEP250,1,4,6,6,4,0,4,6
PTENP1,73,121,99,32,82,151,111,107
WBP4,15,14,10,12,15,18,22,19
ABCB8,1,7,6,4,2,2,3,9
SEC23IP,15,27,34,6,23,44,24,39
SUPT16H,111,133,132,73,104,171,148,169
CHEK2,0,1,2,1,0,1,0,1
POLI,11,10,8,2,5,15,10,16
PLPBP,45,59,48,22,60,67,74,49
IRAK3,121,161,167,55,124,175,137,195
AKAP13,89,122,139,62,105,175,146,167
AKAP11,36,49,34,9,42,51,33,48
AKAP10,54,63,90,30,54,90,69,85
AKAP2,219,414,378,110,237,620,431,321
DDX20,17,21,25,5,20,47,27,38
DUSP10,51,64,75,34,49,96,71,72
MRPL3,45,42,46,22,41,73,64,49
RPL35,12,2,3,6,5,10,11,4
GALNT6,11,21,25,6,12,26,26,16
RASSF8,0,0,1,0,0,0,0,2
PRAF2,2,2,5,4,1,1,0,1
SEC63,56,63,78,27,64,115,96,79
POLG2,0,1,0,0,0,0,0,0
HPS5,29,26,32,12,37,51,28,59
PDCD10,11,10,13,3,12,29,11,10
RNF139,7,20,18,9,17,27,9,17
RNF24,201,292,308,146,179,331,334,346
CA5B,12,18,10,7,11,20,27,22
PADI2,0,1,2,1,0,0,3,1
PMF1,2,17,6,4,3,6,3,15
ZHX1,254,285,283,119,254,360,266,304
GPR176,3,1,4,0,0,0,4,0
PTGDR2,0,0,1,0,0,0,0,1
PACSIN2,23,37,28,15,27,32,31,29
MAN1B1,0,1,2,1,1,2,3,8
TP53TG1,3,1,1,1,0,0,3,1
DCTN3,2,4,5,3,2,2,10,4
FILIP1L,0,0,0,0,0,0,0,1
XPOT,31,28,31,18,22,45,39,45
CHP1,61,52,62,26,50,83,66,86
PXMP4,23,32,47,22,29,47,39,43
DUSP12,3,5,7,1,1,8,8,1
SNF8,14,24,24,13,15,16,11,24
DDX19B,2,5,5,4,3,5,4,7
ATXN2L,16,67,48,19,25,43,56,61
KLHL2,9,6,6,7,8,14,16,11
SYNRG,0,0,2,1,1,0,0,0
TREX1,1,4,1,0,3,2,2,2
KLF12,11,24,10,3,16,22,23,21
MGAT4B,0,4,7,3,4,11,4,11
PNKP,1,1,0,1,1,1,1,2
B4GALT7,3,7,4,2,3,2,5,7
VPS45,0,2,4,1,2,5,3,2
LYPLA2,7,19,16,15,9,18,21,13
CD300A,5,4,10,3,21,13,19,10
PARK7,21,9,16,12,13,34,18,31
COPE,4,1,8,3,2,3,6,7
ECD,42,31,52,19,41,45,42,48
MGAT4A,0,2,1,0,1,0,3,2
GPN1,20,29,32,17,32,38,32,47
TMC6,0,3,3,0,1,2,2,4
DDX42,58,83,81,38,60,73,75,105
FKBP9,0,0,0,0,0,0,0,0
STK38,6,9,14,5,12,12,12,13
PHB2,54,55,82,62,39,55,74,105
ACOT7,4,3,13,0,3,2,5,5
PDAP1,24,35,31,20,31,52,31,41
TUSC2,63,98,113,48,80,117,116,126
CBX3,133,151,165,72,134,237,163,187
EXOC3,5,24,14,2,6,19,9,13
GABARAP,33,41,62,25,28,59,50,48
U2AF2,76,128,155,72,56,161,110,133
OIP5,0,2,4,2,1,4,2,3
EXOSC8,0,0,2,0,0,4,6,2
RNF13,10,9,8,5,6,13,14,9
MGLL,7,16,23,10,15,23,16,20
TWF2,2,10,9,3,5,6,7,14
GABARAPL2,10,10,10,1,7,10,19,12
SYNPO,0,1,1,0,0,1,1,0
CASC3,66,97,67,68,59,86,89,110
NID2,0,0,0,0,0,0,0,0
COG2,13,24,21,10,11,33,7,17
TFEC,45,51,38,14,31,122,53,38
ITGA11,0,1,0,0,0,0,3,0
XRN2,4,9,5,4,12,11,2,6
IKZF3,2,0,0,1,0,2,0,2
IKZF2,7,13,10,2,8,18,9,13
MRAS,67,81,105,32,51,88,77,87
ATF5,73,106,95,80,111,116,111,160
COPZ1,36,74,93,38,59,97,88,89
COPG1,11,16,15,4,14,10,13,19
RASA3,54,77,69,35,41,87,82,86
PHLDA1,126,39,37,67,110,55,70,182
MTF2,35,56,40,20,39,66,46,54
HSPA4L,3,2,6,1,9,9,5,4
DNAJC8,48,78,62,40,43,92,75,76
SCAF8,10,30,29,7,16,40,34,26
