,DMSO,YLK
SNORD22,129.0,96.75
SOCS6,60.5,33.75
CD83,47.75,259.0
ZNF235,4.5,2.75
ASIC3,0.0,0.0
KLF4,14.0,9.75
NREP,28.75,12.5
PTER,49.0,39.75
COPS2,104.5,79.5
TRIP13,26.75,21.25
TRIP12,58.0,37.75
TRIP11,22.5,15.25
TRIP10,8.0,5.5
HMGN3,12.25,5.5
TRIP4,5.5,4.5
ZNHIT3,0.5,0.5
GTF3C5,13.75,13.5
GTF3C4,221.25,142.25
GTF3C3,12.25,7.75
B4GALT6,7.75,1.75
TGM5,17.75,5.75
B4GALT5,612.75,265.5
CNOT8,171.75,119.5
VAMP3,98.75,79.75
SNAP29,66.5,44.0
EFTUD2,24.75,23.25
TAOK2,17.5,10.5
RPL23,22.75,16.0
SLC9A3R2,0.25,0.0
TXNL1,74.75,51.75
UBE4A,54.0,50.25
LHX2,0.0,0.0
PPIG,7.25,6.0
LONP1,152.0,139.0
RAB33A,1.0,1.25
RAB28,9.5,5.25
KL,0.25,1.0
RAB9A,24.25,19.5
SLC9A3R1,89.5,48.0
KIF3B,71.25,39.5
ZFYVE9,0.0,0.25
PLAA,27.25,18.5
TM9SF2,28.75,20.0
COX5A,10.75,8.0
NRXN2,2.75,0.5
GRHPR,4.25,2.5
COG1,0.5,0.0
TSIX,0.0,0.25
CIAO1,89.5,80.5
TGFBRAP1,70.75,43.25
HS6ST1,47.75,22.25
NMT2,0.5,0.75
CD101,1.0,1.5
STOML1,3.0,1.25
RECQL5,6.5,5.5
RECQL4,2.0,3.25
GRAP2,0.0,0.25
SELENOF,64.0,41.0
LPXN,27.0,17.5
ZRANB2,113.75,80.25
PEX16,3.5,2.25
SNRNP40,31.25,33.25
MED21,56.5,38.0
TJP2,6.0,4.5
FADS2,60.75,38.25
DDX23,51.0,40.5
CRIPT,18.25,11.25
ZNF264,59.75,35.25
NTN1,0.25,1.0
KCNK6,33.5,26.25
CDYL,35.75,22.5
CHST2,6.0,2.75
MED23,7.25,8.5
MED17,24.0,17.75
MED26,131.75,62.25
MED27,6.25,4.0
MED7,5.5,4.0
QKI,200.75,137.75
ITM2B,19.0,11.0
GSTO1,3.5,2.75
MAP4K4,89.75,53.0
LY86,3.0,1.5
EIF2AK3,14.0,10.25
GGPS1,9.5,5.25
HOMER3,11.75,13.0
HOMER2,0.25,0.0
HOMER1,13.5,9.25
ARHGEF6,38.5,33.25
RASAL2,95.75,55.25
PICK1,1.75,1.0
AKAP7,6.0,3.25
IL27RA,4.25,4.0
SH3BP5,5.75,3.5
EIF4E2,78.5,49.25
THEMIS2,14.75,33.75
ATG5,62.5,46.25
ROCK2,45.25,34.25
MED20,83.75,48.75
MAPK8IP1,0.25,0.0
ONECUT2,218.0,160.0
STX8,1.75,1.0
CHST10,37.75,21.75
PIGL,4.75,3.5
PIGB,4.5,2.75
PGS1,25.5,22.75
PSMF1,55.75,37.0
KIF23,26.0,17.75
AKAP5,0.75,1.25
SLC4A7,16.5,12.75
SLC4A8,1.25,0.75
MAGED1,0.0,0.0
RPH3AL,0.25,0.0
ADAMTS4,1.5,0.5
PMPCB,5.5,4.25
FXR2,28.75,20.75
STXBP5L,0.0,0.0
LITAF,24.75,16.5
SPTLC2,563.75,405.5
TBPL1,22.0,10.75
NPEPPS,25.5,15.5
EEF1E1,4.25,7.75
SCAMP1,44.0,20.0
TECR,0.0,0.0
VPS4B,70.5,39.75
MPDU1,36.0,20.5
GOSR1,147.5,97.0
TMEM59,19.25,11.0
BAG5,306.25,191.25
BAG4,209.25,127.0
BAG3,17.5,12.25
BAG2,39.0,27.75
POLR1C,23.0,20.75
ZNF254,65.5,46.5
GMFG,11.0,12.75
TP53I11,0.75,1.5
EI24,155.25,106.25
TP53I3,0.0,0.0
CIR1,12.0,7.25
RAB3D,267.25,125.75
APBA3,0.25,0.75
ATP6V1G1,51.0,44.25
ATP5MF,4.0,4.5
SPAG7,10.25,8.25
MRPL33,59.0,52.25
SEC22B,13.5,10.25
MACROH2A1,133.5,77.5
ATP5MPL,15.0,15.25
CHD1L,4.5,4.0
VPS26A,72.0,61.5
MINPP1,9.0,3.75
H6PD,17.5,8.5
GTPBP1,51.5,44.5
GTF2IRD1,2.5,1.75
GOSR2,94.0,78.25
NR1D1,5.5,5.5
CLOCK,58.75,32.5
BABAM2,5.25,3.5
CDC42BPB,1.25,0.5
SOX13,2.75,1.0
PREPL,20.25,19.0
ENTPD4,35.0,23.0
RBM39,427.25,329.5
KIF20B,13.5,10.25
CREB5,7.0,3.5
MAD2L1BP,67.5,51.5
PRDX6,17.25,12.75
WTAP,195.25,134.5
IER2,370.25,431.5
CYTIP,37.25,70.5
PITPNM1,0.75,0.75
PDIA4,19.5,10.0
NFE2L3,14.75,13.5
RNF14,34.75,14.0
VPS9D1,0.5,1.25
RAB36,1.5,1.5
RIN1,3.75,4.25
NCOR1,35.25,27.5
NCOR2,24.25,17.0
RNF7,75.75,53.0
MTRF1,3.75,2.0
TRAF4,25.75,23.75
CELSR1,0.0,0.25
AATK,0.0,0.0
GNA14,0.25,0.0
NUP155,1.75,1.75
SEC24C,61.75,57.5
TESMIN,16.5,7.75
ISG15,0.25,0.25
FEZ2,16.75,14.5
FEZ1,0.0,0.0
ZNF592,129.0,68.75
IKBKE,13.0,8.5
MORF4L2,25.0,20.25
SH3PXD2A,1.75,0.25
MICAL2,40.25,35.75
CTR9,11.0,9.25
PPM1F,43.25,23.75
GCC2,10.75,8.5
RALGPS1,2.0,0.75
MTFR1,36.0,14.5
TTC37,3.25,2.0
HS2ST1,31.0,16.25
TTLL4,5.5,4.0
SOCS5,39.5,25.5
IQCB1,72.0,67.25
ZNF516,542.5,346.5
PDE4DIP,0.5,1.25
CEP135,16.5,11.0
LPIN2,60.0,88.5
MARF1,1.5,1.0
DZIP3,2.0,0.75
SAFB2,7.0,5.75
ZNF432,43.25,31.25
EIF5B,53.5,41.25
IPO13,2.5,2.25
SDC3,0.25,0.5
SLC25A44,163.25,117.5
KIAA0040,3.25,2.25
TTI1,7.75,9.75
PPIP5K1,7.25,6.0
PHF14,4.0,7.0
FAM53B,256.0,130.25
DEPDC5,6.5,5.0
KDM4A,54.0,38.75
N4BP1,28.75,22.25
LRRC14,111.25,72.5
CLINT1,80.5,55.5
VGLL4,126.5,89.0
GREB1,0.75,0.0
NUP93,2.25,2.0
BZW1,61.0,51.0
UBE3C,85.5,51.25
PRORP,4.75,2.75
RAPGEF2,27.25,23.0
EMC2,10.25,10.0
EDEM1,333.5,312.25
CROCC,0.25,0.0
TRAM2,54.5,37.0
PUM1,125.0,92.25
ESPL1,2.5,1.0
PPP6R2,4.25,2.75
CEP57,28.5,23.75
KIAA0100,24.0,24.25
DHX34,7.75,8.5
ULK2,5.0,3.25
PCDHGA8,83.25,42.25
HERPUD1,119.25,108.0
RUBCN,13.0,16.5
USP6NL,11.25,4.75
FAM131B,0.25,0.0
AQR,2.0,0.75
ECE2,3.25,2.5
ADAMTSL2,1.0,0.5
CCDC144A,0.25,0.0
UTP14C,47.25,28.25
TMEM63A,1.25,0.75
ZNF646,29.5,17.0
SECISBP2L,22.5,15.5
DCAF1,16.75,16.75
CEP104,6.75,5.0
DOCK4,0.0,0.0
SART3,35.75,23.75
HDAC9,17.75,13.75
KNTC1,0.25,1.75
USP34,18.75,13.5
GPRASP1,0.0,0.25
CCP110,76.5,45.0
SETD1A,42.75,25.75
LAPTM4A,21.75,21.75
IFT140,0.75,0.75
ARHGAP32,16.75,10.75
ACAP1,0.0,0.0
ZNF536,3.25,1.25
CLSTN3,4.25,2.75
TCAF1,5.5,5.5
SLK,40.5,16.0
PHACTR2,52.0,42.0
SNPH,0.0,0.25
ZSCAN12,71.25,44.75
STARD8,50.75,34.75
TBKBP1,12.0,6.75
KMT2B,13.0,8.75
HDAC4,146.25,92.0
TOX,0.25,0.5
MLEC,408.75,262.25
LZTS3,0.5,1.0
KIAA0513,2.25,2.5
ZFYVE16,2.5,3.5
SUSD6,151.0,101.75
JADE3,14.5,13.5
PCLAF,30.25,22.25
RASSF2,328.75,214.0
TMEM94,4.75,4.75
BCLAF1,195.25,137.0
EIF4A3,30.75,18.5
ATG13,135.25,78.0
TM9SF4,81.75,62.75
KIAA0232,146.5,79.75
TBC1D5,100.25,62.5
PIEZO1,4.5,5.25
RNF144A,129.5,101.5
MATR3,84.5,63.0
RIMS3,9.0,5.0
SNX17,38.75,24.5
DHX38,7.0,3.5
KIAA0586,3.5,2.5
DLGAP5,4.0,2.0
MTSS1,0.0,0.0
SPCS2,4.5,2.75
BMS1,16.75,11.75
PTDSS1,156.5,138.25
SERTAD2,284.0,126.5
CKAP5,20.0,8.75
MAML1,158.25,121.0
PHYHIP,0.75,0.5
TATDN2,95.75,95.25
IST1,150.5,122.25
MRPL19,91.0,43.75
DAZAP2,334.75,270.25
TOMM20,408.0,263.0
SPOCK2,0.0,0.5
IP6K1,151.0,102.25
RNF40,76.25,69.75
CTIF,15.25,7.75
DELE1,24.75,20.75
EFCAB14,167.25,106.0
SFI1,0.0,0.0
GIT2,82.25,68.5
URB2,52.75,30.25
KEAP1,129.25,96.75
NUP58,55.25,45.0
TSC22D2,29.5,19.75
CUL7,0.0,0.25
RB1CC1,21.0,14.0
ARHGAP11A,14.25,6.0
SPATA2,93.25,63.75
ARHGEF11,1.5,0.0
RGP1,1.5,2.5
ARHGEF17,2.75,0.75
DNAJC6,0.25,0.0
TRIM14,63.5,34.75
ZNF623,2.0,2.5
MELK,7.25,4.5
LCMT2,78.25,58.5
GINS1,66.0,40.0
ZEB2,1239.0,718.0
TESPA1,0.0,0.25
ZBTB24,79.0,41.75
HEPH,0.25,0.0
ELMO1,43.5,28.75
GAB2,384.75,216.25
C2CD5,12.25,11.5
ZNF518A,46.75,31.75
KIAA0753,20.25,10.0
EPM2AIP1,179.5,132.25
RUSC2,1.0,0.5
C2CD2L,25.5,18.5
FARP2,1.0,1.0
CEP350,145.0,91.75
PPP1R26,4.0,1.0
CEP170,0.75,0.25
LRIG2,20.75,14.75
PSMD6,2.25,2.0
MED24,17.5,14.0
MAGI2,1.5,3.0
TRIM66,23.5,20.75
PJA2,98.0,67.5
TOMM70,145.0,105.5
SETDB1,17.75,8.75
AREL1,65.75,49.75
SEC24D,6.5,5.75
FCHSD2,124.75,79.0
TLK1,28.25,8.5
URB1,27.25,24.25
ZC3H11A,72.0,51.25
TOX4,44.25,28.0
DDX46,17.5,14.75
ZBTB39,170.25,105.0
TRANK1,1.0,0.0
TBC1D4,0.75,1.0
POM121,64.25,47.75
OSBPL2,28.5,20.25
RHOBTB1,0.75,0.75
SMG7,117.25,79.0
ZBED4,147.0,89.75
NUAK1,14.25,8.5
TELO2,9.75,8.0
TECPR2,10.25,6.5
FIG4,0.5,0.5
WASHC5,6.5,1.75
UBAP2L,34.75,24.25
SV2B,7.5,4.5
SV2A,1.25,0.0
SRGAP3,10.75,7.75
MRC2,36.5,30.25
KLHL21,356.0,239.75
RBM19,16.25,7.75
SGSM2,2.25,5.0
SLC35E2A,54.25,35.75
AP5Z1,13.0,13.25
G3BP2,305.5,186.75
DENND4B,39.25,32.5
RABGAP1L,28.25,24.0
TMCC2,0.25,0.75
ARHGAP44,94.5,63.25
SUPT7L,26.75,18.75
FAM20B,121.5,78.0
NCAPD2,26.0,21.0
SEC16A,97.5,80.25
KBTBD11,7.0,1.75
RNF10,12.5,8.5
IQSEC1,42.0,28.75
ZBTB40,65.5,47.75
PAN2,2.75,2.75
ZBTB5,106.0,61.25
LPGAT1,0.75,2.25
MFN2,79.5,74.75
KIF14,16.25,15.5
JOSD1,95.5,175.25
HELZ,76.25,49.5
PUM3,14.5,13.0
CD302,29.5,21.0
DCLRE1A,6.25,7.0
ARHGAP25,13.25,8.75
RBM8A,60.75,41.5
DLEC1,0.0,0.0
EXOG,17.25,14.25
XYLB,8.5,3.25
OXSR1,87.0,66.25
CRYZL1,2.75,1.75
WDR1,120.5,122.5
AMMECR1,55.75,37.25
GOLGA5,18.75,12.5
HS3ST4,0.25,0.0
HS3ST3B1,106.5,59.75
USP15,69.0,38.5
USP3,77.25,54.75
MVP,0.75,0.25
SLC23A2,155.5,121.25
SLC23A1,0.0,0.0
TNFSF15,0.5,0.0
THRAP3,101.75,81.25
MED12,3.0,1.0
MED13,96.75,61.75
NR1I3,0.0,0.0
NUP153,99.75,66.25
CCS,0.5,0.25
NR1D2,34.5,25.75
RBX1,6.0,4.0
DOP1B,5.75,3.75
THOC1,1.75,0.5
REC8,1.0,0.25
RCE1,12.5,8.0
HNRNPDL,508.0,359.75
DMTF1,46.0,45.25
PPP4R1,53.5,48.0
SLC12A6,31.25,25.0
PTBP3,363.5,233.75
DGCR2,107.25,71.75
CASP8AP2,7.0,4.75
SCO2,4.25,3.25
AKT3,0.25,0.0
MED6,22.75,19.75
NR2E3,0.0,0.0
NAALAD2,0.0,0.0
NAALADL1,0.0,0.0
ACOT8,1.0,0.75
ABI1,26.75,18.0
GNPDA1,25.75,18.5
KCNE3,55.75,26.5
ZBTB33,574.75,306.5
TANK,5.75,4.0
SRA1,44.5,40.5
HDAC6,10.0,7.0
HDAC5,4.75,5.75
PDCD6IP,37.5,33.0
PDCD6,26.25,30.25
BCL2L10,8.75,4.25
BCL2L11,312.0,179.0
SH2B3,546.0,581.5
GNE,77.0,48.25
FRAT1,101.0,94.5
TROAP,5.75,1.75
MED16,0.0,0.25
PIGK,6.5,3.5
CHAF1A,32.75,30.0
PARP2,0.5,1.0
PARP3,0.0,0.5
TOM1L1,0.75,1.0
HMGXB4,179.75,119.5
TOM1,4.75,5.75
SH2D3C,7.75,6.0
SH2D3A,0.25,1.25
RANBP9,82.25,77.0
DNAJB6,49.5,37.5
SMC4,115.0,89.25
GJC1,0.25,0.25
UBA2,67.75,44.5
SAE1,148.75,101.5
FARSB,44.5,40.75
ABCC5,6.5,8.25
ABCB6,0.25,0.0
DNM1L,20.25,17.75
ABCF2,32.5,26.75
NR1H3,0.0,0.25
COX17,1.5,2.0
SCAMP2,72.5,51.5
IL18BP,7.25,3.25
RWDD2B,21.75,19.0
DPP3,8.0,5.25
SNUPN,11.25,7.75
HUWE1,26.25,27.0
PTPRU,1.25,0.75
TSPAN32,0.75,0.0
TSSC4,9.75,8.5
ATP9A,0.75,0.25
PDCD7,94.25,70.0
PQBP1,0.75,0.75
CERT1,29.25,24.0
KCNK7,0.0,0.0
UST,0.25,0.5
ARPC5,138.75,92.75
ARPC4,128.0,95.25
ARPC3,32.25,25.0
ARPC1B,12.5,11.0
ACTR3,131.5,113.0
ACTR2,309.25,201.5
TSPAN5,0.25,1.0
TSPAN3,61.25,44.5
TSPAN2,0.25,2.0
NUBP2,9.5,6.0
TSFM,37.5,23.25
PPIF,519.0,459.0
CTDSP2,203.0,105.75
ARPC2,66.25,47.25
RAD50,24.5,15.75
KIF20A,14.5,5.25
PREB,225.25,167.0
HIPK3,237.25,155.25
FEM1B,295.75,186.75
ACTR1B,23.0,26.5
ACTR1A,84.25,48.75
ARL4C,95.5,44.75
ARL4A,77.75,46.5
RASGRP1,0.0,0.0
DNAL4,11.25,7.0
ZNF263,149.25,124.25
LRPPRC,51.0,31.5
FRY,56.0,39.75
PDIA6,95.75,64.75
TRAP1,2.5,2.5
OPTN,1.0,1.0
BCAP31,20.5,11.25
NAMPT,21.25,19.5
RBM12,163.0,112.0
YAF2,38.25,25.25
ARFRP1,16.0,9.25
TOB1,19.0,19.25
AKAP9,1.75,1.5
FAM13A,0.5,0.25
G3BP1,103.0,64.75
SUGP2,135.0,79.25
ADGRG2,0.25,0.0
HNRNPA3P1,3.0,3.25
ABI2,13.75,12.0
CEBPZ,2.0,1.5
PLXNC1,11.5,6.25
TRIM28,35.5,31.5
RASA4,0.25,0.5
ATP6AP2,19.25,21.5
FARP1,0.25,0.0
LPCAT3,11.25,10.5
WASF2,297.75,178.75
CHST4,3.25,1.5
SLC25A13,25.5,15.0
SLC25A15,26.5,18.75
ZNF197,28.25,16.25
SERF2,105.0,91.0
DHRS9,3.75,2.0
RCL1,34.5,21.5
ZNF256,1.75,3.25
SORBS3,9.25,5.5
CNIH1,19.75,12.5
RBM7,50.25,33.75
RBM6,0.75,0.0
RBM5,50.25,41.0
LHFPL2,18.25,13.5
LHFPL6,0.25,0.25
TNK2,4.5,3.75
ALYREF,24.0,17.75
TXNDC9,19.0,10.75
RNF41,364.75,260.5
TSHZ1,140.5,66.25
ALG3,58.75,33.5
PRMT3,19.0,13.5
PSME3,245.25,180.5
MPHOSPH9,36.75,30.25
MPHOSPH10,0.75,0.75
MPHOSPH6,10.75,11.25
NME6,44.25,34.0
DHRS2,0.0,0.0
NUTF2,44.75,31.5
MPZL2,0.0,0.75
TRIM13,122.0,57.0
USPL1,12.0,4.25
EIF1,568.0,495.5
TOPORS,23.75,12.5
DDX39A,308.5,230.0
PSMD14,16.5,7.0
PRG4,0.0,0.0
CTDSPL,1.75,0.25
KLRG1,0.5,0.0
GDF11,33.0,21.75
TRIB1,197.5,298.0
ZNF443,2.25,1.5
PLIN3,104.0,66.5
MFSD10,11.0,8.75
STX6,75.75,62.25
COQ7,16.75,17.0
NBR2,7.25,5.5
LRRC23,1.0,1.0
LRRC17,1.5,0.0
RASGRP2,1.25,1.5
HNRNPR,52.5,36.5
SLC35B1,8.5,5.75
DCAF7,425.0,265.5
AP3S2,42.75,22.25
MRPS31,0.0,0.5
CALCOCO2,73.75,54.75
GPHN,10.25,4.0
RABEPK,0.25,0.0
TIMM17B,4.75,3.25
RIDA,2.75,1.0
POP7,51.0,31.5
SRRM1,82.25,61.5
SPRY3,1.25,1.0
SPRY1,1.25,4.5
SPRY2,18.0,15.25
STAM2,35.75,21.5
ABCC4,26.75,14.5
DENND4A,37.75,38.0
IGSF6,0.25,0.0
SF3B4,33.75,22.5
CDK2AP2,47.75,35.25
IRX5,41.25,31.25
ZMPSTE24,38.0,20.75
AKAP8,127.0,95.0
FSTL3,5.5,5.25
STUB1,14.5,10.0
STAG1,11.75,8.5
NET1,42.25,28.25
UBE4B,13.25,6.75
SIGMAR1,144.5,92.75
BET1,30.0,19.75
CWC27,21.0,19.5
SAP18,103.0,77.5
SMNDC1,59.0,40.75
BCAS2,20.75,12.75
RGS19,69.0,39.5
EIF1B,46.0,20.25
SF3A1,119.75,105.0
TRAIP,5.0,8.25
DNAJA2,80.75,47.5
BCKDK,6.25,7.5
MAEA,61.0,53.0
APC2,0.25,0.0
PAK4,21.0,10.75
MARCHF6,77.25,53.5
KATNB1,1.5,1.0
SNAPC5,13.25,14.25
APBB3,1.5,2.0
ZNF267,102.75,51.0
VPS26C,70.25,49.5
TCIRG1,2.25,2.0
RTN3,51.75,28.75
LANCL1,37.25,26.25
NMUR1,12.0,9.5
TNIP1,36.0,26.0
IKZF1,1357.25,754.25
SMYD5,25.0,17.75
SIRPB1,24.5,22.25
AKR1A1,4.5,3.25
EMC8,74.0,63.75
RXYLT1,1.0,0.75
CNPY2,15.0,14.0
CLEC4M,0.25,0.0
TLR6,4.75,4.75
MRVI1,1.25,0.0
PCGF3,84.0,57.0
TFG,30.25,20.0
PKDREJ,1.0,0.0
TRIM22,11.75,7.75
ABCA7,0.0,0.0
WARS2,25.75,19.25
NPM3,7.25,5.0
NPM2,0.25,0.0
HMG20B,20.75,19.25
HMG20A,66.5,38.25
KLF2,5.75,10.0
MICU1,20.75,19.0
CITED2,653.5,282.5
SEMA3A,0.5,0.25
TUBA1B,164.5,116.0
IRF9,11.0,6.25
BPNT1,7.5,3.5
TUBB3,0.5,0.25
TUBB4B,66.5,51.75
BTN3A3,1.0,0.25
BTN2A2,10.0,7.0
SYCP2,0.5,0.0
SCML2,27.75,14.75
CEPT1,18.75,11.75
NOD1,14.25,9.0
ANAPC10,23.75,16.0
DLC1,3.0,1.25
ATP8A1,1.5,0.5
NDRG1,54.75,34.25
RACK1,9.75,10.25
PEMT,1.0,1.0
PIAS3,4.0,3.0
ST3GAL6,7.75,10.5
NDC80,0.5,0.25
CPQ,0.75,1.5
BASP1,3.5,1.25
IFITM3,3.0,0.5
RAPGEF3,0.0,0.0
NSA2,9.25,5.25
SPON2,3.0,1.75
PRMT5,22.75,15.75
TESK2,3.5,3.75
CD2BP2,70.75,59.25
UBAC1,3.0,3.25
CDIPT,22.75,10.25
PGRMC2,71.0,44.5
ARIH2,71.5,52.75
TUBGCP3,14.5,8.0
SEC24B,8.75,7.0
CFDP1,0.0,0.75
TMEM147,1.5,1.25
RBM14,82.25,60.0
LYPLA1,35.25,18.5
CDC42EP2,4.75,2.75
EMG1,23.5,18.25
IFI30,3.5,2.0
C1D,4.75,4.0
TIMM17A,107.25,65.25
N4BP2L2,7.75,4.75
ZER1,14.5,10.75
MCRS1,11.0,12.75
FAM3C,6.25,5.25
ACAA2,3.25,4.0
PPIE,21.0,17.5
VAV3,79.5,57.75
TOMM40,82.75,70.75
TAB1,43.0,32.0
ECI2,0.5,0.0
HAX1,10.75,9.5
GPNMB,0.0,0.0
BAIAP2,6.25,7.5
MAD2L2,13.0,9.75
TACC3,6.5,5.0
CLEC10A,0.25,0.0
SLC30A9,27.0,12.25
PIBF1,1.75,1.75
PPIH,4.25,3.5
COG5,20.5,11.25
ZNHIT1,4.5,2.5
TIMM44,10.25,8.25
ZBTB18,43.75,33.5
HMGN4,55.5,33.75
TADA3,43.5,29.5
TRIM38,73.0,88.0
ATP5PD,3.25,3.5
UBE2E3,7.75,5.0
SLC25A17,48.5,29.25
SLC9A6,31.25,17.25
EIF3M,14.5,5.5
HOXB13,0.5,0.0
NXF1,108.25,93.75
SEC23B,12.0,12.75
SEC23A,8.25,4.0
CAP1,159.0,130.5
CREB3,0.75,1.0
LRRC41,18.75,12.5
VTI1B,14.5,8.75
CRTAP,26.25,14.5
SYNCRIP,503.5,363.0
VAT1,75.75,46.5
STK25,9.25,7.25
ENOX2,15.75,7.0
UNC13B,0.25,0.0
CARM1,23.0,14.5
NCOA2,46.25,30.0
SEMA6C,0.25,0.0
SEMA6B,7.75,6.25
SEMA4F,0.5,0.0
SEMA4D,60.75,40.0
SEMA4B,6.5,4.75
APPBP2,45.75,30.75
MYBBP1A,16.0,11.0
CIB2,0.5,0.0
CIB1,16.75,12.75
ZNF211,22.75,15.0
DDX17,253.5,204.75
CHERP,172.25,134.25
KAT5,10.75,6.25
HYOU1,94.25,67.25
IPO8,27.25,17.25
IPO7,176.25,118.5
NOP56,19.25,15.25
PITRM1,2.25,2.5
ATG7,17.0,15.5
ZNRD2,3.0,2.25
RNASEH2A,5.25,4.75
BATF,1.75,2.0
GLRX3,3.0,1.75
DCTN2,13.5,8.5
ANP32B,188.0,130.5
LAMTOR5,12.25,9.0
PROCR,1.75,0.5
TM9SF1,18.0,7.5
PRDX4,0.0,0.5
ARL6IP5,35.0,24.0
ARPC1A,16.75,10.5
HTATIP2,8.5,5.75
AGPAT1,1.75,0.75
AGPAT2,31.75,21.25
RPP30,18.0,10.25
RPP38,4.25,4.75
SPTLC1,25.5,16.0
SLC35A1,12.0,11.5
SLC19A2,9.75,10.0
ARFGEF2,83.0,65.25
ARFGEF1,19.0,17.75
RABAC1,0.0,0.0
SLU7,36.75,27.75
SIVA1,5.0,4.25
MRPL28,4.5,6.75
CCT7,6.25,8.5
CCT4,26.5,20.75
CCT2,24.0,20.5
NPC2,2.0,1.5
TACC2,2.75,1.0
SORBS1,1.5,1.5
IFITM2,34.5,16.0
POMT1,3.25,2.5
TXNRD2,2.25,1.0
MTHFS,2.25,3.75
DRAP1,1.5,1.25
DNPH1,7.0,4.75
SMC2,30.25,23.75
PRPF8,0.25,1.0
ERN2,0.0,0.0
TRAPPC2B,1.25,0.5
AHSA1,12.25,12.5
USP16,6.0,2.25
CDC42EP3,978.25,751.5
SH2B2,0.0,0.5
PAIP1,7.5,3.75
PAICS,228.5,163.0
TBL3,0.5,0.0
MXD4,32.25,17.75
P3H4,0.75,0.25
ST6GALNAC2,0.0,0.0
PDLIM5,14.0,8.0
TRIM3,0.5,0.25
ERLIN1,432.75,305.0
HEXIM1,52.5,31.5
SPAG5,3.25,3.0
RBCK1,5.5,3.0
STAMBP,26.25,20.25
TGOLN2,469.25,334.5
ARID3B,119.5,68.25
POLR3F,29.5,22.0
POLR3G,9.0,4.75
POLR3C,32.0,26.5
IVNS1ABP,45.5,27.75
TRIM16,30.75,18.75
MYL12A,80.75,66.25
TXNIP,1046.0,527.25
TAF6L,0.75,0.0
PDPN,0.5,0.75
ATP5MG,27.75,18.0
GAS2L1,0.5,0.75
RAD51AP1,14.0,9.5
RGS14,12.5,11.75
10638,0.0,0.5
EXOC5,46.5,26.0
NPRL2,0.5,1.0
IGF2BP1,232.25,163.5
IGF2BP3,0.25,0.0
IGF2BP2,74.0,60.75
CAMKK2,69.5,53.0
PRELID3A,3.25,3.75
MTX2,6.0,4.25
YKT6,73.75,54.0
SPINT2,0.75,0.5
PMVK,6.75,4.75
KHDRBS3,0.0,0.0
KHDRBS1,91.0,60.75
CELF1,341.0,221.75
CELF2,440.0,319.25
KLF1,2.25,0.5
CTCF,141.75,95.25
CD226,0.5,0.5
FARS2,2.75,1.25
CGRRF1,0.5,0.5
CGREF1,4.25,2.5
RRAGA,20.25,17.5
DCTN6,12.25,7.5
GNA13,373.25,330.75
TNFSF13B,20.25,11.0
CSPG5,0.25,0.0
AVIL,0.5,0.0
B3GNT2,197.25,145.75
GNB5,4.25,3.0
EBP,20.25,10.0
DLL3,0.25,0.0
GMEB1,31.5,17.5
CCT6B,0.0,0.0
CCT8,26.75,21.25
CNPY3,100.75,74.75
FAM189B,0.5,0.0
USP39,35.5,28.0
POLD3,112.5,84.0
CERS1,0.25,0.0
AP4B1,1.25,0.0
POLQ,17.5,14.0
SLC12A7,4.75,5.25
OGA,88.5,66.25
NFAT5,26.0,27.0
NUDC,30.0,25.75
PTGES3,313.5,220.75
YME1L1,58.5,41.25
TCFL5,31.75,39.25
PLK4,11.75,7.25
STAG3,0.0,0.5
STAG2,56.0,44.25
RFPL3S,0.5,0.0
RFPL1S,17.0,8.5
RBBP9,13.75,8.25
RAI1,53.5,29.0
PTTG2,0.0,0.0
PHTF1,0.75,0.5
MAP3K2,176.5,141.5
MASP2,0.0,0.0
KLRA1P,6.5,4.5
KIF1C,12.0,7.0
GRAP,19.0,14.25
GIPC1,6.75,7.0
TRAF3IP2,8.0,7.5
NUP50,319.5,241.5
KDM5B,127.5,64.75
TOB2,319.0,221.0
HBS1L,18.5,10.75
AHCYL1,60.5,60.0
PLK2,50.5,22.5
ZMYND11,45.5,37.5
SRSF10,439.5,268.75
ZBTB6,93.25,44.75
POP4,45.75,45.5
ARPP19,333.5,214.5
ZNF271P,63.5,47.5
ZNF234,13.25,12.75
ZNF266,33.0,31.5
ZNF274,47.75,46.75
NEK6,132.5,70.75
WDR4,32.25,27.0
IQGAP2,6.75,5.25
VAMP5,0.75,0.5
ZNF273,24.5,13.25
ZNF460,19.25,10.25
ZNF268,207.75,177.25
MTHFD2,118.25,83.0
RPP40,0.5,0.0
CYSLTR1,13.5,5.0
SEPTIN9,61.5,36.5
SEC24A,34.25,18.5
ENTR1,59.0,40.0
HSPH1,24.0,19.25
STARD10,0.0,0.0
WASF3,0.75,0.25
UTP14A,5.0,5.0
CPLX1,0.0,0.25
FRS3,2.75,3.5
FRS2,92.0,45.25
NEU3,16.0,12.0
FAXDC2,1.0,0.25
FAM114A2,11.0,5.75
ZNF275,119.0,75.5
TUBGCP2,26.0,25.75
CLPX,123.5,68.5
SRCAP,23.0,18.0
PPP1R13L,1.75,1.5
CD3EAP,81.0,47.0
HPSE,2.75,1.25
RUVBL2,3.5,2.25
PGRMC1,29.0,27.25
SLC26A1,0.75,0.0
ARID5A,24.5,39.75
TSPAN9,0.5,0.0
