PeakID (cmd=annotatePeaks.pl OCIAML3_1_195_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML3_1_195_R1_peak_29362	chr8	30811837	30812895	+	584	NA	exon (PPP2CB, exon 1 of 7)	NA	470	PPP2CB								
OCIAML3_1_195_R1_peak_22248	chr3	177195412	177198183	+	584	NA	promoter-TSS (TBL1XR1)	NA	463	TBL1XR1								
OCIAML3_1_195_R1_peak_20894	chr3	18442650	18446542	+	584	NA	intron (LOC101929587, intron 2 of 5)	NA	554	LOC101929587								
OCIAML3_1_195_R1_peak_27319	chr6	159726401	159728602	+	584	NA	promoter-TSS (WTAP)	NA	503	WTAP								
OCIAML3_1_195_R1_peak_31541	chr9	129626062	129627294	+	583	NA	intron (NTMT1, intron 1 of 3)	NA	525	NTMT1								
OCIAML3_1_195_R1_peak_2714	chr1	212608690	212609899	+	583	NA	intron (ATF3, intron 1 of 3)	NA	666	ATF3								
OCIAML3_1_195_R1_peak_31363	chr9	122903645	122905371	+	582	NA	intron (RC3H2, intron 1 of 17)	NA	775	RC3H2								
OCIAML3_1_195_R1_peak_9669	chr14	105397739	105399293	+	582	NA	promoter-TSS (TEX22)	NA	-171	TEX22								
OCIAML3_1_195_R1_peak_1697	chr1	150267570	150269545	+	582	NA	intron (APH1A, intron 1 of 6)	NA	471	APH1A								
OCIAML3_1_195_R1_peak_4223	chr10	80535435	80536892	+	582	NA	promoter-TSS (LOC101929574)	NA	-122	LOC101929574								
OCIAML3_1_195_R1_peak_14522	chr19	4542196	4545001	+	582	NA	exon (SEMA6B, exon 17 of 17)	NA	-3574	LRG1								
OCIAML3_1_195_R1_peak_15106	chr19	29211878	29213192	+	582	NA	intron (UQCRFS1, intron 1 of 1)	NA	694	UQCRFS1								
OCIAML3_1_195_R1_peak_27342	chr6	163413184	163416153	+	581	NA	promoter-TSS (QKI)	NA	-468	QKI								
OCIAML3_1_195_R1_peak_14683	chr19	10332455	10333613	+	581	NA	TTS (ICAM3)	NA	604	RAVER1								
OCIAML3_1_195_R1_peak_25813	chr6	25962699	25963968	+	581	NA	intron (TRIM38, intron 2 of 7)	NA	533	TRIM38								
OCIAML3_1_195_R1_peak_22827	chr4	40055728	40057926	+	580	NA	promoter-TSS (N4BP2)	NA	-60	N4BP2								
OCIAML3_1_195_R1_peak_2601	chr1	203861579	203862697	+	580	NA	intron (SNRPE, intron 1 of 4)	NA	526	SNRPE								
OCIAML3_1_195_R1_peak_28560	chr7	108568644	108569634	+	580	NA	promoter-TSS (DNAJB9)	NA	314	THAP5								
OCIAML3_1_195_R1_peak_25440	chr5	179549978	179551665	+	580	NA	exon (RUFY1, exon 1 of 19)	NA	195	RUFY1								
OCIAML3_1_195_R1_peak_25280	chr5	171387789	171390110	+	580	NA	intron (NPM1, intron 1 of 10)	NA	1245	NPM1								
OCIAML3_1_195_R1_peak_18903	chr20	32206830	32208648	+	580	NA	promoter-TSS (POFUT1)	NA	4	PLAGL2								
OCIAML3_1_195_R1_peak_20354	chr22	39319736	39320538	+	580	NA	promoter-TSS (RPL3)	NA	-472	RPL3								
OCIAML3_1_195_R1_peak_14542	chr19	5718273	5721010	+	580	NA	intron (LONP1, intron 1 of 17)	NA	617	LONP1								
OCIAML3_1_195_R1_peak_18458	chr20	652130	653979	+	579	NA	exon (SRXN1, exon 1 of 2)	NA	316	SRXN1								
OCIAML3_1_195_R1_peak_20286	chr22	36860964	36863539	+	579	NA	intron (NCF4, intron 1 of 8)	NA	1263	NCF4								
OCIAML3_1_195_R1_peak_13475	chr17	76726753	76727412	+	579	NA	promoter-TSS (JMJD6)	NA	252	METTL23								
OCIAML3_1_195_R1_peak_10875	chr16	4350429	4351383	+	579	NA	intron (CORO7-PAM16, intron 27 of 30)	NA	466	PAM16								
OCIAML3_1_195_R1_peak_5390	chr11	62600568	62601884	+	579	NA	TTS (EML3)	NA	614	MTA2								
OCIAML3_1_195_R1_peak_13478	chr17	76737509	76738525	+	579	NA	promoter-TSS (SRSF2)	NA	516	MFSD11								
OCIAML3_1_195_R1_peak_507	chr1	27830735	27831983	+	579	NA	exon (PPP1R8, exon 1 of 7)	NA	545	PPP1R8								
OCIAML3_1_195_R1_peak_9821	chr15	40593918	40595132	+	579	NA	promoter-TSS (TRNAS18)	NA	276	CASC5								
OCIAML3_1_195_R1_peak_22126	chr3	155854664	155855578	+	579	NA	promoter-TSS (SLC33A1)	NA	-662	SLC33A1								
OCIAML3_1_195_R1_peak_14258	chr18	79069334	79070818	+	578	NA	intron (ATP9B, intron 1 of 29)	NA	682	ATP9B								
OCIAML3_1_195_R1_peak_2058	chr1	161313766	161315325	+	578	NA	intron (SDHC, intron 1 of 3)	NA	169	SDHC								
OCIAML3_1_195_R1_peak_6678	chr12	22625051	22627610	+	578	NA	intron (ETNK1, intron 1 of 2)	NA	1188	ETNK1								
OCIAML3_1_195_R1_peak_21658	chr3	113745428	113747679	+	578	NA	promoter-TSS (NAA50)	NA	-280	NAA50								
OCIAML3_1_195_R1_peak_12469	chr17	28719843	28720757	+	578	NA	promoter-TSS (SNORD42B)	NA	-250	SNORD42B								
OCIAML3_1_195_R1_peak_2840	chr1	225998361	225999359	+	578	NA	intron (SDE2, intron 1 of 7)	NA	538	SDE2								
OCIAML3_1_195_R1_peak_18088	chr2	216109302	216110971	+	578	NA	intron (XRCC5, intron 1 of 20)	NA	2478	XRCC5								
OCIAML3_1_195_R1_peak_10856	chr16	3879575	3881519	+	578	NA	promoter-TSS (CREBBP)	NA	-574	CREBBP								
OCIAML3_1_195_R1_peak_31143	chr9	99105004	99107251	+	578	NA	intron (TGFBR1, intron 1 of 8)	NA	997	TGFBR1								
OCIAML3_1_195_R1_peak_23187	chr4	83454207	83455913	+	578	NA	promoter-TSS (MRPS18C)	NA	812	HELQ								
OCIAML3_1_195_R1_peak_14209	chr18	74596694	74598485	+	578	NA	promoter-TSS (ZNF407)	NA	246	LINC00909								
OCIAML3_1_195_R1_peak_15047	chr19	19192112	19192667	+	578	NA	promoter-TSS (RFXANK)	NA	202	MEF2BNB								
OCIAML3_1_195_R1_peak_23221	chr4	87006147	87008485	+	578	NA	promoter-TSS (AFF1)	NA	-72466	LOC100506746								
OCIAML3_1_195_R1_peak_23885	chr5	1801041	1802378	+	578	NA	intron (NDUFS6, intron 1 of 3)	NA	327	NDUFS6								
OCIAML3_1_195_R1_peak_24262	chr5	57173150	57175414	+	578	NA	intron (GPBP1, intron 1 of 10)	NA	334	GPBP1								
OCIAML3_1_195_R1_peak_10868	chr16	4271235	4272810	+	578	NA	intron (TFAP4, intron 1 of 6)	NA	978	TFAP4								
OCIAML3_1_195_R1_peak_14292	chr19	661584	663331	+	578	NA	intron (RNF126, intron 1 of 8)	NA	856	RNF126								
OCIAML3_1_195_R1_peak_31084	chr9	95316732	95318178	+	578	NA	promoter-TSS (FANCC)	NA	-201	FANCC								
OCIAML3_1_195_R1_peak_11332	chr16	31873722	31874634	+	576	NA	intron (ZNF267, intron 1 of 3)	NA	-1025	ZNF267								
OCIAML3_1_195_R1_peak_27030	chr6	136822460	136823550	+	576	NA	promoter-TSS (PEX7)	NA	-108	PEX7								
OCIAML3_1_195_R1_peak_28514	chr7	105875735	105876639	+	576	NA	promoter-TSS (CDHR3)	NA	398	ATXN7L1								
OCIAML3_1_195_R1_peak_28935	chr7	151079724	151080850	+	576	NA	TTS (TMUB1)	NA	596	FASTK								
OCIAML3_1_195_R1_peak_22919	chr4	54063447	54065119	+	576	NA	exon (CHIC2, exon 1 of 6)	NA	365	CHIC2								
OCIAML3_1_195_R1_peak_17335	chr2	127810280	127811681	+	576	NA	intron (WDR33, intron 1 of 21)	NA	207	WDR33								
OCIAML3_1_195_R1_peak_21694	chr3	119498520	119499798	+	575	NA	intron (TIMMDC1, intron 1 of 6)	NA	638	TIMMDC1								
OCIAML3_1_195_R1_peak_5942	chr11	93197046	93198498	+	575	NA	promoter-TSS (SLC36A4)	NA	-11998	SLC36A4								
OCIAML3_1_195_R1_peak_8087	chr13	30463483	30465908	+	575	NA	promoter-TSS (HMGB1)	NA	530	HMGB1								
OCIAML3_1_195_R1_peak_5619	chr11	67289328	67291687	+	575	NA	intron (ANKRD13D, intron 4 of 15)	NA	1162	ANKRD13D								
OCIAML3_1_195_R1_peak_26603	chr6	85643507	85645106	+	575	NA	promoter-TSS (SYNCRIP)	NA	-981	SYNCRIP								
OCIAML3_1_195_R1_peak_4931	chr11	11841212	11843327	+	575	NA	intron (USP47, intron 1 of 26)	NA	846	USP47								
OCIAML3_1_195_R1_peak_10034	chr15	52018786	52020670	+	575	NA	promoter-TSS (MAPK6)	NA	15463	MAPK6								
OCIAML3_1_195_R1_peak_22575	chr4	2962631	2964385	+	575	NA	promoter-TSS (NOP14)	NA	-2	NOP14								
OCIAML3_1_195_R1_peak_2906	chr1	229270721	229271872	+	574	NA	exon (RAB4A, exon 1 of 6)	NA	234	RAB4A								
OCIAML3_1_195_R1_peak_1838	chr1	154557866	154558752	+	574	NA	exon (UBE2Q1, exon 1 of 13)	NA	335	UBE2Q1								
OCIAML3_1_195_R1_peak_29464	chr8	41577704	41579034	+	574	NA	promoter-TSS (LOC102723729)	NA	25	LOC102723729								
OCIAML3_1_195_R1_peak_24989	chr5	140401804	140403040	+	574	NA	intron (ANKHD1-EIF4EBP3, intron 1 of 35)	NA	608	ANKHD1								
OCIAML3_1_195_R1_peak_7334	chr12	78017851	78020427	+	574	NA	intron (NAV3, intron 8 of 38)	NA	188234	NAV3								
OCIAML3_1_195_R1_peak_27997	chr7	44984695	44987302	+	574	NA	promoter-TSS (SNORA9)	NA	-488	SNORA9								
OCIAML3_1_195_R1_peak_7846	chr12	123363651	123365816	+	574	NA	promoter-TSS (LOC100293704)	NA	100	MIR8072								
OCIAML3_1_195_R1_peak_28437	chr7	100866708	100869307	+	574	NA	promoter-TSS (MIR6875)	NA	-73	MIR6875								
OCIAML3_1_195_R1_peak_26131	chr6	34424445	34426163	+	574	NA	intron (RPS10, intron 1 of 5)	NA	737	RPS10								
OCIAML3_1_195_R1_peak_881	chr1	44774666	44777070	+	574	NA	promoter-TSS (SNORD55)	NA	3	SNORD55								
OCIAML3_1_195_R1_peak_6350	chr12	1796531	1798363	+	573	NA	exon (CACNA2D4, exon 35 of 38)	NA	-22820	LRTM2								
OCIAML3_1_195_R1_peak_24308	chr5	64767839	64769540	+	573	NA	promoter-TSS (CWC27)	NA	-20	SREK1IP1								
OCIAML3_1_195_R1_peak_3427	chr10	7470466	7472106	+	573	NA	Intergenic	NA	-61945	SFMBT2								
OCIAML3_1_195_R1_peak_20012	chr22	19940793	19943885	+	573	NA	promoter-TSS (TXNRD2)	NA	-347	TXNRD2								
OCIAML3_1_195_R1_peak_4500	chr10	104337569	104338799	+	573	NA	intron (ITPRIP, intron 1 of 1)	NA	-4279	ITPRIP								
OCIAML3_1_195_R1_peak_24162	chr5	41904292	41905159	+	573	NA	promoter-TSS (C5orf51)	NA	402	C5orf51								
OCIAML3_1_195_R1_peak_29032	chr8	730450	731310	+	573	NA	intron (ERICH1, intron 1 of 5)	NA	344	ERICH1								
OCIAML3_1_195_R1_peak_13835	chr18	12839088	12840156	+	573	NA	intron (PTPN2, intron 2 of 9)	NA	44713	PTPN2								
OCIAML3_1_195_R1_peak_16841	chr2	70292471	70294756	+	572	NA	intron (SNRPG, intron 1 of 3)	NA	124	SNRPG								
OCIAML3_1_195_R1_peak_10877	chr16	4415158	4416621	+	572	NA	intron (CORO7, intron 1 of 25)	NA	1072	CORO7								
OCIAML3_1_195_R1_peak_17329	chr2	127387244	127388015	+	572	NA	intron (LOC100506922, intron 2 of 4)	NA	9501	LOC100506922								
OCIAML3_1_195_R1_peak_14022	chr18	51196123	51197673	+	572	NA	exon (MEX3C, exon 1 of 2)	NA	783	MEX3C								
OCIAML3_1_195_R1_peak_23561	chr4	145618418	145620222	+	572	NA	promoter-TSS (MMAA)	NA	-6870	MMAA								
OCIAML3_1_195_R1_peak_21300	chr3	51391198	51392549	+	572	NA	exon (RBM15B, exon 1 of 1)	NA	605	RBM15B								
OCIAML3_1_195_R1_peak_16067	chr2	19900789	19903070	+	571	NA	promoter-TSS (TTC32)	NA	57	TTC32								
OCIAML3_1_195_R1_peak_13938	chr18	35343192	35344541	+	571	NA	intron (ZNF24, intron 1 of 3)	NA	598	ZNF24								
OCIAML3_1_195_R1_peak_1131	chr1	70353748	70355443	+	571	NA	promoter-TSS (HHLA3)	NA	193	ANKRD13C								
OCIAML3_1_195_R1_peak_20331	chr22	38315799	38318156	+	571	NA	intron (CSNK1E, intron 1 of 10)	NA	431	CSNK1E								
OCIAML3_1_195_R1_peak_24640	chr5	100779954	100781028	+	571	NA	Intergenic	NA	36074	MIR548P								
OCIAML3_1_195_R1_peak_3845	chr10	46029189	46031090	+	571	NA	intron (NCOA4, intron 1 of 10)	NA	-6681	NCOA4								
OCIAML3_1_195_R1_peak_13620	chr17	81487924	81488888	+	571	NA	Intergenic	NA	24460	ACTG1								
OCIAML3_1_195_R1_peak_558	chr1	28736884	28738118	+	571	NA	intron (YTHDF2, intron 1 of 3)	NA	880	YTHDF2								
OCIAML3_1_195_R1_peak_12109	chr17	4940259	4941625	+	571	NA	promoter-TSS (SLC25A11)	NA	712	RNF167								
OCIAML3_1_195_R1_peak_31416	chr9	125240084	125241376	+	570	NA	exon (HSPA5, exon 2 of 8)	NA	657	HSPA5								
OCIAML3_1_195_R1_peak_9533	chr14	99481342	99482587	+	570	NA	intron (CCNK, intron 1 of 10)	NA	598	CCNK								
OCIAML3_1_195_R1_peak_7085	chr12	56041809	56042993	+	569	NA	intron (RPS26, intron 1 of 3)	NA	499	RPS26								
OCIAML3_1_195_R1_peak_21317	chr3	51994098	51995983	+	569	NA	intron (RPL29, intron 3 of 3)	NA	902	RPL29								
OCIAML3_1_195_R1_peak_11342	chr16	46972328	46974613	+	569	NA	intron (DNAJA2, intron 1 of 8)	NA	244	DNAJA2								
OCIAML3_1_195_R1_peak_12048	chr17	2593560	2595465	+	569	NA	intron (PAFAH1B1, intron 1 of 10)	NA	883	PAFAH1B1								
OCIAML3_1_195_R1_peak_30724	chr9	33288776	33291509	+	569	NA	promoter-TSS (NFX1)	NA	-278	NFX1								
OCIAML3_1_195_R1_peak_22509	chr4	780724	781914	+	569	NA	exon (LOC100129917, exon 1 of 1)	NA	529	LOC100129917								
OCIAML3_1_195_R1_peak_8171	chr13	38349484	38350600	+	568	NA	exon (UFM1, exon 2 of 7)	NA	271	UFM1								
OCIAML3_1_195_R1_peak_28044	chr7	55365388	55367254	+	568	NA	intron (LANCL2, intron 1 of 8)	NA	873	LANCL2								
OCIAML3_1_195_R1_peak_21420	chr3	63862775	63864740	+	568	NA	promoter-TSS (ATXN7)	NA	166	THOC7								
OCIAML3_1_195_R1_peak_13268	chr17	67364735	67367006	+	568	NA	intron (PSMD12, intron 1 of 10)	NA	735	PSMD12								
OCIAML3_1_195_R1_peak_11651	chr16	69131561	69133336	+	568	NA	promoter-TSS (CIRH1A)	NA	-280	CHTF8								
OCIAML3_1_195_R1_peak_19806	chr21	39312644	39314625	+	568	NA	TTS (BRWD1-IT2)	NA	152	BRWD1								
OCIAML3_1_195_R1_peak_5755	chr11	73203768	73206985	+	568	NA	TTS (LOC102724472)	NA	4896	LOC102724472								
OCIAML3_1_195_R1_peak_11517	chr16	58880154	58882499	+	567	NA	Intergenic	NA	-146969	GOT2								
OCIAML3_1_195_R1_peak_1480	chr1	110963272	110963988	+	567	NA	exon (LRIF1, exon 1 of 3)	NA	567	LRIF1								
OCIAML3_1_195_R1_peak_6406	chr12	6492600	6493921	+	567	NA	promoter-TSS (MRPL51)	NA	45	MRPL51								
OCIAML3_1_195_R1_peak_2195	chr1	173823472	173826002	+	567	NA	promoter-TSS (CENPL)	NA	156	DARS2								
OCIAML3_1_195_R1_peak_27322	chr6	159788268	159789681	+	567	NA	intron (TCP1, intron 1 of 11)	NA	729	TCP1								
OCIAML3_1_195_R1_peak_13387	chr17	75046003	75048051	+	567	NA	promoter-TSS (KCTD2)	NA	-48	ATP5H								
OCIAML3_1_195_R1_peak_16393	chr2	42360292	42361564	+	567	NA	intron (COX7A2L, intron 1 of 2)	NA	288	COX7A2L								
OCIAML3_1_195_R1_peak_1957	chr1	156767462	156769273	+	567	NA	promoter-TSS (LOC102724206)	NA	885	PRCC								
OCIAML3_1_195_R1_peak_29984	chr8	100722405	100723611	+	567	NA	promoter-TSS (PABPC1)	NA	-921	PABPC1								
OCIAML3_1_195_R1_peak_29615	chr8	58552462	58555116	+	566	NA	intron (SDCBP, intron 1 of 8)	NA	620	SDCBP								
OCIAML3_1_195_R1_peak_24464	chr5	79612444	79613957	+	565	NA	intron (PAPD4, intron 1 of 14)	NA	-28011	PAPD4								
OCIAML3_1_195_R1_peak_145	chr1	7961621	7962973	+	565	NA	intron (PARK7, intron 1 of 6)	NA	643	PARK7								
OCIAML3_1_195_R1_peak_22614	chr4	6909098	6910741	+	565	NA	promoter-TSS (TBC1D14)	NA	151	TBC1D14								
OCIAML3_1_195_R1_peak_8613	chr13	113297223	113298325	+	565	NA	intron (LAMP1, intron 1 of 8)	NA	620	LAMP1								
OCIAML3_1_195_R1_peak_7131	chr12	56688457	56689511	+	565	NA	promoter-TSS (PTGES3)	NA	-987	PTGES3								
OCIAML3_1_195_R1_peak_14244	chr18	76821292	76823447	+	565	NA	promoter-TSS (ZNF236)	NA	-74	LOC100131655								
OCIAML3_1_195_R1_peak_1127	chr1	70220764	70222797	+	565	NA	exon (SRSF11, exon 2 of 14)	NA	-9664	SRSF11								
OCIAML3_1_195_R1_peak_14558	chr19	6423380	6424917	+	565	NA	intron (KHSRP, intron 1 of 19)	NA	663	KHSRP								
OCIAML3_1_195_R1_peak_13935	chr18	35240396	35242398	+	565	NA	exon (ZNF397, exon 1 of 4)	NA	367	ZNF397								
OCIAML3_1_195_R1_peak_22613	chr4	6781967	6783653	+	565	NA	promoter-TSS (KIAA0232)	NA	66695	BLOC1S4								
OCIAML3_1_195_R1_peak_4472	chr10	103192150	103193335	+	565	NA	intron (NT5C2, intron 1 of 19)	NA	-15886	NT5C2								
OCIAML3_1_195_R1_peak_15580	chr19	48872398	48874278	+	565	NA	exon (PPP1R15A, exon 2 of 3)	NA	946	PPP1R15A								
OCIAML3_1_195_R1_peak_19966	chr22	17773485	17774744	+	565	NA	promoter-TSS (BID)	NA	381	BID								
OCIAML3_1_195_R1_peak_15974	chr2	9555917	9556998	+	565	NA	promoter-TSS (ADAM17)	NA	-669	ADAM17								
OCIAML3_1_195_R1_peak_28171	chr7	75092438	75093007	+	565	NA	exon (GTF2IRD2B, exon 1 of 16)	NA	-18841	WBSCR16								
OCIAML3_1_195_R1_peak_13839	chr18	12882896	12885022	+	564	NA	intron (PTPN2, intron 1 of 9)	NA	376	PTPN2								
OCIAML3_1_195_R1_peak_21125	chr3	46096283	46098542	+	563	NA	Intergenic	NA	-69925	XCR1								
OCIAML3_1_195_R1_peak_21844	chr3	129160453	129162351	+	563	NA	promoter-TSS (ISY1)	NA	-172	ISY1								
OCIAML3_1_195_R1_peak_18455	chr20	542963	544416	+	563	NA	exon (CSNK2A1, exon 1 of 13)	NA	149	CSNK2A1								
OCIAML3_1_195_R1_peak_10074	chr15	55318325	55319471	+	562	NA	promoter-TSS (PIGB)	NA	291	LOC101928527								
OCIAML3_1_195_R1_peak_30949	chr9	88926191	88927671	+	562	NA	Intergenic	NA	-63932	C9orf47								
OCIAML3_1_195_R1_peak_8136	chr13	32537395	32538829	+	562	NA	intron (N4BP2L2, intron 1 of 9)	NA	683	N4BP2L2								
OCIAML3_1_195_R1_peak_15462	chr19	45038967	45039464	+	562	NA	intron (CLASRP, intron 1 of 20)	NA	-1055	CLASRP								
OCIAML3_1_195_R1_peak_993	chr1	53196778	53197931	+	562	NA	intron (CPT2, intron 1 of 4)	NA	925	CPT2								
OCIAML3_1_195_R1_peak_21177	chr3	48300579	48302154	+	562	NA	promoter-TSS (NME6)	NA	4	NME6								
OCIAML3_1_195_R1_peak_15563	chr19	48445669	48446921	+	562	NA	intron (GRWD1, intron 1 of 6)	NA	522	GRWD1								
OCIAML3_1_195_R1_peak_3197	chr1	241847370	241848618	+	562	NA	promoter-TSS (EXO1)	NA	-195	EXO1								
OCIAML3_1_195_R1_peak_29395	chr8	37736615	37737628	+	562	NA	intron (ERLIN2, intron 1 of 11)	NA	442	ERLIN2								
OCIAML3_1_195_R1_peak_2547	chr1	202143189	202145392	+	562	NA	intron (ARL8A, intron 1 of 5)	NA	453	ARL8A								
OCIAML3_1_195_R1_peak_14011	chr18	49812782	49814363	+	561	NA	promoter-TSS (SCARNA17)	NA	309	ACAA2								
OCIAML3_1_195_R1_peak_16753	chr2	65431047	65433228	+	561	NA	exon (SPRED2, exon 1 of 6)	NA	500	SPRED2								
OCIAML3_1_195_R1_peak_10878	chr16	4424651	4426537	+	560	NA	promoter-TSS (DNAJA3)	NA	-211	DNAJA3								
OCIAML3_1_195_R1_peak_3917	chr10	62804354	62806056	+	560	NA	exon (ADO, exon 1 of 1)	NA	449	ADO								
OCIAML3_1_195_R1_peak_2231	chr1	176205530	176207514	+	560	NA	intron (RFWD2, intron 1 of 15)	NA	728	RFWD2								
OCIAML3_1_195_R1_peak_22146	chr3	158802054	158803519	+	560	NA	intron (MFSD1, intron 1 of 14)	NA	860	MFSD1								
OCIAML3_1_195_R1_peak_10137	chr15	59688058	59689419	+	560	NA	intron (BNIP2, intron 1 of 10)	NA	705	BNIP2								
OCIAML3_1_195_R1_peak_4336	chr10	96089216	96090697	+	560	NA	intron (ENTPD1-AS1, intron 1 of 5)	NA	279	ENTPD1-AS1								
OCIAML3_1_195_R1_peak_17377	chr2	135874657	135876464	+	560	NA	intron (MCM6, intron 1 of 16)	NA	917	MCM6								
OCIAML3_1_195_R1_peak_556	chr1	28668010	28669887	+	560	NA	intron (GMEB1, intron 1 of 9)	NA	220	GMEB1								
OCIAML3_1_195_R1_peak_19755	chr21	37072063	37073160	+	559	NA	promoter-TSS (TTC3)	NA	547	PIGP								
OCIAML3_1_195_R1_peak_32108	chrX	47658173	47659893	+	558	NA	exon (UXT-AS1, exon 1 of 2)	NA	147	UXT								
OCIAML3_1_195_R1_peak_6346	chr12	1690157	1692405	+	558	NA	intron (ADIPOR2, intron 1 of 7)	NA	222	ADIPOR2								
OCIAML3_1_195_R1_peak_24505	chr5	82276509	82279189	+	558	NA	exon (RPS23, exon 2 of 4)	NA	567	RPS23								
OCIAML3_1_195_R1_peak_27193	chr6	149316509	149319323	+	558	NA	promoter-TSS (TAB2)	NA	-384	TAB2								
OCIAML3_1_195_R1_peak_229	chr1	11909810	11910282	+	558	NA	Intergenic	NA	1892	RNU5E-1								
OCIAML3_1_195_R1_peak_321	chr1	19250613	19253199	+	558	NA	promoter-TSS (EMC1)	NA	315	MRTO4								
OCIAML3_1_195_R1_peak_20416	chr22	41621261	41622383	+	558	NA	promoter-TSS (DESI1)	NA	659	XRCC6								
OCIAML3_1_195_R1_peak_10084	chr15	56732387	56733956	+	558	NA	intron (ZNF280D, intron 1 of 5)	NA	910	ZNF280D								
OCIAML3_1_195_R1_peak_5552	chr11	65779807	65781243	+	558	NA	promoter-TSS (AP5B1)	NA	66	AP5B1								
OCIAML3_1_195_R1_peak_17758	chr2	173354339	173355539	+	558	NA	exon (CDCA7, exon 1 of 9)	NA	106	CDCA7								
OCIAML3_1_195_R1_peak_3730	chr10	32055394	32056883	+	558	NA	exon (KIF5B, exon 1 of 26)	NA	305	KIF5B								
OCIAML3_1_195_R1_peak_12846	chr17	44186850	44188042	+	558	NA	promoter-TSS (ASB16-AS1)	NA	315	TMUB2								
OCIAML3_1_195_R1_peak_10887	chr16	4613269	4615690	+	557	NA	intron (UBALD1, intron 1 of 2)	NA	447	UBALD1								
OCIAML3_1_195_R1_peak_10988	chr16	15887588	15888654	+	556	NA	intron (FOPNL, intron 1 of 3)	NA	469	FOPNL								
OCIAML3_1_195_R1_peak_25014	chr5	141320286	141321261	+	556	NA	promoter-TSS (LOC101926922)	NA	11	TAF7								
OCIAML3_1_195_R1_peak_13508	chr17	77958611	77959609	+	556	NA	Intergenic	NA	-45003	TNRC6C								
OCIAML3_1_195_R1_peak_6005	chr11	102346737	102348399	+	556	NA	exon (BIRC2, exon 1 of 9)	NA	386	BIRC2								
OCIAML3_1_195_R1_peak_15391	chr19	42268002	42268880	+	556	NA	Intergenic	NA	-16141	CIC								
OCIAML3_1_195_R1_peak_28531	chr7	106660256	106661190	+	556	NA	exon (CCDC71L, exon 1 of 1)	NA	465	CCDC71L								
OCIAML3_1_195_R1_peak_24490	chr5	80406919	80408739	+	556	NA	promoter-TSS (ZFYVE16)	NA	-184	ZFYVE16								
OCIAML3_1_195_R1_peak_4387	chr10	99620712	99622282	+	556	NA	promoter-TSS (SLC25A28)	NA	37785	SLC25A28								
OCIAML3_1_195_R1_peak_210	chr1	11098246	11099919	+	555	NA	intron (EXOSC10, intron 1 of 23)	NA	799	EXOSC10								
OCIAML3_1_195_R1_peak_13453	chr17	75904143	75905485	+	555	NA	exon (MRPL38, exon 1 of 9)	NA	286	MRPL38								
OCIAML3_1_195_R1_peak_3828	chr10	45000586	45001527	+	555	NA	promoter-TSS (C10orf25)	NA	-34	C10orf25								
OCIAML3_1_195_R1_peak_8701	chr14	21267776	21269513	+	555	NA	intron (HNRNPC, intron 1 of 8)	NA	835	HNRNPC								
OCIAML3_1_195_R1_peak_4550	chr10	113853953	113855428	+	555	NA	promoter-TSS (DCLRE1A)	NA	58	NHLRC2								
OCIAML3_1_195_R1_peak_1771	chr1	151909598	151910241	+	555	NA	promoter-TSS (THEM4)	NA	-34	THEM4								
OCIAML3_1_195_R1_peak_13445	chr17	75784112	75785896	+	555	NA	promoter-TSS (MIR4738)	NA	-453	MIR4738								
OCIAML3_1_195_R1_peak_30712	chr9	33075690	33076711	+	554	NA	intron (SMU1, intron 1 of 11)	NA	516	SMU1								
OCIAML3_1_195_R1_peak_4261	chr10	87817106	87818271	+	554	NA	promoter-TSS (CFL1P1)	NA	-625	CFL1P1								
OCIAML3_1_195_R1_peak_29630	chr8	60651430	60652624	+	554	NA	Intergenic	NA	-16277	LOC102724496								
OCIAML3_1_195_R1_peak_15298	chr19	39434623	39435993	+	554	NA	intron (RPS16, intron 2 of 4)	NA	670	RPS16								
OCIAML3_1_195_R1_peak_20406	chr22	41301364	41303062	+	554	NA	intron (ZC3H7B, intron 1 of 22)	NA	710	ZC3H7B								
OCIAML3_1_195_R1_peak_13247	chr17	64918717	64920044	+	553	NA	promoter-TSS (LRRC37A3)	NA	-595	LRRC37A3								
OCIAML3_1_195_R1_peak_30327	chr8	132775290	132776259	+	553	NA	intron (PHF20L1, intron 1 of 19)	NA	416	PHF20L1								
OCIAML3_1_195_R1_peak_15256	chr19	38374644	38375740	+	553	NA	intron (PSMD8, intron 1 of 6)	NA	642	PSMD8								
OCIAML3_1_195_R1_peak_10772	chr16	2008870	2010882	+	553	NA	promoter-TSS (ZNF598)	NA	-55	ZNF598								
OCIAML3_1_195_R1_peak_16762	chr2	67397285	67398239	+	553	NA	promoter-TSS (ETAA1)	NA	417	ETAA1								
OCIAML3_1_195_R1_peak_18141	chr2	218399786	218401261	+	552	NA	intron (CTDSP1, intron 1 of 6)	NA	-2134	MIR26B								
OCIAML3_1_195_R1_peak_29582	chr8	56073283	56074578	+	552	NA	promoter-TSS (SNORD54)	NA	-29	SNORD54								
