PeakID (cmd=annotatePeaks.pl D9_2_304_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_2_304_R1_peak_11018	chr14	96962205	96962728	+	825	NA	Intergenic	NA	18887	LINC00618								
D9_2_304_R1_peak_19421	chr2	112352287	112352692	+	825	NA	Intergenic	NA	76888	ZC3H6								
D9_2_304_R1_peak_19811	chr2	156331872	156332321	+	825	NA	intron (NR4A2, intron 1 of 7)	NA	679	NR4A2								
D9_2_304_R1_peak_33216	chr8	64816809	64817352	+	825	NA	Intergenic	NA	-18289	CYP7B1								
D9_2_304_R1_peak_15260	chr17	75855125	75855960	+	824	NA	promoter-TSS (WBP2)	NA	-122	WBP2								
D9_2_304_R1_peak_24000	chr3	53142781	53143419	+	824	NA	Intergenic	NA	-12646	RFT1								
D9_2_304_R1_peak_29667	chr6	37029409	37029785	+	824	NA	TTS (FGD2)	NA	15881	FGD2								
D9_2_304_R1_peak_22325	chr21	43728644	43729190	+	823	NA	promoter-TSS (PDXK)	NA	37	PDXK								
D9_2_304_R1_peak_6462	chr11	68040104	68040690	+	823	NA	intron (TCIRG1, intron 2 of 20)	NA	-2583	TCIRG1								
D9_2_304_R1_peak_642	chr1	28126727	28127395	+	823	NA	Intergenic	NA	-38424	EYA3								
D9_2_304_R1_peak_12567	chr16	3051575	3051888	+	820	NA	TTS (LOC101929668)	NA	3017	LOC101929668								
D9_2_304_R1_peak_12225	chr15	89334553	89335126	+	820	NA	promoter-TSS (TRNAR22)	NA	-44	POLG								
D9_2_304_R1_peak_35341	chr9	129460331	129460973	+	820	NA	Intergenic	NA	-28008	LINC00963								
D9_2_304_R1_peak_520	chr1	26278855	26279288	+	820	NA	promoter-TSS (SH3BGRL3)	NA	-651	SH3BGRL3								
D9_2_304_R1_peak_25192	chr3	184135094	184135671	+	820	NA	exon (EIF2B5, exon 1 of 16)	NA	360	EIF2B5								
D9_2_304_R1_peak_6779	chr11	88338192	88338802	+	819	NA	promoter-TSS (CTSC)	NA	-724	CTSC								
D9_2_304_R1_peak_26203	chr4	82900448	82900966	+	819	NA	promoter-TSS (THAP9)	NA	4	THAP9								
D9_2_304_R1_peak_7896	chr12	47207167	47208063	+	818	NA	TTS (PCED1B-AS1)	NA	8828	PCED1B-AS1								
D9_2_304_R1_peak_3554	chr1	234657165	234657647	+	818	NA	intron (RP4-781K5.4, intron 3 of 3)	NA	11117	RP4-781K5.4								
D9_2_304_R1_peak_20656	chr2	230643470	230644197	+	818	NA	Intergenic	NA	56696	AC098823.3								
D9_2_304_R1_peak_8213	chr12	56359961	56360519	+	818	NA	promoter-TSS (STAT2)	NA	31	STAT2								
D9_2_304_R1_peak_34828	chr9	98241293	98241811	+	818	NA	intron (TBC1D2, intron 2 of 11)	NA	-12340	MIR6854								
D9_2_304_R1_peak_34576	chr9	79611278	79611775	+	817	NA	intron (TLE4, intron 5 of 20)	NA	38926	TLE4								
D9_2_304_R1_peak_30747	chr6	146595970	146596347	+	817	NA	exon (RP11-715G15.1, exon 3 of 3)	NA	2773	RP11-715G15.1								
D9_2_304_R1_peak_28642	chr5	176535248	176535801	+	816	NA	intron (RNF44, intron 1 of 10)	NA	2399	RNF44								
D9_2_304_R1_peak_21843	chr20	59007736	59008158	+	816	NA	promoter-TSS (CTSZ)	NA	-693	CTSZ								
D9_2_304_R1_peak_5106	chr10	104417522	104418069	+	816	NA	intron (CCDC147, intron 15 of 17)	NA	62480	RP11-127O4.3								
D9_2_304_R1_peak_14610	chr17	43172047	43172637	+	816	NA	intron (NBR1, intron 1 of 19)	NA	1861	NBR1								
D9_2_304_R1_peak_22994	chr22	42397174	42397715	+	816	NA	intron (NFAM1, intron 4 of 5)	NA	-28198	LOC102723775								
D9_2_304_R1_peak_22879	chr22	38754780	38755314	+	814	NA	promoter-TSS (SUN2)	NA	415	SUN2								
D9_2_304_R1_peak_23350	chr3	13413941	13414676	+	814	NA	intron (NUP210, intron 1 of 21)	NA	6011	NUP210								
D9_2_304_R1_peak_23322	chr3	12462417	12463106	+	814	NA	Intergenic	NA	-21671	TSEN2								
D9_2_304_R1_peak_1070	chr1	44807225	44808119	+	813	NA	promoter-TSS (BTBD19)	NA	-33	BTBD19								
D9_2_304_R1_peak_17615	chr19	48321741	48322304	+	812	NA	promoter-TSS (CCDC114)	NA	-1615	CCDC114								
D9_2_304_R1_peak_12873	chr16	23853054	23853600	+	811	NA	intron (PRKCB, intron 2 of 16)	NA	17348	PRKCB								
D9_2_304_R1_peak_29464	chr6	32190006	32190532	+	809	NA	promoter-TSS (PBX2)	NA	-83	PBX2								
D9_2_304_R1_peak_10927	chr14	92492225	92492682	+	809	NA	intron (SLC24A4, intron 16 of 16)	NA	-21328	RIN3								
D9_2_304_R1_peak_22372	chr21	45478184	45478891	+	809	NA	TTS (MIR6815)	NA	231	MIR6815								
D9_2_304_R1_peak_5972	chr11	46361300	46361859	+	809	NA	promoter-TSS (DGKZ)	NA	14173	DGKZ								
D9_2_304_R1_peak_34717	chr9	91194042	91194561	+	807	NA	Intergenic	NA	-75273	LOC100507103								
D9_2_304_R1_peak_31548	chr7	48389904	48390390	+	805	NA	intron (ABCA13, intron 37 of 61)	NA	218687	ABCA13								
D9_2_304_R1_peak_6132	chr11	60952451	60952969	+	805	NA	promoter-TSS (SLC15A3)	NA	-925	SLC15A3								
D9_2_304_R1_peak_16489	chr19	6515961	6516382	+	805	NA	Intergenic	NA	-12391	TNFSF9								
D9_2_304_R1_peak_9864	chr13	106493387	106494020	+	804	NA	intron (EFNB2, intron 4 of 4)	NA	41337	EFNB2								
D9_2_304_R1_peak_21929	chr20	63863833	63864473	+	804	NA	Intergenic	NA	-1075	TPD52L2								
D9_2_304_R1_peak_28534	chr5	172078671	172079084	+	803	NA	intron (STK10, intron 12 of 18)	NA	-72232	FBXW11								
D9_2_304_R1_peak_23878	chr3	49339925	49341119	+	803	NA	promoter-TSS (USP4)	NA	-419	USP4								
D9_2_304_R1_peak_2349	chr1	158809234	158809683	+	803	NA	Intergenic	NA	-21920	MNDA								
D9_2_304_R1_peak_35391	chr9	131125386	131126001	+	803	NA	exon (NUP214, exon 1 of 36)	NA	132	NUP214								
D9_2_304_R1_peak_8039	chr12	51318796	51319550	+	803	NA	intron (BIN2, intron 1 of 11)	NA	5025	BIN2								
D9_2_304_R1_peak_14207	chr17	27336120	27336607	+	803	NA	Intergenic	NA	42283	WSB1								
D9_2_304_R1_peak_8036	chr12	51246145	51246595	+	802	NA	exon (DAZAP2, exon 4 of 4)	NA	7646	DAZAP2								
D9_2_304_R1_peak_10215	chr14	39170135	39170699	+	801	NA	promoter-TSS (TRAPPC6B)	NA	13	TRAPPC6B								
D9_2_304_R1_peak_35151	chr9	121485596	121486167	+	801	NA	intron (GGTA1P, intron 1 of 6)	NA	14146	GGTA1P								
D9_2_304_R1_peak_20509	chr2	218710761	218711497	+	801	NA	intron (TTLL4, intron 1 of 18)	NA	284	TTLL4								
D9_2_304_R1_peak_20890	chr20	1828454	1829120	+	801	NA	Intergenic	NA	-49041	LOC100289473								
D9_2_304_R1_peak_25716	chr4	17810484	17811051	+	800	NA	promoter-TSS (DCAF16)	NA	-4	DCAF16								
D9_2_304_R1_peak_1058	chr1	44684528	44685088	+	800	NA	intron (C1orf228, intron 1 of 11)	NA	10110	C1orf228								
D9_2_304_R1_peak_7369	chr12	4117968	4118499	+	799	NA	Intergenic	NA	-155504	CCND2								
D9_2_304_R1_peak_8955	chr12	118358922	118359298	+	799	NA	promoter-TSS (TAOK3)	NA	13806	TAOK3								
D9_2_304_R1_peak_15835	chr18	31101081	31101546	+	799	NA	promoter-TSS (RP11-408H20.2)	NA	-275	RP11-408H20.2								
D9_2_304_R1_peak_23193	chr3	4978326	4979646	+	799	NA	promoter-TSS (BHLHE40)	NA	-426	BHLHE40								
D9_2_304_R1_peak_2011	chr1	150090069	150090585	+	799	NA	intron (VPS45, intron 10 of 14)	NA	-22621	OTUD7B								
D9_2_304_R1_peak_28379	chr5	151771185	151772211	+	799	NA	promoter-TSS (LOC100652758)	NA	180	LOC100652758								
D9_2_304_R1_peak_28161	chr5	141683141	141683508	+	798	NA	Intergenic	NA	-1127	ARAP3								
D9_2_304_R1_peak_22400	chr21	46634893	46635410	+	798	NA	promoter-TSS (PRMT2)	NA	-501	PRMT2								
D9_2_304_R1_peak_6185	chr11	62678837	62679417	+	798	NA	promoter-TSS (UBXN1)	NA	-10	UBXN1								
D9_2_304_R1_peak_32188	chr7	128025886	128026278	+	798	NA	TTS (LRRC4)	NA	4867	LRRC4								
D9_2_304_R1_peak_25811	chr4	37879403	37879721	+	797	NA	Intergenic	NA	-11522	TBC1D1								
D9_2_304_R1_peak_20533	chr2	219247680	219248202	+	796	NA	intron (STK16, intron 6 of 7)	NA	2471	STK16								
D9_2_304_R1_peak_36169	chrX	119685286	119686019	+	796	NA	intron (SEPT6, intron 1 of 9)	NA	7573	SEPT6								
D9_2_304_R1_peak_27833	chr5	112923130	112923929	+	796	NA	Intergenic	NA	-1195	REEP5								
D9_2_304_R1_peak_14167	chr17	19978845	19979317	+	795	NA	Intergenic	NA	-1244	AKAP10								
D9_2_304_R1_peak_13319	chr16	67191892	67192395	+	794	NA	promoter-TSS (E2F4)	NA	-22	E2F4								
D9_2_304_R1_peak_26918	chr4	184746026	184746728	+	794	NA	Intergenic	NA	-12245	CENPU								
D9_2_304_R1_peak_27971	chr5	132457139	132457999	+	793	NA	intron (C5orf56, intron 3 of 3)	NA	-30792	LOC102723741								
D9_2_304_R1_peak_12754	chr16	15642944	15643359	+	793	NA	promoter-TSS (KIAA0430)	NA	8	KIAA0430								
D9_2_304_R1_peak_22381	chr21	45550797	45551584	+	793	NA	Intergenic	NA	-8719	SLC19A1								
D9_2_304_R1_peak_8252	chr12	57477686	57478285	+	792	NA	promoter-TSS (ARHGAP9)	NA	1656	ARHGAP9								
D9_2_304_R1_peak_19048	chr2	84898410	84898802	+	791	NA	Intergenic	NA	-7033	TMSB10								
D9_2_304_R1_peak_23345	chr3	13189640	13190232	+	790	NA	Intergenic	NA	-116819	IQSEC1								
D9_2_304_R1_peak_5525	chr11	6012004	6012786	+	790	NA	Intergenic	NA	-9247	OR56A4								
D9_2_304_R1_peak_29052	chr6	13407601	13408208	+	790	NA	intron (GFOD1, intron 1 of 1)	NA	-79321	TBC1D7								
D9_2_304_R1_peak_35065	chr9	114883702	114884178	+	790	NA	Intergenic	NA	45304	TNFSF8								
D9_2_304_R1_peak_10447	chr14	64673646	64674174	+	789	NA	Intergenic	NA	30340	LOC101927856								
D9_2_304_R1_peak_11655	chr15	63490293	63490728	+	789	NA	Intergenic	NA	-14001	USP3								
D9_2_304_R1_peak_19193	chr2	98464786	98465329	+	789	NA	intron (INPP4A, intron 1 of 24)	NA	-53907	INPP4A								
D9_2_304_R1_peak_28772	chr5	180889364	180889804	+	789	NA	Intergenic	NA	-19980	BTNL8								
D9_2_304_R1_peak_22969	chr22	41413306	41413858	+	788	NA	Intergenic	NA	31653	TEF								
D9_2_304_R1_peak_22772	chr22	36451606	36452113	+	788	NA	Intergenic	NA	-19479	LOC101926989								
D9_2_304_R1_peak_28672	chr5	177306952	177307444	+	788	NA	TTS (PRELID1)	NA	3436	PRELID1								
D9_2_304_R1_peak_16764	chr19	13986389	13986900	+	787	NA	intron (RFX1, intron 1 of 19)	NA	20439	RFX1								
D9_2_304_R1_peak_4958	chr10	99621112	99621702	+	786	NA	promoter-TSS (SLC25A28)	NA	37879	SLC25A28								
D9_2_304_R1_peak_694	chr1	30757660	30758266	+	786	NA	promoter-TSS (LAPTM5)	NA	-127	LAPTM5								
D9_2_304_R1_peak_25911	chr4	40621596	40622002	+	786	NA	intron (RBM47, intron 1 of 6)	NA	-107041	RBM47								
D9_2_304_R1_peak_10873	chr14	91241715	91242276	+	786	NA	exon (LOC102724476, exon 1 of 3)	NA	208	LOC102724476								
D9_2_304_R1_peak_8875	chr12	111777231	111777666	+	786	NA	intron (ALDH2, intron 1 of 12)	NA	10561	ALDH2								
D9_2_304_R1_peak_35271	chr9	127782908	127783644	+	786	NA	Intergenic	NA	-2557	MIR3960								
D9_2_304_R1_peak_28686	chr5	177405859	177406243	+	784	NA	exon (F12, exon 3 of 14)	NA	3525	F12								
D9_2_304_R1_peak_23168	chr3	4475801	4476363	+	784	NA	Intergenic	NA	-8800	SUMF1								
D9_2_304_R1_peak_35028	chr9	113275415	113276198	+	783	NA	promoter-TSS (CDC26)	NA	172	PRPF4								
D9_2_304_R1_peak_34468	chr9	72365722	72366241	+	783	NA	promoter-TSS (ZFAND5)	NA	427	LOC102724516								
D9_2_304_R1_peak_36208	chrX	129772751	129773315	+	783	NA	Intergenic	NA	-6916	SASH3								
D9_2_304_R1_peak_4742	chr10	80660687	80661131	+	783	NA	Intergenic	NA	120090	SH2D4B								
D9_2_304_R1_peak_34950	chr9	108994732	108995147	+	783	NA	intron (CTNNAL1, intron 2 of 18)	NA	18610	CTNNAL1								
D9_2_304_R1_peak_9647	chr13	54029191	54029650	+	780	NA	Intergenic	NA	103451	LINC00458								
D9_2_304_R1_peak_12775	chr16	17171594	17172093	+	780	NA	intron (XYLT1, intron 5 of 11)	NA	37355	LOC102723692								
D9_2_304_R1_peak_11977	chr15	74787362	74788183	+	779	NA	TTS (MIR4513)	NA	972	MIR4513								
D9_2_304_R1_peak_31389	chr7	36969346	36969777	+	778	NA	intron (ELMO1, intron 16 of 21)	NA	-28235	ELMO1-AS1								
D9_2_304_R1_peak_19806	chr2	152611844	152612320	+	778	NA	intron (FMNL2, intron 11 of 15)	NA	-105811	ARL6IP6								
D9_2_304_R1_peak_30819	chr6	152587355	152587869	+	778	NA	intron (SYNE1, intron 2 of 147)	NA	49281	SYNE1								
D9_2_304_R1_peak_36278	chrX	136880591	136881041	+	778	NA	promoter-TSS (RBMX)	NA	-36	RBMX								
D9_2_304_R1_peak_3543	chr1	234522466	234522909	+	777	NA	Intergenic	NA	9092	RP5-855F14.1								
D9_2_304_R1_peak_18228	chr2	26887018	26887539	+	777	NA	intron (DPYSL5, intron 1 of 12)	NA	39177	DPYSL5								
D9_2_304_R1_peak_16165	chr18	76544502	76545481	+	777	NA	intron (LINC00908, intron 2 of 2)	NA	16336	LINC00908								
D9_2_304_R1_peak_3201	chr1	209659930	209660421	+	776	NA	Intergenic	NA	3207	LOC101930114								
D9_2_304_R1_peak_9479	chr13	46340930	46341744	+	776	NA	TTS (KIAA0226L)	NA	-43493	LINC00563								
D9_2_304_R1_peak_4932	chr10	97445836	97446331	+	776	NA	promoter-TSS (ZDHHC16)	NA	-60	ZDHHC16								
D9_2_304_R1_peak_5517	chr11	4459408	4459833	+	776	NA	Intergenic	NA	10325	OR52K2								
D9_2_304_R1_peak_12315	chr15	90885385	90885939	+	775	NA	intron (FES, intron 3 of 16)	NA	1220	FES								
D9_2_304_R1_peak_19061	chr2	85326478	85327036	+	775	NA	exon (TGOLN2, exon 2 of 4)	NA	1539	TGOLN2								
D9_2_304_R1_peak_15619	chr18	3603192	3603914	+	775	NA	intron (DLGAP1, intron 7 of 11)	NA	9439	DLGAP1-AS1								
D9_2_304_R1_peak_30283	chr6	109382550	109383493	+	774	NA	promoter-TSS (CD164)	NA	-462	CD164								
D9_2_304_R1_peak_32886	chr8	29529446	29530222	+	774	NA	Intergenic	NA	-181029	DUSP4								
D9_2_304_R1_peak_15324	chr17	77342155	77342705	+	774	NA	intron (SEPT9, intron 1 of 10)	NA	-33653	SEPT9								
D9_2_304_R1_peak_28196	chr5	143002422	143003080	+	774	NA	intron (ARHGAP26, intron 11 of 22)	NA	-133841	ARHGAP26-AS1								
D9_2_304_R1_peak_3590	chr1	234994411	234994956	+	774	NA	Intergenic	NA	75135	LOC731656								
D9_2_304_R1_peak_31723	chr7	76069147	76069540	+	774	NA	Intergenic	NA	3050	LOC101927160								
D9_2_304_R1_peak_4305	chr10	49285138	49285596	+	774	NA	Intergenic	NA	13526	C10orf71-AS1								
D9_2_304_R1_peak_35283	chr9	128067140	128067643	+	774	NA	promoter-TSS (NAIF1)	NA	-71	NAIF1								
D9_2_304_R1_peak_10594	chr14	71478465	71479006	+	773	NA	Intergenic	NA	-9126	LOC145474								
D9_2_304_R1_peak_11962	chr15	74542153	74542576	+	772	NA	intron (ARID3B, intron 1 of 8)	NA	1157	ARID3B								
D9_2_304_R1_peak_17597	chr19	47595974	47596419	+	772	NA	Intergenic	NA	-12849	GLTSCR1								
D9_2_304_R1_peak_21303	chr20	32051091	32051604	+	772	NA	promoter-TSS (HCK)	NA	-841	HCK								
D9_2_304_R1_peak_10688	chr14	75301692	75302140	+	771	NA	Intergenic	NA	7512	RP11-293M10.5								
D9_2_304_R1_peak_2395	chr1	160338630	160339025	+	770	NA	intron (COPA, intron 3 of 32)	NA	-4446	NCSTN								
D9_2_304_R1_peak_5408	chr11	748247	748862	+	769	NA	intron (TALDO1, intron 1 of 7)	NA	1122	TALDO1								
D9_2_304_R1_peak_34866	chr9	100098891	100099419	+	768	NA	promoter-TSS (INVS)	NA	-65	INVS								
D9_2_304_R1_peak_11036	chr14	100106435	100107034	+	767	NA	intron (EVL, intron 3 of 13)	NA	2721	MIR151B								
D9_2_304_R1_peak_14839	chr17	55639990	55640385	+	767	NA	intron (LOC101927389, intron 4 of 4)	NA	27201	LOC101927389								
D9_2_304_R1_peak_35980	chrX	52934924	52935402	+	767	NA	Intergenic	NA	35780	FAM156B								
D9_2_304_R1_peak_2929	chr1	199878792	199879155	+	767	NA	Intergenic	NA	-163852	NR5A2								
D9_2_304_R1_peak_1614	chr1	94626063	94626662	+	767	NA	Intergenic	NA	-1946	LOC102723542								
D9_2_304_R1_peak_28972	chr6	10520403	10521419	+	767	NA	promoter-TSS (GCNT2)	NA	327	LOC101928146								
D9_2_304_R1_peak_25889	chr4	40307635	40308195	+	766	NA	intron (LOC101930098, intron 2 of 3)	NA	-8570	LOC101060498								
D9_2_304_R1_peak_4905	chr10	96720328	96720932	+	765	NA	promoter-TSS (PIK3AP1)	NA	-108	PIK3AP1								
D9_2_304_R1_peak_14756	chr17	49218022	49218495	+	765	NA	intron (ABI3, intron 3 of 7)	NA	8031	ABI3								
D9_2_304_R1_peak_6772	chr11	86202824	86203313	+	763	NA	Intergenic	NA	-41476	EED								
D9_2_304_R1_peak_2039	chr1	150579256	150579977	+	763	NA	exon (MCL1, exon 1 of 4)	NA	122	MCL1								
D9_2_304_R1_peak_2598	chr1	172473201	172473702	+	761	NA	Intergenic	NA	29310	C1orf105								
D9_2_304_R1_peak_16670	chr19	11346223	11346767	+	761	NA	promoter-TSS (TMEM205)	NA	11	CCDC159								
D9_2_304_R1_peak_27375	chr5	62578545	62578933	+	761	NA	promoter-TSS (LRRC70)	NA	4	IPO11-LRRC70								
D9_2_304_R1_peak_1727	chr1	109133823	109134286	+	761	NA	intron (KIAA1324, intron 1 of 20)	NA	20091	KIAA1324								
D9_2_304_R1_peak_31970	chr7	100675694	100676286	+	761	NA	intron (GNB2, intron 1 of 9)	NA	2250	GNB2								
D9_2_304_R1_peak_2454	chr1	161227466	161228090	+	760	NA	TTS (MIR5187)	NA	592	MIR5187								
D9_2_304_R1_peak_17639	chr19	48899955	48900520	+	760	NA	exon (NUCB1, exon 1 of 13)	NA	187	NUCB1								
D9_2_304_R1_peak_16609	chr19	10270191	10271163	+	760	NA	promoter-TSS (ICAM1)	NA	-164	ICAM1								
D9_2_304_R1_peak_30285	chr6	109454674	109455101	+	760	NA	intron (MICAL1, intron 1 of 24)	NA	1100	MICAL1								
D9_2_304_R1_peak_23602	chr3	37899972	37900472	+	759	NA	intron (CTDSPL, intron 1 of 8)	NA	38044	CTDSPL								
D9_2_304_R1_peak_32959	chr8	37737360	37737942	+	759	NA	exon (LOC102723701, exon 1 of 2)	NA	219	LOC102723701								
D9_2_304_R1_peak_4617	chr10	75166223	75166698	+	758	NA	intron (SAMD8, intron 3 of 4)	NA	-43707	VDAC2								
D9_2_304_R1_peak_7011	chr11	117815329	117815787	+	758	NA	Intergenic	NA	9186	FXYD2								
D9_2_304_R1_peak_6421	chr11	67277345	67277907	+	758	NA	intron (ADRBK1, intron 2 of 20)	NA	11192	ADRBK1								
D9_2_304_R1_peak_5280	chr10	124647705	124648224	+	758	NA	intron (FAM53B, intron 4 of 4)	NA	-55957	FAM53B-AS1								
D9_2_304_R1_peak_28504	chr5	170297645	170298097	+	758	NA	promoter-TSS (LCP2)	NA	-53	LCP2								
D9_2_304_R1_peak_25608	chr4	6938219	6938636	+	758	NA	intron (TBC1D14, intron 2 of 13)	NA	-49081	TBC1D14								
D9_2_304_R1_peak_29233	chr6	24858005	24858649	+	758	NA	intron (FAM65B, intron 8 of 13)	NA	19038	FAM65B								
D9_2_304_R1_peak_31744	chr7	77410088	77410640	+	758	NA	intron (GSAP, intron 1 of 29)	NA	-4834	RP5-899E9.1								
D9_2_304_R1_peak_29794	chr6	42928607	42929734	+	757	NA	promoter-TSS (CNPY3)	NA	48	CNPY3								
D9_2_304_R1_peak_569	chr1	26786136	26786587	+	756	NA	Intergenic	NA	-1602	PIGV								
D9_2_304_R1_peak_31936	chr7	100152424	100152809	+	756	NA	intron (LAMTOR4, intron 2 of 3)	NA	3709	LAMTOR4								
D9_2_304_R1_peak_25712	chr4	16270206	16271111	+	754	NA	Intergenic	NA	43995	TAPT1-AS1								
D9_2_304_R1_peak_31092	chr7	6009000	6009352	+	754	NA	promoter-TSS (AIMP2)	NA	-70	PMS2								
D9_2_304_R1_peak_157	chr1	9652416	9652921	+	751	NA	TTS (C1orf200)	NA	937	PIK3CD								
D9_2_304_R1_peak_22314	chr21	42746957	42747314	+	751	NA	intron (PDE9A, intron 5 of 16)	NA	-5377	LOC101928284								
D9_2_304_R1_peak_27040	chr5	14545156	14545745	+	751	NA	Intergenic	NA	-36332	FAM105A								
D9_2_304_R1_peak_24027	chr3	56693689	56694236	+	751	NA	Intergenic	NA	-10720	FAM208A								
D9_2_304_R1_peak_29102	chr6	14910642	14911084	+	750	NA	Intergenic	NA	249410	LOC102724463								
D9_2_304_R1_peak_17316	chr19	41546337	41546683	+	749	NA	Intergenic	NA	-7202	LOC102723837								
D9_2_304_R1_peak_20570	chr2	223956922	223957517	+	748	NA	promoter-TSS (MRPL44)	NA	-185	MRPL44								
D9_2_304_R1_peak_4107	chr10	29681582	29682161	+	748	NA	intron (SVIL, intron 2 of 41)	NA	-79525	MIR938								
D9_2_304_R1_peak_29020	chr6	12233547	12233999	+	746	NA	Intergenic	NA	-56523	EDN1								
D9_2_304_R1_peak_7978	chr12	49233527	49234288	+	746	NA	intron (LOC102723916, intron 2 of 2)	NA	24984	LOC102723916								
D9_2_304_R1_peak_1379	chr1	66373050	66373540	+	746	NA	exon (PDE4B, exon 11 of 11)	NA	41347	PDE4B								
D9_2_304_R1_peak_7821	chr12	32761625	32762097	+	745	NA	Intergenic	NA	-5900	YARS2								
D9_2_304_R1_peak_19481	chr2	117814366	117815024	+	745	NA	promoter-TSS (DDX18)	NA	16	DDX18								
D9_2_304_R1_peak_22484	chr22	21665866	21666537	+	745	NA	intron (PPIL2, intron 1 of 20)	NA	217	PPIL2								
D9_2_304_R1_peak_14673	chr17	45221596	45222207	+	744	NA	promoter-TSS (FMNL1)	NA	-5	FMNL1								
D9_2_304_R1_peak_28199	chr5	143119100	143119566	+	744	NA	intron (ARHGAP26, intron 17 of 22)	NA	-73012	ARHGAP26-IT1								
D9_2_304_R1_peak_33575	chr8	107703361	107703758	+	743	NA	Intergenic	NA	-205533	ANGPT1								
D9_2_304_R1_peak_29161	chr6	16728049	16728478	+	743	NA	intron (ATXN1, intron 2 of 7)	NA	33227	ATXN1								
D9_2_304_R1_peak_24873	chr3	152376715	152377148	+	743	NA	intron (MBNL1, intron 3 of 11)	NA	-35941	TMEM14E								
D9_2_304_R1_peak_21720	chr20	50349261	50349728	+	743	NA	Intergenic	NA	-28152	RP11-290F20.2								
D9_2_304_R1_peak_2383	chr1	159910161	159910958	+	743	NA	Intergenic	NA	-10443	CCDC19								
D9_2_304_R1_peak_11540	chr15	55494871	55495433	+	743	NA	intron (DYX1C1, intron 3 of 8)	NA	3432	DYX1C1-CCPG1								
D9_2_304_R1_peak_1138	chr1	48245059	48245621	+	743	NA	intron (SLC5A9, intron 14 of 14)	NA	22655	SLC5A9								
D9_2_304_R1_peak_621	chr1	27863093	27863863	+	743	NA	Intergenic	NA	-9065	THEMIS2								
D9_2_304_R1_peak_2446	chr1	161185200	161186281	+	743	NA	Intergenic	NA	-7772	B4GALT3								
D9_2_304_R1_peak_2574	chr1	169604625	169605331	+	743	NA	intron (SELP, intron 9 of 15)	NA	-18447	F5								
D9_2_304_R1_peak_19976	chr2	171146591	171146988	+	743	NA	intron (TLK1, intron 1 of 20)	NA	-79816	TLK1								
D9_2_304_R1_peak_4089	chr10	28368121	28368624	+	742	NA	Intergenic	NA	-65348	MPP7								
D9_2_304_R1_peak_3307	chr1	221166762	221167435	+	742	NA	Intergenic	NA	89260	LOC101929750								
D9_2_304_R1_peak_9975	chr14	20493636	20494074	+	741	NA	Intergenic	NA	-16617	RNASE10								
D9_2_304_R1_peak_17014	chr19	19661876	19662338	+	740	NA	intron (ATP13A1, intron 1 of 25)	NA	1596	ATP13A1								
D9_2_304_R1_peak_34047	chr8	143545700	143546268	+	740	NA	intron (ZC3H3, intron 2 of 15)	NA	7277	ZC3H3								
D9_2_304_R1_peak_29055	chr6	13433588	13434151	+	740	NA	intron (GFOD1, intron 1 of 1)	NA	53768	GFOD1								
D9_2_304_R1_peak_20596	chr2	226121996	226122444	+	740	NA	Intergenic	NA	-20574	LOC646736								
D9_2_304_R1_peak_7484	chr12	7989772	7990438	+	740	NA	Intergenic	NA	-42597	FOXJ2								
D9_2_304_R1_peak_8762	chr12	108313692	108314175	+	735	NA	intron (CMKLR1, intron 1 of 2)	NA	25384	CMKLR1								
D9_2_304_R1_peak_17609	chr19	48244271	48244675	+	735	NA	intron (CARD8, intron 3 of 13)	NA	5360	CARD8								
D9_2_304_R1_peak_14886	chr17	57903131	57903593	+	735	NA	promoter-TSS (CUEDC1)	NA	27	CUEDC1								
D9_2_304_R1_peak_32905	chr8	29999221	29999767	+	734	NA	Intergenic	NA	-42155	MIR3148								
D9_2_304_R1_peak_7186	chr11	126345873	126346312	+	734	NA	TTS (DCPS)	NA	9495	ST3GAL4-AS1								
D9_2_304_R1_peak_17299	chr19	41328701	41329201	+	733	NA	Intergenic	NA	18482	CCDC97								
D9_2_304_R1_peak_7824	chr12	38904791	38905181	+	731	NA	intron (CPNE8, intron 1 of 19)	NA	632	CPNE8								
D9_2_304_R1_peak_33645	chr8	116766217	116766644	+	731	NA	promoter-TSS (UTP23)	NA	-73	UTP23								
D9_2_304_R1_peak_31494	chr7	44046571	44047192	+	731	NA	intron (DBNL, intron 1 of 10)	NA	2241	DBNL								
D9_2_304_R1_peak_15893	chr18	35809558	35810200	+	731	NA	Intergenic	NA	95047	MIR187								
D9_2_304_R1_peak_9151	chr12	128854210	128854634	+	731	NA	intron (GLT1D1, intron 1 of 10)	NA	868	GLT1D1								
D9_2_304_R1_peak_18595	chr2	47906093	47907112	+	731	NA	promoter-TSS (FBXO11)	NA	-109	LOC100506235								
D9_2_304_R1_peak_1053	chr1	44631842	44632453	+	730	NA	exon (RNF220, exon 1 of 11)	NA	13317	LOC102723990								
