PeakID (cmd=annotatePeaks.pl OCIAML2_1_168_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML2_1_168_R1_peak_1935	chr12	31853610	31853862	+	271	NA	Intergenic	NA	-61495	H3F3C								
OCIAML2_1_168_R1_peak_1887	chr12	11836445	11836860	+	271	NA	intron (ETV6, intron 2 of 7)	NA	149136	LOC101928186								
OCIAML2_1_168_R1_peak_7592	chr6	134216234	134216548	+	271	NA	intron (SGK1, intron 2 of 13)	NA	-40459	SGK1								
OCIAML2_1_168_R1_peak_682	chr1	201026847	201027111	+	270	NA	intron (LOC101929305, intron 3 of 5)	NA	2563	LOC101929305								
OCIAML2_1_168_R1_peak_8489	chr8	92668567	92668831	+	270	NA	promoter-TSS (LOC101926956)	NA	-144	LOC101926956								
OCIAML2_1_168_R1_peak_7424	chr6	73232094	73232439	+	270	NA	intron (LOC102724032, intron 1 of 2)	NA	481	LOC102724032								
OCIAML2_1_168_R1_peak_7910	chr7	50356515	50356828	+	269	NA	intron (IKZF1, intron 3 of 6)	NA	-5166	LOC102723522								
OCIAML2_1_168_R1_peak_517	chr1	161046644	161046896	+	269	NA	promoter-TSS (USF1)	NA	-791	USF1								
OCIAML2_1_168_R1_peak_3671	chr17	68497983	68498327	+	269	NA	Intergenic	NA	-11708	LOC102724296								
OCIAML2_1_168_R1_peak_7233	chr6	28781908	28782129	+	269	NA	Intergenic	NA	7823	TRNAA19								
OCIAML2_1_168_R1_peak_2898	chr15	58484762	58485000	+	269	NA	intron (RP11-355N15.1, intron 2 of 2)	NA	13854	RP11-355N15.1								
OCIAML2_1_168_R1_peak_7095	chr6	2522667	2522887	+	269	NA	Intergenic	NA	112287	C6orf195								
OCIAML2_1_168_R1_peak_6368	chr4	83582006	83582245	+	269	NA	intron (AGPAT9, intron 4 of 12)	NA	46018	AGPAT9								
OCIAML2_1_168_R1_peak_4328	chr2	11933914	11934206	+	269	NA	Intergenic	NA	-73056	AC096559.1								
OCIAML2_1_168_R1_peak_1016	chr10	11335490	11335721	+	269	NA	exon (CELF2, exon 14 of 14)	NA	-15294	CELF2-AS1								
OCIAML2_1_168_R1_peak_590	chr1	179882620	179882908	+	269	NA	exon (TOR1AIP1, exon 1 of 10)	NA	722	TOR1AIP1								
OCIAML2_1_168_R1_peak_7140	chr6	11731966	11732479	+	269	NA	intron (ADTRP, intron 4 of 5)	NA	46825	ADTRP								
OCIAML2_1_168_R1_peak_4908	chr2	230925156	230925389	+	269	NA	promoter-TSS (GPR55)	NA	-46	GPR55								
OCIAML2_1_168_R1_peak_1856	chr12	6959154	6959644	+	269	NA	intron (PTPN6, intron 11 of 15)	NA	-4343	MIR200C								
OCIAML2_1_168_R1_peak_4186	chr19	45515221	45515464	+	269	NA	intron (VASP, intron 1 of 12)	NA	7912	VASP								
OCIAML2_1_168_R1_peak_6014	chr3	159938797	159939027	+	269	NA	intron (IL12A-AS1, intron 9 of 9)	NA	-49924	IL12A								
OCIAML2_1_168_R1_peak_8347	chr8	42803439	42803638	+	269	NA	Intergenic	NA	-34752	CHRNA6								
OCIAML2_1_168_R1_peak_7347	chr6	42745967	42746247	+	269	NA	promoter-TSS (TBCC)	NA	39	TBCC								
OCIAML2_1_168_R1_peak_5864	chr3	112676931	112677178	+	269	NA	Intergenic	NA	-35911	CCDC80								
OCIAML2_1_168_R1_peak_7198	chr6	21438660	21438937	+	268	NA	Intergenic	NA	73094	LINC00581								
OCIAML2_1_168_R1_peak_675	chr1	200355910	200356159	+	268	NA	intron (LINC00862, intron 4 of 4)	NA	17758	LINC00862								
OCIAML2_1_168_R1_peak_4886	chr2	227335625	227335939	+	268	NA	intron (MFF, intron 4 of 7)	NA	10551	MFF								
OCIAML2_1_168_R1_peak_4018	chr19	10784270	10784519	+	266	NA	intron (DNM2, intron 6 of 20)	NA	4140	MIR4748								
OCIAML2_1_168_R1_peak_1389	chr11	822043	822310	+	266	NA	intron (PNPLA2, intron 4 of 9)	NA	3275	PNPLA2								
OCIAML2_1_168_R1_peak_5486	chr22	41217736	41217982	+	266	NA	intron (L3MBTL2, intron 5 of 16)	NA	12550	L3MBTL2								
OCIAML2_1_168_R1_peak_7874	chr7	38154339	38154603	+	266	NA	Intergenic	NA	-23769	STARD3NL								
OCIAML2_1_168_R1_peak_8460	chr8	76454839	76455075	+	266	NA	intron (LINC01111, intron 2 of 5)	NA	48303	LINC01111								
OCIAML2_1_168_R1_peak_9269	chrX	150607298	150607530	+	266	NA	intron (MTM1, intron 4 of 13)	NA	44761	MTM1								
OCIAML2_1_168_R1_peak_374	chr1	110627825	110628089	+	266	NA	intron (KCNA2, intron 1 of 4)	NA	3517	KCNA2								
OCIAML2_1_168_R1_peak_9130	chrX	12950147	12950443	+	266	NA	Intergenic	NA	-24812	TMSB4X								
OCIAML2_1_168_R1_peak_6272	chr4	34924303	34924559	+	266	NA	Intergenic	NA	-944145	RP11-79E3.3								
OCIAML2_1_168_R1_peak_8076	chr7	133035208	133035413	+	266	NA	promoter-TSS (MIR3654)	NA	-395	MIR3654								
OCIAML2_1_168_R1_peak_2431	chr13	58953692	58954010	+	266	NA	Intergenic	NA	742493	LOC101926912								
OCIAML2_1_168_R1_peak_5202	chr20	57450442	57450688	+	266	NA	Intergenic	NA	59167	RBM38								
OCIAML2_1_168_R1_peak_7316	chr6	37050083	37050431	+	266	NA	Intergenic	NA	36998	FGD2								
OCIAML2_1_168_R1_peak_7707	chr6	158057393	158057618	+	266	NA	intron (SYNJ2, intron 6 of 26)	NA	-1752	SYNJ2								
OCIAML2_1_168_R1_peak_2608	chr14	50533170	50533642	+	266	NA	promoter-TSS (MAP4K5)	NA	-839	MAP4K5								
OCIAML2_1_168_R1_peak_2902	chr15	59399519	59399775	+	266	NA	Intergenic	NA	-26775	MYO1E								
OCIAML2_1_168_R1_peak_6819	chr5	98309866	98310163	+	266	NA	Intergenic	NA	-459281	RGMB								
OCIAML2_1_168_R1_peak_279	chr1	66380395	66380628	+	266	NA	Intergenic	NA	48401	PDE4B								
OCIAML2_1_168_R1_peak_4255	chr19	53842232	53842468	+	266	NA	Intergenic	NA	-17947	NLRP12								
OCIAML2_1_168_R1_peak_6345	chr4	71338898	71339261	+	266	NA	promoter-TSS (SLC4A4)	NA	151793	SLC4A4								
OCIAML2_1_168_R1_peak_5733	chr3	51681471	51681707	+	265	NA	intron (TEX264, intron 1 of 3)	NA	10414	TEX264								
OCIAML2_1_168_R1_peak_3311	chr16	78548472	78548718	+	265	NA	intron (WWOX, intron 8 of 8)	NA	-307129	LOC102724047								
OCIAML2_1_168_R1_peak_5266	chr21	27953446	27953713	+	265	NA	Intergenic	NA	-59784	LINC00314								
OCIAML2_1_168_R1_peak_7011	chr5	169637107	169637375	+	264	NA	promoter-TSS (DOCK2)	NA	-6	DOCK2								
OCIAML2_1_168_R1_peak_5040	chr20	17558743	17558982	+	264	NA	promoter-TSS (BFSP1)	NA	98	BFSP1								
OCIAML2_1_168_R1_peak_4559	chr2	98081905	98082199	+	264	NA	Intergenic	NA	-5115	VWA3B								
OCIAML2_1_168_R1_peak_3615	chr17	58339008	58339253	+	264	NA	intron (BZRAP1-AS1, intron 1 of 2)	NA	-3108	MIR4736								
OCIAML2_1_168_R1_peak_6787	chr5	84197635	84197915	+	264	NA	intron (EDIL3, intron 2 of 9)	NA	187092	EDIL3								
OCIAML2_1_168_R1_peak_2006	chr12	53093815	53094101	+	264	NA	Intergenic	NA	-3694	IGFBP6								
OCIAML2_1_168_R1_peak_7674	chr6	149728214	149728449	+	263	NA	exon (NUP43, exon 8 of 8)	NA	-10480	LATS1								
OCIAML2_1_168_R1_peak_5427	chr22	32660375	32660622	+	263	NA	intron (SYN3, intron 5 of 12)	NA	-140318	TIMP3								
OCIAML2_1_168_R1_peak_3349	chr16	85838534	85838717	+	263	NA	Intergenic	NA	39058	COX4I1								
OCIAML2_1_168_R1_peak_3829	chr18	35835889	35836109	+	263	NA	Intergenic	NA	68893	MIR187								
OCIAML2_1_168_R1_peak_2841	chr15	43809008	43809353	+	263	NA	intron (MFAP1, intron 7 of 8)	NA	8759	HYPK								
OCIAML2_1_168_R1_peak_5337	chr21	43855108	43855404	+	263	NA	Intergenic	NA	-42689	LOC284837								
OCIAML2_1_168_R1_peak_2968	chr15	72195239	72195417	+	263	NA	intron (GRAMD2, intron 1 of 11)	NA	2467	GRAMD2								
OCIAML2_1_168_R1_peak_6246	chr4	19675503	19675764	+	263	NA	Intergenic	NA	-577310	SLIT2								
OCIAML2_1_168_R1_peak_6693	chr5	40442306	40442650	+	263	NA	Intergenic	NA	-238473	PTGER4								
OCIAML2_1_168_R1_peak_2950	chr15	69468227	69468507	+	263	NA	Intergenic	NA	15547	RPLP1								
OCIAML2_1_168_R1_peak_3242	chr16	54657425	54657681	+	263	NA	Intergenic	NA	190738	LOC101927480								
OCIAML2_1_168_R1_peak_4105	chr19	34270046	34270242	+	263	NA	intron (KIAA0355, intron 1 of 13)	NA	4586	KIAA0355								
OCIAML2_1_168_R1_peak_3645	chr17	64174932	64175223	+	263	NA	intron (TEX2, intron 6 of 11)	NA	28738	SNORA76								
OCIAML2_1_168_R1_peak_6922	chr5	140319942	140320187	+	263	NA	Intergenic	NA	-16978	PFDN1								
OCIAML2_1_168_R1_peak_4516	chr2	73034679	73035030	+	263	NA	intron (SFXN5, intron 3 of 13)	NA	36888	SFXN5								
OCIAML2_1_168_R1_peak_440	chr1	150977398	150977661	+	263	NA	Intergenic	NA	-2526	CERS2								
OCIAML2_1_168_R1_peak_8514	chr8	99065579	99065742	+	263	NA	intron (VPS13B, intron 4 of 8)	NA	52378	VPS13B								
OCIAML2_1_168_R1_peak_3114	chr16	10142067	10142329	+	263	NA	intron (GRIN2A, intron 2 of 12)	NA	38511	GRIN2A								
OCIAML2_1_168_R1_peak_7345	chr6	42378598	42378834	+	263	NA	intron (TRERF1, intron 1 of 15)	NA	72545	TRERF1								
OCIAML2_1_168_R1_peak_7427	chr6	73654210	73654448	+	262	NA	promoter-TSS (SLC17A5)	NA	-8810	SLC17A5								
OCIAML2_1_168_R1_peak_2426	chr13	54626537	54626815	+	262	NA	Intergenic	NA	-314628	MIR1297								
OCIAML2_1_168_R1_peak_6928	chr5	141320697	141320946	+	262	NA	promoter-TSS (LOC101926922)	NA	-37	TAF7								
OCIAML2_1_168_R1_peak_5159	chr20	49230583	49230900	+	261	NA	promoter-TSS (DDX27)	NA	11446	DDX27								
OCIAML2_1_168_R1_peak_8996	chr9	123389118	123389406	+	261	NA	intron (DENND1A, intron 21 of 23)	NA	13341	MIR601								
OCIAML2_1_168_R1_peak_5456	chr22	37282313	37282529	+	261	NA	promoter-TSS (CYTH4)	NA	-33	CYTH4								
OCIAML2_1_168_R1_peak_8394	chr8	56682420	56682650	+	261	NA	Intergenic	NA	-122712	LINC00968								
OCIAML2_1_168_R1_peak_8169	chr8	8919385	8919640	+	261	NA	Intergenic	NA	-26110	MFHAS1								
OCIAML2_1_168_R1_peak_4008	chr19	9621838	9622051	+	261	NA	promoter-TSS (ZNF561)	NA	462	C19orf82								
OCIAML2_1_168_R1_peak_6522	chr4	147809264	147809530	+	261	NA	intron (ARHGAP10, intron 1 of 21)	NA	26758	MIR4799								
OCIAML2_1_168_R1_peak_8453	chr8	73168408	73168697	+	261	NA	Intergenic	NA	-75280	SBSPON								
OCIAML2_1_168_R1_peak_354	chr1	106876450	106876681	+	261	NA	Intergenic	NA	-180080	PRMT6								
OCIAML2_1_168_R1_peak_2004	chr12	52888400	52888623	+	261	NA	Intergenic	NA	-39517	KRT78								
OCIAML2_1_168_R1_peak_8542	chr8	103415244	103415505	+	260	NA	promoter-TSS (SLC25A32)	NA	-39	SLC25A32								
OCIAML2_1_168_R1_peak_1600	chr11	67120887	67121204	+	260	NA	intron (KDM2A, intron 1 of 20)	NA	1829	KDM2A								
OCIAML2_1_168_R1_peak_1982	chr12	49671013	49671234	+	260	NA	intron (FMNL3, intron 1 of 25)	NA	36291	FMNL3								
OCIAML2_1_168_R1_peak_467	chr1	155940750	155940979	+	260	NA	promoter-TSS (RXFP4)	NA	-825	RXFP4								
OCIAML2_1_168_R1_peak_1923	chr12	26340729	26341026	+	260	NA	intron (ITPR2, intron 55 of 56)	NA	-126100	LOC101928554								
OCIAML2_1_168_R1_peak_905	chr1	234876377	234876631	+	260	NA	Intergenic	NA	-116454	PP2672								
OCIAML2_1_168_R1_peak_4919	chr2	231786202	231786449	+	260	NA	promoter-TSS (COPS7B)	NA	-58	COPS7B								
OCIAML2_1_168_R1_peak_4622	chr2	114007486	114007723	+	259	NA	TTS (LINC01191)	NA	-27620	LOC100499194								
OCIAML2_1_168_R1_peak_7612	chr6	136764752	136764970	+	259	NA	intron (MAP3K5, intron 1 of 29)	NA	-19255	LOC101928429								
OCIAML2_1_168_R1_peak_7368	chr6	44264283	44264514	+	259	NA	intron (NFKBIE, intron 1 of 5)	NA	1390	NFKBIE								
OCIAML2_1_168_R1_peak_3566	chr17	43768456	43768685	+	259	NA	exon (DUSP3, exon 3 of 3)	NA	-9782	SOST								
OCIAML2_1_168_R1_peak_5278	chr21	32727946	32728153	+	259	NA	promoter-TSS (SYNJ1)	NA	-65	PAXBP1-AS1								
OCIAML2_1_168_R1_peak_3467	chr17	19304186	19304471	+	259	NA	intron (EPN2-AS1, intron 1 of 2)	NA	1933	EPN2-AS1								
OCIAML2_1_168_R1_peak_4805	chr2	203501072	203501326	+	259	NA	intron (RAPH1, intron 1 of 16)	NA	32348	RAPH1								
OCIAML2_1_168_R1_peak_7337	chr6	41723496	41723778	+	259	NA	promoter-TSS (TFEB)	NA	-17697	TFEB								
OCIAML2_1_168_R1_peak_4341	chr2	16625281	16625541	+	259	NA	intron (FAM49A, intron 1 of 11)	NA	40455	FAM49A								
OCIAML2_1_168_R1_peak_7627	chr6	138404008	138404299	+	259	NA	promoter-TSS (HEBP2)	NA	-46	HEBP2								
OCIAML2_1_168_R1_peak_6202	chr4	2812126	2812363	+	259	NA	promoter-TSS (SH3BP2)	NA	25	SH3BP2								
OCIAML2_1_168_R1_peak_6362	chr4	82900527	82900780	+	259	NA	promoter-TSS (THAP9)	NA	-50	THAP9								
OCIAML2_1_168_R1_peak_7299	chr6	35370159	35370741	+	259	NA	intron (PPARD, intron 4 of 9)	NA	27892	PPARD								
OCIAML2_1_168_R1_peak_4084	chr19	18401833	18402181	+	259	NA	Intergenic	NA	-4389	LRRC25								
OCIAML2_1_168_R1_peak_4003	chr19	8487475	8487865	+	258	NA	intron (HNRNPM, intron 15 of 15)	NA	14984	PRAM1								
OCIAML2_1_168_R1_peak_1852	chr12	6723888	6724117	+	258	NA	promoter-TSS (COPS7A)	NA	-301	COPS7A								
OCIAML2_1_168_R1_peak_4056	chr19	16118591	16118996	+	258	NA	intron (RAB8A, intron 2 of 7)	NA	7113	RAB8A								
OCIAML2_1_168_R1_peak_4124	chr19	38426138	38426349	+	258	NA	promoter-TSS (RASGRP4)	NA	62	RASGRP4								
OCIAML2_1_168_R1_peak_1574	chr11	63631600	63631800	+	258	NA	intron (ATL3, intron 10 of 11)	NA	-14827	PLA2G16								
OCIAML2_1_168_R1_peak_6917	chr5	139664243	139664590	+	258	NA	intron (CXXC5, intron 1 of 2)	NA	-15431	CXXC5								
OCIAML2_1_168_R1_peak_1896	chr12	14614822	14615145	+	258	NA	intron (GUCY2C, intron 25 of 26)	NA	46806	RP11-695J4.2								
OCIAML2_1_168_R1_peak_4144	chr19	41233837	41234070	+	258	NA	intron (AXL, intron 6 of 19)	NA	14754	AXL								
OCIAML2_1_168_R1_peak_4066	chr19	17215239	17215425	+	258	NA	promoter-TSS (USE1)	NA	-14	USE1								
OCIAML2_1_168_R1_peak_4441	chr2	58731500	58731758	+	258	NA	intron (LINC01122, intron 2 of 13)	NA	210876	LINC01122								
OCIAML2_1_168_R1_peak_8708	chr8	143978566	143978789	+	257	NA	intron (PARP10, intron 8 of 9)	NA	7594	PARP10								
OCIAML2_1_168_R1_peak_873	chr1	231530078	231530379	+	257	NA	intron (TSNAX-DISC1, intron 2 of 10)	NA	1575	TSNAX								
OCIAML2_1_168_R1_peak_1146	chr10	62689792	62690079	+	257	NA	Intergenic	NA	-114821	ADO								
OCIAML2_1_168_R1_peak_6034	chr3	168095259	168095543	+	256	NA	exon (GOLIM4, exon 1 of 16)	NA	228	GOLIM4								
OCIAML2_1_168_R1_peak_1326	chr10	113321114	113321372	+	256	NA	Intergenic	NA	-231776	HABP2								
OCIAML2_1_168_R1_peak_6840	chr5	111530311	111530541	+	256	NA	intron (STARD4-AS1, intron 1 of 6)	NA	-17967	STARD4								
OCIAML2_1_168_R1_peak_6310	chr4	44861868	44862140	+	256	NA	Intergenic	NA	-135413	GNPDA2								
OCIAML2_1_168_R1_peak_5575	chr3	12959916	12960199	+	256	NA	intron (IQSEC1, intron 1 of 13)	NA	7403	IQSEC1								
OCIAML2_1_168_R1_peak_3661	chr17	67165220	67165439	+	255	NA	intron (HELZ, intron 16 of 32)	NA	20982	HELZ								
OCIAML2_1_168_R1_peak_7545	chr6	116668691	116668888	+	255	NA	promoter-TSS (ZUFSP)	NA	21	ZUFSP								
OCIAML2_1_168_R1_peak_890	chr1	233327399	233327570	+	255	NA	promoter-TSS (KIAA1804)	NA	-284	KIAA1804								
OCIAML2_1_168_R1_peak_3097	chr16	4307639	4307877	+	255	NA	Intergenic	NA	-8466	GLIS2								
OCIAML2_1_168_R1_peak_2424	chr13	53251020	53251317	+	254	NA	Intergenic	NA	-102803	LOC102723875								
OCIAML2_1_168_R1_peak_8752	chr9	20508320	20508583	+	254	NA	intron (MLLT3, intron 2 of 10)	NA	-6121	MIR4474								
OCIAML2_1_168_R1_peak_7022	chr5	171634152	171634362	+	254	NA	Intergenic	NA	-151558	SMIM23								
OCIAML2_1_168_R1_peak_387	chr1	112607124	112607352	+	254	NA	intron (ST7L, intron 3 of 11)	NA	12180	ST7L								
OCIAML2_1_168_R1_peak_2443	chr13	66528058	66528289	+	254	NA	intron (PCDH9, intron 3 of 3)	NA	-296996	PCDH9-AS2								
OCIAML2_1_168_R1_peak_8573	chr8	116766264	116766541	+	254	NA	promoter-TSS (UTP23)	NA	-101	UTP23								
OCIAML2_1_168_R1_peak_5860	chr3	110041585	110041837	+	254	NA	Intergenic	NA	438840	MIR4445								
OCIAML2_1_168_R1_peak_9157	chrX	32074960	32075193	+	254	NA	intron (DMD, intron 44 of 78)	NA	508656	MIR3915								
OCIAML2_1_168_R1_peak_6987	chr5	155024033	155024275	+	254	NA	Intergenic	NA	10454	KIF4B								
OCIAML2_1_168_R1_peak_2053	chr12	64673206	64673444	+	254	NA	intron (RASSF3, intron 1 of 4)	NA	50756	MIR548C								
OCIAML2_1_168_R1_peak_5599	chr3	16801326	16801524	+	253	NA	Intergenic	NA	-97584	PLCL2								
OCIAML2_1_168_R1_peak_7806	chr7	18221699	18221963	+	253	NA	intron (HDAC9, intron 2 of 11)	NA	-94577	MIR1302-6								
OCIAML2_1_168_R1_peak_2767	chr14	95835363	95835656	+	253	NA	Intergenic	NA	-41263	LINC00617								
OCIAML2_1_168_R1_peak_1653	chr11	75369974	75370193	+	253	NA	Intergenic	NA	-18252	ARRB1								
OCIAML2_1_168_R1_peak_6827	chr5	100901944	100902231	+	253	NA	intron (ST8SIA4, intron 1 of 4)	NA	1198	ST8SIA4								
OCIAML2_1_168_R1_peak_3291	chr16	70432679	70432931	+	253	NA	intron (ST3GAL2, intron 1 of 6)	NA	6283	ST3GAL2								
OCIAML2_1_168_R1_peak_8788	chr9	34178890	34179133	+	253	NA	promoter-TSS (UBAP1)	NA	-381	UBAP1								
OCIAML2_1_168_R1_peak_1806	chr11	132058503	132058778	+	253	NA	intron (NTM, intron 2 of 7)	NA	147822	NTM								
OCIAML2_1_168_R1_peak_3392	chr17	2791705	2791888	+	253	NA	intron (RAP1GAP2, intron 1 of 24)	NA	-5904	RAP1GAP2								
OCIAML2_1_168_R1_peak_3048	chr15	90852963	90853190	+	253	NA	Intergenic	NA	-18463	FURIN								
OCIAML2_1_168_R1_peak_669	chr1	198776623	198776861	+	253	NA	Intergenic	NA	82165	MIR181B1								
OCIAML2_1_168_R1_peak_3162	chr16	21645520	21645761	+	253	NA	intron (IGSF6, intron 2 of 5)	NA	7026	IGSF6								
OCIAML2_1_168_R1_peak_5368	chr22	20206256	20206469	+	253	NA	promoter-TSS (LINC00896)	NA	30	LINC00896								
OCIAML2_1_168_R1_peak_8364	chr8	50631186	50631466	+	253	NA	intron (SNTG1, intron 13 of 18)	NA	719547	SNTG1								
OCIAML2_1_168_R1_peak_3020	chr15	82845068	82845312	+	253	NA	exon (HOMER2, exon 10 of 10)	NA	36969	WHAMM								
OCIAML2_1_168_R1_peak_7339	chr6	41784535	41784758	+	253	NA	intron (PRICKLE4, intron 4 of 7)	NA	-2797	TOMM6								
OCIAML2_1_168_R1_peak_8822	chr9	75088983	75089227	+	253	NA	promoter-TSS (NMRK1)	NA	623	OSTF1								
OCIAML2_1_168_R1_peak_598	chr1	181062519	181062752	+	253	NA	TTS (MR1)	NA	-25867	IER5								
OCIAML2_1_168_R1_peak_8447	chr8	70668439	70668701	+	252	NA	promoter-TSS (XKR9)	NA	642	LACTB2								
OCIAML2_1_168_R1_peak_2717	chr14	86577573	86577810	+	252	NA	Intergenic	NA	-328087	LOC283585								
OCIAML2_1_168_R1_peak_6039	chr3	170044995	170045229	+	252	NA	intron (GPR160, intron 2 of 3)	NA	-37907	GPR160								
OCIAML2_1_168_R1_peak_2521	chr13	110536354	110536677	+	252	NA	intron (RAB20, intron 1 of 1)	NA	25209	RAB20								
OCIAML2_1_168_R1_peak_7040	chr5	175853712	175853952	+	252	NA	intron (CPLX2, intron 2 of 4)	NA	-17666	CPLX2								
OCIAML2_1_168_R1_peak_2070	chr12	75481151	75481399	+	252	NA	intron (GLIPR1, intron 1 of 5)	NA	542	GLIPR1								
OCIAML2_1_168_R1_peak_5585	chr3	13414090	13414458	+	252	NA	intron (NUP210, intron 1 of 21)	NA	6045	NUP210								
OCIAML2_1_168_R1_peak_741	chr1	207825805	207826095	+	252	NA	Intergenic	NA	-2176	LOC101929385								
OCIAML2_1_168_R1_peak_2008	chr12	53200448	53200717	+	252	NA	intron (ITGB7, intron 1 of 14)	NA	6725	ITGB7								
OCIAML2_1_168_R1_peak_8985	chr9	120897215	120897445	+	252	NA	Intergenic	NA	-20002	PHF19								
OCIAML2_1_168_R1_peak_8269	chr8	27827699	27827934	+	252	NA	intron (PBK, intron 3 of 7)	NA	10266	PBK								
OCIAML2_1_168_R1_peak_7646	chr6	139839526	139839847	+	252	NA	intron (LOC100132735, intron 1 of 2)	NA	68613	LOC100132735								
OCIAML2_1_168_R1_peak_710	chr1	205288252	205288574	+	252	NA	Intergenic	NA	33342	NUAK2								
OCIAML2_1_168_R1_peak_918	chr1	235940446	235940707	+	252	NA	Intergenic	NA	-56902	LYST								
OCIAML2_1_168_R1_peak_1586	chr11	65440895	65441172	+	252	NA	Intergenic	NA	-3425	MIR612								
OCIAML2_1_168_R1_peak_552	chr1	167628170	167628385	+	251	NA	intron (LOC102724466, intron 2 of 2)	NA	-1960	RCSD1								
OCIAML2_1_168_R1_peak_8313	chr8	37792183	37792398	+	251	NA	Intergenic	NA	-4593	GPR124								
OCIAML2_1_168_R1_peak_795	chr1	221000571	221000827	+	251	NA	Intergenic	NA	-77139	LOC101929750								
OCIAML2_1_168_R1_peak_8757	chr9	21357834	21358083	+	250	NA	Intergenic	NA	-7071	IFNA6								
OCIAML2_1_168_R1_peak_3947	chr19	2087672	2087895	+	250	NA	intron (MOB3A, intron 1 of 4)	NA	8487	MOB3A								
OCIAML2_1_168_R1_peak_5992	chr3	152596043	152596275	+	250	NA	Intergenic	NA	-54287	LOC102724289								
OCIAML2_1_168_R1_peak_42	chr1	15297033	15297317	+	250	NA	intron (FHAD1, intron 5 of 33)	NA	46730	LOC101927417								
OCIAML2_1_168_R1_peak_3346	chr16	85730239	85730459	+	250	NA	intron (C16orf74, intron 2 of 3)	NA	11301	MIR1910								
OCIAML2_1_168_R1_peak_4499	chr2	68829312	68829553	+	250	NA	Intergenic	NA	42085	BMP10								
OCIAML2_1_168_R1_peak_6591	chr4	184314275	184314536	+	250	NA	promoter-TSS (LOC391722)	NA	-76	LOC391722								
OCIAML2_1_168_R1_peak_2215	chr12	116858086	116858342	+	250	NA	Intergenic	NA	23213	HRK								
OCIAML2_1_168_R1_peak_7608	chr6	136113821	136114077	+	250	NA	intron (PDE7B, intron 2 of 11)	NA	-41118	RP13-143G15.3								
OCIAML2_1_168_R1_peak_1747	chr11	117096532	117096765	+	250	NA	intron (SIK3, intron 1 of 23)	NA	1767	SIK3								
OCIAML2_1_168_R1_peak_5541	chr3	4519079	4519320	+	250	NA	intron (ITPR1, intron 3 of 58)	NA	25851	ITPR1								
OCIAML2_1_168_R1_peak_1474	chr11	27409802	27410085	+	249	NA	intron (LOC101928289, intron 2 of 2)	NA	5262	LOC101928289								
OCIAML2_1_168_R1_peak_6930	chr5	141683101	141683344	+	249	NA	promoter-TSS (ARAP3)	NA	-1025	ARAP3								
OCIAML2_1_168_R1_peak_499	chr1	159910431	159910714	+	249	NA	Intergenic	NA	-10456	CCDC19								
OCIAML2_1_168_R1_peak_2875	chr15	52013145	52013384	+	249	NA	intron (MAPK6, intron 1 of 5)	NA	-5967	MAPK6								
OCIAML2_1_168_R1_peak_7589	chr6	132512521	132512750	+	249	NA	intron (STX7, intron 1 of 9)	NA	563	STX7								
OCIAML2_1_168_R1_peak_6186	chr4	573192	573414	+	248	NA	Intergenic	NA	74103	PIGG								
OCIAML2_1_168_R1_peak_8129	chr7	156036475	156036682	+	248	NA	Intergenic	NA	73940	LOC389602								
OCIAML2_1_168_R1_peak_1693	chr11	86193358	86193616	+	248	NA	Intergenic	NA	-51057	EED								
OCIAML2_1_168_R1_peak_9033	chr9	128899580	128899833	+	248	NA	intron (LRRC8A, intron 2 of 3)	NA	10683	LOC101929291								
OCIAML2_1_168_R1_peak_8445	chr8	70523698	70523982	+	248	NA	Intergenic	NA	52706	RP11-333A23.4								
OCIAML2_1_168_R1_peak_4126	chr19	38849373	38849608	+	248	NA	intron (HNRNPL, intron 1 of 12)	NA	2849	HNRNPL								
OCIAML2_1_168_R1_peak_338	chr1	100152365	100152595	+	248	NA	exon (LRRC39, exon 8 of 9)	NA	19367	TRMT13								
OCIAML2_1_168_R1_peak_4980	chr20	1828598	1828815	+	248	NA	Intergenic	NA	-48960	LOC100289473								
OCIAML2_1_168_R1_peak_2246	chr12	122502201	122502438	+	248	NA	Intergenic	NA	-1462	ZCCHC8								
OCIAML2_1_168_R1_peak_4274	chr19	55407845	55408277	+	248	NA	promoter-TSS (UBE2S)	NA	-104	UBE2S								
OCIAML2_1_168_R1_peak_6443	chr4	113815884	113816140	+	248	NA	Intergenic	NA	-54085	CAMK2D								
OCIAML2_1_168_R1_peak_4998	chr20	4324994	4325255	+	248	NA	Intergenic	NA	-76112	ADRA1D								
OCIAML2_1_168_R1_peak_3646	chr17	64391133	64391398	+	246	NA	promoter-TSS (PECAM1)	NA	-101	PECAM1								
OCIAML2_1_168_R1_peak_2079	chr12	77999118	77999459	+	246	NA	intron (NAV3, intron 8 of 39)	NA	223505	LOC101928207								
OCIAML2_1_168_R1_peak_1735	chr11	111446608	111446921	+	246	NA	intron (RP11-794P6.3, intron 5 of 14)	NA	18266	RP11-794P6.3								
