PeakID (cmd=annotatePeaks.pl D9_1_155_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_155_R1_peak_10001	chr17	56536564	56537073	+	594	NA	Intergenic	NA	-56881	NOG								
D9_1_155_R1_peak_23493	chr8	143978517	143978982	+	594	NA	intron (PARP10, intron 8 of 9)	NA	7522	PARP10								
D9_1_155_R1_peak_10111	chr17	62981134	62981491	+	593	NA	intron (TANC2, intron 1 of 26)	NA	14758	TANC2								
D9_1_155_R1_peak_5353	chr12	54448394	54448783	+	593	NA	Intergenic	NA	24994	GTSF1								
D9_1_155_R1_peak_4209	chr11	66545955	66546401	+	593	NA	promoter-TSS (ACTN3)	NA	22	ZDHHC24								
D9_1_155_R1_peak_6186	chr13	28718090	28718597	+	593	NA	intron (SLC46A3, intron 1 of 6)	NA	670	SLC46A3								
D9_1_155_R1_peak_19081	chr5	117761179	117761580	+	593	NA	Intergenic	NA	-163631	LOC102467224								
D9_1_155_R1_peak_18695	chr5	59130362	59130746	+	593	NA	intron (PDE4D, intron 5 of 14)	NA	-5300	PDE4D								
D9_1_155_R1_peak_18419	chr5	10760988	10761450	+	593	NA	promoter-TSS (DAP)	NA	56	DAP								
D9_1_155_R1_peak_518	chr1	33366634	33367003	+	593	NA	intron (PHC2, intron 7 of 9)	NA	-34391	MIR3605								
D9_1_155_R1_peak_10278	chr17	75411397	75411904	+	593	NA	Intergenic	NA	5573	MIR3678								
D9_1_155_R1_peak_23073	chr8	96791042	96791541	+	593	NA	intron (CPQ, intron 2 of 7)	NA	146064	CPQ								
D9_1_155_R1_peak_9340	chr17	2711509	2712042	+	592	NA	promoter-TSS (CLUH)	NA	-4342	CLUH								
D9_1_155_R1_peak_3715	chr11	10857152	10857659	+	591	NA	promoter-TSS (ZBED5-AS1)	NA	668	ZBED5								
D9_1_155_R1_peak_14977	chr21	38831423	38832062	+	590	NA	Intergenic	NA	25296	ETS2								
D9_1_155_R1_peak_5409	chr12	57440690	57441097	+	590	NA	intron (INHBC, intron 1 of 1)	NA	6208	INHBC								
D9_1_155_R1_peak_23877	chr9	77945691	77946174	+	590	NA	intron (GNAQ, intron 1 of 6)	NA	85517	GNAQ								
D9_1_155_R1_peak_22601	chr8	27283822	27284421	+	590	NA	TTS (TRIM35)	NA	-25682	STMN4								
D9_1_155_R1_peak_4124	chr11	64538382	64538737	+	590	NA	Intergenic	NA	-17067	SLC22A11								
D9_1_155_R1_peak_15510	chr22	46674244	46674653	+	589	NA	intron (GRAMD4, intron 14 of 17)	NA	63807	CERK								
D9_1_155_R1_peak_22444	chr7	158818866	158819245	+	589	NA	intron (ESYT2, intron 1 of 21)	NA	10573	ESYT2								
D9_1_155_R1_peak_4385	chr11	83156625	83157346	+	589	NA	promoter-TSS (PCF11)	NA	-110	PCF11								
D9_1_155_R1_peak_1475	chr1	156020676	156021119	+	589	NA	promoter-TSS (SSR2)	NA	70	SSR2								
D9_1_155_R1_peak_19092	chr5	119339913	119340315	+	588	NA	intron (TNFAIP8, intron 1 of 1)	NA	15643	LOC102723444								
D9_1_155_R1_peak_21590	chr7	38230493	38230985	+	588	NA	TTS (STARD3NL)	NA	42908	TARP								
D9_1_155_R1_peak_9141	chr16	81076641	81077363	+	588	NA	intron (C16orf46, intron 1 of 4)	NA	242	C16orf46								
D9_1_155_R1_peak_20934	chr6	135195001	135195993	+	588	NA	intron (MYB, intron 8 of 13)	NA	14182	MYB								
D9_1_155_R1_peak_24910	chrX	47658978	47659446	+	588	NA	promoter-TSS (UXT)	NA	-32	UXT								
D9_1_155_R1_peak_6155	chr13	25285941	25286863	+	588	NA	intron (MTMR6, intron 1 of 13)	NA	1164	MTMR6								
D9_1_155_R1_peak_6725	chr13	110160885	110161794	+	588	NA	exon (COL4A1, exon 49 of 52)	NA	-23388	LOC101927712								
D9_1_155_R1_peak_6702	chr13	108352632	108352999	+	588	NA	Intergenic	NA	-60809	LOC102724347								
D9_1_155_R1_peak_15656	chr3	11507622	11508050	+	588	NA	intron (ATG7, intron 17 of 17)	NA	212932	VGLL4								
D9_1_155_R1_peak_9203	chr16	85781767	85782819	+	588	NA	intron (EMC8, intron 2 of 3)	NA	-10105	LOC101928557								
D9_1_155_R1_peak_11324	chr19	14384228	14384656	+	588	NA	intron (CD97, intron 2 of 19)	NA	3298	CD97								
D9_1_155_R1_peak_537	chr1	35577485	35578053	+	588	NA	intron (TFAP2E, intron 3 of 6)	NA	11906	TFAP2E								
D9_1_155_R1_peak_953	chr1	81125602	81126098	+	588	NA	Intergenic	NA	-180290	LOC101927458								
D9_1_155_R1_peak_9864	chr17	43360801	43361501	+	588	NA	Intergenic	NA	27747	LINC00910								
D9_1_155_R1_peak_8835	chr16	30948204	30948570	+	588	NA	promoter-TSS (ORAI3)	NA	-697	ORAI3								
D9_1_155_R1_peak_13102	chr2	118974005	118974430	+	588	NA	intron (MARCO, intron 4 of 16)	NA	32048	MARCO								
D9_1_155_R1_peak_1771	chr1	182890017	182890484	+	587	NA	Intergenic	NA	50946	DHX9								
D9_1_155_R1_peak_7442	chr14	93103610	93104021	+	586	NA	intron (ITPK1, intron 2 of 10)	NA	12103	ITPK1								
D9_1_155_R1_peak_21919	chr7	90403533	90404230	+	586	NA	intron (CLDN12, intron 1 of 2)	NA	547	CLDN12								
D9_1_155_R1_peak_3692	chr11	10305594	10306154	+	586	NA	intron (ADM, intron 2 of 3)	NA	779	ADM								
D9_1_155_R1_peak_1213	chr1	113782268	113782776	+	586	NA	intron (RSBN1, intron 2 of 6)	NA	-23584	PHTF1								
D9_1_155_R1_peak_5572	chr12	78033932	78034436	+	586	NA	intron (NAV3, intron 8 of 37)	NA	-2257	NAV3								
D9_1_155_R1_peak_4624	chr11	119673914	119674434	+	586	NA	TTS (PVRL1)	NA	54551	PVRL1								
D9_1_155_R1_peak_7180	chr14	70514485	70514849	+	586	NA	Intergenic	NA	-30911	ADAM20P1								
D9_1_155_R1_peak_15059	chr21	45619042	45619433	+	586	NA	Intergenic	NA	-76797	SLC19A1								
D9_1_155_R1_peak_8884	chr16	48611670	48612348	+	586	NA	Intergenic	NA	-1795	N4BP1								
D9_1_155_R1_peak_14454	chr20	35771766	35772302	+	586	NA	promoter-TSS (PHF20)	NA	33	PHF20								
D9_1_155_R1_peak_9876	chr17	44186629	44187351	+	586	NA	promoter-TSS (TMUB2)	NA	-216	TMUB2								
D9_1_155_R1_peak_15395	chr22	40007743	40008344	+	586	NA	intron (FAM83F, intron 1 of 4)	NA	13094	FAM83F								
D9_1_155_R1_peak_23041	chr8	94719646	94720398	+	586	NA	promoter-TSS (DPY19L4)	NA	-135	DPY19L4								
D9_1_155_R1_peak_3244	chr10	96130483	96130949	+	586	NA	intron (ZNF518A, intron 1 of 5)	NA	660	ZNF518A								
D9_1_155_R1_peak_11148	chr19	7492090	7492586	+	586	NA	Intergenic	NA	-3306	PEX11G								
D9_1_155_R1_peak_21559	chr7	36724235	36724752	+	586	NA	promoter-TSS (AOAH)	NA	56	AOAH								
D9_1_155_R1_peak_4190	chr11	65818058	65818602	+	586	NA	Intergenic	NA	15167	LOC101927853								
D9_1_155_R1_peak_7055	chr14	56244074	56244532	+	585	NA	intron (PELI2, intron 1 of 4)	NA	-84042	LOC102723699								
D9_1_155_R1_peak_24295	chr9	121323041	121323594	+	585	NA	intron (GSN, intron 12 of 18)	NA	23530	GSN								
D9_1_155_R1_peak_9031	chr16	68510214	68510604	+	585	NA	Intergenic	NA	-29349	ZFP90								
D9_1_155_R1_peak_10297	chr17	76203288	76203751	+	585	NA	intron (RNF157, intron 2 of 18)	NA	36848	RNF157								
D9_1_155_R1_peak_16009	chr3	47513148	47513633	+	585	NA	promoter-TSS (ELP6)	NA	48	ELP6								
D9_1_155_R1_peak_20121	chr6	27890414	27891008	+	585	NA	promoter-TSS (HIST1H3J)	NA	81	HIST1H3J								
D9_1_155_R1_peak_9725	chr17	35449502	35450006	+	585	NA	promoter-TSS (SLFN13)	NA	-972	SLFN13								
D9_1_155_R1_peak_3056	chr10	73907862	73908444	+	585	NA	Intergenic	NA	-2979	PLAU								
D9_1_155_R1_peak_1338	chr1	149639293	149639640	+	585	NA	intron (LOC102723863, intron 1 of 1)	NA	7058	TRNAN22-2								
D9_1_155_R1_peak_22309	chr7	141928044	141928577	+	585	NA	TTS (CLEC5A)	NA	9434	OR9A4								
D9_1_155_R1_peak_830	chr1	62783712	62784643	+	585	NA	promoter-TSS (ATG4C)	NA	71	ATG4C								
D9_1_155_R1_peak_21956	chr7	93232020	93232509	+	585	NA	promoter-TSS (CCDC132)	NA	-76	CCDC132								
D9_1_155_R1_peak_7019	chr14	52311502	52312020	+	584	NA	Intergenic	NA	-2537	PTGER2								
D9_1_155_R1_peak_23214	chr8	116890167	116890554	+	583	NA	Intergenic	NA	-15494	RAD21								
D9_1_155_R1_peak_20413	chr6	43369357	43369799	+	583	NA	promoter-TSS (ZNF318)	NA	-135	ZNF318								
D9_1_155_R1_peak_3919	chr11	44954980	44955517	+	583	NA	Intergenic	NA	-4401	TP53I11								
D9_1_155_R1_peak_19660	chr5	178477366	178477960	+	583	NA	intron (COL23A1, intron 2 of 28)	NA	112909	COL23A1								
D9_1_155_R1_peak_12973	chr2	102143008	102143572	+	582	NA	intron (IL1R1, intron 1 of 9)	NA	-43690	IL1RL2								
D9_1_155_R1_peak_18974	chr5	96934556	96935451	+	582	NA	promoter-TSS (LNPEP)	NA	-639	LNPEP								
D9_1_155_R1_peak_44	chr1	2546882	2547592	+	581	NA	Intergenic	NA	5608	LOC115110								
D9_1_155_R1_peak_12115	chr2	12695392	12695771	+	581	NA	Intergenic	NA	-21291	TRIB2								
D9_1_155_R1_peak_4	chr1	868980	869559	+	581	NA	intron (FAM41C, intron 2 of 2)	NA	7533	FAM41C								
D9_1_155_R1_peak_5717	chr12	101775857	101776240	+	581	NA	intron (GNPTAB, intron 7 of 18)	NA	28800	LOC101929005								
D9_1_155_R1_peak_12611	chr2	64988155	64988604	+	581	NA	promoter-TSS (SLC1A4)	NA	-982	SLC1A4								
D9_1_155_R1_peak_25056	chrX	96539875	96540548	+	581	NA	Intergenic	NA	-144452	DIAPH2								
D9_1_155_R1_peak_23307	chr8	125608019	125608540	+	581	NA	Intergenic	NA	176070	TRIB1								
D9_1_155_R1_peak_21806	chr7	75534993	75535419	+	581	NA	exon (HIP1, exon 31 of 31)	NA	-7083	PMS2P3								
D9_1_155_R1_peak_18324	chr4	184514303	184514712	+	581	NA	Intergenic	NA	39705	LOC102723779								
D9_1_155_R1_peak_25151	chrX	123962839	123963275	+	581	NA	intron (STAG2, intron 1 of 33)	NA	1315	STAG2								
D9_1_155_R1_peak_7233	chr14	74712990	74713408	+	580	NA	promoter-TSS (AREL1)	NA	29	FCF1								
D9_1_155_R1_peak_3119	chr10	79286399	79286987	+	579	NA	intron (ZMIZ1, intron 8 of 24)	NA	-60773	PPIF								
D9_1_155_R1_peak_19189	chr5	134465742	134466303	+	579	NA	Intergenic	NA	-30975	LOC102546229								
D9_1_155_R1_peak_12545	chr2	60867860	60868325	+	579	NA	intron (LINC01185, intron 1 of 2)	NA	13222	LINC01185								
D9_1_155_R1_peak_7002	chr14	50926766	50927242	+	578	NA	intron (PYGL, intron 4 of 19)	NA	17526	PYGL								
D9_1_155_R1_peak_11952	chr19	55254033	55254511	+	578	NA	intron (PPP6R1, intron 1 of 23)	NA	4758	PPP6R1								
D9_1_155_R1_peak_1298	chr1	145215859	145216206	+	578	NA	TTS (LOC100996740)	NA	1294	LOC100996740								
D9_1_155_R1_peak_17527	chr4	40157331	40157800	+	578	NA	exon (N4BP2, exon 19 of 19)	NA	-35402	RHOH								
D9_1_155_R1_peak_13533	chr2	177753937	177754338	+	578	NA	intron (PDE11A, intron 9 of 18)	NA	-135171	TTC30A								
D9_1_155_R1_peak_21457	chr7	24911126	24911486	+	578	NA	intron (OSBPL3, intron 1 of 21)	NA	68893	OSBPL3								
D9_1_155_R1_peak_23878	chr9	77956501	77956889	+	578	NA	intron (GNAQ, intron 1 of 6)	NA	74754	GNAQ								
D9_1_155_R1_peak_7168	chr14	69428455	69428938	+	577	NA	intron (SLC39A9, intron 2 of 5)	NA	30028	SLC39A9								
D9_1_155_R1_peak_20501	chr6	63352696	63353473	+	577	NA	Intergenic	NA	-33107	LGSN								
D9_1_155_R1_peak_10967	chr19	697163	697629	+	577	NA	Intergenic	NA	-1935	PRSS57								
D9_1_155_R1_peak_15907	chr3	41208879	41209295	+	577	NA	intron (CTNNB1, intron 1 of 14)	NA	9636	CTNNB1								
D9_1_155_R1_peak_21015	chr6	139375315	139376275	+	576	NA	Intergenic	NA	-1582	CITED2								
D9_1_155_R1_peak_2146	chr1	224379969	224380433	+	575	NA	TTS (CNIH4)	NA	-1127	LOC101927185								
D9_1_155_R1_peak_20178	chr6	30795625	30796047	+	575	NA	Intergenic	NA	34823	LINC00243								
D9_1_155_R1_peak_14811	chr21	21051695	21052058	+	575	NA	intron (NCAM2, intron 1 of 15)	NA	53537	NCAM2								
D9_1_155_R1_peak_15451	chr22	42444568	42445070	+	575	NA	promoter-TSS (LOC101927344)	NA	-825	LOC101927344								
D9_1_155_R1_peak_23024	chr8	91069511	91070255	+	575	NA	promoter-TSS (OTUD6B)	NA	160	GS1-251I9.4								
D9_1_155_R1_peak_7948	chr15	66293305	66293745	+	574	NA	promoter-TSS (DIS3L)	NA	230	DIS3L								
D9_1_155_R1_peak_16026	chr3	48365660	48366104	+	574	NA	Intergenic	NA	-6337	FBXW12								
D9_1_155_R1_peak_15423	chr22	41043674	41044093	+	574	NA	Intergenic	NA	-48662	MIR1281								
D9_1_155_R1_peak_9024	chr16	68084347	68084910	+	574	NA	promoter-TSS (NFATC3)	NA	-738	NFATC3								
D9_1_155_R1_peak_8002	chr15	69088423	69088810	+	574	NA	intron (LINC00277, intron 1 of 3)	NA	7766	LINC00277								
D9_1_155_R1_peak_7444	chr14	93151054	93151562	+	574	NA	Intergenic	NA	33596	MOAP1								
D9_1_155_R1_peak_20311	chr6	36291263	36291769	+	574	NA	exon (PNPLA1, exon 2 of 8)	NA	45369	C6orf222								
D9_1_155_R1_peak_11790	chr19	47273889	47274452	+	574	NA	promoter-TSS (PRR24)	NA	-715	PRR24								
D9_1_155_R1_peak_19420	chr5	151497600	151497938	+	574	NA	intron (SLC36A1, intron 10 of 10)	NA	24340	MIR6499								
D9_1_155_R1_peak_12560	chr2	62186568	62187005	+	574	NA	Intergenic	NA	-9341	B3GNT2								
D9_1_155_R1_peak_19688	chr5	180049239	180049667	+	573	NA	intron (RNF130, intron 1 of 7)	NA	22677	RNF130								
D9_1_155_R1_peak_1261	chr1	116504101	116504930	+	573	NA	Intergenic	NA	-29562	RP4-655J12.4								
D9_1_155_R1_peak_6088	chr12	131852348	131852826	+	573	NA	TTS (MMP17)	NA	24191	MMP17								
D9_1_155_R1_peak_3938	chr11	46342291	46342688	+	573	NA	intron (DGKZ, intron 1 of 30)	NA	-4917	DGKZ								
D9_1_155_R1_peak_7520	chr14	101876539	101877026	+	573	NA	intron (PPP2R5C, intron 4 of 15)	NA	66979	PPP2R5C								
D9_1_155_R1_peak_2545	chr10	11180221	11180691	+	572	NA	intron (CELF2, intron 1 of 11)	NA	-74968	CELF2-AS2								
D9_1_155_R1_peak_18044	chr4	127995816	127996184	+	572	NA	intron (C4orf29, intron 4 of 10)	NA	-5746	C4orf29								
D9_1_155_R1_peak_3859	chr11	34451059	34451539	+	572	NA	intron (CAT, intron 3 of 12)	NA	12374	CAT								
D9_1_155_R1_peak_17628	chr4	55948623	55949356	+	572	NA	exon (CEP135, exon 1 of 26)	NA	-16789	CEP135								
D9_1_155_R1_peak_1533	chr1	159937396	159937828	+	572	NA	intron (IGSF9, intron 4 of 20)	NA	7984	IGSF9								
D9_1_155_R1_peak_3053	chr10	73849272	73849646	+	572	NA	intron (CAMK2G, intron 5 of 22)	NA	25132	CAMK2G								
D9_1_155_R1_peak_22672	chr8	33512927	33513932	+	572	NA	promoter-TSS (TTI2)	NA	-46	SNORD13								
D9_1_155_R1_peak_14933	chr21	36322846	36323353	+	572	NA	exon (MORC3, exon 2 of 18)	NA	2899	MORC3								
D9_1_155_R1_peak_22279	chr7	139626888	139627256	+	572	NA	intron (HIPK2, intron 5 of 14)	NA	-14590	LOC101928984								
D9_1_155_R1_peak_13841	chr2	218370372	218370912	+	572	NA	Intergenic	NA	-2807	LOC101928513								
D9_1_155_R1_peak_25136	chrX	120485288	120486020	+	572	NA	Intergenic	NA	-16305	LAMP2								
D9_1_155_R1_peak_377	chr1	26581328	26581738	+	572	NA	Intergenic	NA	26959	MIR1976								
D9_1_155_R1_peak_19493	chr5	163460030	163461073	+	572	NA	promoter-TSS (HMMR)	NA	40	HMMR								
D9_1_155_R1_peak_10903	chr18	74610066	74610490	+	572	NA	intron (ZNF407, intron 1 of 4)	NA	-12443	LINC00909								
D9_1_155_R1_peak_2382	chr1	244815498	244815857	+	572	NA	Intergenic	NA	-19660	COX20								
D9_1_155_R1_peak_16202	chr3	60992335	60992756	+	571	NA	intron (FHIT, intron 2 of 8)	NA	258914	FHIT								
D9_1_155_R1_peak_22825	chr8	59300683	59301338	+	571	NA	Intergenic	NA	181073	LOC100505501								
D9_1_155_R1_peak_2431	chr1	248288435	248288790	+	571	NA	Intergenic	NA	6966	OR2T12								
D9_1_155_R1_peak_1586	chr1	161643575	161644213	+	571	NA	Intergenic	NA	-12847	FCGR3B								
D9_1_155_R1_peak_16035	chr3	48564071	48564453	+	571	NA	promoter-TSS (UCN2)	NA	-494	UCN2								
D9_1_155_R1_peak_1968	chr1	204411701	204412262	+	571	NA	promoter-TSS (PPP1R15B)	NA	-164	PPP1R15B								
D9_1_155_R1_peak_6250	chr13	32362631	32363021	+	570	NA	intron (BRCA2, intron 17 of 26)	NA	47346	BRCA2								
D9_1_155_R1_peak_21848	chr7	77442611	77443326	+	570	NA	Intergenic	NA	-26566	GSAP								
D9_1_155_R1_peak_22688	chr8	37948819	37949189	+	570	NA	Intergenic	NA	-8858	GOT1L1								
D9_1_155_R1_peak_8257	chr15	85668088	85668446	+	570	NA	intron (AKAP13, intron 14 of 38)	NA	88363	RP11-158M2.5								
D9_1_155_R1_peak_14823	chr21	26099699	26100163	+	570	NA	intron (APP, intron 1 of 16)	NA	70889	APP								
D9_1_155_R1_peak_21528	chr7	32671843	32672281	+	570	NA	intron (DPY19L1P1, intron 5 of 16)	NA	47106	DPY19L1P1								
D9_1_155_R1_peak_2863	chr10	48306533	48307028	+	570	NA	exon (MAPK8, exon 1 of 12)	NA	141	MAPK8								
D9_1_155_R1_peak_10786	chr18	48934497	48935155	+	569	NA	intron (SMAD7, intron 3 of 3)	NA	14507	SMAD7								
D9_1_155_R1_peak_6869	chr14	24311778	24312198	+	569	NA	promoter-TSS (CIDEB)	NA	-618	CIDEB								
D9_1_155_R1_peak_22917	chr8	67343545	67344099	+	569	NA	promoter-TSS (ARFGEF1)	NA	94	LOC102724708								
D9_1_155_R1_peak_1964	chr1	203954900	203955343	+	569	NA	Intergenic	NA	86143	LINC00303								
D9_1_155_R1_peak_24345	chr9	124965772	124966116	+	569	NA	intron (SCAI, intron 18 of 18)	NA	-24963	GOLGA1								
D9_1_155_R1_peak_16728	chr3	148735576	148735925	+	569	NA	intron (AGTR1, intron 2 of 2)	NA	37879	AGTR1								
D9_1_155_R1_peak_4461	chr11	95361778	95362377	+	569	NA	Intergenic	NA	-130995	SESN3								
D9_1_155_R1_peak_10133	chr17	64107905	64108337	+	568	NA	intron (ERN1, intron 1 of 21)	NA	22678	ERN1								
D9_1_155_R1_peak_119	chr1	9239541	9239998	+	568	NA	promoter-TSS (H6PD)	NA	-2584	H6PD								
D9_1_155_R1_peak_20742	chr6	109382886	109383428	+	568	NA	promoter-TSS (CD164)	NA	-598	CD164								
D9_1_155_R1_peak_7355	chr14	88002389	88002991	+	568	NA	Intergenic	NA	-2434	GPR65								
D9_1_155_R1_peak_8668	chr16	18803926	18804330	+	568	NA	TTS (SMG1)	NA	-2593	ARL6IP1								
D9_1_155_R1_peak_11047	chr19	2739689	2740312	+	567	NA	promoter-TSS (SLC39A3)	NA	76	SLC39A3								
D9_1_155_R1_peak_8395	chr15	98503959	98504332	+	567	NA	intron (FAM169B, intron 2 of 6)	NA	10237	FAM169B								
D9_1_155_R1_peak_6483	chr13	52455164	52456071	+	567	NA	promoter-TSS (CKAP2)	NA	257	CKAP2								
D9_1_155_R1_peak_1296	chr1	144412570	144412971	+	565	NA	TTS (RNVU1-15)	NA	194	RNVU1-15								
D9_1_155_R1_peak_5456	chr12	63668156	63668681	+	565	NA	exon (DPY19L2, exon 1 of 20)	NA	127	DPY19L2								
D9_1_155_R1_peak_4711	chr11	128316530	128317125	+	565	NA	Intergenic	NA	180767	ETS1								
D9_1_155_R1_peak_16856	chr3	157174632	157175742	+	565	NA	exon (LOC101928236, exon 2 of 4)	NA	790	LOC101928236								
D9_1_155_R1_peak_23568	chr9	5558110	5558832	+	565	NA	intron (PDCD1LG2, intron 5 of 6)	NA	47959	PDCD1LG2								
D9_1_155_R1_peak_24800	chrX	37746117	37746828	+	565	NA	Intergenic	NA	-33545	CYBB								
D9_1_155_R1_peak_303	chr1	23525738	23526183	+	565	NA	intron (E2F2, intron 1 of 6)	NA	4030	LOC101928163								
D9_1_155_R1_peak_12352	chr2	39625685	39626038	+	565	NA	Intergenic	NA	-40056	TMEM178A								
D9_1_155_R1_peak_18945	chr5	95181611	95182040	+	564	NA	intron (MCTP1, intron 1 of 22)	NA	-100163	MCTP1								
D9_1_155_R1_peak_24817	chrX	38805745	38806270	+	564	NA	exon (MID1IP1, exon 2 of 2)	NA	4575	MID1IP1								
D9_1_155_R1_peak_14224	chr20	8435478	8435946	+	564	NA	intron (PLCB1, intron 3 of 31)	NA	303447	PLCB1								
D9_1_155_R1_peak_13240	chr2	136801717	136802314	+	564	NA	Intergenic	NA	-188877	THSD7B								
D9_1_155_R1_peak_24794	chrX	30659453	30659817	+	564	NA	intron (GK, intron 1 of 17)	NA	6276	GK								
D9_1_155_R1_peak_23086	chr8	99065470	99065832	+	564	NA	intron (VPS13B, intron 4 of 8)	NA	52377	VPS13B								
D9_1_155_R1_peak_2240	chr1	231763136	231763878	+	564	NA	intron (DISC1, intron 4 of 10)	NA	55010	DISC2								
D9_1_155_R1_peak_23740	chr9	36400123	36401041	+	564	NA	promoter-TSS (RNF38)	NA	341	RNF38								
D9_1_155_R1_peak_18455	chr5	17436184	17437368	+	564	NA	intron (LOC101929544, intron 1 of 1)	NA	-7281	LOC102723526								
D9_1_155_R1_peak_18553	chr5	39946289	39946727	+	563	NA	Intergenic	NA	-105783	LINC00603								
D9_1_155_R1_peak_20372	chr6	41895316	41896207	+	563	NA	promoter-TSS (USP49)	NA	-24124	USP49								
D9_1_155_R1_peak_17802	chr4	83125879	83126333	+	563	NA	Intergenic	NA	-11348	PLAC8								
D9_1_155_R1_peak_10257	chr17	74777854	74778230	+	563	NA	intron (TMEM104, intron 2 of 9)	NA	1533	TMEM104								
D9_1_155_R1_peak_3083	chr10	75166337	75166745	+	562	NA	intron (SAMD8, intron 3 of 4)	NA	-43613	VDAC2								
D9_1_155_R1_peak_23151	chr8	104437161	104437692	+	562	NA	intron (DPYS, intron 4 of 10)	NA	29623	DPYS								
D9_1_155_R1_peak_18800	chr5	74601958	74602353	+	562	NA	Intergenic	NA	39269	ENC1								
D9_1_155_R1_peak_2413	chr1	246723994	246724742	+	562	NA	exon (SCCPDH, exon 1 of 12)	NA	292	SCCPDH								
D9_1_155_R1_peak_22067	chr7	104944396	104944783	+	562	NA	intron (LOC101927902, intron 1 of 1)	NA	3633	LOC101927902								
D9_1_155_R1_peak_21935	chr7	92245530	92246142	+	562	NA	promoter-TSS (KRIT1)	NA	88	KRIT1								
D9_1_155_R1_peak_16181	chr3	59286644	59287059	+	561	NA	Intergenic	NA	-236801	C3orf67								
D9_1_155_R1_peak_13720	chr2	201258056	201258962	+	561	NA	intron (CASP8, intron 1 of 8)	NA	298	CASP8								
D9_1_155_R1_peak_12633	chr2	68251390	68251741	+	561	NA	promoter-TSS (LOC102724389)	NA	-34	LOC102724389								
D9_1_155_R1_peak_11039	chr19	2475731	2476438	+	561	NA	promoter-TSS (GADD45B)	NA	-41	GADD45B								
D9_1_155_R1_peak_3528	chr10	128064552	128065237	+	561	NA	intron (PTPRE, intron 9 of 19)	NA	61310	MKI67								
D9_1_155_R1_peak_17437	chr4	23333898	23334378	+	561	NA	Intergenic	NA	641224	GBA3								
D9_1_155_R1_peak_9199	chr16	85611386	85612062	+	560	NA	intron (GSE1, intron 1 of 14)	NA	77258	GINS2								
D9_1_155_R1_peak_24798	chrX	35699537	35699991	+	560	NA	Intergenic	NA	-98578	MAGEB16								
D9_1_155_R1_peak_3633	chr11	5596521	5596957	+	560	NA	exon (TRIM6, exon 1 of 8)	NA	104	TRIM6								
D9_1_155_R1_peak_9382	chr17	4648678	4649100	+	560	NA	Intergenic	NA	-7224	ALOX15								
D9_1_155_R1_peak_15956	chr3	45212081	45212523	+	560	NA	Intergenic	NA	-3767	LOC101928636								
D9_1_155_R1_peak_11812	chr19	48332607	48333295	+	560	NA	exon (TMEM143, exon 8 of 8)	NA	7579	EMP3								
D9_1_155_R1_peak_12174	chr2	25991636	25991967	+	560	NA	Intergenic	NA	-9227	KIF3C								
D9_1_155_R1_peak_4572	chr11	114399627	114400999	+	560	NA	promoter-TSS (RBM7)	NA	-216	RBM7								
D9_1_155_R1_peak_20084	chr6	26473645	26474113	+	560	NA	intron (LOC285819, intron 3 of 3)	NA	8630	LOC285819								
D9_1_155_R1_peak_6082	chr12	128914813	128915333	+	560	NA	intron (GLT1D1, intron 6 of 10)	NA	61519	GLT1D1								
D9_1_155_R1_peak_9123	chr16	77190814	77191307	+	559	NA	exon (MON1B, exon 1 of 6)	NA	141	MON1B								
D9_1_155_R1_peak_19813	chr6	7166126	7167302	+	558	NA	intron (RREB1, intron 1 of 12)	NA	59117	RREB1								
D9_1_155_R1_peak_15783	chr3	25782690	25783246	+	558	NA	intron (NGLY1, intron 1 of 11)	NA	7071	NGLY1								
D9_1_155_R1_peak_1406	chr1	153386381	153387037	+	558	NA	Intergenic	NA	4479	S100A8								
D9_1_155_R1_peak_13987	chr2	231666255	231666684	+	558	NA	Intergenic	NA	-42056	PTMA								
D9_1_155_R1_peak_13484	chr2	173997388	173997892	+	558	NA	Intergenic	NA	-27646	LOC100128905								
D9_1_155_R1_peak_4697	chr11	126353330	126353680	+	558	NA	intron (ST3GAL4-AS1, intron 1 of 1)	NA	2082	ST3GAL4-AS1								
D9_1_155_R1_peak_8373	chr15	94238499	94238887	+	558	NA	intron (MCTP2, intron 1 of 22)	NA	-117444	MCTP2								
D9_1_155_R1_peak_12676	chr2	69655391	69655746	+	558	NA	Intergenic	NA	-11723	AAK1								
D9_1_155_R1_peak_23617	chr9	19154064	19154574	+	558	NA	Intergenic	NA	-26713	PLIN2								
D9_1_155_R1_peak_16211	chr3	63968176	63968737	+	558	NA	intron (ATXN7, intron 1 of 8)	NA	712	ATXN7								
D9_1_155_R1_peak_21524	chr7	32533601	32534001	+	558	NA	intron (AVL9, intron 1 of 15)	NA	38312	AVL9								
D9_1_155_R1_peak_11434	chr19	18571401	18571858	+	558	NA	promoter-TSS (UBA52)	NA	-229	UBA52								
