GENE,mr571-MV411-DMSO_coculture_12h-r1_tcount,mr572-MV411-DMSO_coculture_12h-r2_tcount,mr573-MV411-DMSO_coculture_12h-r3_tcount,mr574-MV411-DMSO_coculture_12h-r4_tcount,mr575-MV411-DMSO_coculture_12h-r5_tcount,mr576-MV411-VHL_coculture_12h-r1_tcount,mr577-MV411-VHL_coculture_12h-r2_tcount,mr578-MV411-VHL_coculture_12h-r3_tcount,mr579-MV411-VHL_coculture_12h-r4_tcount,mr580-MV411-VHL_coculture_12h-r5_tcount,mr581-MV411-MYB-dTAG-DMSO_coculture_12h-r1_tcount,mr582-MV411-MYB-dTAG-DMSO_coculture_12h-r2_tcount,mr583-MV411-MYB-dTAG-DMSO_coculture_12h-r3_tcount,mr584-MV411-MYB-dTAG-DMSO_coculture_12h-r4_tcount,mr585-MV411-MYB-dTAG-VHL_coculture_12h-r1_tcount,mr586-MV411-MYB-dTAG-VHL_coculture_12h-r2_tcount,mr587-MV411-MYB-dTAG-VHL_coculture_12h-r3_tcount,mr588-MV411-MYB-dTAG-VHL_coculture_12h-r4_tcount,mr589-MV411-MYB-dTAG-VHL_coculture_12h-r5_tcount
LPXN,16,17,16,20,8,33,18,10,19,16,47,29,22,11,57,62,29,51,56
ZRANB2,180,175,55,170,84,230,236,94,153,154,145,163,291,108,301,169,159,84,194
PEX16,4,0,0,2,1,0,3,0,2,2,0,0,2,0,2,1,0,0,0
SNRNP40,30,33,29,36,25,39,38,45,34,29,23,14,24,14,43,30,18,39,36
MED21,26,33,35,37,28,42,62,26,25,38,29,54,71,32,84,47,43,32,76
TJP2,21,7,10,14,6,5,11,6,11,3,8,7,8,5,11,8,7,13,10
FADS2,46,44,42,27,27,39,64,27,25,29,18,14,30,15,38,28,14,13,19
DDX23,36,38,30,27,21,46,74,25,30,39,51,42,32,19,25,33,31,52,36
CRIPT,21,12,14,22,13,20,25,18,15,10,30,26,29,9,39,27,15,21,34
ZNF264,3,4,1,1,3,11,2,10,2,2,10,9,11,9,18,9,6,4,22
NTN1,0,0,1,1,0,1,5,1,3,1,0,0,0,0,2,3,0,3,5
KCNK6,14,11,21,19,9,36,12,15,13,8,22,22,24,14,28,29,13,33,20
CDYL,22,23,15,29,20,54,54,17,21,21,41,32,60,20,48,40,27,29,39
ABCG2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
CHST2,0,0,1,2,0,1,0,0,1,3,0,0,2,0,2,0,0,0,0
MED23,13,15,12,9,8,31,12,12,8,11,18,17,18,16,40,8,10,9,21
MED17,27,14,14,16,20,32,22,9,16,12,35,21,18,15,37,19,14,26,29
MED26,51,25,27,57,30,40,42,15,27,35,41,18,44,20,46,37,22,39,34
MED27,17,6,17,14,3,3,15,5,5,5,7,3,6,9,11,6,6,10,6
MED7,10,5,4,4,2,12,14,9,5,5,8,5,10,4,16,12,3,11,12
QKI,133,165,59,180,117,268,246,120,155,121,192,223,335,104,486,238,221,96,414
ITM2B,56,28,27,38,14,64,31,15,22,29,55,37,61,32,117,55,51,68,70
GSTO1,8,5,5,6,0,5,1,1,3,8,7,1,2,4,7,3,2,10,1
AIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAP4K4,61,63,46,62,33,62,65,48,38,48,61,59,77,36,75,61,57,80,71
LY86,6,8,12,6,10,10,12,6,7,14,6,2,7,2,13,4,4,15,9
EIF2AK3,27,19,23,21,8,22,21,10,23,13,25,16,28,8,40,18,31,15,36
GGPS1,7,13,13,6,2,19,9,7,16,10,11,9,15,6,12,8,10,9,15
HOMER3,6,10,6,6,3,3,4,5,10,4,0,5,10,1,6,3,2,1,2
HOMER2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,1
HOMER1,22,30,20,40,11,26,21,24,16,22,39,23,55,17,53,25,28,18,29
ARHGEF6,51,53,24,51,30,82,69,44,54,49,41,76,68,39,111,78,44,24,71
RASAL2,39,65,16,74,37,45,119,52,58,55,61,47,77,24,83,57,41,17,65
PICK1,2,1,0,1,0,0,3,2,1,0,0,0,4,0,0,0,3,1,1
AKAP7,9,5,0,6,0,3,7,1,4,3,4,4,12,6,5,2,8,6,9
IL27RA,4,1,4,5,5,3,5,4,3,9,2,0,1,0,3,3,4,2,2
SH3BP5,7,6,2,5,6,5,6,0,3,3,0,1,0,0,3,3,3,2,3
EIF4E2,56,44,55,40,32,55,75,40,45,54,31,51,72,22,73,64,42,57,62
THEMIS2,24,20,22,16,9,18,22,11,10,10,13,8,14,1,7,7,3,2,6
ATG5,108,86,63,87,50,123,94,76,93,93,86,93,131,58,131,92,69,115,83
ROCK2,71,32,33,60,36,65,51,43,63,62,74,59,94,38,131,74,40,58,75
MED20,31,55,21,42,17,49,52,47,28,29,68,36,62,47,86,60,44,43,88
CABP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK8IP1,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0
ONECUT2,99,97,38,79,47,89,104,89,77,93,151,120,215,103,102,55,30,36,65
STX8,2,3,1,0,0,4,1,5,5,1,2,3,3,2,4,4,3,2,3
CHST10,19,35,19,27,18,25,39,12,15,23,21,18,22,20,40,34,17,29,22
PIGL,2,10,10,3,8,5,7,12,2,8,2,8,4,0,0,1,0,5,8
PIGB,9,4,14,11,3,6,8,0,5,3,4,13,13,8,13,9,4,16,9
PGS1,25,8,9,16,10,12,15,6,12,14,12,7,13,7,29,15,16,12,13
PSMF1,19,13,15,24,16,41,41,14,23,29,23,22,34,10,46,16,17,21,33
KIF23,28,25,16,22,20,28,30,17,38,34,33,21,29,20,62,37,17,30,42
AKAP5,14,11,8,6,4,7,17,6,4,8,4,9,16,7,25,17,6,6,9
SLC4A7,28,31,8,18,14,33,34,32,24,24,40,40,68,25,62,34,37,17,42
SLC4A8,1,2,1,1,0,9,3,4,1,3,5,9,5,1,9,6,5,10,9
RPH3AL,0,0,0,1,1,1,0,3,0,0,2,0,0,0,3,1,3,0,1
ADAMTS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
ADAMTS2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMPCB,4,15,3,15,5,8,13,5,11,9,14,27,22,1,24,18,14,9,18
FXR2,3,9,5,9,4,11,11,12,8,13,11,4,13,7,15,15,9,7,10
STXBP5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITAF,12,16,11,21,9,25,18,14,18,7,22,13,16,9,43,23,32,26,44
SPTLC2,150,180,96,190,105,180,321,127,157,166,194,162,316,127,335,184,119,95,263
TBPL1,34,18,20,15,7,16,13,10,13,15,31,26,27,15,49,25,12,34,25
NPEPPS,41,25,30,39,33,74,74,47,46,29,53,70,64,49,97,64,50,58,84
EEF1E1,16,15,21,27,12,12,14,7,21,18,16,19,24,14,21,18,16,15,26
SCAMP1,51,49,18,56,27,43,42,19,54,47,45,43,78,27,69,30,28,19,34
TECR,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0
VPS4B,52,59,40,45,32,86,59,43,48,44,56,42,79,20,128,63,64,47,64
MPDU1,24,26,39,30,19,29,41,29,23,26,33,19,34,18,39,34,13,28,23
GOSR1,63,56,26,54,39,92,90,48,38,49,51,48,71,28,124,87,46,61,104
TMEM59,16,26,10,20,5,18,27,10,15,21,12,27,28,17,56,21,20,29,28
BAG5,108,116,67,118,73,153,185,86,115,142,149,129,194,121,235,139,98,97,189
BAG4,85,94,39,121,65,151,125,75,66,96,77,95,152,63,223,126,109,101,169
BAG3,4,0,10,4,10,4,4,4,7,3,13,4,6,2,18,10,3,15,6
BAG2,51,47,36,62,22,61,61,32,48,31,56,51,99,19,104,40,35,46,72
POLR1C,86,59,62,53,41,54,58,30,49,46,45,38,71,53,59,36,21,58,50
ZNF254,29,30,17,37,16,46,36,8,23,19,54,65,114,28,113,35,51,23,66
GMFG,33,24,25,23,13,16,13,12,14,8,25,18,24,23,12,10,9,20,9
TP53I11,0,0,0,1,1,3,0,0,0,0,0,0,1,1,0,1,0,0,1
EI24,132,96,112,120,67,117,115,67,121,97,133,91,127,69,167,113,84,130,145
TP53I3,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0
CIR1,16,23,20,27,7,20,29,24,22,19,23,21,25,20,46,17,14,29,36
RAB3D,55,74,43,58,40,63,93,73,68,47,84,67,90,34,85,39,38,43,45
APBA3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
ATP6V1G1,41,56,45,86,31,86,79,38,35,47,61,69,90,33,114,71,80,75,87
ATP5MF,5,6,14,6,3,5,6,7,4,4,6,4,8,9,7,2,2,5,8
SPAG7,14,16,17,10,12,30,16,9,12,14,18,10,13,5,19,9,16,32,13
MRPL33,156,126,150,214,102,92,179,119,124,124,166,131,127,75,116,73,40,78,73
SEC22B,7,5,5,12,5,13,25,11,13,12,15,26,23,8,32,20,4,2,12
MACROH2A1,97,98,74,88,41,155,100,60,68,84,102,92,111,66,178,150,106,202,167
ATP5MPL,44,24,35,21,21,40,45,27,28,15,49,20,36,13,28,17,8,58,29
CHD1L,4,3,7,5,9,1,6,2,12,2,11,2,2,6,17,7,3,11,12
VPS26A,68,90,34,59,42,65,69,52,52,71,48,51,81,26,99,60,36,55,59
CCL4L2,16,8,2,18,2,18,15,10,2,8,0,4,5,4,32,44,28,42,44
MINPP1,7,14,0,22,2,7,8,7,9,4,13,5,21,3,25,16,9,17,20
H6PD,3,2,6,4,3,5,14,9,5,4,1,0,5,2,1,1,4,0,1
GTPBP1,12,20,6,12,5,18,24,13,14,14,20,20,16,18,27,20,14,9,21
GABBR2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IRD1,0,1,6,1,1,3,3,1,1,0,3,1,3,1,1,3,0,3,1
GOSR2,57,47,41,48,28,54,72,30,39,51,46,49,87,53,73,51,40,48,59
NR1D1,0,2,1,2,2,2,0,3,3,2,3,1,1,4,4,1,0,2,0
CLOCK,90,74,42,102,44,118,113,41,60,78,90,120,174,64,188,104,108,78,173
BABAM2,3,4,9,1,2,3,5,3,4,2,6,3,3,7,5,2,3,5,3
CDC42BPB,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1
SOX13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PREPL,40,40,15,57,23,42,43,25,26,35,31,31,41,12,47,22,24,21,39
APOBEC3B,5,0,5,5,2,7,6,4,2,3,3,6,6,7,7,18,3,13,8
ENTPD4,33,53,16,32,27,73,85,35,35,35,42,57,85,37,96,52,44,20,87
RBM39,632,517,299,567,340,740,754,462,461,529,479,525,814,405,976,606,521,433,728
KIF20B,11,21,13,21,16,13,18,2,15,15,12,16,26,19,35,17,13,24,23
CREB5,5,2,0,3,0,2,8,0,5,1,0,0,0,0,4,5,0,0,0
MAD2L1BP,75,67,52,67,31,55,81,38,51,48,67,51,47,47,86,71,39,129,78
PRDX6,44,29,29,32,20,24,34,33,32,35,23,28,26,17,35,28,26,44,37
WTAP,254,170,188,247,131,308,280,131,180,199,215,196,365,169,405,267,226,291,315
AKAP12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IER2,241,259,253,262,155,265,251,151,211,238,177,156,149,122,267,136,83,160,134
CYTIP,28,38,21,30,13,57,29,21,23,21,26,33,45,15,83,54,40,74,65
PITPNM1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0
PDIA4,17,21,18,10,9,19,14,15,15,20,18,9,17,13,15,14,9,25,14
NFE2L3,19,24,11,26,23,29,35,26,20,9,30,19,43,13,24,4,10,6,11
RNF14,15,28,11,20,7,34,30,15,16,19,24,20,29,14,41,35,16,34,33
VPS9D1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0
RIN1,2,2,9,0,2,4,1,4,5,5,14,2,4,2,6,1,2,10,0
NCOR1,22,32,19,28,16,29,33,24,28,20,43,40,42,16,50,32,13,33,45
NCOR2,2,4,4,3,1,6,11,1,8,6,7,5,5,2,8,8,9,11,13
RNF7,94,54,49,71,43,72,82,44,53,80,65,51,84,35,100,54,32,83,72
MTRF1,4,2,7,5,2,8,9,2,11,7,2,8,5,5,15,6,6,3,4
TRAF4,28,25,33,23,6,20,23,21,10,21,23,11,13,15,30,24,13,17,23
CELSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
GNA14,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0
NUP155,3,3,0,6,2,17,6,4,4,9,5,7,17,0,7,4,7,1,9
SEC24C,43,29,32,40,22,36,54,12,42,39,45,28,49,25,54,42,30,55,58
TESMIN,3,11,2,5,4,7,8,2,5,6,3,5,1,3,5,9,1,0,0
ISG15,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0
FEZ2,22,13,20,23,7,18,35,13,9,11,14,23,32,12,40,24,22,21,19
FEZ1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ARHGEF10,87,87,64,81,38,85,99,58,65,86,91,83,169,92,136,94,89,85,99
ZNF592,26,25,11,30,9,41,38,25,21,27,20,28,54,18,66,34,31,24,48
IKBKE,4,6,5,6,1,6,4,6,4,4,2,10,6,5,9,2,4,3,6
MORF4L2,49,50,43,55,35,70,63,23,27,40,60,40,48,17,96,51,35,49,56
SH3PXD2A,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,1
MICAL2,21,21,8,8,5,16,23,26,17,17,6,10,11,10,18,15,20,1,18
CTR9,29,5,9,14,8,26,20,17,14,24,24,18,21,17,34,24,22,36,29
PPM1F,11,29,15,9,17,10,14,3,19,13,25,22,33,18,26,15,9,10,15
GCC2,30,16,12,21,5,30,18,8,15,12,36,17,35,6,43,23,20,19,25
RALGPS1,1,4,0,3,1,1,7,4,0,0,0,2,6,3,10,4,5,0,9
MTFR1,39,18,18,41,21,33,40,23,26,18,20,16,54,20,35,18,21,21,39
TTC37,8,7,7,12,8,21,9,5,16,5,10,14,24,13,21,7,14,11,11
HS2ST1,48,58,33,35,24,59,51,46,27,46,49,47,73,32,72,70,32,26,80
TTLL4,5,1,2,3,9,8,9,10,6,12,3,4,4,10,10,5,7,1,8
SOCS5,56,39,25,52,26,62,37,19,47,32,47,39,64,21,79,36,52,37,55
MDC1,14,6,9,13,6,9,10,3,9,2,27,10,18,9,10,7,4,9,9
IQCB1,95,103,65,114,77,125,149,94,95,105,140,112,157,111,169,89,71,76,153
ZNF516,123,134,98,148,91,173,200,124,136,134,200,200,288,126,264,164,132,98,215
PDE4DIP,0,0,0,4,0,0,3,0,1,4,3,0,3,1,0,0,0,3,1
CEP135,11,14,7,8,9,20,12,3,10,15,18,9,24,8,39,14,17,21,23
LPIN2,56,46,30,58,23,53,65,35,40,50,28,24,42,21,61,36,42,35,33
MARF1,63,43,27,63,20,74,84,45,56,70,52,59,117,41,127,88,65,52,102
DZIP3,2,1,0,0,0,3,1,0,1,0,2,1,8,0,2,4,0,1,5
SAFB2,4,9,7,3,4,7,8,5,4,4,5,2,10,5,9,2,0,7,8
ZNF432,16,18,19,24,11,28,36,9,11,30,17,22,37,16,51,32,25,27,49
EIF5B,69,47,70,77,51,84,101,52,58,86,82,83,96,29,92,67,41,54,69
IPO13,0,5,2,2,3,2,1,2,0,0,1,1,2,0,1,1,1,4,1
SDC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A44,48,57,54,58,49,69,73,53,35,72,53,45,93,40,97,75,34,54,63
KIAA0040,3,4,0,4,1,6,11,5,5,1,6,3,7,10,9,10,5,4,17
TTI1,6,2,10,4,9,5,5,1,11,8,18,7,11,2,17,6,2,5,9
PPIP5K1,3,7,3,9,3,12,13,12,7,8,4,12,9,6,16,15,10,7,7
PHF14,12,18,2,15,12,18,29,8,7,15,5,17,22,4,23,14,9,5,26
FAM53B,46,47,20,38,18,73,42,34,31,53,54,60,72,30,91,69,39,58,95
DEPDC5,5,2,5,2,0,4,5,0,0,1,5,6,7,2,6,6,1,5,6
KDM4A,33,39,26,23,12,34,47,14,28,14,20,38,31,26,37,30,20,23,28
N4BP1,24,10,15,9,10,27,19,9,11,14,8,17,28,24,30,29,27,12,31
LRRC14,49,34,31,36,23,49,71,42,42,56,77,66,87,37,67,72,30,26,56
CLINT1,91,73,38,77,54,82,83,57,51,66,109,91,135,62,141,69,66,53,92
VGLL4,68,69,29,69,37,101,109,47,70,55,76,72,103,66,117,84,72,76,98
GREB1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,2,2,3
NUP93,0,1,4,3,2,4,7,4,4,7,6,4,5,8,8,5,4,7,4
BZW1,166,124,100,135,81,184,182,53,126,134,143,144,188,88,257,150,112,154,195
UBE3C,42,46,18,40,22,50,52,26,23,39,42,39,63,29,67,35,25,24,45
PRORP,1,10,6,6,5,7,6,5,6,5,6,5,4,7,15,2,3,8,5
RAPGEF2,6,8,9,11,15,19,22,9,11,11,17,11,29,8,21,15,9,11,28
EMC2,19,21,21,21,15,20,13,11,25,14,19,13,13,5,26,19,17,12,15
EDEM1,149,210,58,194,106,264,297,162,160,162,200,129,273,171,424,213,220,122,312
CROCC,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
TRAM2,21,27,14,29,13,27,29,22,34,28,17,28,44,24,48,29,16,19,24
PUM1,131,104,87,136,80,168,158,77,98,114,181,114,183,97,230,119,106,195,190
ESPL1,2,1,0,1,2,3,0,3,3,0,0,2,0,0,6,0,2,1,0
PPP6R2,0,6,6,1,6,2,4,9,12,3,2,1,4,2,1,7,5,3,4
CEP57,47,41,20,34,27,61,53,23,47,24,41,31,52,21,85,36,36,36,59
KIAA0100,24,26,26,28,22,20,35,25,29,19,44,20,24,9,42,24,14,27,22
DHX34,6,4,6,3,1,2,3,1,3,2,6,1,2,0,4,5,1,2,2
ULK2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
PCDHGA8,20,4,6,16,8,25,18,8,12,12,29,14,28,22,38,26,18,10,24
HERPUD1,91,115,84,91,51,322,236,107,97,63,290,172,327,144,560,414,380,652,624
GARRE1,12,8,1,5,2,6,10,2,8,4,13,11,10,2,19,8,7,5,18
RUBCN,6,11,6,18,8,21,15,10,13,7,11,15,18,14,41,20,33,19,23
USP6NL,23,12,6,16,9,11,14,15,8,17,4,5,10,3,10,3,5,15,5
FAM131B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AQR,8,4,6,4,2,3,2,1,7,3,8,2,6,5,6,5,3,6,11
ECE2,1,1,5,3,1,2,1,1,5,2,3,2,3,0,0,4,0,5,1
ADAMTSL2,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
CCDC144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
NOS1AP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
UTP14C,49,40,34,49,31,61,55,55,54,34,50,54,64,22,80,59,61,32,61
TMEM63A,0,0,0,3,2,0,3,0,1,0,1,1,2,0,3,2,0,2,1
ZNF646,1,0,5,4,3,1,2,0,2,1,2,4,2,6,6,6,3,4,2
RAB11FIP3,6,6,3,0,0,1,1,4,5,0,6,2,7,4,1,4,3,1,3
SECISBP2L,38,27,10,21,20,55,48,25,21,24,28,34,58,23,80,53,37,20,76
KIAA0408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCAF1,47,38,49,55,34,54,65,35,53,61,59,46,57,37,84,51,31,53,70
CEP104,4,3,1,2,2,8,8,7,3,3,7,1,5,3,5,4,3,3,8
DOCK4,0,0,0,0,1,0,1,0,2,0,4,1,0,1,0,0,0,0,1
SART3,17,13,10,28,5,38,35,15,19,17,31,24,27,16,52,27,24,38,28
HDAC9,6,2,2,9,7,9,18,2,10,1,7,8,21,6,31,11,9,6,17
KNTC1,0,4,1,2,0,7,5,0,0,1,2,3,2,0,2,2,2,6,2
USP34,34,30,21,42,16,40,46,23,35,35,41,32,35,20,64,43,42,49,44
GPRASP1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
CCP110,73,58,46,69,34,83,69,23,46,50,65,67,92,30,106,50,27,55,70
SETD1A,15,4,9,10,10,10,15,10,6,6,8,6,7,4,11,6,7,15,9
LAPTM4A,10,11,16,20,8,22,9,3,11,10,24,13,14,12,37,13,9,20,25
IFT140,0,1,1,1,0,0,0,0,3,1,10,1,0,0,3,0,0,1,2
ARHGAP32,8,8,3,19,8,23,8,6,12,13,9,10,25,6,18,12,13,8,19
ACAP1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0
ZNF536,1,3,1,2,0,2,2,0,1,2,0,0,0,0,1,0,0,0,0
CLSTN3,1,0,0,0,3,2,3,0,4,0,0,3,1,0,0,3,0,4,1
TCAF1,2,4,8,3,1,15,5,2,7,1,24,9,11,16,21,23,13,13,9
SLK,56,45,24,59,21,75,55,38,38,58,38,54,103,34,115,49,76,44,85
PHACTR2,21,21,10,31,15,35,67,27,20,24,30,27,38,13,88,54,42,25,67
RIPOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
SNPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN12,73,131,30,86,56,69,168,92,73,92,0,8,0,0,69,23,2,0,0
STARD8,17,21,13,13,7,22,28,17,17,27,14,14,15,16,30,6,13,9,10
TBKBP1,7,3,5,3,7,1,5,6,9,3,12,2,5,5,9,5,3,1,5
KMT2B,1,9,4,4,4,6,14,1,8,6,6,10,8,4,11,4,3,5,7
HDAC4,28,31,15,20,17,37,51,24,21,34,34,33,39,32,52,25,22,17,33
TOX,0,0,0,0,1,4,2,1,0,0,0,2,0,0,7,7,7,3,9
MLEC,113,124,86,169,88,167,278,128,117,133,201,136,228,135,209,141,76,66,171
LZTS3,0,3,0,0,0,4,5,2,4,2,0,2,1,0,2,1,0,0,0
KIAA0513,1,2,0,0,0,7,0,4,0,0,0,3,0,0,14,3,9,2,8
ZFYVE16,10,7,3,12,13,13,9,5,11,8,11,7,10,7,33,7,11,11,23
SUSD6,37,52,28,35,28,49,77,30,30,42,49,30,77,53,90,75,56,46,113
JADE3,10,10,5,12,6,23,20,14,15,8,23,25,13,4,20,5,12,8,26
PCLAF,32,45,36,37,22,30,46,18,28,35,35,34,55,36,59,35,31,49,58
RASSF2,237,249,125,251,162,378,398,239,256,224,241,228,384,220,539,390,273,169,514
TMEM94,10,7,6,1,0,2,5,3,3,1,4,1,3,2,6,12,2,10,5
BCLAF1,465,432,269,489,281,555,545,217,346,338,456,468,716,263,924,445,385,420,633
EIF4A3,18,7,17,19,10,18,25,9,7,22,26,17,18,16,29,23,6,19,23
ATG13,69,58,56,55,36,74,77,56,54,62,56,54,80,57,74,70,58,63,74
TM9SF4,63,44,41,45,27,53,75,47,55,55,60,45,68,36,66,41,37,30,75
KIAA0232,142,95,59,118,85,120,140,56,87,101,79,91,185,58,177,114,97,123,162
TBC1D5,49,50,20,44,39,69,78,45,50,48,38,62,82,43,100,64,39,28,95
PIEZO1,11,7,14,8,11,8,13,5,12,9,18,4,15,3,7,8,1,10,5
RNF144A,17,18,8,17,13,33,38,18,12,17,19,27,43,24,59,34,33,28,59
MATR3,171,148,116,163,77,185,141,62,120,119,142,114,242,93,281,112,132,148,166
RIMS3,2,7,2,8,1,6,11,7,3,3,5,4,8,8,14,4,1,0,12
SNX17,18,12,16,12,14,8,13,9,8,7,15,12,17,12,25,25,2,22,14
DHX38,6,2,0,1,1,3,2,1,0,9,4,3,3,4,4,0,3,7,7
KIAA0586,12,7,16,14,10,6,11,6,10,3,5,9,9,3,9,8,7,14,9
DLGAP5,5,4,1,2,0,4,7,2,4,1,7,2,7,9,7,9,3,7,8
MTSS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPCS2,10,6,8,10,9,9,22,4,6,12,5,10,16,8,20,12,12,9,15
BMS1,42,30,38,50,15,28,39,24,29,36,33,13,21,26,25,30,10,25,23
PTDSS1,121,91,75,96,75,118,144,86,108,86,125,95,144,91,162,109,54,91,111
SERTAD2,152,143,52,137,78,144,172,98,123,104,156,96,180,111,247,121,155,93,213
CKAP5,18,18,12,29,18,29,23,19,20,26,23,22,27,18,36,13,17,31,29
MAML1,43,28,22,39,15,52,52,33,33,27,43,28,46,19,62,56,31,16,47
PHYHIP,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
TATDN2,33,25,24,30,29,54,51,9,28,49,56,31,53,29,66,53,26,34,51
IST1,158,118,140,138,67,159,186,78,125,125,156,125,178,106,174,143,94,136,151
MRPL19,48,39,17,42,24,79,54,37,40,41,54,54,112,52,113,64,34,31,96
DAZAP2,387,320,266,378,230,399,444,207,303,312,359,284,432,225,519,344,284,366,482
TOMM20,338,252,195,339,192,351,400,167,312,308,344,257,405,194,466,281,245,207,377
SCRN1,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,1,0,1,0
SPOCK2,2,1,1,2,0,3,0,0,1,2,2,0,1,1,2,2,0,2,2
IP6K1,15,24,27,35,10,35,53,25,29,22,26,26,33,25,52,36,23,22,43
RNF40,42,38,30,31,16,38,43,37,25,24,41,38,28,15,36,39,17,32,33
CTIF,11,10,2,13,4,10,16,15,13,7,4,10,12,3,11,8,3,5,3
DELE1,30,32,10,20,23,22,47,24,25,25,20,36,38,23,52,37,20,22,37
EFCAB14,67,90,38,94,57,92,122,71,60,66,95,82,142,62,186,115,93,61,186
SFI1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,2
GIT2,79,61,57,81,48,66,103,52,66,73,54,56,91,58,116,71,71,71,88
URB2,15,20,15,20,16,29,19,5,18,30,29,22,42,22,30,17,15,19,25
KEAP1,45,67,57,77,45,63,82,47,70,67,54,53,74,35,72,51,35,53,60
NUP58,93,92,33,91,60,125,113,68,83,96,100,102,159,52,186,111,80,83,129
TSC22D2,9,23,10,28,7,24,23,8,11,13,11,15,20,6,20,18,11,5,26
CUL7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RB1CC1,39,28,23,43,18,58,41,19,34,34,29,34,56,19,68,40,39,36,45
ARHGAP11A,88,111,48,113,64,101,100,60,86,90,99,74,111,61,183,91,77,107,93
SPATA2,25,19,32,37,16,34,35,13,21,33,18,25,30,12,40,29,23,26,25
ARHGEF11,0,2,0,0,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0
RGP1,0,3,0,0,0,3,0,0,2,1,0,2,2,0,2,0,1,0,2
ARHGEF17,5,1,0,2,1,2,1,2,2,0,3,0,2,1,3,5,1,0,1
DNAJC6,0,0,0,0,0,1,0,0,0,0,4,1,1,2,2,4,2,1,6
TRIM14,23,19,9,16,9,26,37,30,27,17,31,25,23,25,40,21,27,8,24
ZNF623,19,33,7,26,20,78,67,43,26,53,61,87,126,58,114,91,74,16,112
MELK,6,6,8,9,3,12,14,6,8,11,6,10,13,14,23,22,13,10,19
LCMT2,34,33,32,47,21,65,53,31,33,43,39,44,50,43,75,45,32,64,60
GINS1,58,52,60,73,30,64,67,30,46,40,78,53,73,35,104,35,46,52,62
ZEB2,851,881,414,963,529,1111,1333,686,798,870,1050,986,1550,761,1793,1082,866,845,1453
TESPA1,4,2,2,2,1,3,5,3,2,1,5,3,6,0,8,6,3,1,6
ZBTB24,39,39,17,38,25,57,58,34,35,28,30,36,51,40,72,36,37,20,46
PLEKHM1,6,5,5,5,8,19,15,13,11,16,3,12,10,12,13,8,12,2,21
