GENE,VHL_6h,VHL_3h,DMSO_3h,DMSO_6h
TOP3A,20.5,39.0,120.5,27.0
TP53,13.0,28.0,81.5,19.5
TP53BP1,0.0,0.0,1.5,0.0
TP53BP2,9.0,14.0,41.5,13.0
TP73,0.0,0.5,1.5,1.5
TPD52,21.0,31.0,123.0,22.0
TPD52L2,18.0,40.0,131.5,12.5
TPH1,0.0,0.0,0.5,0.0
TPI1,33.0,71.5,158.5,32.0
TPM1,0.0,3.0,8.0,2.5
TPM2,0.5,0.0,4.5,0.0
TPM3,53.0,149.5,522.5,68.5
TPM4,124.5,362.0,1055.0,180.5
TPMT,0.5,0.5,8.5,0.5
TPP2,3.0,6.5,24.5,5.5
TPR,4.0,6.0,20.5,4.0
TPT1,12.5,12.0,69.5,16.5
NR2C1,2.5,2.0,16.5,2.0
NR2C2,16.0,36.0,163.5,18.0
HSP90B1,9.5,20.5,72.0,13.0
TRAF1,5.0,3.0,7.0,5.0
TRAF2,7.5,17.0,35.0,5.0
TRAF3,15.0,52.5,128.0,21.0
TRAF6,14.0,20.5,124.5,21.0
7190,20.0,40.0,104.0,28.0
CCT3,59.5,125.0,361.5,68.5
TRIO,4.0,5.0,22.0,3.0
TRIP6,0.5,1.5,10.5,1.5
TRPC2,0.0,0.0,0.5,0.0
TRPM2,6.0,16.0,47.5,8.0
TRPS1,0.0,1.5,14.0,0.0
TSN,26.5,39.5,144.0,36.5
TSC1,11.0,24.0,67.0,10.0
TSC2,0.5,0.0,1.0,0.0
TSG101,2.0,2.5,9.0,2.5
TSNAX,11.0,9.5,51.0,7.5
TSPYL1,16.5,32.5,99.5,28.0
EIPR1,1.5,2.5,5.0,1.5
PHLDA2,1.5,1.5,2.0,0.0
TST,2.0,1.0,3.5,1.0
GFUS,4.0,9.0,12.0,5.0
TTC1,5.5,6.5,20.0,6.5
DNAJC7,32.0,54.5,160.5,28.5
TTC3,9.5,12.0,47.5,11.5
TTC4,13.5,17.0,46.5,16.5
TTF1,65.5,102.0,294.5,73.5
TTK,0.0,1.0,8.0,0.5
TTN,0.0,0.0,0.0,0.0
TUBA4A,3.0,7.5,14.5,5.5
TUBB2A,0.0,0.0,0.0,0.0
TUBG1,3.0,1.5,8.5,1.0
TUFM,4.5,14.0,27.0,7.5
TUFT1,1.0,2.0,9.5,2.0
TULP1,0.0,0.0,0.0,0.0
TULP3,3.0,6.0,22.0,4.5
HIRA,7.5,13.0,23.5,8.0
TNFSF4,0.0,0.5,1.5,0.5
TNFRSF4,0.0,0.0,0.0,0.0
TXK,0.5,0.0,0.5,0.0
TXN,3.5,7.5,13.5,3.5
TXNRD1,57.5,121.5,385.0,76.5
TYK2,7.5,11.5,36.0,7.0
TYMS,20.5,27.0,87.0,21.0
TYRO3,0.0,1.0,3.5,0.5
7302,4.5,2.0,3.5,6.0
TYROBP,7.5,6.5,15.0,3.5
U2AF1,1.5,1.0,6.5,1.5
UBA52,31.5,39.0,124.0,38.5
UBB,2.0,10.0,29.0,6.0
UBC,11.0,12.5,18.5,8.5
UBA1,3.5,5.0,10.5,2.0
UBA7,0.0,0.0,0.0,0.0
UBE2A,12.5,19.5,66.5,10.0
UBE2B,5.5,7.0,26.0,2.0
UBE2D1,2.0,1.5,11.0,1.5
UBE2D2,13.5,32.5,132.0,16.5
UBE2D3,25.0,43.0,222.5,40.0
UBE2E1,3.5,7.5,29.0,4.0
UBE2E2,0.0,0.5,2.0,1.0
UBE2G1,30.0,50.5,196.0,26.5
UBE2G2,29.5,60.5,217.0,37.5
UBE2H,11.5,18.5,65.0,15.0
UBE2I,14.0,29.0,93.0,22.5
UBE2L3,9.0,28.5,104.5,17.5
UBE2N,11.0,26.5,75.0,11.0
UBE2V1,34.0,61.5,194.0,25.5
UBE2V2,13.0,28.5,87.0,14.5
UBE3A,33.0,56.0,256.0,42.5
SUMO1,15.0,25.0,83.0,19.0
UBP1,25.0,47.0,198.5,28.5
UBTF,75.5,272.0,720.0,75.5
UCHL3,0.0,0.5,1.5,0.5
UCN,0.0,0.0,0.0,0.0
UCP2,7.0,9.0,24.5,4.0
UCP3,2.5,1.0,6.5,2.0
UFD1,3.5,3.0,11.5,0.5
SLC35A2,8.0,11.5,30.5,7.5
UGCG,82.5,163.5,414.5,61.5
UGDH,1.0,0.5,2.0,0.5
UGP2,2.0,3.5,22.5,3.5
UGT2B17,0.0,0.0,0.0,0.0
UGT8,0.5,0.0,0.5,0.0
UCK2,35.5,56.5,245.0,49.0
UMPS,10.0,21.0,75.5,8.0
COL14A1,0.0,0.0,0.0,0.0
UNG,29.5,39.5,147.0,36.5
USP4,12.5,18.0,63.5,15.5
NR1H2,10.0,10.5,29.5,6.5
UPP1,0.0,0.5,0.5,0.5
UPK3A,1.0,1.5,3.5,0.0
UQCRB,20.5,27.0,93.5,24.5
UQCRC1,2.5,4.0,7.5,3.5
UQCRC2,2.0,3.5,22.5,4.5
UQCRFS1,4.0,6.0,26.0,6.5
UQCRH,2.5,2.0,11.5,1.5
UROD,1.5,0.5,2.5,1.0
UROS,0.0,0.0,0.0,0.0
USF1,18.5,17.0,44.5,15.5
USF2,3.0,6.0,20.5,3.0
USP1,9.5,10.5,56.5,10.0
USH2A,0.0,0.0,0.0,0.0
UTRN,2.0,6.5,27.0,5.0
KDM6A,4.5,9.5,22.0,5.5
UTY,6.5,15.0,53.0,8.0
UVRAG,11.5,15.5,92.5,23.0
VARS1,2.0,2.0,4.0,0.5
VASP,32.0,69.5,204.0,32.5
VAV1,3.0,10.0,18.0,4.5
VAV2,10.5,7.5,54.0,6.0
VBP1,2.0,8.0,28.0,2.5
VCL,7.0,14.5,42.5,6.0
VCP,40.0,54.0,157.0,38.5
VDAC1,34.0,58.0,204.5,35.5
VDAC2,4.0,4.5,17.5,2.5
VDAC3,21.0,17.5,77.0,18.5
VDR,13.5,22.5,100.5,20.0
VEGFA,70.5,205.5,522.0,85.0
VEGFB,0.0,0.0,1.5,0.0
VGF,1.0,0.0,2.0,1.0
VHL,28.0,30.5,164.0,22.0
EZR,11.0,17.5,57.5,14.5
VIM,29.0,35.5,90.0,30.5
VLDLR,16.5,19.0,45.0,22.0
BEST1,1.0,0.0,1.5,0.5
TRPV1,1.0,3.0,7.0,1.0
VRK1,0.5,4.0,7.5,4.0
VRK2,3.5,2.0,7.5,1.5
VSNL1,0.0,0.0,0.0,0.0
WARS1,9.0,11.5,51.0,8.0
WAS,1.0,2.5,9.0,1.5
WIPF1,7.0,4.0,21.5,5.5
EIF4H,46.0,114.5,340.0,74.0
CLIP2,7.5,35.5,118.5,10.0
LAT2,25.0,84.0,282.0,37.5
CORO2A,0.0,0.0,3.0,1.0
WEE1,22.5,42.5,134.0,32.0
NSD2,29.5,87.5,301.0,41.5
NELFA,5.0,6.5,17.5,3.0
WNT1,0.0,0.0,1.0,0.0
WNT3,0.0,0.0,1.0,0.0
WNT6,1.5,4.0,8.5,3.0
WNT10B,6.5,7.5,31.0,4.0
WNT11,0.0,0.5,0.0,0.0
WNT2B,0.0,0.0,0.0,0.0
GET1,2.5,0.5,6.0,0.5
WRN,2.0,2.0,22.0,3.0
WT1,18.5,20.5,125.0,20.5
XBP1,158.5,518.5,1386.0,210.5
XK,1.0,3.5,25.5,1.5
XPA,7.0,7.5,32.5,7.5
XPC,14.5,21.0,70.0,14.0
XPNPEP1,7.5,23.5,71.5,13.5
XPNPEP2,0.0,0.0,0.0,0.0
XPO1,21.5,39.0,129.0,28.0
XRCC1,0.0,1.0,1.0,0.0
XRCC2,17.0,44.5,156.0,10.5
XRCC3,5.0,8.5,38.5,5.0
XRCC4,0.5,3.5,7.5,1.5
XRCC5,24.0,37.5,122.5,29.5
YES1,17.5,33.5,147.5,28.5
YY1,18.0,35.5,167.5,27.0
YWHAB,45.0,71.5,210.0,37.5
YWHAE,64.5,126.5,361.0,75.0
YWHAG,151.0,271.5,1032.5,165.0
YWHAH,35.5,81.0,290.5,47.0
YWHAZ,129.0,225.0,793.5,139.0
SF1,101.5,320.0,905.0,149.0
ZFP36,103.0,154.0,352.0,179.5
ZFP37,1.5,2.0,4.5,0.0
ZBTB14,9.5,5.5,33.0,10.5
ZFPL1,3.5,4.5,9.0,1.0
ZFX,49.5,90.0,314.0,56.0
ZFY,8.5,9.5,40.5,6.0
ZIC1,0.0,0.0,0.0,0.0
ZIC2,8.5,16.5,55.5,14.0
ZNF2,7.0,4.5,14.5,5.0
ZNF3,52.0,88.5,245.0,62.5
ZNF7,8.5,8.5,26.5,7.5
ZNF8,2.0,5.0,23.5,5.5
CNBP,207.5,365.5,1177.5,218.0
ZNF10,2.0,2.0,16.0,1.5
ZNF12,28.5,49.0,191.5,29.5
ZNF708,10.5,22.0,102.5,7.5
ZNF16,8.5,10.0,36.5,11.5
ZNF17,3.0,2.0,14.5,1.5
ZNF18,3.5,8.5,23.5,5.0
ZNF182,8.5,5.5,31.5,3.5
ZNF22,30.0,46.0,150.5,22.5
ZNF23,5.0,5.0,12.5,2.0
ZNF24,69.5,125.5,564.0,74.5
ZNF26,5.5,9.5,56.5,8.5
ZNF28,6.0,17.0,82.0,6.5
ZSCAN20,0.5,3.5,8.0,0.5
ZNF32,1.0,1.5,3.0,1.0
ZNF33A,8.5,21.5,73.5,9.5
ZNF33B,14.5,16.5,93.0,17.0
ZKSCAN1,37.0,79.5,347.5,36.5
ZNF37A,17.5,31.5,86.5,17.0
ZSCAN21,3.0,3.5,7.0,1.0
ZNF41,3.5,3.0,24.5,3.5
MZF1,2.5,5.0,8.5,2.0
ZNF45,7.0,14.0,43.5,6.5
ZBTB25,0.0,0.0,2.0,1.5
ZNF70,2.5,5.5,29.0,1.0
ZNF74,8.5,16.0,42.0,6.5
ZNF75D,1.0,4.0,15.0,2.0
ZNF75A,5.5,10.0,53.0,7.0
ZNF76,0.5,3.0,6.5,3.0
ZNF79,0.0,1.5,4.5,0.5
ZNF84,17.5,33.0,116.0,21.0
ZNF221,0.0,0.0,2.0,0.0
ZNF85,2.5,2.5,11.5,3.0
ZNF99,0.0,0.0,0.0,0.0
ZNF222,1.5,0.5,2.0,1.0
ZNF121,2.5,7.5,36.0,6.5
ZNF124,37.5,81.0,300.0,41.5
MKRN3,3.0,4.5,13.0,5.5
7686,0.0,0.0,1.5,0.0
ZNF131,9.5,15.0,76.5,10.0
ZNF132,0.0,1.0,1.5,1.0
ZNF133,0.0,1.5,1.5,1.0
ZNF134,24.5,54.0,171.5,28.5
ZNF136,13.5,38.0,130.0,20.0
ZNF138,10.5,11.5,73.0,5.0
ZNF140,8.5,18.5,70.0,8.5
ZNF142,32.5,102.5,276.5,32.5
ZNF143,6.0,3.5,22.0,6.0
PCGF2,0.0,0.5,1.0,0.5
ZBTB16,0.5,0.5,1.0,0.0
ZNF146,118.0,192.0,675.5,95.5
TRIM25,98.0,121.0,287.5,102.0
ZNF148,22.5,38.5,162.0,18.0
ZBTB17,0.5,0.5,3.0,0.0
ZNF154,0.0,0.5,2.0,0.5
ZNF155,7.5,11.0,51.5,10.5
VEZF1,26.0,44.5,193.0,29.0
ZNF165,0.0,0.0,0.0,0.0
TRIM26,23.0,51.5,134.0,20.0
ZNF174,2.0,1.5,14.5,3.0
ZNF175,9.0,6.5,48.0,5.0
ZNF177,1.5,0.0,3.0,1.5
ZNF180,12.0,13.0,51.5,13.5
RNF113A,1.0,1.5,7.0,0.0
ZNF184,5.0,3.5,14.5,4.5
ZNF185,2.5,3.0,11.5,4.0
ZSCAN26,7.0,9.5,47.5,8.5
ZNF189,26.5,54.0,215.5,25.0
ZKSCAN8,24.0,78.5,388.5,40.5
ZSCAN9,6.0,8.5,25.0,5.5
ZNF195,86.0,158.0,526.5,92.5
ZMYM2,6.0,16.5,68.5,11.0
ZNF200,29.5,31.0,113.5,19.5
ZNF202,13.0,29.0,90.0,11.0
7754,0.0,0.5,0.0,0.0
ZNF207,18.5,29.5,137.0,14.5
ZNF213,9.0,9.0,21.5,10.0
ZFAND5,30.5,48.0,159.5,29.0
ZNF217,115.5,141.0,493.0,107.5
ZNF224,10.5,12.5,66.5,8.5
ZNF225,6.5,7.0,37.5,8.5
ZNF226,1.0,1.5,4.5,1.0
ZNF227,15.5,8.0,44.0,7.5
ZNF230,3.5,4.5,21.0,4.0
ZNF232,0.0,0.0,0.5,0.0
ZNF236,6.0,9.0,32.5,10.0
SLC30A1,7.0,10.0,52.5,4.0
SLC30A3,0.0,0.0,0.0,0.0
ZP3,0.0,0.0,0.0,0.0
MAP3K12,0.0,0.0,0.0,0.0
ZXDA,2.0,3.0,14.5,5.5
ZYX,19.5,29.5,99.0,26.5
LUZP1,5.5,22.5,72.5,17.0
PRDM2,9.0,18.5,74.0,14.0
DNALI1,0.0,0.0,0.0,0.0
PTP4A1,22.0,57.0,192.5,42.5
LRP8,53.5,121.5,353.0,38.0
LAPTM5,33.5,35.0,124.5,39.0
CSDE1,31.5,36.5,154.0,36.5
EVI5,3.5,2.5,22.5,3.0
DAP3,5.5,9.5,34.0,5.5
BTG2,225.5,382.0,516.0,166.0
ALMS1,0.0,0.0,2.5,0.0
MOGS,1.0,5.0,11.0,1.5
RNF103,2.5,2.0,18.0,3.0
TUBA1A,1.5,1.0,4.0,2.5
PAX8,1.0,1.5,5.0,0.5
CXCR4,25.5,23.0,94.0,41.5
FZD5,3.0,7.0,20.0,1.0
BRPF1,14.5,34.0,101.0,23.5
IFRD2,10.0,15.5,36.5,4.0
MAPKAPK3,6.0,19.0,45.5,9.0
SEMA3B,0.0,0.0,0.0,0.0
SLMAP,8.0,9.5,54.5,11.0
MANF,6.0,10.5,30.5,7.0
USP7,83.0,157.5,450.5,80.0
RAB7A,48.0,110.5,325.5,55.0
KCNAB1,0.0,0.0,0.0,0.0
SLBP,24.5,43.0,156.5,29.5
ST8SIA4,6.0,8.5,26.5,4.0
REEP5,11.0,21.0,73.5,10.5
DEK,28.0,38.5,212.5,36.0
ALDH5A1,4.0,4.5,29.0,4.0
PRRC2A,9.0,17.0,29.5,4.5
BAG6,2.5,2.0,8.0,0.0
GPANK1,4.0,6.0,19.0,5.5
DDX39B,72.0,161.5,549.0,98.0
ABHD16A,12.0,32.0,76.5,16.5
SLC39A7,15.5,28.5,87.5,19.5
HSD17B8,0.0,0.0,0.5,0.5
NELFE,1.5,1.0,4.5,0.5
LST1,21.5,35.5,86.5,23.0
TFEB,6.0,7.5,22.0,3.0
EPM2A,1.0,2.0,9.0,0.5
AIMP2,2.0,1.0,8.5,3.0
MAFK,19.5,44.5,155.0,19.5
FZD3,4.0,8.0,37.0,6.0
MTERF1,7.0,16.0,44.5,9.0
SEM1,3.5,3.0,14.5,3.5
ST7,3.0,1.5,5.0,2.5
ZNF212,10.5,10.5,42.5,5.0
UBXN8,4.0,3.5,19.5,2.5
KAT6A,24.0,44.5,211.5,33.0
PSCA,0.0,0.0,0.0,0.0
NR4A3,1.0,0.0,0.5,0.0
BRD3,19.0,33.0,133.0,26.5
NUP214,4.0,7.5,22.5,6.5
LHX3,0.0,0.0,0.0,0.0
STAM,2.5,3.5,12.5,2.5
MLLT10,6.5,12.0,53.5,12.0
CUBN,0.0,0.5,0.5,0.0
CCDC6,16.5,23.5,125.0,20.5
NCOA4,19.5,20.0,110.5,36.0
SLC25A16,0.0,1.5,17.5,1.5
SHOC2,11.0,18.5,84.0,13.5
RASSF7,1.5,2.5,2.5,2.0
PDHX,3.0,5.5,33.5,3.0
FOSL1,83.5,200.0,329.5,80.0
CUL5,11.5,26.0,78.0,15.5
PTP4A2,44.0,77.0,268.0,47.5
FGF23,0.0,0.0,0.0,0.0
USP5,5.5,6.5,15.5,4.5
MLF2,21.5,49.5,149.5,27.0
KMT2D,17.5,35.0,139.5,16.5
AAAS,0.0,0.0,0.5,0.0
FXR1,18.0,24.5,123.0,21.0
YEATS4,9.0,6.5,25.5,10.0
CDK2AP1,2.5,4.0,13.5,3.0
IFT88,0.0,0.0,0.0,0.0
PABPN1,13.0,26.0,106.0,14.0
DPF3,1.0,7.0,24.0,2.5
GPR68,8.0,13.0,45.0,7.0
ANP32A,30.5,49.5,174.5,36.5
NPRL3,2.0,2.5,6.5,4.0
GAN,2.0,6.0,26.0,0.5
SLC7A5,141.0,262.0,763.0,146.0
TAF15,2.0,3.0,17.0,2.0
RND2,0.0,0.0,0.0,0.0
COIL,8.0,10.5,49.0,14.5
AKAP1,24.5,23.0,70.5,19.5
SF3A2,1.0,1.0,2.0,0.0
ELL,16.5,28.0,93.0,16.0
SYMPK,0.0,0.0,0.5,0.0
CLPP,3.5,3.5,11.0,3.0
DPF1,0.0,0.0,0.5,0.0
MKKS,5.0,6.0,29.0,3.5
NCOA3,11.5,20.5,104.0,9.0
NRIP1,89.0,107.5,633.0,94.5
CHAF1B,3.5,3.5,13.5,3.0
GATD3A,0.0,2.0,3.0,1.0
DGCR6,0.0,0.5,0.0,0.0
LZTR1,3.0,7.0,12.5,1.5
CLTCL1,1.5,2.0,8.0,2.0
ESS2,12.0,25.5,69.5,9.5
GTPBP6,1.5,1.5,10.0,1.0
PUDP,4.0,14.0,25.0,5.0
AKAP17A,24.5,44.5,123.5,18.5
PNPLA4,0.0,0.5,0.5,0.5
ZRSR2,0.0,0.0,0.5,0.0
USP11,2.5,3.5,10.5,1.5
USP9X,6.5,10.0,36.0,8.0
RBM10,3.0,6.5,13.0,3.5
KDM5C,5.5,10.0,25.0,5.0
SMC1A,19.5,41.0,149.0,26.0
NAA10,1.0,1.5,4.0,0.5
F8A1,10.0,25.5,92.5,27.0
UBL4A,33.5,81.5,195.0,43.0
TMEM187,1.5,1.5,3.5,1.0
LAGE3,1.0,0.5,2.0,0.5
SLC10A3,0.5,1.5,4.5,0.0
TKTL1,0.0,2.0,0.5,0.0
KDM5D,1.0,2.5,7.5,2.0
EPX,0.0,0.0,0.0,0.0
ARID1A,62.5,112.5,344.5,64.0
COLQ,0.5,0.0,3.5,0.0
SERF1A,3.5,0.5,9.0,3.5
H4C9,0.0,0.0,0.5,0.0
TRRAP,9.5,9.5,44.0,9.0
PICALM,19.5,25.0,108.0,15.5
KLRC4,0.0,0.0,0.0,0.0
SNN,10.5,26.5,67.0,9.0
ACOX3,1.0,1.5,7.0,1.5
AXIN1,9.5,43.5,99.0,15.0
AXIN2,0.0,1.0,12.5,1.0
BAP1,5.5,25.0,46.5,13.0
BRAP,13.5,22.0,91.5,13.5
CDC7,7.0,7.0,61.0,15.0
CDC45,0.5,0.0,4.0,0.0
EOMES,0.0,0.5,0.0,0.0
FZD1,5.0,8.0,29.0,8.0
FZD6,0.0,0.5,11.0,1.0
FZD7,2.5,8.0,32.0,2.0
FZD8,0.0,0.0,0.0,0.0
H2AC13,0.0,0.0,0.5,0.0
H2AC15,0.0,0.5,0.0,0.0
H2AC14,0.0,0.0,0.0,0.0
H2AC16,1.0,0.0,0.0,0.0
H2AC6,0.0,0.5,0.0,0.0
H2AC17,0.5,0.0,1.0,0.0
H2AC18,0.0,0.0,0.5,0.0
H2AC20,0.5,0.5,0.0,0.0
H2BC8,0.0,0.0,0.5,0.0
H2BC13,0.0,0.0,0.0,0.0
H2BC15,0.0,0.0,0.0,0.0
H2BC14,0.0,0.0,0.5,0.0
H2BC7,0.0,0.0,0.0,0.0
H2BC9,0.0,0.0,1.0,0.0
H2BC4,0.0,0.0,0.0,0.0
H2BC21,0.5,1.0,3.5,0.5
H3C1,0.0,0.0,0.0,0.0
H3C4,0.0,0.0,0.0,0.0
H3C3,0.0,0.0,0.0,0.0
H3C12,0.0,0.0,0.0,0.0
H3C10,0.0,0.0,0.0,0.0
H3C2,0.0,0.0,0.0,0.0
H4C1,0.0,0.0,0.5,0.0
H4C11,0.0,0.0,0.0,0.0
H4C3,0.5,2.0,9.5,0.5
H4C8,0.0,0.0,0.0,0.0
H4C5,0.0,0.0,0.0,0.0
H4C14,0.0,0.0,0.0,0.0
HYAL3,0.0,0.5,3.5,0.5
MAD1L1,2.5,11.0,11.5,5.5
PIP5K1A,26.0,43.0,186.5,21.5
PIP4K2B,23.0,51.0,186.0,19.0
PLA2G6,1.0,1.0,0.0,0.0
PLA2G10,0.0,0.0,0.0,0.0
SLC25A11,5.0,6.5,20.5,3.0
SPOP,17.0,22.5,86.0,17.5
TAGLN2,48.5,103.0,239.5,74.0
ULK1,6.5,14.5,43.0,7.0
UXT,5.0,4.0,21.5,14.0
EEA1,2.5,6.5,30.5,3.0
BCAR3,0.0,0.0,0.0,0.0
ANXA9,0.0,0.0,0.0,0.0
STX7,4.0,6.5,29.0,4.0
8418,7.0,5.5,10.5,4.0
LTBP4,0.5,1.5,0.5,0.0
ZNF282,12.5,30.5,79.0,12.0
STK24,7.5,9.0,31.0,4.5
UTF1,0.0,0.5,0.5,0.0
RECK,0.0,0.5,5.5,0.5
RAD54L,0.5,1.5,3.0,1.5
NSMAF,15.0,20.0,93.0,16.5
NCK2,17.5,46.0,131.0,24.0
GNPAT,3.5,3.5,22.5,4.0
DYRK3,0.0,0.0,0.0,0.0
DYRK2,11.5,25.0,115.5,17.5
DUSP11,0.5,2.5,2.5,0.0
DOC2A,0.5,1.5,6.0,0.5
DHX16,1.5,1.5,7.0,2.0
CUL4B,2.5,4.5,20.5,4.0
CUL4A,3.5,7.0,21.5,3.0
CUL3,5.0,9.0,40.0,9.5
CUL2,1.0,4.5,13.5,3.5
CUL1,11.0,14.5,50.0,15.0
ATRN,28.0,50.5,183.5,31.0
TTF2,4.5,13.0,48.5,4.0
TPST2,7.0,11.5,28.0,3.0
KLF11,31.5,78.5,224.5,58.0
TEAD2,0.0,0.0,0.0,0.0
SUPT3H,1.5,2.5,10.5,1.0
SMARCA5,5.5,11.5,35.0,9.5
OGT,24.5,45.0,187.5,25.5
GPR65,3.0,2.0,11.0,1.5
HIRIP3,3.5,6.0,17.5,4.0
RAE1,4.0,9.5,23.0,7.5
OFD1,0.0,0.0,1.5,0.0
SEMA7A,6.5,13.0,41.5,2.5
GALR3,0.0,0.0,0.0,0.0
GEMIN2,1.5,2.5,4.0,1.5
RGS5,1.0,0.0,6.0,1.0
MAP4K3,3.5,6.0,17.0,2.5
PRSS12,0.0,0.0,0.0,0.0
PPM1D,6.5,11.5,30.0,7.0
PPFIBP2,1.0,0.0,3.5,0.0
PPFIBP1,2.5,1.5,13.5,5.0
PPFIA4,0.0,3.5,7.0,0.5
RANBP3,15.0,24.5,71.0,15.0
PPFIA1,4.0,10.0,41.5,2.0
SLC43A1,10.5,9.0,37.5,10.5
PKP4,5.5,3.5,19.5,4.0
PIK3R3,8.5,12.0,40.5,7.0
PEX3,0.0,0.5,5.5,0.5
PARG,5.0,4.0,23.5,2.5
CNTNAP1,0.0,0.0,0.0,0.0
ENC1,14.5,3.5,18.0,6.5
NIPSNAP1,7.5,12.5,27.0,5.5
NDST2,2.0,3.0,10.0,2.0
MBL1P,0.5,0.0,1.0,0.0
KCNAB2,52.0,125.5,371.0,55.0
IKBKG,0.0,0.0,0.5,0.0
ELP1,2.0,2.5,11.0,2.0
IFITM1,6.0,15.5,30.0,3.0
HAT1,2.5,5.5,12.0,6.0
GAS7,7.5,62.0,136.5,12.0
DGKZ,4.5,5.0,16.0,5.0
DGKE,15.5,25.5,84.5,17.5
DGKD,17.0,25.5,72.0,15.0
DDO,0.0,0.0,0.0,0.0
CST7,1.5,0.0,3.0,2.5
YBX3,8.5,13.5,49.0,8.5
CPZ,0.0,0.0,0.0,0.0
COPS3,16.5,18.5,53.5,15.5
CBX4,21.5,31.0,86.5,23.0
CAMK1,0.0,0.0,1.0,0.0
BARX2,0.0,0.0,0.0,0.0
API5,7.5,10.5,64.0,7.0
AGPS,8.5,15.5,61.0,10.0
PPFIA3,3.0,6.5,17.0,6.0
APOL1,2.0,3.5,5.5,3.0
LMO4,15.5,9.5,55.5,20.0
PIR,0.0,0.0,0.5,0.0
CGGBP1,14.5,28.0,148.5,21.5
AP3B1,2.5,5.5,11.5,3.0
BLZF1,1.0,1.5,17.0,1.5
MAPKAPK5,2.0,2.0,12.5,1.0
INE2,0.0,0.5,0.0,0.0
INE1,0.5,3.5,10.5,1.5
BHLHE40,271.5,703.5,750.5,184.0
PIAS1,19.0,28.0,149.0,18.5
CDC14B,0.0,0.0,0.0,0.0
CDC14A,5.5,11.5,39.0,9.0
TCAP,0.0,0.0,0.0,0.0
CDK10,5.5,7.0,20.0,2.5
PRPF18,0.5,1.5,4.0,1.5
DEGS1,27.5,47.5,169.5,35.0
DENR,11.0,15.0,69.5,10.0
THOC5,2.5,1.0,5.5,2.0
KMO,0.0,0.5,3.5,1.0
YARS1,22.0,23.0,76.0,26.0
PDXK,18.0,38.5,135.0,13.0
MADD,16.0,27.0,57.5,18.0
RRP1,7.0,12.0,23.5,4.5
MKNK1,19.0,35.0,91.5,23.0
KHSRP,23.0,34.5,162.0,26.5
CASK,1.5,0.5,7.0,0.5
AKR7A2,9.5,14.5,50.0,10.5
PRKRA,6.5,10.5,21.5,4.0
STK16,5.5,6.0,18.0,4.5
TMEFF1,0.0,0.0,0.5,0.0
SCARF1,0.0,0.5,2.0,0.5
RGS20,0.0,0.0,0.0,0.0
NOP14,9.0,18.5,47.5,11.0
FAM193A,7.0,14.5,34.0,12.0
SLC25A12,6.0,6.5,17.0,6.5
PLA2G4C,0.0,0.0,0.0,0.0
RUVBL1,5.0,6.0,15.5,5.5
RDH16,0.0,0.0,0.0,0.0
KLF7,18.0,20.5,79.5,24.0
PLPP1,1.0,0.5,3.5,1.0
STC2,4.0,2.5,8.5,4.0
USO1,5.0,4.0,18.5,3.5
NPFF,0.0,0.0,1.5,0.0
CDK13,8.5,17.0,75.5,7.5
PDE8B,0.0,0.0,0.0,0.0
ASMTL,0.0,2.5,1.5,0.0
PSMG1,12.5,16.0,45.5,9.5
RFXANK,2.5,1.0,5.0,1.5
TP63,0.0,0.0,0.0,0.0
JRK,56.5,106.0,339.0,89.0
HSD17B6,0.0,0.0,0.5,0.0
DNAH17,0.0,0.0,0.0,0.0
UNC5C,41.0,23.0,108.5,51.0
RTCA,4.5,4.0,35.0,4.5
RNASET2,0.5,1.5,2.5,0.0
SSNA1,6.5,11.5,20.5,6.0
EIF4EBP3,3.5,0.0,6.5,2.0
OASL,3.5,1.0,2.5,1.0
AOC3,0.0,0.0,1.0,0.0
PCDHGB4,8.0,22.0,65.0,12.0
DCHS1,0.0,0.0,0.5,0.0
PTCH2,0.0,0.0,0.0,0.0
AKR1C3,0.0,0.0,0.0,0.0
KCNK5,18.0,24.0,60.5,24.5
NCOA1,7.0,11.0,35.5,5.5
LAMTOR3,7.0,8.5,37.0,8.0
NUMB,12.0,20.0,69.0,6.5
SOCS1,46.5,202.0,176.0,25.0
DDX3Y,38.5,68.0,273.5,56.0
PDE5A,0.0,0.0,0.5,0.0
DYNLL1,10.0,53.0,160.0,19.0
TNKS,17.0,44.0,132.5,17.0
ALDH4A1,1.0,1.0,5.0,2.0
IRS2,0.5,1.5,4.5,1.5
EIF3A,24.5,43.5,147.0,26.0
EIF3B,14.0,29.5,67.0,18.0
EIF3C,3.0,5.0,4.5,2.5
EIF3D,6.0,7.5,23.0,9.5
EIF3F,1.0,1.5,13.5,3.0
EIF3G,5.0,6.5,10.5,5.0
EIF3H,11.5,16.5,49.0,18.5
EIF3I,11.0,14.5,44.5,11.0
EIF3J,32.5,66.0,228.0,33.5
SLC4A4,0.0,0.0,0.0,0.0
EIF4G3,6.5,9.0,30.5,10.0
VAMP8,28.0,34.5,89.5,26.5
VAMP4,2.5,4.5,11.5,4.0
STX16,12.0,35.0,118.0,19.0
STX11,2.0,1.0,5.0,0.5
STX10,1.5,8.5,9.0,5.0
BECN1,8.0,11.0,37.5,6.5
JMJD7-PLA2G4B,0.0,0.5,2.0,0.0
PEA15,56.5,109.5,307.0,71.0
