chr	start	end	interval_id	num_peaks	num_samples	MV411_1_320_R1.bool	MV411_3_568_R1.bool	MV411_7_714_R1.bool	MV411_8_715_R1.bool	MV411_1_320_R1.fc	MV411_3_568_R1.fc	MV411_7_714_R1.fc	MV411_8_715_R1.fc	MV411_1_320_R1.qval	MV411_3_568_R1.qval	MV411_7_714_R1.qval	MV411_8_715_R1.qval	MV411_1_320_R1.pval	MV411_3_568_R1.pval	MV411_7_714_R1.pval	MV411_8_715_R1.pval	MV411_1_320_R1.start	MV411_3_568_R1.start	MV411_7_714_R1.start	MV411_8_715_R1.start	MV411_1_320_R1.end	MV411_3_568_R1.end	MV411_7_714_R1.end	MV411_8_715_R1.end	MV411_1_320_R1.summit	MV411_3_568_R1.summit	MV411_7_714_R1.summit	MV411_8_715_R1.summit
chr16	57447358	57447517	Interval_5858	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.41437	NA	NA	NA	6.40605	NA	NA	NA	9.80949	NA	NA	NA	57447358	NA	NA	NA	57447517	NA	NA	NA	68
chr16	57542483	57542665	Interval_5859	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.78972	NA	NA	NA	5.06336	NA	NA	NA	8.36444	NA	NA	NA	57542483	NA	NA	NA	57542665	NA	NA	NA	118
chr16	57543511	57543670	Interval_5860	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99221	NA	NA	NA	2.60279	NA	NA	NA	5.6077	NA	NA	NA	57543511	NA	NA	NA	57543670	NA	NA	NA	79
chr16	57544242	57544606	Interval_5861	3	3	TRUE	FALSE	TRUE	TRUE	6.46601	NA	4.37368	8.38959	7.41616	NA	3.07788	14.30608	11.22358	NA	6.93569	18.09514	57544318	NA	57544388	57544242	57544595	NA	57544508	57544606	146	NA	68	184
chr16	57600418	57600642	Interval_5862	1	1	TRUE	FALSE	FALSE	FALSE	5.35316	NA	NA	NA	4.4694	NA	NA	NA	8.04827	NA	NA	NA	57600418	NA	NA	NA	57600642	NA	NA	NA	98	NA	NA	NA
chr16	57648193	57648451	Interval_5863	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.5797	NA	NA	NA	6.68386	NA	NA	NA	10.09978	NA	NA	NA	57648193	NA	NA	NA	57648451	NA	NA	NA	146
chr16	57668045	57668282	Interval_5864	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.70971	NA	NA	NA	7.32767	NA	NA	NA	10.79815	NA	NA	NA	57668045	NA	NA	NA	57668282	NA	NA	NA	142
chr16	57679641	57679846	Interval_5865	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08099	NA	NA	NA	4.94817	NA	NA	NA	8.22801	NA	NA	NA	57679641	NA	NA	NA	57679846	NA	NA	NA	122
chr16	57689857	57690299	Interval_5866	2	2	TRUE	FALSE	FALSE	TRUE	5.10187	NA	NA	6.58586	4.95814	NA	NA	10.25949	8.58604	NA	NA	13.8961	57689956	NA	NA	57689857	57690156	NA	NA	57690299	100	NA	NA	122
chr16	57694731	57695015	Interval_5867	2	2	TRUE	FALSE	FALSE	TRUE	4.28168	NA	NA	7.38334	2.33406	NA	NA	9.53467	5.60867	NA	NA	13.13312	57694855	NA	NA	57694731	57695015	NA	NA	57694909	34	NA	NA	70
chr16	57695183	57695347	Interval_5868	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.22368	NA	NA	NA	2.72211	NA	NA	NA	5.73713	NA	NA	NA	57695183	NA	NA	NA	57695347	NA	NA	NA	150
chr16	57735269	57735580	Interval_5869	1	1	TRUE	FALSE	FALSE	FALSE	5.29515	NA	NA	NA	4.65756	NA	NA	NA	8.26142	NA	NA	NA	57735269	NA	NA	NA	57735580	NA	NA	NA	75	NA	NA	NA
chr16	57780267	57780495	Interval_5870	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	57780267	NA	NA	NA	57780495	NA	NA	NA	24
chr16	57810390	57810611	Interval_5871	2	2	TRUE	FALSE	FALSE	TRUE	6.13116	NA	NA	7.18458	8.73392	NA	NA	12.18917	12.6317	NA	NA	15.90329	57810390	NA	NA	57810414	57810578	NA	NA	57810611	103	NA	NA	120
chr16	58129340	58129850	Interval_5872	2	2	TRUE	FALSE	FALSE	TRUE	6.87014	NA	NA	7.94897	8.42112	NA	NA	12.61213	12.28764	NA	NA	16.3411	58129340	NA	NA	58129505	58129707	NA	NA	58129850	250	NA	NA	100
chr16	58337332	58337690	Interval_5873	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.67914	NA	NA	NA	8.05307	NA	NA	NA	11.57391	NA	NA	NA	58337332	NA	NA	NA	58337690	NA	NA	NA	201
chr16	58392709	58392986	Interval_5874	2	2	TRUE	FALSE	FALSE	TRUE	11.21043	NA	NA	11.62076	19.77365	NA	NA	23.11242	24.02819	NA	NA	27.11505	58392743	NA	NA	58392709	58392949	NA	NA	58392986	89	NA	NA	122
chr16	58426073	58426680	Interval_5875	3	3	TRUE	FALSE	TRUE	TRUE	9.99059	NA	6.85506	18.52579	15.1336	NA	8.24681	43.88818	19.27903	NA	12.45908	48.14158	58426073	NA	58426241	58426165	58426564	NA	58426564	58426680	337	NA	208	263
chr16	58515581	58516234	Interval_5876	3	3	TRUE	FALSE	TRUE	TRUE	6.71508	NA	4.58535	7.74718	10.58862	NA	4.44885	11.37247	14.57077	NA	8.44714	15.05727	58515628	NA	58515747	58515581	58516234	NA	58515866	58515982	125	NA	45	242
chr16	58630378	58630729	Interval_5877	2	2	TRUE	FALSE	FALSE	TRUE	8.53324	NA	NA	9.59125	11.01092	NA	NA	14.81376	15.01517	NA	NA	18.61824	58630378	NA	NA	58630410	58630729	NA	NA	58630659	202	NA	NA	136
chr16	58734148	58734510	Interval_5878	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	8.02144	5.79921	NA	NA	11.83294	6.02532	NA	NA	16.15485	9.40501	NA	NA	58734306	58734148	NA	NA	58734470	58734510	NA	NA	111	259
chr16	58937759	58937918	Interval_5879	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	58937759	NA	NA	NA	58937918	NA	NA	NA	86
chr16	59067348	59067648	Interval_5880	3	3	TRUE	FALSE	TRUE	TRUE	10.26023	NA	6.57624	5.93647	16.58367	NA	7.98116	6.2341	20.76662	NA	12.18861	9.6274	59067348	NA	59067398	59067429	59067611	NA	59067553	59067648	109	NA	55	137
chr16	59597374	59597598	Interval_5881	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.75355	NA	NA	NA	5.21762	NA	NA	NA	9.93043	NA	NA	NA	59597374	NA	NA	NA	59597598	NA	NA	NA	116	NA	NA
chr16	59664785	59665214	Interval_5882	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.48071	NA	NA	NA	4.96079	NA	NA	NA	8.25121	NA	NA	NA	59664785	NA	NA	NA	59665214	NA	NA	NA	286
chr16	65372201	65372457	Interval_5883	2	2	TRUE	FALSE	FALSE	TRUE	5.2721	NA	NA	7.76435	4.10494	NA	NA	10.13167	7.63597	NA	NA	13.75691	65372297	NA	NA	65372201	65372457	NA	NA	65372430	61	NA	NA	105
chr16	65688518	65688711	Interval_5884	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.84425	NA	NA	NA	6.08862	NA	NA	NA	9.47805	NA	NA	NA	65688518	NA	NA	NA	65688711	NA	NA	NA	36
chr16	65725232	65725425	Interval_5885	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.66899	NA	NA	NA	5.53176	NA	NA	NA	8.86254	NA	NA	NA	65725232	NA	NA	NA	65725425	NA	NA	NA	91
chr16	65763677	65763883	Interval_5886	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.84001	NA	NA	NA	6.04671	NA	NA	NA	9.42946	NA	NA	NA	65763677	NA	NA	NA	65763883	NA	NA	NA	123
chr16	66522290	66522643	Interval_5887	2	2	TRUE	FALSE	FALSE	TRUE	9.36835	NA	NA	7.87035	15.12586	NA	NA	11.14121	19.27097	NA	NA	14.80825	66522296	NA	NA	66522290	66522580	NA	NA	66522643	147	NA	NA	105
chr16	66523970	66524311	Interval_5888	3	3	TRUE	FALSE	TRUE	TRUE	13.50181	NA	5.00677	11.35618	26.59484	NA	3.67917	22.06596	30.9693	NA	7.61128	26.04879	66523992	NA	66524027	66523970	66524247	NA	66524145	66524311	127	NA	26	183
chr16	66524564	66525194	Interval_5889	3	3	TRUE	FALSE	TRUE	TRUE	6.1431	NA	4.36194	14.09135	11.11511	NA	4.7026	33.26178	15.12235	NA	8.71601	37.40916	66524657	NA	66524919	66524564	66525149	NA	66525043	66525194	276	NA	30	233
chr16	66608650	66608817	Interval_5890	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.80412	NA	NA	NA	3.99985	NA	NA	NA	7.17255	NA	NA	NA	66608650	NA	NA	NA	66608817	NA	NA	NA	94
chr16	66695952	66696449	Interval_5891	3	3	TRUE	FALSE	TRUE	TRUE	9.86361	NA	7.64746	13.08597	19.16716	NA	11.4555	28.79271	23.41324	NA	15.7703	32.88378	66695971	NA	66696031	66695952	66696449	NA	66696248	66696403	114	NA	84	150
chr16	66746703	66747114	Interval_5892	2	2	TRUE	FALSE	FALSE	TRUE	5.96445	NA	NA	7.72157	5.64532	NA	NA	10.90129	9.33612	NA	NA	14.56031	66746806	NA	NA	66746703	66746976	NA	NA	66747114	114	NA	NA	112
chr16	66873254	66873520	Interval_5893	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.58527	NA	NA	NA	5.29558	NA	NA	NA	8.61309	NA	NA	NA	66873254	NA	NA	NA	66873520	NA	NA	NA	169
chr16	66878167	66878364	Interval_5894	2	2	TRUE	FALSE	FALSE	TRUE	6.92443	NA	NA	5.68779	8.4998	NA	NA	7.5499	12.37751	NA	NA	11.03103	66878181	NA	NA	66878167	66878364	NA	NA	66878340	98	NA	NA	88
chr16	66927212	66927531	Interval_5895	2	2	TRUE	FALSE	FALSE	TRUE	6.51711	NA	NA	5.12807	7.48883	NA	NA	4.73763	11.30773	NA	NA	7.99128	66927212	NA	NA	66927274	66927444	NA	NA	66927531	144	NA	NA	108
chr16	66957579	66957884	Interval_5896	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.34948	NA	NA	NA	7.63093	NA	NA	NA	11.12683	NA	NA	NA	66957579	NA	NA	NA	66957884	NA	NA	NA	147
chr16	66977842	66978037	Interval_5897	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5327	NA	NA	NA	8.57584	NA	NA	NA	12.12819	NA	NA	NA	66977842	NA	NA	NA	66978037	NA	NA	NA	128
chr16	67017903	67018170	Interval_5898	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.76403	NA	NA	NA	10.25737	NA	NA	NA	13.88981	NA	NA	NA	67017903	NA	NA	NA	67018170	NA	NA	NA	157
chr16	67028782	67028949	Interval_5899	2	2	TRUE	FALSE	FALSE	TRUE	5.70247	NA	NA	3.29293	5.56156	NA	NA	1.63595	9.24793	NA	NA	4.46284	67028782	NA	NA	67028783	67028949	NA	NA	67028942	140	NA	NA	39
chr16	67041918	67042118	Interval_5900	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.52602	NA	NA	NA	3.14285	NA	NA	NA	6.20909	NA	NA	NA	67041918	NA	NA	NA	67042118	NA	NA	NA	127
chr16	67109716	67110106	Interval_5901	2	2	TRUE	FALSE	FALSE	TRUE	3.32468	NA	NA	7.69331	1.78524	NA	NA	10.42851	4.9279	NA	NA	14.07042	67109716	NA	NA	67109889	67110095	NA	NA	67110106	115	NA	NA	106
chr16	67178147	67178311	Interval_5902	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08099	NA	NA	NA	4.94817	NA	NA	NA	8.22801	NA	NA	NA	67178147	NA	NA	NA	67178311	NA	NA	NA	69
chr16	67226986	67227204	Interval_5903	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.0758	NA	NA	NA	3.88578	NA	NA	NA	7.05071	NA	NA	NA	67226986	NA	NA	NA	67227204	NA	NA	NA	88
chr16	67245080	67245377	Interval_5904	2	2	TRUE	FALSE	FALSE	TRUE	6.96868	NA	NA	5.0907	8.18907	NA	NA	4.6788	12.04757	NA	NA	7.9307	67245137	NA	NA	67245080	67245377	NA	NA	67245298	133	NA	NA	94
chr16	67246687	67247053	Interval_5905	2	2	TRUE	FALSE	FALSE	TRUE	7.14261	NA	NA	8.31029	10.48988	NA	NA	13.69019	14.46669	NA	NA	17.45692	67246687	NA	NA	67246759	67247015	NA	NA	67247053	150	NA	NA	141
chr16	67247135	67247479	Interval_5906	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.75545	NA	NA	NA	6.95276	NA	NA	NA	10.40532	NA	NA	NA	67247135	NA	NA	NA	67247479	NA	NA	NA	126
chr16	67273405	67273864	Interval_5907	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08099	NA	NA	NA	4.94817	NA	NA	NA	8.22801	NA	NA	NA	67273405	NA	NA	NA	67273864	NA	NA	NA	90
chr16	67325020	67325275	Interval_5908	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.30762	NA	NA	NA	9.02635	NA	NA	NA	12.60004	NA	NA	NA	67325020	NA	NA	NA	67325275	NA	NA	NA	121
chr16	67326797	67327179	Interval_5909	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.59306	NA	NA	NA	6.36432	NA	NA	NA	9.76394	NA	NA	NA	67326797	NA	NA	NA	67327179	NA	NA	NA	291
chr16	67390520	67390703	Interval_5910	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.14935	NA	NA	NA	4.48993	NA	NA	NA	7.72387	NA	NA	NA	67390520	NA	NA	NA	67390703	NA	NA	NA	136
chr16	67413047	67413381	Interval_5911	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.80584	NA	NA	NA	8.6266	NA	NA	NA	12.18105	NA	NA	NA	67413047	NA	NA	NA	67413381	NA	NA	NA	272
chr16	67473380	67473606	Interval_5912	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.71027	NA	NA	NA	14.84849	NA	NA	NA	18.6587	NA	NA	NA	67473380	NA	NA	NA	67473606	NA	NA	NA	110
chr16	67485293	67485513	Interval_5913	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.22392	NA	NA	NA	4.88366	NA	NA	NA	8.1464	NA	NA	NA	67485293	NA	NA	NA	67485513	NA	NA	NA	128
chr16	67488789	67489274	Interval_5914	3	3	TRUE	FALSE	TRUE	TRUE	5.81628	NA	5.97619	7.98442	5.14488	NA	5.60424	12.66816	8.78599	NA	9.68655	16.40266	67488938	NA	67488996	67488789	67489163	NA	67489223	67489274	69	NA	166	327
chr16	67490180	67490604	Interval_5915	3	3	TRUE	FALSE	TRUE	TRUE	11.38644	NA	7.53339	20.6869	27.93723	NA	14.96896	59.07179	32.33104	NA	19.36886	63.42778	67490236	NA	67490310	67490180	67490604	NA	67490562	67490598	255	NA	147	251
chr16	67521051	67521273	Interval_5916	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.69712	NA	NA	NA	4.09476	NA	NA	NA	7.28776	NA	NA	NA	67521051	NA	NA	NA	67521273	NA	NA	NA	64
chr16	67583372	67583531	Interval_5917	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44392	NA	NA	NA	5.80854	NA	NA	NA	9.16324	NA	NA	NA	67583372	NA	NA	NA	67583531	NA	NA	NA	54
chr16	67660108	67660267	Interval_5918	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.97448	NA	NA	NA	2.59301	NA	NA	NA	5.57921	NA	NA	NA	67660108	NA	NA	NA	67660267	NA	NA	NA	104
chr16	67699789	67699974	Interval_5919	1	1	TRUE	FALSE	FALSE	FALSE	6.02346	NA	NA	NA	5.44734	NA	NA	NA	9.11773	NA	NA	NA	67699789	NA	NA	NA	67699974	NA	NA	NA	99	NA	NA	NA
chr16	67713361	67713563	Interval_5920	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.34314	NA	NA	NA	2.89087	NA	NA	NA	5.9236	NA	NA	NA	67713361	NA	NA	NA	67713563	NA	NA	NA	57
chr16	67714165	67714394	Interval_5921	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	67714165	NA	NA	NA	67714394	NA	NA	NA	186
chr16	67719006	67719169	Interval_5922	1	1	TRUE	FALSE	FALSE	FALSE	5.79926	NA	NA	NA	5.41044	NA	NA	NA	9.07141	NA	NA	NA	67719006	NA	NA	NA	67719169	NA	NA	NA	91	NA	NA	NA
chr16	67806497	67807021	Interval_5923	2	2	TRUE	FALSE	FALSE	TRUE	13.82901	NA	NA	15.10699	27.14044	NA	NA	35.04529	31.52297	NA	NA	39.21434	67806516	NA	NA	67806497	67806970	NA	NA	67807021	268	NA	NA	275
chr16	67841908	67842131	Interval_5924	2	2	TRUE	FALSE	FALSE	TRUE	7.50978	NA	NA	4.64831	9.81824	NA	NA	3.76873	13.76714	NA	NA	6.92233	67841908	NA	NA	67841920	67842131	NA	NA	67842083	79	NA	NA	82
chr16	67846719	67846997	Interval_5925	2	2	TRUE	FALSE	FALSE	TRUE	10.5903	NA	NA	13.64977	18.74127	NA	NA	30.43906	22.97851	NA	NA	34.55239	67846738	NA	NA	67846719	67846953	NA	NA	67846997	137	NA	NA	136
chr16	67872985	67873115	Interval_5926	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.8016	NA	NA	NA	3.82073	NA	NA	NA	7.76574	NA	NA	NA	67872985	NA	NA	NA	67873115	NA	NA	NA	81	NA
chr16	67883757	67884149	Interval_5927	2	2	TRUE	FALSE	FALSE	TRUE	4.34766	NA	NA	4.46849	4.29774	NA	NA	7.96542	7.85259	NA	NA	11.48314	67883757	NA	NA	67883822	67883924	NA	NA	67884149	145	NA	NA	142
chr16	67928585	67928905	Interval_5928	2	2	TRUE	FALSE	FALSE	TRUE	6.56147	NA	NA	9.31708	7.92646	NA	NA	17.43729	11.77415	NA	NA	21.31743	67928585	NA	NA	67928607	67928905	NA	NA	67928886	116	NA	NA	144
chr16	67995435	67995651	Interval_5929	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.45357	NA	NA	NA	7.7035	NA	NA	NA	11.20307	NA	NA	NA	67995435	NA	NA	NA	67995651	NA	NA	NA	106
chr16	68040558	68040748	Interval_5930	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.88382	NA	NA	NA	5.84833	NA	NA	NA	9.20692	NA	NA	NA	68040558	NA	NA	NA	68040748	NA	NA	NA	85
chr16	68235535	68235721	Interval_5931	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08099	NA	NA	NA	4.94817	NA	NA	NA	8.22801	NA	NA	NA	68235535	NA	NA	NA	68235721	NA	NA	NA	58
chr16	68257223	68257493	Interval_5932	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.38843	NA	NA	NA	6.69631	NA	NA	NA	10.11861	NA	NA	NA	68257223	NA	NA	NA	68257493	NA	NA	NA	116
chr16	68284794	68285250	Interval_5933	3	3	TRUE	FALSE	TRUE	TRUE	9.24189	NA	9.83596	24.62934	13.4583	NA	16.82584	67.79926	17.54746	NA	21.25583	72.1985	68284879	NA	68284910	68284794	68285172	NA	68285144	68285250	156	NA	85	246
chr16	68356411	68356720	Interval_5934	2	2	TRUE	FALSE	FALSE	TRUE	5.78211	NA	NA	5.08907	6.6801	NA	NA	5.86413	10.45143	NA	NA	9.22932	68356447	NA	NA	68356411	68356720	NA	NA	68356680	137	NA	NA	126
chr16	68364902	68365230	Interval_5935	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99048	NA	NA	NA	4.21539	NA	NA	NA	7.42621	NA	NA	NA	68364902	NA	NA	NA	68365230	NA	NA	NA	129
chr16	68369820	68370055	Interval_5936	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08099	NA	NA	NA	4.94817	NA	NA	NA	8.22801	NA	NA	NA	68369820	NA	NA	NA	68370055	NA	NA	NA	141
chr16	68448521	68448873	Interval_5937	2	2	TRUE	FALSE	FALSE	TRUE	8.18383	NA	NA	12.76018	17.58937	NA	NA	35.54591	21.79876	NA	NA	39.72027	68448628	NA	NA	68448521	68448864	NA	NA	68448873	103	NA	NA	238
chr16	68470643	68470894	Interval_5938	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08099	NA	NA	NA	4.94817	NA	NA	NA	8.22801	NA	NA	NA	68470643	NA	NA	NA	68470894	NA	NA	NA	131
chr16	68520630	68520962	Interval_5939	3	3	TRUE	FALSE	TRUE	TRUE	6.61158	NA	6.02417	9.83034	6.93526	NA	6.20979	16.20239	10.71682	NA	10.32922	20.04829	68520630	NA	68520697	68520663	68520882	NA	68520890	68520962	128	NA	80	142
chr16	68539138	68539335	Interval_5940	2	2	TRUE	FALSE	FALSE	TRUE	4.96332	NA	NA	5.34948	5.34765	NA	NA	7.63093	9.00149	NA	NA	11.12683	68539148	NA	NA	68539138	68539335	NA	NA	68539319	49	NA	NA	71
chr16	68606411	68606613	Interval_5941	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.11054	NA	NA	NA	2.38071	NA	NA	NA	5.34378	NA	NA	NA	68606411	NA	NA	NA	68606613	NA	NA	NA	54
chr16	68704430	68704591	Interval_5942	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.191	NA	NA	NA	3.5756	NA	NA	NA	6.71379	NA	NA	NA	68704430	NA	NA	NA	68704591	NA	NA	NA	39
chr16	68711374	68711786	Interval_5943	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.88258	8.22121	NA	NA	6.13428	12.14573	NA	NA	10.25134	15.85448	NA	NA	68711469	68711374	NA	NA	68711663	68711786	NA	NA	141	174
chr16	68782121	68782647	Interval_5944	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	9.17373	NA	NA	NA	15.12701	NA	NA	NA	18.9413	NA	NA	NA	68782121	NA	NA	NA	68782647	NA	NA	NA	248
chr16	68789283	68789712	Interval_5945	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99221	NA	NA	NA	2.60279	NA	NA	NA	5.6077	NA	NA	NA	68789283	NA	NA	NA	68789712	NA	NA	NA	186
chr16	68790362	68790685	Interval_5946	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.33642	NA	NA	NA	6.83284	NA	NA	NA	10.27314	NA	NA	NA	68790362	NA	NA	NA	68790685	NA	NA	NA	128
chr16	69186524	69186747	Interval_5947	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.73286	NA	NA	NA	7.27121	NA	NA	NA	10.7374	NA	NA	NA	69186524	NA	NA	NA	69186747	NA	NA	NA	116
chr16	69374709	69374965	Interval_5948	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.80685	NA	NA	NA	6.69631	NA	NA	NA	10.12606	NA	NA	NA	69374709	NA	NA	NA	69374965	NA	NA	NA	125
chr16	69385970	69386247	Interval_5949	2	2	TRUE	FALSE	FALSE	TRUE	7.33175	NA	NA	6.5327	9.53391	NA	NA	8.57584	13.47188	NA	NA	12.12819	69385970	NA	NA	69385992	69386216	NA	NA	69386247	124	NA	NA	111
chr16	69396228	69396437	Interval_5950	1	1	TRUE	FALSE	FALSE	FALSE	7.64009	NA	NA	NA	9.2252	NA	NA	NA	13.14139	NA	NA	NA	69396228	NA	NA	NA	69396437	NA	NA	NA	105	NA	NA	NA
chr16	69515459	69515703	Interval_5951	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.81765	NA	NA	NA	10.62306	NA	NA	NA	14.27538	NA	NA	NA	69515459	NA	NA	NA	69515703	NA	NA	NA	131
chr16	69565828	69566171	Interval_5952	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.3358	NA	NA	NA	3.31787	NA	NA	NA	6.41651	NA	NA	NA	69565828	NA	NA	NA	69566171	NA	NA	NA	116
chr16	69754977	69755196	Interval_5953	1	1	TRUE	FALSE	FALSE	FALSE	7.00679	NA	NA	NA	7.87536	NA	NA	NA	11.72193	NA	NA	NA	69754977	NA	NA	NA	69755196	NA	NA	NA	102	NA	NA	NA
chr16	69761990	69762369	Interval_5954	2	2	TRUE	FALSE	FALSE	TRUE	10.66939	NA	NA	9.60824	17.77875	NA	NA	16.3552	21.99206	NA	NA	20.20518	69762039	NA	NA	69761990	69762369	NA	NA	69762349	171	NA	NA	218
chr16	70065031	70065317	Interval_5955	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	70065031	NA	NA	NA	70065317	NA	NA	NA	188
chr16	70065830	70066237	Interval_5956	3	3	TRUE	FALSE	TRUE	TRUE	9.03519	NA	8.41714	13.24506	12.22486	NA	12.2418	25.22233	16.27516	NA	16.58219	29.26006	70065838	NA	70065830	70065838	70066075	NA	70066048	70066237	106	NA	105	155
chr16	70164554	70164751	Interval_5957	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.49036	NA	NA	NA	4.30248	NA	NA	NA	7.5254	NA	NA	NA	70164554	NA	NA	NA	70164751	NA	NA	NA	126
chr16	70289509	70289694	Interval_5958	1	1	TRUE	FALSE	FALSE	FALSE	6.25815	NA	NA	NA	6.73047	NA	NA	NA	10.50636	NA	NA	NA	70289509	NA	NA	NA	70289694	NA	NA	NA	88	NA	NA	NA
chr16	70290100	70290379	Interval_5959	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.92327	NA	NA	NA	4.98803	NA	NA	NA	8.28048	NA	NA	NA	70290100	NA	NA	NA	70290379	NA	NA	NA	150
chr16	70306276	70306435	Interval_5960	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99221	NA	NA	NA	2.60279	NA	NA	NA	5.6077	NA	NA	NA	70306276	NA	NA	NA	70306435	NA	NA	NA	44
chr16	70346739	70346982	Interval_5961	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5851	NA	NA	NA	8.28436	NA	NA	NA	11.81363	NA	NA	NA	70346739	NA	NA	NA	70346982	NA	NA	NA	114
chr16	70402912	70403261	Interval_5962	3	3	TRUE	FALSE	TRUE	TRUE	9.53715	NA	5.18893	8.22107	13.46635	NA	4.41916	11.25714	17.5585	NA	8.41215	14.93842	70403008	NA	70403050	70402912	70403236	NA	70403182	70403261	123	NA	74	207
chr16	70404399	70404631	Interval_5963	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.94902	NA	NA	NA	8.47385	NA	NA	NA	12.01548	NA	NA	NA	70404399	NA	NA	NA	70404631	NA	NA	NA	104
chr16	70423674	70423834	Interval_5964	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.79921	NA	NA	NA	6.02532	NA	NA	NA	9.40501	NA	NA	NA	70423674	NA	NA	NA	70423834	NA	NA	NA	88
chr16	70432559	70432982	Interval_5965	3	3	TRUE	FALSE	TRUE	TRUE	9.24189	NA	8.99294	15.96883	13.4583	NA	14.68359	40.19426	17.54746	NA	19.0779	44.41749	70432723	NA	70432636	70432559	70432945	NA	70432982	70432979	139	NA	180	267
