track name="Conventional SE with ABC gene assignments"
1_merged_PDX_cell_lines_AML_3793_lociStitched chr7 1809726 1820563 1849362 1860199 ,
1_merged_PDX_cell_lines_AML_3794_lociStitched chr6 139287933 139298769 139609070 139619906 TXLNB,
1_merged_PDX_cell_lines_AML_3795_lociStitched chr2 126529755 126540590 127287332 127298167 ,
1_merged_PDX_cell_lines_AML_3796_lociStitched chr16 31347573 31358406 31358894 31369727 ITGAX,TGFB1I1,ITGAM,PYCARD,BCL7C,STX1B,
1_merged_PDX_cell_lines_AML_3797_lociStitched chr16 56908550 56919383 56942462 56953295 CETP,HERPUD1,
1_merged_PDX_cell_lines_AML_3798_lociStitched chr6 136560242 136571074 136881380 136892212 MAP7,
1_merged_PDX_cell_lines_AML_3799_lociStitched chr22 46573411 46584241 46969308 46980138 CERK,TBC1D22A,
1_merged_PDX_cell_lines_AML_3800_lociStitched chr21 15131999 15142829 16504320 16515150 ,
1_merged_PDX_cell_lines_AML_3801_lociStitched chr1 84432671 84443500 84898354 84909183 ,
1_merged_PDX_cell_lines_AML_3802_lociStitched chr2 128681664 128692492 129439238 129450066 ,
1_merged_PDX_cell_lines_AML_3803_lociStitched chr8 82182675 82193502 83094910 83105737 ,
1_merged_PDX_cell_lines_AML_3804_lociStitched chr2 190179205 190190031 191043931 191054757 ,
1_merged_PDX_cell_lines_AML_3805_lociStitched chr3 39271235 39282061 39312726 39323552 CX3CR1,
1_merged_PDX_cell_lines_AML_3806_lociStitched chr4 61870409 61881230 62736127 62746948 ,
1_merged_PDX_cell_lines_AML_3807_lociStitched chr1 198874858 198885676 198843987 198854805 ,
1_merged_PDX_cell_lines_AML_3808_lociStitched chr10 103755542 103766357 105515300 105526115 ,
1_merged_PDX_cell_lines_AML_3809_lociStitched chr2 165142048 165152861 165998558 166009371 ,
1_merged_PDX_cell_lines_AML_3810_lociStitched chr6 13028592 13039405 13028824 13039637 ,
1_merged_PDX_cell_lines_AML_3811_lociStitched chr14 50783551 50794363 51250269 51261081 ,
1_merged_PDX_cell_lines_AML_3812_lociStitched chr6 42563787 42574598 42531525 42542336 UNC5CL,
1_merged_PDX_cell_lines_AML_3813_lociStitched chr16 12144423 12155232 12238280 12249089 PMM2,
1_merged_PDX_cell_lines_AML_3814_lociStitched chr16 15586863 15597670 15680720 15691527 NOMO1,NPIPA1,NPIPA5,
1_merged_PDX_cell_lines_AML_3815_lociStitched chr17 17688679 17699482 17591993 17602796 RAI1,DRG2,TOP3A,
1_merged_PDX_cell_lines_AML_3816_lociStitched chr4 139682354 139693155 140603508 140614309 ,
1_merged_PDX_cell_lines_AML_3818_lociStitched chr11 65568440 65579238 65335911 65346709 RAB3IL1,SLC29A2,
1_merged_PDX_cell_lines_AML_3817_lociStitched chr9 124213937 124224735 126976216 126987014 NEK6,
1_merged_PDX_cell_lines_AML_3819_lociStitched chr5 50634172 50644970 49930006 49940804 EMB,
1_merged_PDX_cell_lines_AML_3820_lociStitched chr6 37045280 37056075 37013056 37023851 CCDC167,CMTR1,PIM1,PPIL1,SAYSD1,SRSF3,
1_merged_PDX_cell_lines_AML_3821_lociStitched chr3 136188155 136198949 135906997 135917791 ,
1_merged_PDX_cell_lines_AML_3822_lociStitched chr13 87509967 87520761 88162222 88173016 ,
1_merged_PDX_cell_lines_AML_3823_lociStitched chr6 2777144 2787937 2777378 2788171 ,
1_merged_PDX_cell_lines_AML_3824_lociStitched chr1 78042832 78053624 78508516 78519308 ,
1_merged_PDX_cell_lines_AML_3825_lociStitched chr4 159101227 159112016 160022379 160033168 ,
1_merged_PDX_cell_lines_AML_3827_lociStitched chr15 64632041 64642829 64924240 64935028 ,
1_merged_PDX_cell_lines_AML_3826_lociStitched chr15 52092771 52103559 52384968 52395756 BCL2L10,
1_merged_PDX_cell_lines_AML_3828_lociStitched chr21 17810488 17821274 19182805 19193591 ,
1_merged_PDX_cell_lines_AML_3829_lociStitched chr12 123027032 123037817 123511579 123522364 C12orf65,
1_merged_PDX_cell_lines_AML_3830_lociStitched chr11 8825560 8836344 8847107 8857891 RPL27A,TRIM66,
1_merged_PDX_cell_lines_AML_3831_lociStitched chr10 100501701 100512485 102261458 102272242 ,
1_merged_PDX_cell_lines_AML_3832_lociStitched chr11 130068351 130079133 129938246 129949028 NFRKB,ST14,
1_merged_PDX_cell_lines_AML_3833_lociStitched chr13 20117924 20128704 20692063 20702843 IL17D,ZMYM5,
1_merged_PDX_cell_lines_AML_3834_lociStitched chr9 34121998 34132777 34121996 34132775 BAG1,CHMP5,GBA2,KIF24,NUDT2,PIGO,SPINK4,UBAP1,UBAP2,UBE2R2,
1_merged_PDX_cell_lines_AML_3835_lociStitched chr13 108263427 108274204 108915775 108926552 ABHD13,TNFSF13B,
1_merged_PDX_cell_lines_AML_3836_lociStitched chr3 33423153 33433928 33464645 33475420 ,
1_merged_PDX_cell_lines_AML_3837_lociStitched chr13 98991842 99002614 99644096 99654868 ,
1_merged_PDX_cell_lines_AML_3838_lociStitched chr5 148824881 148835651 148204444 148215214 ,
1_merged_PDX_cell_lines_AML_3839_lociStitched chr16 3149491 3160258 3199492 3210259 MEFV,MMP25,ZNF205,
1_merged_PDX_cell_lines_AML_3840_lociStitched chr3 9776699 9787465 9818383 9829149 OGG1,CAMK1,
1_merged_PDX_cell_lines_AML_3841_lociStitched chr8 123767642 123778406 124779882 124790646 SQLE,TRMT12,FAM91A1,
1_merged_PDX_cell_lines_AML_3842_lociStitched chr1 84988221 84998982 85453904 85464665 SYDE2,
1_merged_PDX_cell_lines_AML_3843_lociStitched chr9 77705315 77716074 80320231 80330990 ,
1_merged_PDX_cell_lines_AML_3844_lociStitched chr1 192119605 192130362 192088735 192099492 ,
1_merged_PDX_cell_lines_AML_3846_lociStitched chr1 101124639 101135391 101590195 101600947 ,
1_merged_PDX_cell_lines_AML_3845_lociStitched chr8 128041657 128052409 129053903 129064655 MYC,
1_merged_PDX_cell_lines_AML_3847_lociStitched chr20 44579089 44589840 43207730 43218481 PKIG,
1_merged_PDX_cell_lines_AML_3849_lociStitched chr7 121312402 121323153 120952456 120963207 ,
1_merged_PDX_cell_lines_AML_3850_lociStitched chr17 32827083 32837834 31154101 31164852 ,
1_merged_PDX_cell_lines_AML_3848_lociStitched chr15 59348303 59359054 59640502 59651253 ,
1_merged_PDX_cell_lines_AML_3852_lociStitched chr12 118352209 118362959 118790014 118800764 PEBP1,
1_merged_PDX_cell_lines_AML_3851_lociStitched chr4 46073119 46083869 46075136 46085886 ,
1_merged_PDX_cell_lines_AML_3853_lociStitched chr15 52675311 52686060 52967508 52978257 FAM214A,
1_merged_PDX_cell_lines_AML_3854_lociStitched chr1 206573097 206583841 206746425 206757173 RASSF5,
1_merged_PDX_cell_lines_AML_3855_lociStitched chr7 106067570 106078317 105708016 105718763 ,
1_merged_PDX_cell_lines_AML_3856_lociStitched chr6 32965443 32976190 32933220 32943967 BRD2,COL11A2,DXO,TAP1,
1_merged_PDX_cell_lines_AML_3858_lociStitched chr20 62669326 62680073 61300678 61311425 LAMA5,RPS21,COL9A3,OGFR,OPRL1,
1_merged_PDX_cell_lines_AML_3857_lociStitched chr12 29275934 29286681 29428867 29439614 ,
1_merged_PDX_cell_lines_AML_3859_lociStitched chr7 106416234 106426980 106056680 106067426 ,
1_merged_PDX_cell_lines_AML_3860_lociStitched chr20 48768354 48779099 47384891 47395636 ,
1_merged_PDX_cell_lines_AML_3861_lociStitched chr11 3779973 3790717 3801203 3811947 ,
1_merged_PDX_cell_lines_AML_3862_lociStitched chr11 64356063 64366806 64123535 64134278 PRDX5,TRMT112,
1_merged_PDX_cell_lines_AML_3863_lociStitched chr1 192600520 192611262 192569650 192580392 ,
1_merged_PDX_cell_lines_AML_3864_lociStitched chr19 54615443 54626186 55126897 55137638 LILRA1,TTYH1,
1_merged_PDX_cell_lines_AML_3865_lociStitched chr15 45177966 45188705 45470164 45480903 ,
1_merged_PDX_cell_lines_AML_3866_lociStitched chr4 70939412 70950146 71805129 71815863 ,
1_merged_PDX_cell_lines_AML_3867_lociStitched chr5 88904547 88915280 88200364 88211097 ,
1_merged_PDX_cell_lines_AML_3868_lociStitched chr16 51634120 51644853 51668031 51678764 ,
1_merged_PDX_cell_lines_AML_3869_lociStitched chr3 122073659 122084389 121792506 121803236 ,
1_merged_PDX_cell_lines_AML_3870_lociStitched chr22 50241290 50252019 50679719 50690448 PIM3,ALG12,CRELD2,LMF2,MLC1,NCAPH2,SCO2,
1_merged_PDX_cell_lines_AML_3871_lociStitched chr9 16413073 16423801 16413071 16423799 ,
1_merged_PDX_cell_lines_AML_3872_lociStitched chr9 137602611 137613339 140497063 140507791 ,
1_merged_PDX_cell_lines_AML_3873_lociStitched chr3 125113457 125124184 124832301 124843028 ,
1_merged_PDX_cell_lines_AML_3875_lociStitched chr5 135541148 135551875 134876838 134887565 ,
1_merged_PDX_cell_lines_AML_3874_lociStitched chr7 39586699 39597426 39626298 39637025 ,
1_merged_PDX_cell_lines_AML_3876_lociStitched chr6 69861010 69871734 70570902 70581626 ,
1_merged_PDX_cell_lines_AML_3877_lociStitched chr1 54131130 54141854 54596803 54607527 ,
1_merged_PDX_cell_lines_AML_3878_lociStitched chr1 48610558 48621281 49076230 49086953 ,
1_merged_PDX_cell_lines_AML_3879_lociStitched chr19 18475860 18486583 18586670 18597393 ISYNA1,ELL,UBA52,COPE,
1_merged_PDX_cell_lines_AML_3880_lociStitched chr17 76183952 76194675 74180033 74190756 EXOC7,
1_merged_PDX_cell_lines_AML_3881_lociStitched chr17 75288742 75299461 73284823 73295542 SMIM5,CASKIN2,MIF4GD,TSEN54,GRB2,MRPS7,LLGL2,RECQL5,SMIM6,
1_merged_PDX_cell_lines_AML_3882_lociStitched chr20 47314368 47325087 45943112 45953831 ,
1_merged_PDX_cell_lines_AML_3883_lociStitched chr2 200692539 200703257 201557262 201567980 ,
1_merged_PDX_cell_lines_AML_3884_lociStitched chr20 1815566 1826284 1796212 1806930 SIRPA,
1_merged_PDX_cell_lines_AML_3885_lociStitched chr11 117482082 117492799 117352797 117363514 ,
1_merged_PDX_cell_lines_AML_3886_lociStitched chr7 119939989 119950705 119580043 119590759 ,
1_merged_PDX_cell_lines_AML_3887_lociStitched chr2 37075871 37086584 37303014 37313727 CEBPZ,CEBPZOS,
1_merged_PDX_cell_lines_AML_3889_lociStitched chr1 116600121 116610833 117142743 117153455 ,
1_merged_PDX_cell_lines_AML_3888_lociStitched chr1 204473353 204484065 204442481 204453193 PIK3C2B,
1_merged_PDX_cell_lines_AML_3890_lociStitched chr1 28052226 28062938 28378737 28389449 PEF1,
1_merged_PDX_cell_lines_AML_3891_lociStitched chr6 27887460 27898171 27855238 27865949 PRSS16,TRIM27,
1_merged_PDX_cell_lines_AML_3892_lociStitched chr5 130025141 130035852 129360834 129371545 ,
1_merged_PDX_cell_lines_AML_3893_lociStitched chr20 50217633 50228340 48834170 48844877 ,
1_merged_PDX_cell_lines_AML_3894_lociStitched chr17 74735357 74746063 72731496 72742202 SLC9A3R1,LLGL2,TRIM65,CDR2L,TMEM104,
1_merged_PDX_cell_lines_AML_3896_lociStitched chr11 34261745 34272449 34283292 34293996 ,
1_merged_PDX_cell_lines_AML_3895_lociStitched chr18 58556332 58567036 56223564 56234268 ,
1_merged_PDX_cell_lines_AML_3897_lociStitched chr3 59442847 59453550 59428573 59439276 ,
1_merged_PDX_cell_lines_AML_3898_lociStitched chr1 232571185 232581888 232706931 232717634 ,
1_merged_PDX_cell_lines_AML_3899_lociStitched chr20 25315764 25326465 25296400 25307101 ABHD12,ZNF337,APMAP,CST7,
1_merged_PDX_cell_lines_AML_3900_lociStitched chr14 102583409 102594110 103049746 103060447 CDC42BPB,
1_merged_PDX_cell_lines_AML_3901_lociStitched chr14 50852737 50863437 51319455 51330155 ABHD12B,
1_merged_PDX_cell_lines_AML_3903_lociStitched chr17 493386 504081 396623 407321 ,
1_merged_PDX_cell_lines_AML_3902_lociStitched chr19 6861790 6872488 6861801 6872499 CCDC159,TMEM205,GPR108,RFX2,
1_merged_PDX_cell_lines_AML_3904_lociStitched chr8 89775044 89785740 90787272 90797968 RIPK2,OSGIN2,
1_merged_PDX_cell_lines_AML_3905_lociStitched chr5 76729463 76740158 76025288 76035983 F2R,
1_merged_PDX_cell_lines_AML_3906_lociStitched chr8 59623456 59634150 60536015 60546709 ,
1_merged_PDX_cell_lines_AML_3907_lociStitched chr20 57472043 57482737 56047099 56057793 ,
1_merged_PDX_cell_lines_AML_3908_lociStitched chr1 207050000 207060690 207223345 207234035 PFKFB2,
1_merged_PDX_cell_lines_AML_3909_lociStitched chr9 4979512 4990202 4979512 4990202 AK3,RCL1,
1_merged_PDX_cell_lines_AML_3910_lociStitched chr2 223935708 223946397 224800425 224811114 ,
1_merged_PDX_cell_lines_AML_3911_lociStitched chr3 194184241 194194929 193902030 193912718 ,
1_merged_PDX_cell_lines_AML_3912_lociStitched chr6 10526594 10537279 10526827 10537512 ,
1_merged_PDX_cell_lines_AML_3913_lociStitched chr3 146921125 146931809 146638912 146649596 ,
1_merged_PDX_cell_lines_AML_3914_lociStitched chr4 184469576 184480259 185390730 185401413 ,
1_merged_PDX_cell_lines_AML_3915_lociStitched chr11 116923760 116934441 116794476 116805157 ,
1_merged_PDX_cell_lines_AML_3916_lociStitched chr2 128635360 128646040 129392934 129403614 ,
1_merged_PDX_cell_lines_AML_3917_lociStitched chr1 26119370 26130048 26445861 26456539 PDIK1L,DHDDS,HMGN2,
1_merged_PDX_cell_lines_AML_3918_lociStitched chr2 159084763 159095440 159941275 159951952 ,
1_merged_PDX_cell_lines_AML_3919_lociStitched chr22 44022975 44033652 44418855 44429532 PRR5,
1_merged_PDX_cell_lines_AML_3920_lociStitched chr2 70654928 70665605 70882060 70892737 ,
1_merged_PDX_cell_lines_AML_3921_lociStitched chr15 74199582 74210258 74491923 74502599 ,
1_merged_PDX_cell_lines_AML_3922_lociStitched chr21 37796540 37807214 39168843 39179517 ,
1_merged_PDX_cell_lines_AML_3923_lociStitched chr22 29361707 29372381 29757696 29768370 ,
1_merged_PDX_cell_lines_AML_3924_lociStitched chr1 227309007 227319678 227496708 227507379 JMJD4,
1_merged_PDX_cell_lines_AML_3925_lociStitched chr6 35723392 35734062 35691169 35701839 ,
1_merged_PDX_cell_lines_AML_3927_lociStitched chr15 39720205 39730872 40012406 40023073 ,
1_merged_PDX_cell_lines_AML_3926_lociStitched chr22 35392385 35403052 35788378 35799045 RASD2,TOM1,
1_merged_PDX_cell_lines_AML_3928_lociStitched chr17 410214 420879 260005 270670 GEMIN4,GLOD4,TIMM22,
1_merged_PDX_cell_lines_AML_3929_lociStitched chr12 124447647 124458308 124932193 124942854 NCOR2,RILPL1,
1_merged_PDX_cell_lines_AML_3930_lociStitched chr9 137736766 137747422 140631218 140641874 ,
1_merged_PDX_cell_lines_AML_3931_lociStitched chr1 67332038 67342693 67797721 67808376 IL12RB2,
1_merged_PDX_cell_lines_AML_3932_lociStitched chr13 31915621 31926275 32489758 32500412 ,
1_merged_PDX_cell_lines_AML_3933_lociStitched chr1 180230280 180240934 180199415 180210069 ,
1_merged_PDX_cell_lines_AML_3934_lociStitched chr11 128829761 128840412 128699656 128710307 ,
1_merged_PDX_cell_lines_AML_3936_lociStitched chr17 15956659 15967309 15859973 15870623 ADORA2B,TTC19,ZSWIM7,
1_merged_PDX_cell_lines_AML_3935_lociStitched chr1 226120300 226130950 226308001 226318651 ACBD3,
1_merged_PDX_cell_lines_AML_3938_lociStitched chr3 161921113 161931761 161638901 161649549 ,
1_merged_PDX_cell_lines_AML_3937_lociStitched chr2 24878553 24889201 25101422 25112070 ADCY3,
1_merged_PDX_cell_lines_AML_3939_lociStitched chr1 35090003 35100650 35555604 35566251 ZMYM1,
1_merged_PDX_cell_lines_AML_3940_lociStitched chr18 3444971 3455617 3444969 3455615 TGIF1,EMILIN2,
1_merged_PDX_cell_lines_AML_3941_lociStitched chr12 29237167 29247811 29390100 29400744 ,
1_merged_PDX_cell_lines_AML_3942_lociStitched chr5 178384353 178394996 177811354 177821997 ,
1_merged_PDX_cell_lines_AML_3943_lociStitched chr2 65411741 65422383 65638875 65649517 ,
1_merged_PDX_cell_lines_AML_3944_lociStitched chr1 25094619 25105261 25421110 25431752 RUNX3,
1_merged_PDX_cell_lines_AML_3945_lociStitched chr22 46501250 46511891 46897147 46907788 ,
1_merged_PDX_cell_lines_AML_3946_lociStitched chr3 4735569 4746209 4777253 4787893 ,
1_merged_PDX_cell_lines_AML_3947_lociStitched chr19 10754238 10764874 10864914 10875550 CDKN2D,C19orf38,
1_merged_PDX_cell_lines_AML_3948_lociStitched chr2 31315053 31325686 31537919 31548552 ,
1_merged_PDX_cell_lines_AML_3949_lociStitched chr21 34016601 34027234 35388902 35399535 MORC3,
1_merged_PDX_cell_lines_AML_3950_lociStitched chr18 12835934 12846567 12835933 12846566 PSMG2,PTPN2,
1_merged_PDX_cell_lines_AML_3951_lociStitched chr22 23529286 23539917 23871473 23882104 CHCHD10,
1_merged_PDX_cell_lines_AML_3952_lociStitched chrX 19676357 19686987 19694475 19705105 ,
1_merged_PDX_cell_lines_AML_3953_lociStitched chr5 119360893 119371520 118696588 118707215 ,
1_merged_PDX_cell_lines_AML_3954_lociStitched chr3 16144450 16155075 16185957 16196582 ,
1_merged_PDX_cell_lines_AML_3955_lociStitched chr7 148844894 148855519 148541986 148552611 ,
1_merged_PDX_cell_lines_AML_3956_lociStitched chr11 128572834 128583459 128442729 128453354 C11orf45,
1_merged_PDX_cell_lines_AML_3957_lociStitched chr6 149315858 149326480 149636994 149647616 TAB2,GINM1,PPIL4,ULBP2,
1_merged_PDX_cell_lines_AML_3958_lociStitched chr21 15351030 15361648 16723349 16733967 ,
1_merged_PDX_cell_lines_AML_3959_lociStitched chr10 35445062 35455676 35733990 35744604 CCNY,
1_merged_PDX_cell_lines_AML_3960_lociStitched chr18 70617911 70628524 68285147 68295760 ,
1_merged_PDX_cell_lines_AML_3961_lociStitched chr8 89833077 89843688 90845305 90855916 NBN,
1_merged_PDX_cell_lines_AML_3962_lociStitched chr20 57701506 57712116 56276562 56287172 ,
1_merged_PDX_cell_lines_AML_3963_lociStitched chr2 45562714 45573320 45789853 45800459 SRBD1,
1_merged_PDX_cell_lines_AML_3964_lociStitched chr3 71493300 71503903 71542451 71553054 ZNF717,
1_merged_PDX_cell_lines_AML_3965_lociStitched chr20 10855711 10866310 10836359 10846958 ,
1_merged_PDX_cell_lines_AML_3966_lociStitched chr12 51238128 51248726 51631912 51642510 ,
1_merged_PDX_cell_lines_AML_3967_lociStitched chr8 90160974 90171571 91173202 91183799 ,
1_merged_PDX_cell_lines_AML_3968_lociStitched chr19 47745027 47755623 48248284 48258880 C5AR2,CLDND2,DBP,DHX34,GRIN2D,GRWD1,KPTN,NAPA,SAE1,TMEM143,ZC3H4,
1_merged_PDX_cell_lines_AML_3969_lociStitched chr20 62922243 62932839 61553595 61564191 DIDO1,GID8,
1_merged_PDX_cell_lines_AML_3970_lociStitched chr8 115445044 115455633 116457272 116467861 ,
1_merged_PDX_cell_lines_AML_3971_lociStitched chr19 43760725 43771312 44264877 44275464 KCNN4,SMG9,ETHE1,PINLYP,
1_merged_PDX_cell_lines_AML_3972_lociStitched chr20 50269099 50279686 48885636 48896223 ,
1_merged_PDX_cell_lines_AML_3973_lociStitched chr1 26536660 26547246 26863151 26873737 NUDC,
1_merged_PDX_cell_lines_AML_3974_lociStitched chr2 111700669 111711254 112458246 112468831 ,
1_merged_PDX_cell_lines_AML_3975_lociStitched chr16 23059428 23070013 23070749 23081334 USP31,
1_merged_PDX_cell_lines_AML_3976_lociStitched chr19 13148521 13159106 13259335 13269920 MRI1,C19orf57,CC2D1A,CCDC130,IL27RA,KLF1,SAMD1,SMIM7,USE1,ZNF700,C19orf53,PODNL1,RAD23A,PRKCSH,TMED1,
1_merged_PDX_cell_lines_AML_3977_lociStitched chr10 129953714 129964298 131751978 131762562 ,
1_merged_PDX_cell_lines_AML_3978_lociStitched chr2 172008289 172018873 172873194 172883777 SLC25A12,HAT1,
1_merged_PDX_cell_lines_AML_3979_lociStitched chr7 82591696 82602279 82221012 82231595 ,
1_merged_PDX_cell_lines_AML_3980_lociStitched chr3 101934206 101944780 101653050 101663624 ,
1_merged_PDX_cell_lines_AML_3981_lociStitched chr10 6065062 6075634 6107025 6117597 RBM17,ANKRD16,IL2RA,
1_merged_PDX_cell_lines_AML_3982_lociStitched chr5 150452011 150462582 149831574 149842145 PDGFRB,RPS14,
1_merged_PDX_cell_lines_AML_3983_lociStitched chr1 27627871 27638442 27954382 27964953 FGR,WASF2,RHD,SLC9A1,
1_merged_PDX_cell_lines_AML_3984_lociStitched chr2 197868745 197879315 198733469 198744039 ,
1_merged_PDX_cell_lines_AML_3985_lociStitched chr2 63848052 63858622 64075186 64085756 UGP2,
1_merged_PDX_cell_lines_AML_3986_lociStitched chr8 133141603 133152172 134153847 134164416 ,
1_merged_PDX_cell_lines_AML_3987_lociStitched chr8 80161370 80171939 81073605 81084174 TPD52,
1_merged_PDX_cell_lines_AML_3988_lociStitched chr13 51818606 51829172 52392742 52403308 ,
1_merged_PDX_cell_lines_AML_3989_lociStitched chr6 132128593 132139158 132449733 132460298 ,
1_merged_PDX_cell_lines_AML_3990_lociStitched chr5 178349741 178360305 177776742 177787306 ,
1_merged_PDX_cell_lines_AML_3991_lociStitched chr11 118433877 118444439 118304592 118315154 CD3D,PHLDB1,SIDT2,SLC37A4,UBE4A,IFT46,
1_merged_PDX_cell_lines_AML_3992_lociStitched chr10 72302698 72313259 74062456 74073017 ,
1_merged_PDX_cell_lines_AML_3993_lociStitched chr10 114287422 114297980 116047181 116057739 ,
1_merged_PDX_cell_lines_AML_3994_lociStitched chr1 157172840 157183394 157142630 157153184 ,
1_merged_PDX_cell_lines_AML_3995_lociStitched chr20 59157466 59168019 57732521 57743074 ,
1_merged_PDX_cell_lines_AML_3996_lociStitched chr6 47009978 47020531 46977714 46988267 ,
