,mr351-MV411-DMSO-r1,mr352-MV411-DMSO-r2,mr353-MV411-DMSO-r3,mr354-MV411-DMSO-r4,mr355-MV411-72h_MEIS1-r1,mr356-MV411-72h_MEIS1-r2,mr357-MV411-72h_MEIS1-r3,mr358-MV411-72h_MEIS1-r4
GOLT1B,667.0,809.0,1011.0,783.0,567.0,763.0,604.0,1252.0
LDHB,9414.2,16390.0,17338.0,11837.0,10508.0,9659.7,9186.7,19806.0
PRKAB1,401.0,753.0,703.0,504.0,405.0,411.0,393.0,834.0
CMAS,741.0,1326.0,1416.0,956.0,786.0,756.0,703.0,1515.0
HCFC2,179.0,230.0,288.0,173.0,137.0,190.0,139.0,310.0
CLEC4A,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
C2CD5,859.0,1073.0,1271.0,1037.0,867.0,753.0,724.0,1491.0
RAB35,1043.0,1696.7,1545.4,1082.2,861.0,767.0,728.0,1548.3
PHC1,47.23,75.17,61.2,52.72,32.64,35.08,26.6,90.19
COX6A1,1069.9,2292.9,2131.0,1258.8,1302.9,1014.9,1004.0,2117.9
RFX4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RIC8B,228.0,330.0,362.0,245.0,231.0,204.0,208.0,456.0
SRSF9,2847.5,5571.0,5214.8,3429.6,2996.6,2736.8,2634.9,5601.7
FGFR1OP2,570.0,839.0,945.0,677.0,596.0,656.0,607.0,1218.0
KLRB1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
COL12A1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BTN3A3,38.62,76.87,92.92,60.43,33.45,31.54,42.1,61.7
TDP2,891.0,1207.0,1409.0,1013.0,775.0,806.0,770.0,1678.0
DSE,11.53,16.21,23.11,13.48,9.28,9.96,14.07,22.94
RWDD1,447.0,545.0,732.0,548.0,431.0,449.0,372.0,913.0
RSPH4A,0.0,5.0,4.0,2.0,2.0,2.0,4.0,10.0
MAK,1.0,10.0,6.0,6.0,2.0,3.0,3.0,4.0
TMEM14C,491.0,911.0,1046.0,559.0,681.0,609.0,545.0,1240.0
PAK1IP1,461.0,767.0,797.0,591.0,606.0,559.0,526.0,1129.0
GCNT2,4.0,6.0,7.0,6.0,5.0,3.0,7.0,8.0
SMIM8,103.0,145.0,192.0,122.0,81.0,120.0,97.0,236.0
NEDD9,455.0,581.0,688.0,484.0,273.0,248.0,249.0,532.0
CEP85L,62.0,71.0,85.0,89.0,42.0,46.0,38.0,88.0
ADTRP,2.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0
ASF1A,954.97,1469.9,1768.0,1182.0,936.0,921.0,891.97,1755.0
MCM9,375.03,597.09,557.0,410.0,383.0,352.0,320.03,682.02
FAM184A,2.0,6.0,4.0,6.0,6.0,4.0,2.0,5.0
RNGTT,908.0,1274.0,1434.0,1101.0,862.0,919.0,802.0,1677.0
MAN1A1,277.0,348.0,364.0,298.0,187.0,209.0,157.0,352.0
GABRR2,1.0,6.0,0.0,4.0,2.0,2.0,2.0,1.0
SERINC1,2186.0,3074.0,3773.0,2594.0,1835.0,1988.0,1935.0,3734.0
HDDC2,369.0,619.0,646.0,431.0,390.0,333.0,349.0,816.0
TPD52L1,2.0,3.0,2.0,1.0,1.0,5.0,4.0,5.0
HINT3,384.0,564.0,702.0,502.0,351.0,407.0,377.03,686.1
NCOA7,205.0,278.0,291.0,216.0,140.0,145.0,157.0,254.0
RIPOR2,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0
SASH1,687.0,995.0,881.0,624.0,871.0,827.0,859.0,1607.0
UST,11.0,13.0,9.0,8.0,8.0,2.0,4.0,2.0
ULBP1,48.0,50.0,56.0,37.0,17.0,24.0,21.0,21.0
FBXO5,758.89,1205.0,1325.0,999.0,993.99,1068.0,897.98,1791.0
MTRF1L,389.97,558.86,647.12,510.03,384.36,354.85,385.92,742.07
PPARD,1000.0,1799.0,1771.0,1241.0,652.0,663.0,656.0,1171.0
FANCE,371.0,754.0,763.0,478.0,329.0,298.0,298.0,597.0
TULP1,1.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0
SLC26A8,2.0,2.0,4.0,0.0,2.0,1.0,0.0,4.0
MAPK14,1281.0,2393.0,2454.0,1625.0,1589.0,1426.0,1346.0,2719.0
KCTD20,2165.0,3537.0,3537.0,2329.0,2152.0,1919.0,1895.0,3953.0
STK38,521.0,844.0,915.0,706.0,562.0,562.0,577.0,1182.0
SRSF3,7701.0,12423.0,13560.0,9822.0,7884.0,7950.0,6886.0,16152.0
SOD2,1051.0,1637.1,1629.5,1172.0,1074.7,1000.0,928.31,1950.2
MRPL18,788.0,1406.0,1468.0,1052.0,909.0,875.0,749.0,1802.0
MCM3,3876.0,6698.0,6127.0,4289.0,3951.0,3322.0,3209.0,7382.0
RNF8,266.0,454.0,493.0,331.0,273.0,271.0,253.0,550.0
PHACTR1,206.94,379.91,391.84,313.47,148.97,143.75,164.13,322.01
MDGA1,37.0,74.0,74.0,57.0,23.0,15.0,17.0,36.0
CILK1,366.0,461.0,518.0,419.0,326.0,312.0,291.0,566.0
FBXO9,517.0,869.0,804.0,550.0,565.0,562.0,513.95,1011.0
CD83,183.0,335.0,321.0,203.0,148.0,164.0,160.0,311.0
MDN1,2595.0,3862.0,3643.0,2740.0,2310.0,2146.0,2056.9,4648.0
SAYSD1,94.0,192.0,178.0,111.0,134.0,104.0,95.0,217.0
TREML2,112.0,190.0,185.0,111.0,53.0,55.0,65.0,119.0
ZNF451,1067.0,1327.2,1497.0,1182.6,935.06,1067.6,986.33,1804.0
BAG2,408.78,636.47,618.8,501.41,382.44,430.58,349.35,726.36
RAB23,82.22,123.53,125.2,81.59,99.56,86.42,72.65,170.64
TSPO2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR63,29.0,38.0,37.0,34.0,28.0,34.0,17.0,66.0
KHDRBS2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
FBXL4,372.0,524.0,532.0,390.0,330.0,342.0,328.0,604.0
CCNC,790.87,1179.8,1356.8,1139.9,905.0,970.97,920.93,1778.9
PRDM13,8.0,14.0,14.0,8.0,9.0,7.0,4.0,20.0
E2F3,843.0,1265.0,1306.0,933.0,759.0,761.0,644.0,1417.0
PTP4A1,643.56,766.16,834.93,791.54,463.92,567.93,480.72,1192.9
SIM1,2.0,0.0,2.0,0.0,1.0,4.0,1.0,5.0
ASCC3,1811.0,2156.0,2079.0,1507.0,1233.0,1281.0,1200.0,2366.0
BVES,54.0,59.0,50.0,49.0,41.0,40.0,51.0,89.0
MED23,608.0,898.0,879.0,606.0,529.0,575.0,561.0,1113.0
WASF1,87.0,106.0,129.0,113.0,100.0,93.0,80.0,182.0
GPLD1,7.0,9.0,15.0,9.0,5.0,2.0,3.0,6.0
ALDH5A1,766.0,1237.0,1227.0,907.0,630.0,557.0,577.0,1186.0
CRYBG1,1001.0,1404.0,1414.0,1002.0,911.0,905.0,841.0,1776.0
VNN1,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
VNN2,4.0,8.0,7.0,5.0,3.0,3.0,0.0,4.0
ACOT13,528.04,827.92,824.11,658.13,474.36,468.84,471.12,1012.2
SMAP1,478.02,742.03,768.62,637.0,445.22,491.47,440.66,906.76
RPS12,4655.0,11934.0,11412.0,5620.0,6365.0,4764.0,5547.0,11185.0
C6orf62,5268.8,8174.8,8746.7,6288.8,4347.0,4904.0,4138.9,9022.7
B3GAT2,10.98,4.97,9.38,0.0,4.78,3.53,10.34,8.24
GMNN,780.0,1380.0,1371.0,853.0,766.0,651.0,658.0,1590.0
SOBP,26.0,22.0,30.0,14.0,18.0,15.0,18.0,43.0
SNX3,2545.0,3694.0,3967.0,3054.0,2497.0,2658.0,2417.0,5210.0
HBS1L,978.0,1346.0,1533.0,1184.0,966.0,1051.0,895.0,1983.0
TRIM38,972.56,1475.0,1629.0,1218.0,764.0,842.0,799.0,1512.0
PEX7,98.0,152.0,156.0,96.0,84.0,82.0,92.0,184.0
ZBTB24,542.0,733.18,711.0,547.0,481.0,460.0,507.0,970.8
FIG4,545.0,834.0,883.0,606.0,524.0,514.0,507.0,1073.0
PERP,2.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0
ARFGEF3,1.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0
HECA,762.98,927.0,1022.8,883.0,583.79,640.0,603.0,1248.0
PHACTR2,260.0,295.0,327.0,280.82,172.0,182.0,181.0,337.0
EPM2A,153.0,205.0,194.0,129.0,136.0,124.0,131.0,285.0
SLC39A7,1281.0,2044.8,2012.6,1515.3,1157.0,992.54,957.71,2289.4
CCR6,93.2,132.91,130.48,74.84,88.29,106.16,94.68,229.71
SLC22A2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PHF1,302.0,624.0,586.0,421.0,306.0,270.0,256.0,507.0
CUTA,805.0,1920.0,1746.0,1073.0,917.0,685.0,718.0,1711.0
PACRG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QKI,3784.0,4278.0,5048.0,4178.0,3376.0,4071.0,3654.0,6495.0
MDFI,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
TFEB,150.0,266.0,232.0,148.0,122.0,98.0,108.0,192.0
CCND3,2364.0,4510.0,3658.0,2498.0,2315.0,1873.0,1921.0,3680.0
BYSL,443.0,776.0,765.0,453.0,434.0,320.0,340.0,793.0
FAM120B,786.0,1141.0,1128.0,839.0,666.0,634.0,605.0,1331.0
TBP,315.0,490.0,472.0,360.0,341.0,299.0,283.0,613.0
GUCA1B,2.0,4.0,8.0,1.0,4.0,1.0,2.0,6.0
PRPH2,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0
BICRAL,567.0,811.0,834.0,627.0,386.0,388.0,385.0,728.0
PPP2R5D,806.78,1431.4,1325.9,963.46,728.09,585.53,611.77,1304.2
MRPL2,437.97,800.0,765.0,508.99,363.99,329.0,336.0,671.98
PTK7,3.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0
SRF,1507.0,2426.0,2220.0,1664.0,1272.0,1151.0,1115.0,2185.0
CUL9,326.94,579.0,542.22,306.0,315.21,223.0,229.0,505.89
DNPH1,285.0,610.0,499.0,323.0,330.0,222.0,233.0,558.0
DUSP22,286.0,516.0,449.0,327.0,315.0,314.0,279.0,625.0
EXOC2,502.0,733.0,808.0,526.0,491.0,435.0,433.0,956.0
COX7A2,993.0,2147.0,2046.0,1131.0,1216.0,929.0,1056.0,2453.0
TMEM30A,4777.0,6752.0,7252.0,5112.0,6122.0,6507.0,5876.0,11342.0
GMDS,268.0,513.0,433.0,322.0,290.0,268.0,269.0,552.0
SENP6,1346.0,1729.0,2011.0,1603.0,1332.0,1507.0,1310.0,2495.0
VEGFA,1584.3,2599.3,3014.7,2167.6,903.69,967.61,998.18,1921.7
PRPF4B,3739.0,5075.0,5518.0,4288.0,3738.0,4194.0,3617.0,8106.0
TTK,843.0,1031.0,1275.0,912.0,816.0,771.0,680.0,1515.0
SLC29A1,830.0,1482.0,1248.0,868.0,713.0,535.0,577.0,1275.0
CCN6,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
BTN2A1,368.0,571.0,595.0,443.0,339.0,295.0,285.0,547.0
TENT5A,533.0,716.0,796.0,609.0,812.0,847.0,795.0,1674.0
FBRSL1,906.0,1688.0,1280.0,1026.0,828.0,649.0,599.0,1258.0
LY86,417.0,767.0,813.0,491.0,438.0,395.0,406.0,805.0
TBX18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERBIN,3038.0,3926.0,4498.0,3535.0,2520.0,2728.0,2540.0,5025.0
PCDHB2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARS2,387.38,798.32,815.7,498.22,512.45,435.95,420.08,972.0
NUDT12,19.0,47.0,51.0,45.0,24.0,44.0,49.0,63.0
CEP72,139.0,257.0,247.0,160.0,121.0,120.0,109.0,221.0
MAN2A1,766.0,890.0,954.0,763.0,569.0,594.0,563.0,1034.0
SEMA5A,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
C7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TENT4A,192.0,334.0,337.0,260.0,208.0,192.0,187.0,372.0
HMGCS1,9231.1,14969.0,19553.0,13345.0,7697.7,8926.0,8351.5,15530.0
DAP,1744.0,3271.0,3007.0,2045.0,1809.0,1455.0,1513.0,3171.0
NME5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BRD8,919.0,1369.0,1328.0,1021.0,887.0,748.0,721.0,1647.0
KIF20A,943.0,1441.0,1468.0,937.0,843.0,704.0,662.0,1478.0
NNT,2877.0,4342.0,4259.0,2891.0,2615.0,2288.0,2303.0,4783.0
MRPS30,916.0,1260.0,1333.0,1006.0,737.0,854.0,773.0,1539.0
HSPA9,8697.0,13507.0,14285.0,10128.0,8220.0,7647.0,7034.0,16470.0
MRPS27,2101.0,3393.0,3598.0,2401.0,1992.0,1835.0,1691.0,3833.0
PFDN1,879.0,1448.0,1510.0,1111.0,699.0,693.0,626.0,1438.0
HBEGF,224.0,408.0,420.0,306.0,180.0,174.0,158.0,299.0
SLC4A9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LOX,2.0,3.0,4.0,12.0,4.0,6.0,5.0,12.0
APBB3,118.65,239.05,199.85,144.0,136.56,90.15,103.33,234.04
TMCO6,121.0,221.0,183.0,139.0,129.0,95.0,101.0,206.0
SPARC,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0
IK,2467.0,3324.0,3733.0,2860.0,1928.0,1976.0,1854.0,4163.0
HMGCR,5386.0,8408.0,10248.0,6529.0,4286.0,4704.0,4594.0,8164.0
CERT1,823.12,1162.0,1221.2,903.22,670.0,760.0,684.17,1389.3
FAF2,1377.0,2217.0,2220.0,1456.0,1264.0,1111.0,1147.0,2189.0
PCDHB3,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0
PCDHB5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PDE8B,42.0,45.53,73.42,67.22,32.65,61.0,54.0,106.0
CLK4,395.0,510.0,654.0,488.0,485.0,484.0,496.0,973.0
PCDHB15,0.0,0.0,4.0,1.0,0.0,1.15,0.0,0.0
HAVCR1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
GRM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ITK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RNF130,776.0,1390.0,1534.0,1077.0,1547.0,1357.0,1268.0,2839.0
THG1L,509.0,809.0,907.0,638.0,438.0,471.0,430.0,1009.0
ARSB,842.0,1294.0,1093.0,846.0,918.0,805.0,754.0,1767.0
CLINT1,3041.0,4116.0,4353.0,3254.0,2495.0,2461.0,2338.0,4921.0
THBS4,31.0,51.0,60.0,51.0,47.0,41.0,45.0,100.0
CNOT6,1697.0,2333.0,2524.0,1887.0,1549.0,1684.0,1519.0,3365.0
IL12B,4.0,6.0,4.0,1.0,3.0,2.0,4.0,7.0
BTNL8,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
TTC1,1233.0,1977.0,2198.0,1604.0,1366.0,1255.0,1147.0,2589.0
MSH3,396.34,669.35,744.55,494.44,385.62,454.24,414.63,826.03
RASGRF2,2.0,1.0,3.18,5.0,1.0,0.0,2.0,2.0
CCNG1,2997.0,4073.0,5141.0,4014.0,3083.0,3633.0,3303.0,5981.0
POLR3G,157.0,212.0,214.0,219.0,158.0,192.0,144.0,356.0
DROSHA,1427.0,2104.0,2115.0,1637.0,1304.0,1281.0,1191.0,2490.0
LMNB1,9114.0,13928.0,15273.0,11488.0,9036.0,9165.0,8173.0,17408.0
ARRDC3,79.0,121.0,172.0,102.0,52.0,65.0,96.0,109.0
GOLPH3,2839.0,4337.0,4668.0,3571.0,2598.0,2610.0,2387.0,5285.0
SUB1,4949.0,6991.0,8925.0,6350.0,5252.0,5668.0,5166.0,11430.0
NPR3,1.0,0.0,5.0,5.0,1.0,2.0,0.0,2.0
FAM172A,419.0,558.0,638.0,496.0,329.0,378.0,340.0,736.0
TARS1,5253.0,8099.0,8697.0,6284.0,4176.0,4139.0,3923.0,8275.0
LNPEP,4821.2,5904.9,6216.9,4832.7,3560.0,3872.9,3446.0,6917.0
PDE4D,64.0,70.0,83.0,72.0,70.0,55.0,57.0,135.0
RAD1,738.21,1185.0,1184.6,799.73,808.33,799.57,666.72,1550.3
BRIX1,1218.8,1791.0,1980.4,1416.3,1180.7,1345.4,1158.3,2754.7
PRLR,62.0,71.0,69.0,39.0,79.0,98.0,89.0,183.0
SLC12A7,662.0,1160.0,908.0,602.0,542.0,429.0,403.0,925.0
RAD50,2629.3,3592.3,3933.9,3018.3,2345.0,2457.8,2362.9,4936.0
IL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ST8SIA4,1063.0,1351.0,1555.0,1228.0,721.0,757.0,721.0,1457.0
GNPDA1,418.0,836.0,842.0,440.0,500.0,475.0,444.0,921.0
PCDH12,15.0,21.0,21.0,13.0,13.0,8.0,9.0,17.0
SKP1,2370.0,3676.0,4061.0,2674.0,2645.0,2261.0,2219.0,4916.0
NUP155,1886.0,2729.0,2575.0,1834.0,1684.0,1550.0,1444.0,2965.0
PPP2CA,2682.9,4027.9,4495.0,3229.6,2965.9,2948.0,2769.5,5848.6
NR3C1,2807.0,3995.0,4399.0,3262.0,2306.0,2580.0,2325.0,4376.0
C5orf15,1233.0,1576.0,1902.0,1432.0,1032.0,1337.0,1091.0,2219.0
PPWD1,518.0,803.0,910.0,657.0,609.0,619.0,557.0,1233.0
TRIM23,112.0,141.0,163.0,117.0,95.0,146.0,109.0,223.0
TRAPPC13,222.38,305.7,425.79,342.32,289.55,277.75,284.79,574.17
SEC24A,1084.0,1197.4,1261.6,1019.5,700.1,820.66,752.24,1411.2
TXNDC15,282.0,433.0,509.0,361.0,319.0,323.0,259.0,561.0
TTC33,212.0,249.0,274.0,211.0,149.0,149.0,148.0,289.0
RARS1,1667.0,2494.0,2660.0,1881.0,1724.0,1568.0,1445.0,3251.0
WWC1,329.0,493.0,523.0,331.0,254.0,217.0,206.0,523.0
MACROH2A1,11266.0,19427.0,19166.0,13431.0,11048.0,10241.0,9785.8,20540.0
TCERG1,3277.0,4390.0,4510.0,3579.0,2914.0,3065.0,2746.0,5799.0
DPYSL3,189.0,375.0,433.0,257.0,77.0,111.0,114.0,151.0
SMAD5,600.0,845.0,848.0,686.0,557.0,557.0,520.0,1083.0
CSNK1A1,3630.7,5798.5,6389.8,4351.9,3552.3,3741.9,3410.4,6936.3
HMGXB3,1171.9,2282.6,1980.2,1196.0,1014.5,855.97,914.78,1924.7
ERGIC1,738.0,1335.0,1245.0,878.0,730.0,634.0,645.0,1252.0
PDGFRB,14.0,19.0,16.0,16.0,3.0,4.0,6.0,12.0
CDX1,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0
ATP6V0E1,1079.0,2042.0,1999.0,1308.0,1145.0,1112.0,1058.0,2507.0
BNIP1,105.0,185.0,223.0,135.0,142.0,111.0,103.0,228.0
STC2,17.0,31.0,26.0,22.0,6.0,2.0,10.0,13.0
CPEB4,455.0,511.0,625.0,493.0,303.0,357.0,350.0,528.0
HRH2,2839.0,4601.0,3974.0,3055.0,3219.0,2723.0,2652.0,5759.0
DBN1,562.0,1118.0,982.0,693.0,466.0,460.0,375.0,895.0
ZNF346,162.0,279.0,260.0,185.0,163.0,131.0,164.0,260.0
UNC5A,24.0,60.0,45.0,31.0,20.0,20.0,17.0,42.0
EHHADH,95.0,145.0,154.0,115.0,87.0,68.0,81.0,164.0
SMC4,9009.6,11560.0,13542.0,10697.0,8164.3,9179.5,8180.3,16403.0
SELENOK,273.0,574.0,629.0,345.0,349.0,265.0,242.0,607.0
ACTR8,645.0,954.0,971.0,625.0,521.0,462.0,455.0,1009.0
TBCCD1,242.0,374.89,395.6,271.0,233.63,199.55,194.0,367.0
TIMMDC1,906.0,1536.0,1533.0,995.0,952.0,813.0,764.0,1796.0
CRBN,404.38,648.75,768.32,555.83,404.27,430.27,460.31,868.93
KNG1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
BCL6,24.0,27.0,28.0,24.0,25.0,16.0,25.0,44.0
HGD,3.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0
ARL6,70.0,70.0,91.0,73.0,52.0,41.0,49.0,85.0
NPHP3,127.0,196.4,248.22,135.89,118.08,156.09,145.8,263.8
CD86,77.0,97.0,123.0,92.0,62.0,68.0,49.0,129.0
AMOTL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NIT2,531.0,964.0,933.0,674.0,702.0,636.0,606.0,1263.0
FAM162A,468.0,974.0,1111.0,656.0,583.0,464.0,468.0,1144.0
OGG1,327.87,581.65,553.49,370.62,269.84,239.68,278.99,572.78
KPNA1,1587.7,2397.6,2515.5,1815.0,1565.2,1664.6,1454.0,2995.5
PCCB,975.06,1775.9,1672.1,1025.6,1072.4,851.69,920.81,1946.6
UBE3A,3049.0,4011.0,4404.0,3590.0,2820.0,3063.0,2809.0,5636.0
ARMC8,562.0,887.0,918.0,701.0,620.0,600.0,584.0,1179.0
CEP70,452.0,581.0,686.0,539.0,364.0,302.0,326.0,671.0
SLC25A36,1285.0,1652.0,2058.0,1618.0,1158.0,1538.0,1387.0,2443.0
GRK7,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0
RNF7,541.0,962.0,1119.0,660.0,681.0,562.0,536.0,1328.0
TFDP2,221.0,352.0,367.0,222.0,180.0,164.0,169.0,349.0
XRN1,1277.0,1448.0,1565.0,1161.0,743.0,837.0,789.0,1479.0
KAT2B,153.0,163.0,220.0,164.0,109.0,110.0,112.0,253.0
SERPINI2,30.0,39.0,49.24,34.0,38.0,33.0,28.0,66.0
PDCD10,794.0,985.0,1224.0,901.0,702.0,779.0,662.0,1455.0
LRRC31,1.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0
PFKFB4,801.0,1592.0,1913.0,1178.0,621.0,601.0,624.0,1098.0
COL7A1,38.0,61.0,85.0,43.0,23.0,23.0,18.0,27.0
PRKAR2A,1506.0,2415.0,2172.0,1550.0,1384.0,1277.0,1244.0,2593.0
HES1,7.0,16.0,13.0,13.0,3.0,4.0,4.0,8.0
USP4,1223.0,2169.0,2174.0,1499.0,1381.0,1214.0,1164.0,2607.0
ACAP2,1571.0,1957.0,2109.0,1631.0,1316.0,1284.0,1283.0,2511.0
ECT2,836.0,1081.0,1226.0,854.0,745.0,823.0,661.0,1418.0
GNAT1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAI2,5902.0,10494.0,10123.0,7289.0,6293.0,5715.0,5536.0,11091.0
TFG,955.0,1564.0,1689.0,1187.0,917.0,857.0,877.0,1681.0
USP9Y,7.0,5.0,8.0,7.0,6.0,8.0,5.0,13.0
HYAL1,15.0,14.0,26.0,18.0,17.0,12.0,7.0,26.0
TUSC2,342.0,699.0,567.0,382.0,331.0,301.0,287.0,596.0
NPRL2,329.08,547.59,476.57,351.75,347.0,274.39,247.33,625.67
RPL24,9617.0,18318.0,18302.0,11694.0,8665.0,7986.0,7899.0,19138.0
CYB561D2,120.92,320.45,240.69,150.21,173.0,133.31,117.69,276.47
C3orf14,162.0,276.0,303.0,197.0,178.0,158.0,143.0,366.0
FXR1,2906.0,4234.0,4985.0,3534.0,2575.0,2599.0,2466.0,5472.0
CBLB,158.0,262.0,294.0,219.0,97.0,100.0,114.0,236.0
BBX,3514.0,4375.0,4765.0,3838.0,3050.0,3343.0,2864.0,5981.0
IFT57,232.0,378.0,382.0,311.0,235.0,222.0,212.0,491.0
GNB4,1079.7,1186.5,1377.8,925.43,785.42,771.64,757.8,1452.8
HHLA2,39.0,49.0,45.92,40.0,58.0,64.0,42.0,119.0
IQCG,146.0,205.0,300.0,188.0,127.0,121.0,133.0,226.0
GBE1,3204.0,5440.0,7009.0,4400.0,2642.0,2797.0,2901.0,4875.0
MORC1,6.0,2.0,1.0,2.0,1.0,6.0,2.0,4.0
UMPS,790.0,1477.0,1462.0,878.0,949.0,790.0,744.0,1640.0
NCBP2,1835.0,2708.0,3001.0,2264.0,1842.0,1826.0,1784.0,3722.0
SNX4,679.0,935.0,1056.0,784.0,662.0,725.0,645.0,1325.0
C3orf52,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0
FRMD4B,18.0,48.0,36.0,32.0,25.0,35.0,25.0,47.0
SLC41A3,405.0,777.0,761.0,448.0,412.0,332.0,323.0,621.0
ROPN1B,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
PLXNA1,597.0,1004.0,843.0,600.0,482.0,385.0,479.0,854.0
ATP6V1A,1156.0,1779.0,1737.0,1297.0,1211.0,1271.0,1008.0,2343.0
ABTB1,157.0,313.0,286.0,179.0,195.0,138.0,143.0,277.0
PODXL2,487.0,896.0,772.0,587.0,508.0,426.0,408.0,883.0
CSPG5,31.0,77.0,54.0,40.0,54.0,44.0,35.0,71.0
KLHL18,319.7,583.76,446.78,302.95,314.0,268.91,263.5,554.86
SCAP,901.0,1542.0,1312.0,859.0,767.0,547.0,611.0,1286.0
CFAP92,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.13
NEK11,15.0,15.0,24.0,19.0,12.0,9.0,15.0,24.0
MRPL3,2748.0,4248.0,4582.0,3317.0,2890.0,2812.0,2594.0,5766.0
HEMK1,393.0,752.0,713.0,453.0,421.0,302.0,316.0,676.0
CISH,886.0,1885.0,1648.9,1053.9,901.0,751.0,724.0,1514.0
MAPKAPK3,2210.0,4041.0,3494.1,2427.1,2087.0,1766.0,1731.0,3622.0
ACVR2B,309.0,443.0,477.0,355.0,240.0,237.0,238.0,499.0
WDR48,769.0,1147.0,1196.0,845.0,623.0,694.0,641.0,1301.0
COMMD2,374.0,576.0,590.0,428.0,397.0,395.0,374.0,751.0
GORASP1,260.0,509.0,468.0,302.0,282.0,224.0,258.0,522.0
PEX5L,4.0,7.0,11.0,11.0,5.0,7.0,5.0,7.0
RRP9,502.0,912.0,801.0,608.0,483.0,397.0,368.0,886.0
ABCC5,371.0,661.0,569.0,406.0,437.0,359.0,415.0,750.0
ABHD14B,875.0,1711.0,1501.0,1125.0,870.0,725.0,764.0,1395.0
EIF1B,838.0,1431.0,1523.0,1086.0,747.0,714.0,693.0,1501.0
ABHD14A-ACY1,31.89,65.14,60.64,48.29,51.61,34.38,33.51,50.63
ARHGEF26,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0
KLHL24,559.0,802.0,879.0,685.0,449.0,524.0,471.0,934.0
PLCH1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
VIPR1,1.0,2.84,5.0,6.0,1.0,2.0,1.0,13.0
DNAH1,160.0,320.0,326.0,212.0,185.0,168.0,169.0,384.0
SSR3,3443.0,5410.0,5862.0,4130.0,3258.0,3379.0,3046.0,6286.0
ZBTB47,242.0,334.0,307.0,220.0,204.0,163.0,165.0,372.0
TNNC1,0.0,5.0,4.0,1.0,3.0,2.0,1.0,2.0
NKTR,2084.0,3007.0,3412.0,2532.0,2335.0,2468.0,2422.0,4941.0
CLCN2,23.66,50.64,52.48,41.14,30.0,31.0,25.0,66.92
FOXP1,1763.0,2548.0,2620.0,2039.0,1437.4,1532.0,1524.0,2917.0
EIF4G1,13563.0,19251.0,16752.0,12969.0,10104.0,8371.0,8397.0,18751.0
SPCS1,1035.5,1968.1,1941.4,1331.9,1318.9,1072.0,1095.4,2547.8
NEK4,443.58,658.68,661.62,502.1,418.96,398.61,380.02,779.9
SLC4A3,10.0,25.0,26.0,12.0,18.0,15.0,13.0,24.0
