KO,AAVS1,,,,MEIS1,,,
gene_id,mr351-MV411-DMSO-r1,mr352-MV411-DMSO-r2,mr353-MV411-DMSO-r3,mr354-MV411-DMSO-r4,mr355-MV411-72h_MEIS1-r1,mr356-MV411-72h_MEIS1-r2,mr357-MV411-72h_MEIS1-r3,mr358-MV411-72h_MEIS1-r4
SEMA6B,128,243,189,126,94,70,84,174
SEMA6C,5,14,6,7,13,5,12,12
SEMA6D,0,0,0,0,0,1,0,1
SEMA7A,241,439,447,250,229,210,232,396
SEMG1,0,0,0,1,0,1,0,0
SENCR,21,26,32,30,18,15,14,42
SENP1,630,887,887.84,611,476,500,481.62,903
SENP2,744,1043,1169,895,683,659,594,1300
SENP3,985.55,1611.4,1475.8,1014,885.5,797.22,775.01,1754.3
SENP3-EIF4A1,10.68,47.64,29.74,37.95,29.12,27.36,13.92,44.77
SENP5,803,1198,1277,919,770,739,706,1461
SENP6,1346,1729,2011,1603,1332,1507,1310,2495
SENP7,324,448,497,374,296,313,310,497
SENP8,64,88,106,83,62,86,61,142
SEPHS1,1190,1779,1820,1402,1243,1078,1017,2319
SEPHS1P1,0,0,1,1,0,0,0,0
SEPHS1P2,0,1,0,0,0,0,0,0
SEPHS1P4,0,2,0,1,1,1,1,5
SEPHS1P6,2,1,4,2,3,3,1,1
SEPHS2,2921,5666,5281,3422,3131,2703,2534,5655
SEPSECS,331,489,540,422,326,378,359,622
SEPSECS-AS1,39,51,73,44,36,37,38,78
SEPTIN1,19,35,40,25,20,21,17,24.19
SEPTIN10,0,2,3,2,1,1,0,4
SEPTIN11,2404,3239,3180,2485,1765,1693,1549,3348
SEPTIN14P12,0,2,0,0,0,0,0,2
SEPTIN14P19,1,1,0,0,2.96,1,1.5,5.99
SEPTIN14P2,0,0,0,0,0,0,0,1.17
SEPTIN14P8,0,0,0,0.75,0,0,0,0.37
SEPTIN2,4556,6996,7526,5619,4589,4590,4407,9426
SEPTIN2P1,2,1,0,0,0,0,0,1
SEPTIN3,66,77,87,57,84,70,81,165
SEPTIN4,0,0,2,0,0,0,0,0
SEPTIN4-AS1,0,1,2,0,0,0,0,0
SEPTIN5,36,68.78,62.91,40.7,24.59,18,19,27.75
SEPTIN6,2693,4086,4192,3163,2125,1958,1854,3945
SEPTIN7,2654,3545,4418,3325,2548,2947,2710,5318
SEPTIN7-DT,15,34,37,34,26,29,33,44
SEPTIN7P13,17.45,18.86,27.42,17.04,15.74,23.36,22.3,38.2
SEPTIN7P14,103.9,138,156,107,99,114,105.3,177
SEPTIN7P2,108,139,159,125,110,101,112.7,201
SEPTIN7P6,0,2,2,2,1,1,1,1
SEPTIN7P7,1,0,0,1,0,1,1,0
SEPTIN7P8,0,0,0,1,0,0,0,0
SEPTIN7P9,0,0,1,0,0,0,1,0
SEPTIN8,557.67,876.44,902.88,658.49,672.61,618.56,615.98,1279.5
SEPTIN9,3536,6615,6111,4109,3309,2801.9,2828,5666
SERAC1,75,103,83,69,64,81,65,98
SERBP1,17138,22796,23896,18542,13988,14181,12849,29641
SERBP1P1,12.01,25.34,23.25,25,13.61,12,9.43,22.01
SERBP1P3,0,2,0,0,1,0,0,2
SERBP1P5,50.19,48.86,51.03,41.21,25.66,32.15,26.94,74.41
SERBP1P6,7.57,8.57,12.14,5.98,5,4.99,3,6.05
SERF1A,26.72,37.61,48.99,30.06,21.66,6.36,3.67,57.5
SERF1B,87.28,187.39,114.01,82.94,106.34,96.64,79.33,188.5
SERF2,5617.3,9771.9,9529,6461,5140.4,4772.9,4556.3,11138
SERGEF,186,324,355,228.95,178,165,157,314.95
SERHL,5.4,2.16,3.89,3.45,3.86,4.26,1.09,1.23
SERHL2,22.49,41.33,25.97,23.75,15.48,7.6,17.09,30.59
SERINC1,2186,3074,3773,2594,1835,1988,1935,3734
SERINC2,148,273,222,168,146,109,124,228
SERINC3,2615,3845,4309,3450,2400,2523,2206,4868
SERINC4,18.99,26.98,31.87,19.87,10.03,15.83,8.12,26.64
SERINC5,245,402,457,316,216,185,174,364
SERP1,2642,4144.4,4645,3442,2719,3038,2684,5377.5
SERP2,0,0,0,0,0,0,0,2
SERPINA1,140,208,209,158,148,153,158,279
SERPINA5,0,0,1,0,0,0,0,0
SERPINB1,1275,2278,2387,1607,1214,1112,1103,2459
SERPINB10,9,9,12.17,8,11,16,12.19,30.64
SERPINB12,1,1,0,1,0,0,0,0
SERPINB13,0,3,0,0,0,2,0,1
SERPINB2,9,7,6.83,10,11,20,12.81,40.36
SERPINB6,825,1374,1405,1018,723,680,633,1457
SERPINB8,2041.9,2898,3070,2419,2534,2741,2360,5120
SERPINB9,0,7,4,4,0,2,0,5
SERPINB9P1,0,0,0,0,0,0,0,2
SERPINC1,0,1,2,1,3,0,0,0
SERPIND1,0,0,4,0,0,0,2,4
SERPINE1,17,58,90,51,14,8,7,9
SERPINE2,18,24,43,38,12,14,15,34
SERPINE3,0,2,0,2.16,0,3.06,0,2
SERPINF1,464,867,744,559,615,581,513,1154
SERPINF2,10,35,37,14,13,13,10,24
SERPING1,5,0,0,1,2,2,5,5
SERPINH1,533,963,976,606,562,467,501,1091
SERPINH1P1,1,1,2,0,1,0,1,0
SERPINI1,69,102,110,78,28,40,36,79
SERPINI2,30,39,49.24,34,38,33,28,66
SERTAD1,64,248,209,96,102,87,83,163
SERTAD2,729,1019,959,799,541,575,585,1084
SERTAD3,220.21,498,448,270.47,246,235.59,232.3,458.21
SERTAD3-AS1,5.79,0,4,5.53,2,3.41,5.7,4.79
SERTM2,0,2,3,3,0,0,0,6
SESN1,214,325,361.66,256.77,316,243,227,473.82
SESN2,258,485,409,288,144,129,155,219
SESN3,599,649,792,605,704,731,640,1170
SESTD1,227,261,241,196,167,180,157,340
SET,15131,22626,24468,17953,14833,15366,13565,30189
SETBP1,1,2,7,4,0,0,0,2
SETD1A,1488,2049,1736,1438,977,883,877,1890
SETD1B,1757,2399,1926,1583,1202,1063,957,2227
SETD2,2298,3253,3276,2331,1899,1704,1738,3609
SETD3,1611,2655,2653,1935,1575,1559,1432,3171
SETD4,192,325,322,230,204,163,160,318
SETD5,2365,3777,3704,2803,2027,1951,1973,3852
SETD6,294.04,458.12,512.5,406.29,395.64,363.02,293.6,793.53
SETD7,2084,2761,2672,2021,1716,1596,1494,3122
SETD9,99,188,184,133,123,144,121,293
SETDB1,1247.9,2131.5,2207,1481.7,1229.3,1076.9,1073.9,2224.7
SETDB2,1199,1595,1744,1394,1088,1146,1068,2255
SETMAR,192,294,299,212,191,184,186,394
SETP10,0,0,0,1,0,0,0,0
SETP14,32.1,42.19,41.13,43.12,32.12,29.45,37.1,44.14
SETP17,0,1,2,0,0,0,1,2
SETP20,1,1,1,0,0,1,0,0
SETP21,0,0,0,0,0,0,0,1
SETP22,0,1,0,0,0,1,0,0
SETP3,0,3,1,0,0,1,0,1
SETP8,1,0,0,0,0,0,0,0
SETP9,0,0,2,0,1,1,0,0
SETSIP,2,0,0,2,0,0,1,6
SETX,2406,3453,3357,2466,1889,1826,1798,3784
SEZ6,6,4,3,0,0,1,3,5
SEZ6L,1,3,1,0,0,0,1,4
SEZ6L2,458,836,725,488,688,582,591,1141
SF1,7234,11568,10078,7900,6003,5150,4934,10741
SF1-DT,1,2,5,0,3,0,1,4
SF3A1,4543,6922,6430,4703,3496,3057,3066,6414
SF3A2,3263,5315,4540,3711,2327,1985,2005,4516
SF3A3,3487,5190,5412,3915,3108,2811,2738,6348
SF3A3P1,2,2,5,5,1,5.77,1,3
SF3A3P2,2,3,2,2,0,2.23,1,5
SF3B1,8658,12728,14079,9657,8462,8239,8318,16327
SF3B2,4520,6959,7017,5284,3757,3524.5,3340,7536
SF3B3,5857,9849,9594,6443,5608,4629,4804,10423
SF3B4,1569,2398,2136,1739,1325,1134,1139,2435
SF3B4P1,1,1,0,0,0,0,0,0
SF3B5,723,1656,1542,855,943,691,768,1621
SF3B6,1037,1877,2083,1372,1333,1221,1130,2661
SFI1,207.87,340,295.33,203.21,152,130.09,146.49,372
SFMBT1,508.72,740.26,686.35,461.65,416.71,357.51,366,741.63
SFMBT2,3356,5455,5423,3913,3515,3368,3274,6708
SFN,1,0,1,0,2,0,1,0
SFPQ,11334,15593,16517,13290,9616,9668,8993,19697
SFR1,152,260,323,201,160,164,137,325
SFR1P1,0,3,3,1,1,6,1,7
SFRP4,0,0,0,0,0,1,0,0
SFRP5,0,0,0,1,1,0,0,0
SFSWAP,1185,1922,1741,1401,1109,991,955,2107
SFT2D1,592,1267,1348,885,750,726,747,1502
SFT2D2,1513,2280,2388,1755,1571,1574,1413,2987
SFTPB,0,0,3,1,0,1,1,1
SFTPC,0,0,0,0,0,0,1,0
SFTPD,1,3,4,3,3,4,2,10
SFTPD-AS1,0,0,6,1.48,5,0,1,2.43
SFXN1,1303,2056,2310,1489,1158,1174,1039,2358
SFXN2,193,329,297,218,164,194,166,368
SFXN3,2324,4322,3999,2807,2521,2212,2100,4823
SFXN4,513,905,952,591,603,533,466,1099
SFXN4P1,1,0,0,0,0,0,0,3
SFXN5,72,128,103,94,67,48,61,146
SGCA,0,1,1,0,0,0,0,0
SGCB,72,95,93,65,81,76,82,166
SGCD,0,0,1,0,0,0,0,0
SGCE,0,0,2,3,0,1,0,3
SGCG,0,3,0,0,0,1,0,2
SGF29,231.92,427,447.89,280.74,218.82,224.96,194.98,450.97
SGIP1,0,1,1,0,0,0,0,0
SGK1,14,16,24,22,14,14,10,16
SGK2,2,8,11,3,1,7,3,5
SGK3,920.81,1425.3,1489.2,1212.5,1098.6,1054.5,933.81,1902.2
SGMS1,66,81,104,63,48,71,54,109
SGMS1-AS1,41.15,72.81,54.31,57,45,41.75,40.38,99.2
SGMS2,6,8,6,5,3,7,8,3
SGO1,392,548,595.44,476,351,401,343,705
SGO1-AS1,0,0,2.56,0,0,1,0,0
SGO2,1522,1725,1922,1609,1238,1445,1267,2480
SGPL1,441,752,663,472,385,368,358,701
SGPP1,1,0,0,0,0,1,0,2
SGPP2,15,27,20,22,12,20,9,43
SGSH,8,25,12,7,7,8,8,17
SGSM1,0,0,3,1,0,1,0,1
SGSM2,369,622,570,400,332,249,252,585
SGSM3,563.24,1140.1,1075.1,633.79,657.36,476.02,502.94,1046.9
SGSM3-AS1,0,0,0,0,1,0,1,0
SGTA,1693,3002,2569,1746,1518,1165,1224,2671
SGTB,150.22,169.48,247.89,157,97.46,132.05,122,231.51
SH2B1,434.85,863,703,565,436,386,295,710
SH2B2,186,297,294,186,180,125,140,307
SH2B3,1760,2849,2677,2135,1598,1438,1422,2588
SH2D2A,1,6,1,2,1,0,1,1
SH2D3A,16,29,23,3,8,7,7,11
SH2D3C,522,1031,1032,690,378,307,396,627
SH2D4A,0,0,1,0,0,1,0,2
SH2D4B,0,0,1,0,0,0,0,1
SH2D5,2,0,3,2,0,0,1,1
SH2D6,1,0,2,2,0,1,1,0
SH2D7,0,0,1.04,0,0,0,0,1.01
SH3BGR,21,22.56,16.94,33,9,10.49,10,28
SH3BGRL,1939,2286,2903,2418,1833,2102,1839,3814
SH3BGRL2,10,10,8,11,3,7,6,7
SH3BGRL3,4287.9,7239.6,6693.8,5094.9,3606.9,3308,3288.9,6730.8
SH3BP1,1009.8,1973.2,1616.6,1129.5,813.85,744,713.94,1447.4
SH3BP2,1836,3209,2832,2009,1389,1125,1166,2417
SH3BP4,1,0,1,0,0,0,0,1
SH3BP5,51.4,104.72,103.77,90.96,116.01,94.93,75.52,242.96
SH3BP5-AS1,66.6,111.28,95.23,68.04,53.99,58.07,80.48,110.04
SH3BP5L,528,1050,841,633,434,366,372,811
SH3D19,2.2,3.02,3.2,0,2.4,2.42,0,1
SH3D21,84.07,125.44,108.45,91.71,27.13,31,41,58
SH3GL1,1087,1890,1618,1156,901,778,696,1696
SH3GL1P1,4,0,7,10,4,4,5,7
SH3GL1P2,4,7,6,5,2,1,1,13
SH3GL1P3,2.43,0.69,0,0,1.47,0.81,0,0
SH3GL2,1,1,1,0,0,1,0,0
SH3GL3,0,0,0,0,1,0,1,0
SH3GLB1,1309,1757,1913,1467,1044,1096,1067,2012
SH3GLB2,239,405,407,278,237,200,212,379
SH3KBP1,7674,11548,11821,9058,6896,6865,6651,13530
SH3PXD2A,26,30,34,17,21,17,16,23
SH3PXD2B,10,21,16,11,3,3,5,8
SH3RF1,234,322,350,247,207,185,134,314
SH3RF2,1,2,0,1,0,0,0,1
SH3RF3,3,2,7,5,1,2,1,5
SH3TC1,52,145,122,82,86,68,65,112
SH3TC2,0,9,13,5,8,9,1,18
SH3YL1,330,491,581.6,410,333,375,374,758
SHANK1,548,881,669,578,413,236,294,579
SHANK2,1,3,5,2,2,0,0,3
SHANK3,48,51,63,47,40,41,26,72
SHARPIN,380,807,627,478,381,292,303,600
SHB,131,257,212.53,163,114,95,98,185.72
SHBG,0,0,0,1,0,0,0,0
SHC1,1388.9,2323.6,2028.5,1561.3,1162.2,1099.7,1104,2116.5
SHC1P2,0,1,0,0,2,0,0,0
SHC2,0,0,1,0,2,0,0,0
SHC3,6,14,8,2,7,10,2,9
SHC4,1,4,1,4,0,0,2,4
SHCBP1,1272,1891,2066,1458,1214,1148,1104,2470
SHE,0,0,0,1,0,0,0,0
SHF,5,12,10,5,4,2,6,7
SHFL,218.3,393.59,393.33,267.75,186.94,183.4,176.71,359.71
SHH,38,50,50,35,46,30,29,68
SHISA3,7,3,8,10,8,6,5,4
SHISA4,0,2,2,3,5,1,1,6
SHISA5,1175,2152,1880,1337,850,839,791,1683
SHISA5P1,0,0,1,0,0,0,0,0
SHISA7,1067,1675,1486,1191,926,820,862,1703
SHISA8,2,9,5,1,2,2,2,6
SHISA9,0,0,0,1,2,0,1,3
SHISAL1,3,4,3,3,2,8,4,4
SHISAL2A,0,0,0,1,0,0,0,0
SHKBP1,1466,2778,2420,1587,1482,1114,1156,2436
SHLD1,84,178,149,111,90,72,70,151
SHLD2,949.1,1309.6,1365.1,1224.1,937.54,1002,899.05,2000.2
SHLD2P1,8.09,9.22,23.92,9.8,6.71,19.67,9.22,23.1
SHLD2P2,0,0,1,0,1,0,0,0
SHLD2P3,0,3.47,1.19,3.06,2.82,0,4.97,1.51
SHLD3,47.39,51.82,84.32,47.68,57.99,65.2,62.21,126.32
SHMT1,439.3,774.5,754.58,519,447.75,392,387.46,870.45
SHMT1P1,9,6,11,5,7,5,5,8
SHMT2,3060,5653,5338,3509,2717,2351,2354,4994
SHOC1,0,2,2,1,1,0,1,2
SHOC2,1587,2104,2326,1855,1468,1560,1504,2993
SHOX2,234,359.66,408,305,259,291,225,516
SHPK,262.87,434.11,430,280.2,214.03,166.95,186.23,352.81
SHPRH,639.93,772.44,756.96,599.5,435.36,483.72,448.33,836.11
SHQ1,552,935,1006,661,564,495,499,1175
SHQ1P1,4.85,1.19,3.69,3,0,3.25,2.62,0.8
SHROOM1,1,3,5,2,5,0,1,0
SHROOM2,1,4,2,1,2,2,0,5
SHROOM3,1,0,2,0,0,0,0,1
SHROOM4,0,0,0,0,0,1,0,0
SHTN1,292.39,351,378,286,384,365,373,765
SIAE,294.96,534.58,572.56,410.08,399.71,408.42,382.31,803.39
SIAH1,214.39,311.1,394.57,280.51,248.75,239.11,219.31,517.66
SIAH2,476,863,965,662,495,493,464,877
SIDT1,42,57,81,47,45,44,44,86
SIDT2,697,1205,1011,687,631,509,482,1038
SIGIRR,271,621,553,342,242,186,224,388
SIGLEC1,2,10,7,0,20,22,18,33
SIGLEC10,98.97,145.8,139,97.14,88,85,71.88,177.58
SIGLEC10-AS1,6.03,9.2,7,3.86,7,2,4.12,8.42
SIGLEC11,5.8,5.21,8,8.89,8.24,5.64,4.47,19.87
SIGLEC12,702,1108,984,774,524,433,464,918
SIGLEC14,91.2,140.84,151.88,93.55,93.88,104.78,103.09,172.9
SIGLEC15,5,4,8,6,4,6,5,4
SIGLEC16,8.2,15.79,9,8.11,12.76,14.36,11.53,16.18
SIGLEC17P,68,129,141,91,64,71,67,110
SIGLEC18P,0,0,0,0,1,0,0,0
SIGLEC20P,4,6,3,1,0,1,0,2
SIGLEC22P,99,157,125,114.87,75,60,73,139
SIGLEC29P,0,2,1,0,0,0,0,0
SIGLEC5,41.8,94.16,85.12,25.08,50.49,37.22,50.91,62.65
SIGLEC6,131.34,182.17,209.25,135.34,107,78.92,93.04,166.7
SIGLEC7,58.57,102.61,99.71,74.35,59.67,67.27,69,144.56
SIGLEC8,1,0,0,0,1,0,1,0
SIGLEC9,22,32,31,19,28,30,23,44
SIGLECL1,0,1,0,2,0,0,0,1
SIGMAR1,1538,2567,2129,1635,1463,1262,1213,2426
SIK1,11.69,12.9,20.53,1.92,7.56,9.67,13.34,9.11
SIK1B,106.31,294.1,226.47,171.08,138.44,148.33,123.66,281.89
SIK2,699,1041,1036,692,525.95,487,476,868.9
SIK3,732,1049,951,656,513,433,429,906
SIKE1,953,1204,1412,1095,772,851,729,1484
SIL1,329,541,547,433,293,282,263,576
SILC1,0,0,0,0,0,0,0,1
SIM1,2,0,2,0,1,4,1,5
SIM2,3,6,11,5,10,4,4,15
SIMC1,465.5,786.02,789.16,587.95,472.87,413.58,410.37,844.96
SIN3A,2889.3,4177.6,4232,3065.7,2514.6,2439.4,2386.7,4660.1
SIN3B,524,829,707,565,447,381,378,788
SINHCAF,2259.2,3333.6,3510,2562.7,1866.2,1938.7,1741.9,3797.9
SINHCAFP1,4,2,1,1,0,1,0,0
SINHCAFP2,0,7.02,2.01,3.01,2,1,3.01,3
SIPA1,836,1640,1312,838,654,575,589,1109
SIPA1L1,70,95,131,76,88,62,61,104.97
SIPA1L2,234,366,296,230,164,160,176,369
SIPA1L3,793,1283,1075,804,515,422,466,912
SIRPA,2488.6,4188.9,3843.7,2812.9,2623.9,2219,2184.8,4549.7
SIRPAP1,2,2,0,0,2,1,0,0
SIRPB1,332.53,493.73,462.19,385.05,342.57,339,357.05,682.03
SIRPB2,235.25,404.34,348,250,363,302,276,612
SIRPB3P,1,0,5,3,0,0,1,1
SIRPD,10.84,14,13.64,12.54,12.61,2.92,8,12.28
SIRPG,17,31,24,18,14,10,12,29
SIRPG-AS1,0,0,0,0,0,0,1,0
SIRT1,649,864,1039,809,608,699,593,1175
SIRT2,1011,1742,1714,1115,842,694,784,1578
SIRT3,128,301,274.05,197,141,107,143,343
SIRT4,7,8,8,8,5,3,5,8
SIRT5,164.35,294.01,301.8,220,167.44,172.23,157.69,349.53
SIRT6,430,826,701,537,458,322,377,753
SIRT7,677,1113,1079,730,724,554,560,1272
SIT1,8,19,15,9,3,6,4,16
SIVA1,304,762,549,340,391,282,312,689
SIX1,1,6,5,3,2,2,4,4
SIX4,0,3,0,0,0,0,0,0
SIX5,101.66,176.13,125.86,66.75,65.72,57.68,45.29,110.92
SKA1,528,804,785,630,403,445,418,875
SKA2,1322,1693,1992,1523,990,1118,1016,2252
SKA2P1,0,0,1,2,0,0,0,2
SKA3,800,1199,1248,987,747,812,690,1531
SKAP1,0,0,1,0,0,0,0,0
SKAP2,2100,2998,3474,2489,2107,2241,2148,3897
SKI,1910,2893,2681,2099,1646,1466,1396,2793
SKIDA1,3,3,9,3,2,5,3,1
SKIL,554,646,865,694,399,507,499,844
SKIV2L,828,1454,1257,847,764,650,611,1420
SKOR1,4,21,4,6,7,7,4,11
SKP1,2370,3676,4061,2674,2645,2261,2219,4916
SKP1P1,0,0,2.2,3.79,0,0.1,1.92,4.18
SKP1P2,0,0.93,1,0,0,0,0,1
SKP2,925,1296,1220,988,808,800,729,1585
SLA,539,971,942,611,671,622,593,1162
SLA2,58.04,131.09,146.13,76.08,70.03,43.02,64,99.06
SLAIN1,5,3,3,6,4,2,6,7
SLAIN2,1090,1462,1558,1223,1003,989,951,1886
SLAMF1,10,24,18,15,11,11,12,32
SLAMF6,6,13,13,8,4,9,10,17
SLAMF7,1,2,0,0,1,2,3,5
SLAMF8,43.77,69.67,82,49.42,83,61.49,68,103.65
SLAMF9,16,28,44,31,6,14,18,20
SLBP,1663,2671,2731,1925,1681,1572,1514,3311
SLBP-DT,9,19,11,18,10,8,11,29
SLC10A1,2,1,2,2,0,0,1,0
SLC10A2,3,5,0,4,0,0,0,1
SLC10A3,209,451,304,221,184,122,153,312
SLC10A5,6,14,16,9,8,7,12,19
SLC10A6,0,3,5,0,1,1,2,1
SLC10A7,184,234,266,252,131,161,131,257
SLC11A1,15,37,36,15,18,9,12,38
SLC11A2,400,617,603,444,372,364,368,725
SLC12A1,3,5,5,4,3,5,4,1
SLC12A2,379,445,484,360,322,310,293,583
SLC12A3,12,12,14,12,16,22,20,33
SLC12A4,326,771,595,393,274,210,221,442
SLC12A5,12.98,25.93,20,14,13,6,9,19
SLC12A5-AS1,2.11,3.07,7,1,7,2,0,6.47
SLC12A6,1677,2478,2827,2012.1,993,1021,994,1854
SLC12A7,662,1160,908,602,542,429,403,925
SLC12A8,24,45,32,29,8,9,7,15
SLC12A9,822,1798,1386,928,1036,736,799,1695
SLC12A9-AS1,1,2,0,1,0,1,0,1
SLC13A3,192,370,376,249,82,94,97,143
SLC13A4,2,19,17.33,9.14,6,6,5,19.33
SLC13A5,0,0,1,0,0,0,0,0
SLC14A1,42,78,106,65,20,39,40,62
SLC14A2,8,12,15,8,4,4,9,9
SLC15A2,165,313,415,278,251,236,208,477
SLC15A3,75,173,172,88,80,46,65,113
SLC15A4,232,433,439,301,315,319,272,562
SLC16A1,1522,2297,2356,1743,1517,1517,1375,2934
SLC16A1-AS1,65,102,86,83,63,62,67,153
SLC16A11,3,3,5,2,0,3,0,1
SLC16A13,131,200,182,139,95,95,76,143
SLC16A14,2,2,2,3,1,5,1,0
SLC16A2,1,1,0,1,0,0,0,0
SLC16A3,2310,5100,4539.7,2837,1994,1647,1726,3706
SLC16A4,4,7,9,12,10,7,4,14
SLC16A5,52,104,88,75,54,48,62,89
SLC16A6,4,10,25,13.72,17,20.72,24.72,20.5
SLC16A6P1,3,5,4.58,4.28,0,3.02,6.61,8.5
SLC16A7,1,0,2,3,1,1,2,2
SLC16A8,0,3,0,1,0,0,0,0
SLC16A9,2,3,2,5,3,5,7,4
SLC17A5,114,208,204,126,101,103,107,163
SLC17A7,19,56,45,37,23,12,31,34
SLC17A8,0,0,0,1,0,0,0,0
SLC17A9,804,1836,1436,915,993,689,714,1561
SLC18A1,0,2,0,2,0,0,0,1
SLC18A2,0,3.57,0,0,0,0,0,12.31
SLC19A1,541.05,1125.8,825.32,543.46,492.95,435,421.21,881.21
SLC19A2,81,142,136,115,84,79,77,146
SLC1A2,0,1,0,0,0,0,0,0
SLC1A2-AS1,0,0,0,0,0,0,0,2
SLC1A3,160,201,218,164,233,216,196,466
SLC1A4,2316,4352,4191,2912,1990,1936,1870,3758
SLC1A5,5491.3,10314,8598.4,5959.9,4188.3,3428.4,3491.4,7255.1
SLC1A7,0,7,2,1,1,0,0,3
SLC20A1,2253,3776,3562,2685,2109,1928,1826,3823
SLC20A2,641,1066,1030,696,582,470,480,1063
SLC22A1,0,1,2,1,4,2,0,3
SLC22A13,0,1,2,0,2,0,0,0
SLC22A14,0,0,0,0,1,0,0,0
SLC22A15,564,876,923,689,556,614,523,1065
SLC22A16,41,50,47,28,33,25,20,52
SLC22A18,71,192,127,86,66,55,85,144
SLC22A18AS,14,37,21,14,13,15,10,16
SLC22A2,0,0,1,0,0,0,0,0
SLC22A20P,26.21,72.25,50.17,44.1,29,22.07,20.56,40.12
SLC22A23,22.98,30.99,35.14,18.84,24,23,21,38.75
SLC22A3,0,0,1,0,0,0,0,0
SLC22A4,47,83,76,60,44,55,43,94
SLC22A5,35,59,71,53,45,54,41,85
SLC23A1,6,2,8,2,1,1,0,2
SLC23A2,1851,2842,2933,1932,1369,1176,1269,2381
SLC23A3,6.58,8,5.74,17.27,7,8.94,4,6.12
SLC24A1,276.57,409,443.73,287.36,180.83,198.72,191,431.7
SLC24A3,7,10,17,16,7,8,5,10
SLC24A4,10,10,11,11,16,14,12,28
SLC24A5,1,3.57,4.78,2.75,3.27,0,1.29,1
SLC25A1,1738,3707,3246,2058,1897,1489,1587,3077
SLC25A10,414,913.95,685,450,564,443,420.85,965
SLC25A11,807.83,1587.8,1426.6,954.98,946,743.73,795.91,1637.4
SLC25A12,210,352,355,259,242,198,210,459
SLC25A13,443,699,650,478,450,399,373,873
SLC25A14,92,165,179,117,106,95,82,220
SLC25A14P1,1,1,1,1,2,0,2,2
SLC25A15,127,214,173,131,113,78,77,170
SLC25A16,165,251,269,189,213,206,182,377
SLC25A17,221,400,378,270,280,269,200,493
SLC25A18,3,9,11,3,5,1,1,13
SLC25A19,752.03,1492.8,1286.8,959.86,955.35,707.14,705.99,1633.1
SLC25A1P5,4.24,14.56,11.32,0,4.3,2.57,3.18,5.69
SLC25A2,0,0,1,2,1,0,0,0
SLC25A20,105,214,189,140,139,147,117,248
SLC25A21,0,0,1,0,0,0,0,0
SLC25A22,325.28,679,519,334,311,207,243,506.29
SLC25A23,1263,2099,2013,1602,1021,902,947,1915
SLC25A24,695.45,847.87,1016.7,799.28,676,853.15,768.84,1432.7
SLC25A25,241.08,459.22,381.96,270.23,193.36,181.96,155.78,355.47
SLC25A25-AS1,69.92,78.78,84.04,79.77,70.64,45.04,45.22,143.53
SLC25A26,146.27,269.69,265.07,204.4,155.46,111.11,124.05,287.1
SLC25A27,0,0,0,0,1,0,0,0
SLC25A28,213,362,343,231,248,214,216,435
SLC25A29,264.94,531.3,493.23,278.35,264.33,189.42,192.88,396.34
SLC25A3,7084,15338,14307,8576,8934,6947,7365,15359
SLC25A30,497,716,812,589,442,462,404,909
SLC25A30-AS1,1,2,0,0,0,0,1,0
SLC25A32,881.06,1291.8,1335.4,960.73,777.18,694.09,715.51,1427.3
SLC25A33,227.05,400.24,396.64,275,265.6,193.7,192.65,449.54
SLC25A34,2,3,5,7,4,3,4,5
SLC25A35,123.89,223.53,184.99,114.37,106.34,89.63,96.62,185.67
SLC25A36,1285,1652,2058,1618,1158,1538,1387,2443
SLC25A36P1,1,0,2,0,0,0,0,2
SLC25A37,1606,2647,2862,2029,1621,1546,1454,3352
SLC25A38,382,695,686,465,391,347,337,758
SLC25A38P1,0,0,1,0,2,1,1,0
SLC25A39,1114,2323,1827,1224,1225,875,955,1855
SLC25A39P1,0,0,3,3,0,1,0,2
SLC25A3P2,0,1,1,0,0,1,0,0
SLC25A4,19,24,28,16,18,6,14,29
SLC25A40,815,1049.4,1273.7,946,659,827,668,1251
SLC25A41,3,5,6,5,3,7,5,6
SLC25A42,112,221,167,102,107,87,77,172
SLC25A43,278,381,431,343,244,261,247,530
SLC25A44,709,1202,1104,845,690,617,593,1250
SLC25A45,32,70,64,50,46,34,30,72
SLC25A46,1311,1520,1714,1415,1109,1284,1152,2195
SLC25A47,0,0,2,0,1,0,0,0
SLC25A48,5,3.7,8.17,8,6,4.49,5.19,6.85
SLC25A48-AS1,4,0,0,1,0,0,0,6
SLC25A5,4127,8403,7918,5081,4934,3946,3934,8976
SLC25A5-AS1,15.02,20.05,20.02,21.02,26.04,9.01,9.02,22.03
SLC25A51,124.93,196.96,264,129,99.98,84,95,226
SLC25A52,1.07,1.04,0,0,1.02,0,0,0
SLC25A53,36,42,39,29,16,16,14,39
SLC25A5P2,0,1,0,0,0,0,0,1
SLC25A5P5,0,0,1,1,1,0,0,1
SLC25A5P8,0,1,0,0,0,0,0,0
SLC25A6P2,0,1,0,0,0,0,0,0
SLC25A6P4,0,0,1,0,0,0,0,0
SLC26A1,18.07,58,37.66,30,42.04,17.95,24,43
SLC26A10,0,0,1,0,0,2,0,0
SLC26A11,1,4,2,2,2,0,0,4
SLC26A2,735,988,1001,652,751,784,588,1378
SLC26A4,4,4,6,2,6,0,1,11
SLC26A4-AS1,0,0,0,0,1,1,0,0
